"","GEOID","full_geoid","male_white_age18to19","male_white_age20to24","male_white_age25to29","male_white_age30to34","male_white_age35to44","male_white_age45to54","male_white_age55to64","male_white_age65to74","male_white_age75to84","male_white_age85over","female_white_age18to19","female_white_age20to24","female_white_age25to29","female_white_age30to34","female_white_age35to44","female_white_age45to54","female_white_age55to64","female_white_age65to74","female_white_age75to84","female_white_age85over","male_black_age18to19","male_black_age20to24","male_black_age25to29","male_black_age30to34","male_black_age35to44","male_black_age45to54","male_black_age55to64","male_black_age65to74","male_black_age75to84","male_black_age85over","female_black_age18to19","female_black_age20to24","female_black_age25to29","female_black_age30to34","female_black_age35to44","female_black_age45to54","female_black_age55to64","female_black_age65to74","female_black_age75to84","female_black_age85over","male_aian_age18to19","male_aian_age20to24","male_aian_age25to29","male_aian_age30to34","male_aian_age35to44","male_aian_age45to54","male_aian_age55to64","male_aian_age65to74","male_aian_age75to84","male_aian_age85over","female_aian_age18to19","female_aian_age20to24","female_aian_age25to29","female_aian_age30to34","female_aian_age35to44","female_aian_age45to54","female_aian_age55to64","female_aian_age65to74","female_aian_age75to84","female_aian_age85over","male_asian_age18to19","male_asian_age20to24","male_asian_age25to29","male_asian_age30to34","male_asian_age35to44","male_asian_age45to54","male_asian_age55to64","male_asian_age65to74","male_asian_age75to84","male_asian_age85over","female_asian_age18to19","female_asian_age20to24","female_asian_age25to29","female_asian_age30to34","female_asian_age35to44","female_asian_age45to54","female_asian_age55to64","female_asian_age65to74","female_asian_age75to84","female_asian_age85over","male_nhpi_age18to19","male_nhpi_age20to24","male_nhpi_age25to29","male_nhpi_age30to34","male_nhpi_age35to44","male_nhpi_age45to54","male_nhpi_age55to64","male_nhpi_age65to74","male_nhpi_age75to84","male_nhpi_age85over","female_nhpi_age18to19","female_nhpi_age20to24","female_nhpi_age25to29","female_nhpi_age30to34","female_nhpi_age35to44","female_nhpi_age45to54","female_nhpi_age55to64","female_nhpi_age65to74","female_nhpi_age75to84","female_nhpi_age85over","male_other_age18to19","male_other_age20to24","male_other_age25to29","male_other_age30to34","male_other_age35to44","male_other_age45to54","male_other_age55to64","male_other_age65to74","male_other_age75to84","male_other_age85over","female_other_age18to19","female_other_age20to24","female_other_age25to29","female_other_age30to34","female_other_age35to44","female_other_age45to54","female_other_age55to64","female_other_age65to74","female_other_age75to84","female_other_age85over","male_mixed_age18to19","male_mixed_age20to24","male_mixed_age25to29","male_mixed_age30to34","male_mixed_age35to44","male_mixed_age45to54","male_mixed_age55to64","male_mixed_age65to74","male_mixed_age75to84","male_mixed_age85over","female_mixed_age18to19","female_mixed_age20to24","female_mixed_age25to29","female_mixed_age30to34","female_mixed_age35to44","female_mixed_age45to54","female_mixed_age55to64","female_mixed_age65to74","female_mixed_age75to84","female_mixed_age85over","male_w_nothisp_age18to19","male_w_nothisp_age20to24","male_w_nothisp_age25to29","male_w_nothisp_age30to34","male_w_nothisp_age35to44","male_w_nothisp_age45to54","male_w_nothisp_age55to64","male_w_nothisp_age65to74","male_w_nothisp_age75to84","male_w_nothisp_age85over","female_w_nothisp_age18to19","female_w_nothisp_age20to24","female_w_nothisp_age25to29","female_w_nothisp_age30to34","female_w_nothisp_age35to44","female_w_nothisp_age45to54","female_w_nothisp_age55to64","female_w_nothisp_age65to74","female_w_nothisp_age75to84","female_w_nothisp_age85over","male_hisp_age18to19","male_hisp_age20to24","male_hisp_age25to29","male_hisp_age30to34","male_hisp_age35to44","male_hisp_age45to54","male_hisp_age55to64","male_hisp_age65to74","male_hisp_age75to84","male_hisp_age85over","female_hisp_age18to19","female_hisp_age20to24","female_hisp_age25to29","female_hisp_age30to34","female_hisp_age35to44","female_hisp_age45to54","female_hisp_age55to64","female_hisp_age65to74","female_hisp_age75to84","female_hisp_age85over","WHITE_FEMALE","WHITE_MALE","WHITE_TOTAL","WHITE_18_to_24","WHITE_25_to_34","WHITE_35_to_44","WHITE_45_to_54","WHITE_55_to_64","WHITE_65_over","BLACK_FEMALE","BLACK_MALE","BLACK_TOTAL","BLACK_18_to_24","BLACK_25_to_34","BLACK_35_to_44","BLACK_45_to_54","BLACK_55_to_64","BLACK_65_over","AI_AN_FEMALE","AI_AN_MALE","AI_AN_TOTAL","AI_AN_18_to_24","AI_AN_25_to_34","AI_AN_35_to_44","AI_AN_45_to_54","AI_AN_55_to_64","AI_AN_65_over","ASIAN_FEMALE","ASIAN_MALE","ASIAN_TOTAL","ASIAN_18_to_24","ASIAN_25_to_34","ASIAN_35_to_44","ASIAN_45_to_54","ASIAN_55_to_64","ASIAN_65_over","NHPI_FEMALE","NHPI_MALE","NHPI_TOTAL","NHPI_18_to_24","NHPI_25_to_34","NHPI_35_to_44","NHPI_45_to_54","NHPI_55_to_64","NHPI_65_over","OTHER_FEMALE","OTHER_MALE","OTHER_TOTAL","OTHER_18_to_24","OTHER_25_to_34","OTHER_35_to_44","OTHER_45_to_54","OTHER_55_to_64","OTHER_65_over","MIXED_FEMALE","MIXED_MALE","MIXED_TOTAL","MIXED_18_to_24","MIXED_25_to_34","MIXED_35_to_44","MIXED_45_to_54","MIXED_55_to_64","MIXED_65_over","W_NOTHISP_FEMALE","W_NOTHISP_MALE","W_NOTHISP_TOTAL","W_NOTHISP_18_to_24","W_NOTHISP_25_to_34","W_NOTHISP_35_to_44","W_NOTHISP_45_to_54","W_NOTHISP_55_to_64","W_NOTHISP_65_over","HISP_FEMALE","HISP_MALE","HISP_TOTAL","HISP_18_to_24","HISP_25_to_34","HISP_35_to_44","HISP_45_to_54","HISP_55_to_64","HISP_65_over","ALL_FEMALE","ALL_MALE","ALL_TOTAL","ALL_18_to_24","ALL_25_to_34","ALL_35_to_44","ALL_45_to_54","ALL_55_to_64","ALL_65_over"
"11","55096","Assembly District 96 (2018), Wisconsin",603,1512,1300,1385,3171,3529,4636,3256,1472,574,533,1270,1174,1410,2979,3569,4348,3152,1575,1045,18,59,77,58,33,46,23,21,8,0,0,5,4,0,13,13,9,5,0,0,18,59,77,58,33,46,23,21,8,0,0,5,4,0,13,13,9,5,0,0,1,2,1,0,26,5,17,2,0,0,0,1,8,41,18,24,24,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,0,0,8,35,16,31,89,10,7,9,0,0,0,0,19,20,17,18,4,0,0,0,17,27,12,22,15,36,22,19,4,0,8,6,62,17,23,41,27,4,3,1,584,1498,1268,1335,3129,3512,4625,3251,1462,574,525,1250,1133,1379,2896,3517,4335,3148,1561,1045,27,50,52,92,127,25,21,16,10,0,8,25,60,55,119,74,21,7,14,0,16707,16802,33509,3918,5269,6150,7098,8984,11074,40,320,360,82,139,46,59,32,34,40,320,360,82,139,46,59,32,34,115,37,152,4,50,44,29,41,25,7,0,7,0,0,0,5,1,2,74,198,272,43,86,106,28,11,9,165,152,317,58,113,38,77,49,31,16454,16613,33067,3857,5115,6025,7029,8960,11041,362,399,761,110,259,246,99,42,47,33964,34841,68805,8154,11170,12701,14483,18152,22297
"12","55078","Assembly District 78 (2018), Wisconsin",253,1800,2743,2822,3253,2473,2367,2155,838,536,222,1896,2463,2338,3163,2868,3044,2551,1333,926,24,503,101,110,170,156,323,88,25,23,0,315,233,284,153,354,225,85,8,57,24,503,101,110,170,156,323,88,25,23,0,315,233,284,153,354,225,85,8,57,19,393,389,560,685,367,313,90,90,6,14,201,626,537,501,450,292,106,96,25,0,0,32,0,0,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,85,20,114,31,25,3,0,5,0,0,40,27,81,82,0,0,0,0,0,33,67,80,195,142,111,40,0,10,0,22,18,248,25,115,17,58,0,25,0,253,1670,2608,2648,2973,2360,2353,2065,838,526,151,1809,2184,2205,2842,2706,2906,2449,1319,921,0,215,157,285,314,155,17,90,5,10,82,127,306,219,406,194,138,102,14,5,17760,16873,34633,4171,10366,6416,5341,5411,8339,1489,1200,2689,842,728,323,510,548,286,1489,1200,2689,842,728,323,510,548,286,2556,2599,5155,627,2112,1186,817,605,413,0,32,32,0,32,0,0,19,0,230,280,510,125,242,113,25,3,5,470,638,1108,140,548,257,128,98,35,16586,15941,32527,3883,9645,5815,5066,5259,8118,1455,1231,2686,424,967,720,349,155,226,42035,39994,82029,11054,25368,15153,12746,12646,17708
"13","55034","Assembly District 34 (2018), Wisconsin",433,1090,1185,1289,2530,3700,5114,4402,2195,741,426,1104,1162,1132,2412,3703,5234,4237,2533,1023,5,36,30,9,47,5,32,0,0,0,0,0,0,1,0,3,17,0,0,54,5,36,30,9,47,5,32,0,0,0,0,0,0,1,0,3,17,0,0,54,0,4,6,2,2,5,14,8,0,14,0,0,0,0,43,10,47,37,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,0,0,4,0,5,6,22,1,0,0,0,3,0,0,6,0,13,0,0,0,23,25,22,5,58,9,18,18,3,0,4,1,61,15,32,51,26,29,26,0,432,1082,1165,1215,2519,3601,5090,4390,2173,737,384,1087,1121,1115,2375,3609,5208,4228,2518,1020,3,26,20,74,16,120,39,13,22,4,42,19,46,18,43,96,39,11,15,3,17732,17565,35297,3053,4768,4942,7403,10348,15131,58,132,190,41,40,47,8,49,54,58,132,190,41,40,47,8,49,54,95,41,136,4,8,45,15,61,64,18,0,18,0,0,0,0,0,18,9,16,25,3,4,11,6,35,1,219,163,382,53,103,90,60,44,76,17457,17314,34771,2985,4616,4894,7210,10298,15066,293,298,591,90,158,59,216,78,68,35939,35661,71600,6270,9737,10135,14926,20962,30532
"14","55053","Assembly District 53 (2018), Wisconsin",607,1625,1869,1775,4562,4341,4264,2869,1401,402,310,1245,1291,1378,3209,3707,3647,2904,1574,701,4,137,235,233,534,326,145,29,0,0,0,17,19,7,49,57,6,5,0,0,4,137,235,233,534,326,145,29,0,0,0,17,19,7,49,57,6,5,0,0,9,28,117,121,62,64,46,10,0,12,0,16,90,85,22,158,58,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,23,37,38,5,6,10,0,0,0,0,0,6,10,15,5,0,0,0,0,44,15,48,48,37,8,26,0,0,4,92,25,0,0,2,29,7,11,2,569,1551,1722,1681,4269,4188,4169,2841,1401,402,299,1187,1287,1354,3043,3658,3608,2846,1570,701,38,100,163,153,341,175,101,38,0,0,11,58,16,30,176,64,44,58,4,0,16319,19451,35770,3787,6313,7771,8048,7911,9851,154,1498,1652,158,494,583,383,151,34,154,1498,1652,158,494,583,383,151,34,405,423,828,53,413,84,222,104,56,0,0,0,0,0,0,0,0,0,31,139,170,26,66,48,20,11,10,143,218,361,140,88,48,39,37,46,15945,18624,34569,3606,6044,7312,7846,7777,9761,417,1008,1425,207,362,517,239,145,100,33568,42859,76427,8135,14274,16946,17180,16287,19892
"15","55042","Assembly District 42 (2018), Wisconsin",540,1339,1428,1479,3620,4128,4603,3116,1270,395,431,1152,1204,1563,2986,3847,4232,2855,1372,624,6,43,120,136,221,115,96,30,0,0,8,4,0,3,15,8,22,6,5,0,6,43,120,136,221,115,96,30,0,0,8,4,0,3,15,8,22,6,5,0,0,22,7,24,17,24,17,4,0,0,16,6,2,45,24,25,2,11,1,6,0,0,11,0,0,0,5,0,0,0,0,2,0,0,0,3,0,0,0,0,0,29,21,56,48,41,2,5,0,0,6,7,2,13,30,22,0,7,2,0,17,6,0,94,11,84,23,5,10,6,6,5,8,14,40,20,16,22,0,0,525,1283,1365,1375,3483,4039,4544,3091,1269,395,394,1114,1157,1507,2947,3776,4205,2831,1368,624,15,86,89,179,185,154,61,30,1,0,43,45,49,77,66,95,27,31,6,0,16034,17315,33349,3462,5674,6606,7975,8835,9632,49,671,720,61,259,236,123,118,41,49,671,720,61,259,236,123,118,41,136,98,234,44,78,41,49,19,22,5,11,16,2,11,0,3,5,0,89,200,289,42,92,78,63,2,14,115,233,348,34,116,51,104,39,43,15718,16825,32543,3316,5404,6430,7815,8749,9578,412,739,1151,189,394,251,249,88,68,32607,36763,69370,7211,12287,13929,16504,17973,19439
"16","55014","Assembly District 14 (2018), Wisconsin",533,815,1305,1795,3329,3288,3723,2225,1175,578,321,835,1379,2070,3176,3569,3829,2600,1531,1070,125,54,83,67,157,99,117,191,16,0,43,104,48,102,67,155,135,96,42,11,125,54,83,67,157,99,117,191,16,0,43,104,48,102,67,155,135,96,42,11,19,67,42,136,323,248,120,112,73,0,38,39,113,265,268,261,129,80,57,28,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,8,0,1,65,31,13,26,0,0,0,0,17,3,31,0,18,7,8,0,24,19,42,34,100,59,8,0,0,0,20,40,44,38,58,163,6,11,30,12,525,808,1201,1766,3203,3194,3664,2218,1175,578,321,760,1317,2039,3063,3484,3829,2571,1531,1070,8,15,104,44,182,119,84,33,0,0,0,75,89,43,144,85,18,36,8,0,16551,15043,31594,2504,6549,6505,6857,7552,9179,668,792,1460,326,300,224,254,252,356,668,792,1460,326,300,224,254,252,356,1149,1020,2169,163,556,591,509,249,350,9,0,9,9,0,0,0,0,0,66,131,197,8,21,96,31,31,41,416,278,694,103,158,158,222,14,53,16156,14668,30824,2414,6323,6266,6678,7493,9143,480,505,985,98,280,326,204,102,77,36163,33229,69392,5951,14487,14390,15009,15945,19555
"17","55059","Assembly District 59 (2018), Wisconsin",764,1478,1636,1507,3406,4440,4540,3177,1205,356,552,1263,1114,1393,2968,4129,4353,3079,1507,672,22,29,119,103,83,24,14,0,11,0,0,39,0,27,31,6,4,0,0,0,22,29,119,103,83,24,14,0,11,0,0,39,0,27,31,6,4,0,0,0,0,66,9,4,27,5,6,4,0,0,0,2,12,8,5,12,25,13,0,0,0,0,1,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,11,21,0,39,42,8,3,0,11,0,0,0,21,5,28,23,12,0,0,0,40,90,48,31,16,38,18,8,7,0,12,13,3,8,80,52,8,4,0,0,689,1448,1596,1483,3255,4336,4497,3177,1194,356,546,1261,1109,1317,2880,4059,4350,3066,1507,670,90,71,55,65,206,120,48,0,22,0,6,30,26,81,145,106,34,13,0,2,16677,17969,34646,4057,5650,6374,8569,8893,9996,103,391,494,90,249,114,30,18,11,103,391,494,90,249,114,30,18,11,52,115,167,68,33,32,17,31,17,0,4,4,0,1,3,0,11,0,77,132,209,32,65,70,31,15,11,172,278,450,155,90,96,90,26,19,16415,17534,33949,3944,5505,6135,8395,8847,9970,409,629,1038,197,227,351,226,82,37,34008,37443,71451,8633,12069,13289,17388,17941,20072
"18","55037","Assembly District 37 (2018), Wisconsin",577,1480,1548,1862,3734,4122,3950,2189,1189,475,557,1477,1464,1979,3712,3789,4090,2409,1632,1008,16,17,70,59,13,25,86,7,2,0,45,18,23,0,85,22,9,43,0,9,16,17,70,59,13,25,86,7,2,0,45,18,23,0,85,22,9,43,0,9,38,29,0,0,36,49,36,0,0,0,37,14,0,0,110,65,13,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,73,1,17,74,2,45,0,0,0,0,84,2,0,7,0,10,0,0,0,5,80,40,34,40,50,19,4,0,0,7,60,55,30,19,67,42,93,0,0,506,1427,1454,1819,3460,4004,3906,2176,1189,448,497,1406,1400,1816,3508,3691,4064,2385,1596,1000,71,139,95,60,348,118,76,13,5,27,60,177,77,172,211,98,51,24,36,8,18027,17176,35203,4091,6853,7446,7911,8040,8902,245,209,454,96,152,98,47,95,61,245,209,454,96,152,98,47,95,61,252,152,404,118,0,146,114,49,26,1,0,1,0,1,0,0,0,0,93,167,260,157,20,81,2,55,0,331,253,584,152,159,59,117,61,97,17299,16483,33782,3836,6489,6968,7695,7970,8794,863,876,1739,447,404,559,216,127,113,37356,35525,72881,8993,14230,15455,16149,16492,18054
"19","55009","Assembly District 9 (2018), Wisconsin",526,851,1174,1414,2591,2127,2119,1185,435,202,566,1014,1179,1199,2710,2154,2237,1389,729,719,102,162,256,152,305,246,142,70,8,0,34,189,81,263,229,276,200,26,20,11,102,162,256,152,305,246,142,70,8,0,34,189,81,263,229,276,200,26,20,11,50,51,84,56,286,140,128,26,98,3,44,195,46,75,195,169,72,67,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,211,594,412,887,1230,752,463,74,28,43,226,387,464,386,1073,662,218,200,72,29,56,150,89,41,103,75,70,17,0,0,20,29,50,163,112,128,28,30,0,7,228,276,452,658,1086,1061,1452,952,284,169,194,344,477,589,1078,1327,1564,1081,619,595,536,1274,1230,1682,2806,1901,1171,324,187,76,608,1083,1178,1105,2784,1556,910,522,182,153,11659,10505,22164,2957,4966,5301,4281,4356,4659,1129,1301,2430,487,752,534,522,342,135,1129,1301,2430,487,752,534,522,342,135,811,794,1605,340,261,481,309,200,214,13,0,13,0,0,13,0,0,0,3499,4231,7730,1418,2149,2303,1414,681,446,539,531,1070,255,343,215,203,98,54,6304,5166,11470,1042,2176,2164,2388,3016,3700,9171,10016,19187,3501,5195,5590,3457,2081,1444,34254,33845,68099,10487,16594,17135,13096,11116,10787
"20","55033","Assembly District 33 (2018), Wisconsin",467,1284,1457,1460,3599,4023,4438,2853,1221,351,548,1388,1381,1650,3231,4535,4485,3145,1354,641,5,38,31,16,96,33,111,0,0,0,9,43,13,5,0,12,20,0,0,0,5,38,31,16,96,33,111,0,0,0,9,43,13,5,0,12,20,0,0,0,0,0,0,6,36,4,37,6,16,0,0,0,11,0,37,101,28,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,32,84,121,71,38,3,6,0,28,22,32,68,9,37,69,19,5,0,19,36,41,15,127,80,77,2,0,0,0,67,17,54,15,25,60,33,6,15,452,1265,1377,1427,3486,3869,4338,2820,1204,351,509,1331,1331,1599,3119,4408,4345,3119,1349,641,15,44,169,117,240,252,153,36,23,0,67,87,94,130,121,164,217,45,10,0,17873,16715,34588,3687,5948,6830,8558,8923,9565,82,219,301,95,65,96,45,131,0,82,219,301,95,65,96,45,131,0,154,68,222,0,17,73,105,65,27,0,0,0,0,0,0,0,0,0,220,327,547,60,216,130,108,107,33,232,320,552,122,127,142,105,137,56,17406,16251,33657,3557,5734,6605,8277,8683,9484,718,896,1614,213,510,361,416,370,114,36767,35015,71782,7829,12682,14333,17659,18547,19279
"21","55099","Assembly District 99 (2018), Wisconsin",781,1302,1077,1211,3013,4186,5393,3488,1251,358,700,1310,1085,1107,2918,4421,5247,3510,1392,705,11,23,0,0,22,15,7,0,0,0,0,0,6,0,0,19,37,0,0,0,11,23,0,0,22,15,7,0,0,0,0,0,6,0,0,19,37,0,0,0,0,35,22,45,68,69,19,0,11,0,4,7,24,0,95,77,13,30,18,5,0,0,0,0,0,0,17,0,0,0,0,0,8,0,0,8,0,0,0,0,0,10,15,14,18,0,5,0,0,0,3,8,0,6,21,6,0,0,0,2,21,25,14,5,47,7,52,3,0,0,27,17,6,16,91,17,12,5,10,0,692,1242,1057,1189,2916,4115,5357,3485,1245,358,700,1240,1005,1047,2810,4374,5223,3463,1371,705,89,70,35,36,128,77,36,3,6,0,3,78,94,66,150,51,24,47,21,2,17148,16667,33815,4093,4480,5931,8607,10640,10704,25,71,96,34,6,22,34,44,0,25,71,96,34,6,22,34,44,0,260,250,510,46,91,163,146,32,64,16,0,16,0,8,0,8,17,0,46,57,103,21,35,39,6,5,2,189,122,311,90,41,138,24,64,18,16715,16299,33014,3874,4298,5726,8489,10580,10627,512,444,956,240,231,278,128,60,79,34936,33981,68917,8432,9196,12319,17476,21486,21494
"22","55058","Assembly District 58 (2018), Wisconsin",550,1445,1638,1700,3789,3827,3702,2530,1531,617,609,1586,1562,1378,3774,3939,3694,3095,1802,1035,14,4,19,47,117,40,16,0,0,0,0,0,0,85,44,45,24,26,0,3,14,4,19,47,117,40,16,0,0,0,0,0,0,85,44,45,24,26,0,3,0,36,0,31,41,38,21,5,0,0,9,3,9,12,70,36,37,6,7,7,0,0,5,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,6,43,67,81,13,0,18,0,0,0,26,0,28,46,0,9,0,0,0,13,5,6,19,6,0,70,7,0,0,22,17,11,0,26,34,0,45,0,0,550,1374,1558,1700,3669,3717,3686,2518,1531,595,547,1574,1544,1365,3707,3894,3659,3086,1787,1033,1,77,125,73,217,123,23,31,0,22,93,38,18,41,113,45,44,27,15,2,18780,17627,36407,4190,6278,7563,7766,7396,10610,203,241,444,18,151,161,85,40,29,203,241,444,18,151,161,85,40,29,159,151,310,48,52,111,74,58,25,10,25,35,0,5,10,0,0,20,100,228,328,32,138,127,13,9,18,155,56,211,57,36,32,34,70,52,18537,17212,35749,4045,6167,7376,7611,7345,10550,392,669,1061,209,257,330,168,67,97,38539,36450,74989,8617,13235,15871,15836,15025,21430
"23","55028","Assembly District 28 (2018), Wisconsin",597,1357,1248,1478,3155,3888,4570,3266,1552,437,523,1263,1145,1370,3057,3806,4517,3225,1630,744,15,11,11,15,36,38,13,16,0,0,4,0,5,6,3,12,0,0,20,4,15,11,11,15,36,38,13,16,0,0,4,0,5,6,3,12,0,0,20,4,7,0,0,8,18,57,4,16,0,0,0,48,31,27,58,13,19,22,5,1,0,6,0,0,0,0,0,4,0,0,6,1,0,6,0,0,0,0,0,0,0,4,5,0,8,16,10,0,0,0,0,5,17,3,15,23,22,2,0,0,6,15,61,18,82,28,51,30,1,4,3,38,19,32,17,54,86,25,0,0,581,1340,1231,1405,3087,3852,4567,3217,1547,437,515,1244,1094,1309,2995,3767,4447,3212,1625,744,16,28,32,73,93,48,10,49,5,0,11,24,65,67,75,39,94,14,25,0,16763,16978,33741,3740,5241,6212,7694,9087,10854,54,142,196,30,37,39,50,13,40,54,142,196,30,37,39,50,13,40,205,106,311,55,66,76,70,23,44,13,10,23,13,6,0,0,0,4,65,33,98,9,25,23,39,32,2,188,245,433,62,130,99,82,137,60,16505,16697,33202,3680,5039,6082,7619,9014,10782,320,344,664,79,237,168,87,104,93,34167,34697,68864,7698,10818,12738,15691,18423,21919
"24","55057","Assembly District 57 (2018), Wisconsin",626,1816,1633,1687,3306,3025,3434,2298,867,433,625,2083,1962,1658,2998,3061,3397,2238,1235,788,36,169,83,89,130,34,18,34,5,0,100,81,25,93,75,88,76,0,16,0,36,169,83,89,130,34,18,34,5,0,100,81,25,93,75,88,76,0,16,0,44,134,197,199,157,143,114,37,0,8,40,323,154,109,168,113,47,51,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,20,0,0,0,0,36,75,212,89,69,130,88,0,0,0,0,39,57,91,70,18,52,0,39,0,42,122,67,16,58,10,33,67,0,0,15,78,10,17,79,12,0,16,0,0,578,1620,1602,1634,3172,2909,3392,2288,867,424,566,1960,1885,1608,2876,2951,3374,2238,1221,788,97,289,259,164,203,246,122,38,0,9,77,179,138,168,213,128,75,0,53,0,16648,15691,32339,5150,6940,6304,6086,6831,7859,478,580,1058,386,290,205,122,94,55,478,580,1058,386,290,205,122,94,55,965,919,1884,541,659,325,256,161,103,42,0,42,0,0,22,20,0,0,314,611,925,150,449,139,148,140,39,227,382,609,257,110,137,22,33,83,16093,15094,31187,4724,6729,6048,5860,6766,7826,956,1305,2261,642,729,416,374,197,100,36201,35162,71363,12236,16196,13801,13010,14316,16120
"25","55011","Assembly District 11 (2018), Wisconsin",255,138,236,585,617,1098,996,767,354,163,55,184,407,365,666,952,1003,788,553,369,516,897,1389,1106,1645,1885,1492,699,296,55,726,1397,1854,1465,2922,2393,2050,1144,581,256,516,897,1389,1106,1645,1885,1492,699,296,55,726,1397,1854,1465,2922,2393,2050,1144,581,256,61,188,344,111,418,216,65,52,0,0,64,220,378,162,315,185,111,190,19,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,14,0,0,16,137,0,69,6,27,0,19,42,0,81,141,108,51,33,0,0,4,128,40,97,58,10,58,9,0,11,9,58,39,113,122,53,54,9,0,0,249,138,236,511,520,1007,940,762,354,160,19,130,407,319,616,866,982,788,532,369,22,67,0,131,243,91,144,19,32,3,62,96,30,211,241,194,99,33,21,0,4339,4213,8552,632,1593,1283,2050,1999,2994,12738,8488,21226,3536,5814,4567,4278,3542,3031,12738,8488,21226,3536,5814,4567,4278,3542,3031,1533,1390,2923,533,995,733,401,176,261,0,9,9,9,0,0,0,9,0,424,200,624,75,97,278,108,120,66,403,357,760,199,289,180,63,112,29,4046,3937,7983,536,1473,1136,1873,1922,2965,888,608,1496,247,372,484,285,243,108,37109,27690,64799,9303,16447,13228,13336,11665,12485
"26","55032","Assembly District 32 (2018), Wisconsin",529,1246,1621,1582,3122,3770,4263,3128,1261,466,563,1638,1235,1583,3024,3935,4544,3000,1389,775,10,17,2,1,26,36,20,13,0,0,1,27,6,18,0,6,5,61,5,12,10,17,2,1,26,36,20,13,0,0,1,27,6,18,0,6,5,61,5,12,16,33,57,20,0,61,11,0,0,0,0,15,21,13,55,51,13,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,20,43,121,94,29,14,14,0,24,32,84,25,89,42,29,5,0,0,5,26,129,79,28,19,17,29,19,0,4,10,62,18,28,40,33,20,11,0,453,1138,1482,1437,2762,3492,4142,3055,1247,466,445,1481,1129,1421,2675,3684,4395,2929,1316,770,81,168,251,188,485,414,167,87,28,0,146,210,224,223,471,293,186,76,73,5,17142,16725,33867,3976,6021,6146,7705,8807,10019,136,105,241,55,27,26,42,25,91,136,105,241,55,27,26,42,25,91,172,187,359,64,111,55,112,24,17,0,0,0,0,0,0,0,0,0,301,335,636,85,172,210,136,58,33,193,334,527,45,288,56,59,50,79,15850,15532,31382,3517,5469,5437,7176,8537,9783,1721,1702,3423,605,886,956,707,353,269,35651,35025,70676,8402,13001,12912,15979,17879,20382
"27","55049","Assembly District 49 (2018), Wisconsin",1874,3526,1681,1431,2912,3151,3820,2590,1445,434,1200,2551,1330,1302,2689,3035,3817,2750,1724,998,9,94,49,17,140,102,48,4,2,0,77,52,3,1,13,0,27,0,0,2,9,94,49,17,140,102,48,4,2,0,77,52,3,1,13,0,27,0,0,2,24,16,4,0,67,34,0,8,9,0,20,39,33,15,39,51,13,15,5,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,13,9,3,0,0,1,0,2,0,2,13,4,0,16,0,0,6,28,8,0,7,34,12,9,24,0,3,26,29,5,0,15,19,4,0,21,0,1841,3446,1649,1399,2834,3123,3818,2587,1438,432,1186,2490,1312,1284,2650,3017,3807,2737,1724,996,34,80,38,64,97,31,2,3,8,2,17,64,20,31,45,18,27,13,0,8,17579,19044,36623,9151,5744,5601,6186,7637,9941,148,417,565,232,70,153,102,75,8,148,417,565,232,70,153,102,75,8,220,162,382,99,52,106,85,13,40,0,1,1,0,0,1,0,0,0,27,37,64,6,35,13,3,16,7,115,116,231,91,12,49,31,13,48,17396,18749,36145,8963,5644,5484,6140,7625,9914,216,357,573,195,153,142,49,29,34,35849,39300,75149,18969,11780,11702,12698,15483,20000
