"","GEOID","full_geoid","male_white_total","male_white_less_hs","male_white_hs_grad","male_white_some_college","male_white_bs","female_white_total","female_white_less_hs","female_white_hs_grad","female_white_some_college","female_white_bs","male_black_total","male_black_less_hs","male_black_hs_grad","male_black_some_college","male_black_bs","female_black_total","female_black_less_hs","female_black_hs_grad","female_black_some_college","female_black_bs","male_aian_total","male_aian_less_hs","male_aian_hs_grad","male_aian_some_college","male_aian_bs","female_aian_total","female_aian_less_hs","female_aian_hs_grad","female_aian_some_college","female_aian_bs","male_asian_total","male_asian_less_hs","male_asian_hs_grad","male_asian_some_college","male_asian_bs","female_asian_total","female_asian_less_hs","female_asian_hs_grad","female_asian_some_college","female_asian_bs","male_nhpi_total","male_nhpi_less_hs","male_nhpi_hs_grad","male_nhpi_some_college","male_nhpi_bs","female_nhpi_total","female_nhpi_less_hs","female_nhpi_hs_grad","female_nhpi_some_college","female_nhpi_bs","male_other_total","male_other_less_hs","male_other_hs_grad","male_other_some_college","male_other_bs","female_other_total","female_other_less_hs","female_other_hs_grad","female_other_some_college","female_other_bs","male_mixed_total","male_mixed_less_hs","male_mixed_hs_grad","male_mixed_some_college","male_mixed_bs","female_mixed_total","female_mixed_less_hs","female_mixed_hs_grad","female_mixed_some_college","female_mixed_bs","male_w_nothisp_total","male_w_nothisp_less_hs","male_w_nothisp_hs_grad","male_w_nothisp_some_college","male_w_nothisp_bs","female_w_nothisp_total","female_w_nothisp_less_hs","female_w_nothisp_hs_grad","female_w_nothisp_some_college","female_w_nothisp_bs","male_hisp_total","male_hisp_less_hs","male_hisp_hs_grad","male_hisp_some_college","male_hisp_bs","female_hisp_total","female_hisp_less_hs","female_hisp_hs_grad","female_hisp_some_college","female_hisp_bs","WHITE_TOTAL","WHITE_FEMALE","WHITE_MALE","WHITE_LESS_HS_TOTAL","WHITE_HS_TOTAL","WHITE_SOME_COLLEGE_TOTAL","WHITE_COLLEGE_TOTAL","BLACK_TOTAL","BLACK_FEMALE","BLACK_MALE","BLACK_LESS_HS_TOTAL","BLACK_HS_TOTAL","BLACK_SOME_COLLEGE_TOTAL","BLACK_COLLEGE_TOTAL","AI_AN_TOTAL","AI_AN_FEMALE","AI_AN_MALE","AI_AN_LESS_HS_TOTAL","AI_AN_HS_TOTAL","AI_AN_SOME_COLLEGE_TOTAL","AI_AN_COLLEGE_TOTAL","ASIAN_TOTAL","ASIAN_FEMALE","ASIAN_MALE","ASIAN_LESS_HS_TOTAL","ASIAN_HS_TOTAL","ASIAN_SOME_COLLEGE_TOTAL","ASIAN_COLLEGE_TOTAL","NHPI_TOTAL","NHPI_FEMALE","NHPI_MALE","NHPI_LESS_HS_TOTAL","NHPI_HS_TOTAL","NHPI_SOME_COLLEGE_TOTAL","NHPI_COLLEGE_TOTAL","OTHER_TOTAL","OTHER_FEMALE","OTHER_MALE","OTHER_LESS_HS_TOTAL","OTHER_HS_TOTAL","OTHER_SOME_COLLEGE_TOTAL","OTHER_COLLEGE_TOTAL","MIXED_TOTAL","MIXED_FEMALE","MIXED_MALE","MIXED_LESS_HS_TOTAL","MIXED_HS_TOTAL","MIXED_SOME_COLLEGE_TOTAL","MIXED_COLLEGE_TOTAL","W_NOTHISP_TOTAL","W_NOTHISP_FEMALE","W_NOTHISP_MALE","W_NOTHISP_LESS_HS_TOTAL","W_NOTHISP_HS_TOTAL","W_NOTHISP_SOME_COLLEGE_TOTAL","W_NOTHISP_COLLEGE_TOTAL","HISP_TOTAL","HISP_FEMALE","HISP_MALE","HISP_LESS_HS_TOTAL","HISP_HS_TOTAL","HISP_SOME_COLLEGE_TOTAL","HISP_COLLEGE_TOTAL","ALL_TOTAL","ALL_FEMALE_TOTAL","ALL_MALE","ALL_LESS_HS_TOTAL","ALL_HS_TOTAL","ALL_SOME_COLLEGE_TOTAL","ALL_COLLEGE_TOTAL"
"21","55099","Assembly District 99 (2018), Wisconsin",19977,504,3774,5812,9887,20385,469,4115,6000,9801,44,3,18,11,12,62,0,0,43,19,72,0,11,16,45,37,0,0,5,32,234,0,21,39,174,262,20,4,60,178,17,9,0,0,8,16,0,0,8,8,52,0,20,14,18,35,0,2,9,24,128,0,0,15,113,157,0,31,34,92,19722,463,3741,5704,9814,19998,456,4038,5844,9660,321,41,53,122,105,455,13,79,176,187,40362,20385,19977,973,7889,11812,19688,106,62,44,3,18,54,31,109,37,72,0,11,21,77,496,262,234,20,25,99,352,33,16,17,9,0,8,16,87,35,52,0,22,23,42,285,157,128,0,31,49,205,39720,19998,19722,919,7779,11548,19474,776,455,321,54,132,298,292,81974,41407,40567,1978,15907,23912,40177
"22","55058","Assembly District 58 (2018), Wisconsin",19334,1166,5944,6325,5899,20279,792,6199,6892,6396,239,9,47,166,17,227,22,30,86,89,0,0,0,0,0,36,8,0,18,10,136,30,14,0,92,184,37,69,24,54,25,10,0,15,0,10,10,0,0,0,222,81,60,31,50,83,0,55,28,0,108,0,35,51,22,116,0,11,41,64,18974,1033,5858,6272,5811,20075,702,6168,6851,6354,614,214,152,109,139,305,90,86,87,42,39613,20279,19334,1958,12143,13217,12295,466,227,239,31,77,252,106,36,36,0,8,0,18,10,320,184,136,67,83,24,146,35,10,25,20,0,15,0,305,83,222,81,115,59,50,224,116,108,0,46,92,86,39049,20075,18974,1735,12026,13123,12165,919,305,614,304,238,196,181,80967,41315,39652,4204,24728,26996,25039
"23","55028","Assembly District 28 (2018), Wisconsin",19594,1322,7473,6725,4074,19494,986,6762,7188,4558,129,16,42,47,24,50,4,3,40,3,169,19,97,29,24,153,28,44,67,14,103,0,20,52,31,176,26,32,58,60,4,0,4,0,0,6,0,6,0,0,39,5,28,6,0,82,43,11,26,2,275,16,127,117,15,233,4,109,73,47,19343,1310,7396,6583,4054,19193,933,6664,7108,4488,310,30,118,142,20,379,94,110,105,70,39088,19494,19594,2308,14235,13913,8632,179,50,129,20,45,87,27,322,153,169,47,141,96,38,279,176,103,26,52,110,91,10,6,4,0,10,0,0,121,82,39,48,39,32,2,508,233,275,20,236,190,62,38536,19193,19343,2243,14060,13691,8542,689,379,310,124,228,247,90,79732,39766,39966,4836,29046,28366,17484
"24","55057","Assembly District 57 (2018), Wisconsin",16683,1342,5770,5271,4300,17337,804,5510,6263,4760,393,85,105,194,9,373,74,110,153,36,235,35,104,76,20,146,0,55,91,0,855,148,221,289,197,649,137,226,145,141,0,0,0,0,0,42,20,0,0,22,588,164,214,209,1,327,179,53,95,0,251,17,74,70,90,134,13,11,84,26,16288,1217,5624,5187,4260,16941,771,5436,6043,4691,1041,281,366,326,68,775,239,131,336,69,34020,17337,16683,2146,11280,11534,9060,766,373,393,159,215,347,45,381,146,235,35,159,167,20,1504,649,855,285,447,434,338,42,42,0,20,0,0,22,915,327,588,343,267,304,1,385,134,251,30,85,154,116,33229,16941,16288,1988,11060,11230,8951,1816,775,1041,520,497,662,137,73058,36724,36334,5526,24010,24832,18690
"25","55011","Assembly District 11 (2018), Wisconsin",4816,431,1551,1482,1352,5103,250,1639,1532,1682,8567,1571,3548,2710,738,12665,1698,4521,4645,1801,44,17,27,0,0,48,0,4,44,0,1206,217,420,264,305,1360,486,299,256,319,0,0,0,0,0,9,9,0,0,0,255,125,89,27,14,414,107,125,162,20,283,54,100,90,39,390,44,161,100,85,4490,313,1501,1386,1290,4879,239,1554,1444,1642,663,248,189,142,84,829,176,235,314,104,9919,5103,4816,681,3190,3014,3034,21232,12665,8567,3269,8069,7355,2539,92,48,44,17,31,44,0,2566,1360,1206,703,719,520,624,9,9,0,9,0,0,0,669,414,255,232,214,189,34,673,390,283,98,261,190,124,9369,4879,4490,552,3055,2830,2932,1492,829,663,424,424,456,188,46021,25697,20324,5985,15963,14598,9475
"26","55032","Assembly District 32 (2018), Wisconsin",19213,2065,6404,5918,4826,19485,1382,6154,6168,5781,98,51,38,9,0,113,0,5,85,23,151,2,56,58,35,49,8,27,10,4,149,33,21,36,59,170,46,51,7,66,0,0,0,0,0,0,0,0,0,0,335,166,105,64,0,274,76,104,58,36,320,36,160,66,58,212,43,73,85,11,18083,1543,6102,5762,4676,18319,913,5894,5855,5657,1620,723,487,253,157,1551,580,408,377,186,38698,19485,19213,3447,12558,12086,10607,211,113,98,51,43,94,23,200,49,151,10,83,68,39,319,170,149,79,72,43,125,0,0,0,0,0,0,0,609,274,335,242,209,122,36,532,212,320,79,233,151,69,36402,18319,18083,2456,11996,11617,10333,3171,1551,1620,1303,895,630,343,80142,40173,39969,7667,26089,24811,21575
"27","55049","Assembly District 49 (2018), Wisconsin",17464,1431,6918,5627,3488,17645,1173,5655,6151,4666,362,182,116,60,4,46,0,9,19,18,25,20,1,4,0,12,0,0,9,3,122,0,8,12,102,174,6,38,34,96,1,1,0,0,0,0,0,0,0,0,33,11,16,5,1,41,14,15,6,6,89,18,19,46,6,64,19,23,4,18,17280,1371,6877,5582,3450,17527,1135,5624,6111,4657,245,90,58,59,38,162,52,49,46,15,35109,17645,17464,2604,12573,11778,8154,408,46,362,182,125,79,22,37,12,25,20,1,13,3,296,174,122,6,46,46,198,1,0,1,1,0,0,0,74,41,33,25,31,11,7,153,64,89,37,42,50,24,34807,17527,17280,2506,12501,11693,8107,407,162,245,142,107,105,53,71292,35671,35621,5523,25426,23775,16568
"28","55079","Assembly District 79 (2018), Wisconsin",20312,356,3752,5212,10992,20976,427,3103,6197,11249,446,37,152,72,185,230,2,65,28,135,13,0,0,13,0,58,0,0,14,44,719,71,129,32,487,909,64,61,89,695,0,0,0,0,0,0,0,0,0,0,433,63,88,99,183,281,24,75,48,134,163,0,12,36,115,222,0,66,27,129,19907,317,3602,5118,10870,20585,407,3043,6103,11032,745,139,232,193,181,592,44,143,142,263,41288,20976,20312,783,6855,11409,22241,676,230,446,39,217,100,320,71,58,13,0,0,27,44,1628,909,719,135,190,121,1182,0,0,0,0,0,0,0,714,281,433,87,163,147,317,385,222,163,0,78,63,244,40492,20585,19907,724,6645,11221,21902,1337,592,745,183,375,335,444,86591,43853,42738,1951,14523,23423,46694
"29","55064","Assembly District 64 (2018), Wisconsin",15620,1220,4441,4939,5020,16271,1107,4377,5572,5215,1238,220,366,478,174,1712,197,371,745,399,80,15,39,26,0,99,15,4,64,16,521,61,0,181,279,689,108,95,178,308,0,0,0,0,0,0,0,0,0,0,452,124,140,128,60,337,160,91,50,36,214,36,38,25,115,260,55,74,37,94,14001,902,3794,4558,4747,14651,790,3943,5025,4893,2150,493,805,517,335,1999,468,537,638,356,31891,16271,15620,2327,8818,10511,10235,2950,1712,1238,417,737,1223,573,179,99,80,30,43,90,16,1210,689,521,169,95,359,587,0,0,0,0,0,0,0,789,337,452,284,231,178,96,474,260,214,91,112,62,209,28652,14651,14001,1692,7737,9583,9640,4149,1999,2150,961,1342,1155,691,70294,36018,34276,5971,19115,23161,22047
"30","55006","Assembly District 6 (2018), Wisconsin",18244,1572,8263,5439,2970,18343,1082,7423,6143,3695,88,10,37,12,29,18,0,4,14,0,856,155,306,225,170,920,53,374,351,142,43,9,17,5,12,181,17,62,13,89,0,0,0,0,0,7,0,7,0,0,147,89,20,38,0,133,65,21,47,0,299,41,96,110,52,236,5,82,82,67,17990,1508,8193,5361,2928,18155,1065,7389,6037,3664,416,155,93,126,42,371,82,79,177,33,36587,18343,18244,2654,15686,11582,6665,106,18,88,10,41,26,29,1776,920,856,208,680,576,312,224,181,43,26,79,18,101,7,7,0,0,7,0,0,280,133,147,154,41,85,0,535,236,299,46,178,192,119,36145,18155,17990,2573,15582,11398,6592,787,371,416,237,172,303,75,76447,38364,38083,5908,32466,24180,13893
"31","55020","Assembly District 20 (2018), Wisconsin",19607,1301,6499,6990,4817,21158,1762,6778,5968,6650,489,94,92,219,84,417,27,64,181,145,176,29,87,60,0,109,0,64,23,22,390,51,135,95,109,328,65,113,37,113,11,0,11,0,0,24,7,0,0,17,781,212,280,246,43,610,166,226,104,114,441,43,135,116,147,523,53,113,168,189,18054,1073,6067,6349,4565,19740,1443,6441,5557,6299,2491,468,770,961,292,2187,525,565,589,508,40765,21158,19607,3063,13277,12958,11467,906,417,489,121,156,400,229,285,109,176,29,151,83,22,718,328,390,116,248,132,222,35,24,11,7,11,0,17,1391,610,781,378,506,350,157,964,523,441,96,248,284,336,37794,19740,18054,2516,12508,11906,10864,4678,2187,2491,993,1335,1550,800,87536,45096,42440,7319,28440,27663,24114
"32","55050","Assembly District 50 (2018), Wisconsin",19542,2316,8332,5899,2995,19097,1561,7343,6454,3739,520,70,180,239,31,23,4,11,5,3,247,83,44,90,30,201,23,69,101,8,81,11,33,28,9,109,14,9,24,62,6,0,0,6,0,0,0,0,0,0,155,74,51,23,7,170,105,8,18,39,204,16,95,73,20,184,8,59,86,31,19216,2249,8150,5829,2988,18870,1454,7287,6397,3732,536,144,255,121,16,415,201,64,104,46,38639,19097,19542,3877,15675,12353,6734,543,23,520,74,191,244,34,448,201,247,106,113,191,38,190,109,81,25,42,52,71,6,0,6,0,0,6,0,325,170,155,179,59,41,46,388,184,204,24,154,159,51,38086,18870,19216,3703,15437,12226,6720,951,415,536,345,319,225,62,79576,39069,40507,8333,31990,25497,13756
"33","55072","Assembly District 72 (2018), Wisconsin",19170,1852,7624,6223,3471,19901,1451,7817,6835,3798,194,121,37,33,3,36,3,9,14,10,65,3,8,40,14,104,11,31,32,30,255,18,123,71,43,308,96,19,126,67,15,0,15,0,0,2,0,0,2,0,278,155,77,46,0,309,164,93,52,0,193,3,72,111,7,225,54,70,92,9,18826,1697,7502,6184,3443,19497,1320,7692,6721,3764,594,303,205,58,28,721,317,230,140,34,39071,19901,19170,3303,15441,13058,7269,230,36,194,124,46,47,13,169,104,65,14,39,72,44,563,308,255,114,142,197,110,17,2,15,0,15,2,0,587,309,278,319,170,98,0,418,225,193,57,142,203,16,38323,19497,18826,3017,15194,12905,7207,1315,721,594,620,435,198,62,80693,41103,39590,7568,31624,26780,14721
"34","55021","Assembly District 21 (2018), Wisconsin",18006,1175,5670,6138,5023,19269,1013,6505,5818,5933,587,35,118,270,164,654,42,211,179,222,199,95,49,55,0,127,8,74,25,20,950,110,183,218,439,974,188,214,93,479,0,0,0,0,0,30,0,19,11,0,272,61,48,40,123,303,102,80,55,66,330,33,88,128,81,456,0,131,160,165,16809,1072,5259,5785,4693,17977,894,6077,5356,5650,1505,178,478,427,422,1700,221,555,567,357,37275,19269,18006,2188,12175,11956,10956,1241,654,587,77,329,449,386,326,127,199,103,123,80,20,1924,974,950,298,397,311,918,30,30,0,0,19,11,0,575,303,272,163,128,95,189,786,456,330,33,219,288,246,34786,17977,16809,1966,11336,11141,10343,3205,1700,1505,399,1033,994,779,80148,41490,38658,5227,25759,25325,23837
"35","55065","Assembly District 65 (2018), Wisconsin",14425,1612,5298,4675,2840,15707,1725,4822,5845,3315,2005,530,689,615,171,2206,278,798,798,332,139,28,64,32,15,148,30,35,36,47,195,0,14,102,79,177,34,28,21,94,15,5,0,5,5,1,0,0,0,1,604,230,239,102,33,537,192,129,148,68,341,92,93,132,24,378,63,112,140,63,12385,962,4459,4234,2730,13785,1183,4164,5226,3212,2837,908,1131,640,158,2713,799,823,873,218,30132,15707,14425,3337,10120,10520,6155,4211,2206,2005,808,1487,1413,503,287,148,139,58,99,68,62,372,177,195,34,42,123,173,16,1,15,5,0,5,6,1141,537,604,422,368,250,101,719,378,341,155,205,272,87,26170,13785,12385,2145,8623,9460,5942,5550,2713,2837,1707,1954,1513,376,68598,35652,32946,8671,22898,23624,13405
"36","55025","Assembly District 25 (2018), Wisconsin",18752,1683,7523,5936,3610,19148,1047,7114,6692,4295,163,13,87,35,28,187,89,61,28,9,55,9,0,38,8,198,0,48,115,35,506,90,154,125,137,540,207,81,161,91,0,0,0,0,0,0,0,0,0,0,72,45,24,0,3,45,11,19,15,0,190,8,61,78,43,138,0,104,23,11,18251,1468,7412,5781,3590,18791,980,6993,6548,4270,590,260,147,163,20,442,114,144,159,25,37900,19148,18752,2730,14637,12628,7905,350,187,163,102,148,63,37,253,198,55,9,48,153,43,1046,540,506,297,235,286,228,0,0,0,0,0,0,0,117,45,72,56,43,15,3,328,138,190,8,165,101,54,37042,18791,18251,2448,14405,12329,7860,1032,442,590,374,291,322,45,78068,39489,38579,6024,29972,25897,16175
"37","55084","Assembly District 84 (2018), Wisconsin",18598,1101,5223,6201,6073,20271,1091,6318,6068,6794,576,87,220,208,61,476,55,92,166,163,101,7,34,20,40,140,40,31,52,17,903,115,200,61,527,833,133,136,200,364,0,0,0,0,0,7,0,0,7,0,539,162,287,63,27,613,183,104,254,72,196,0,97,55,44,405,0,66,128,211,17814,1011,4880,5980,5943,19471,931,6178,5780,6582,1474,277,694,326,177,1519,367,218,581,353,38869,20271,18598,2192,11541,12269,12867,1052,476,576,142,312,374,224,241,140,101,47,65,72,57,1736,833,903,248,336,261,891,7,7,0,0,0,7,0,1152,613,539,345,391,317,99,601,405,196,0,163,183,255,37285,19471,17814,1942,11058,11760,12525,2993,1519,1474,644,912,907,530,83936,43735,40201,5560,24778,26150,27448
"38","55091","Assembly District 91 (2018), Wisconsin",15616,785,3489,6202,5140,16759,677,3815,5890,6377,260,61,14,155,30,93,9,20,52,12,125,0,41,71,13,128,0,104,24,0,687,192,107,174,214,907,275,181,169,282,166,0,98,68,0,68,0,6,62,0,33,24,1,8,0,0,0,0,0,0,190,8,52,92,38,149,10,10,85,44,15379,643,3465,6195,5076,16481,611,3731,5819,6320,321,166,76,15,64,307,76,84,80,67,32375,16759,15616,1462,7304,12092,11517,353,93,260,70,34,207,42,253,128,125,0,145,95,13,1594,907,687,467,288,343,496,234,68,166,0,104,130,0,33,0,33,24,1,8,0,339,149,190,18,62,177,82,31860,16481,15379,1254,7196,12014,11396,628,307,321,242,160,95,131,67669,34892,32777,3537,15294,25161,23677
"39","55070","Assembly District 70 (2018), Wisconsin",19841,1720,7999,6453,3669,19553,1072,6814,6756,4911,292,10,190,28,64,177,0,92,37,48,233,18,129,83,3,247,40,69,73,65,85,2,20,6,57,196,32,20,58,86,9,0,9,0,0,0,0,0,0,0,204,50,29,87,38,141,20,6,71,44,140,8,20,87,25,134,7,43,48,36,19611,1671,7933,6377,3630,19348,1040,6756,6688,4864,439,99,94,164,82,373,56,75,141,101,39394,19553,19841,2792,14813,13209,8580,469,177,292,10,282,65,112,480,247,233,58,198,156,68,281,196,85,34,40,64,143,9,0,9,0,9,0,0,345,141,204,70,35,158,82,274,134,140,15,63,135,61,38959,19348,19611,2711,14689,13065,8494,812,373,439,155,169,305,183,81023,40169,40854,5845,30298,27157,17723
"40","55012","Assembly District 12 (2018), Wisconsin",6233,708,1807,1637,2081,7058,549,2069,2114,2326,7962,1198,2777,3221,766,11714,1337,3768,4221,2388,66,0,18,40,8,158,0,12,15,131,859,111,214,280,254,738,213,132,228,165,10,0,0,0,10,39,0,23,0,16,478,81,284,88,25,535,98,196,156,85,516,33,156,249,78,396,71,37,182,106,5879,583,1700,1546,2050,6636,404,1961,1990,2281,985,206,481,199,99,1066,266,304,333,163,13291,7058,6233,1257,3876,3751,4407,19676,11714,7962,2535,6545,7442,3154,224,158,66,0,30,55,139,1597,738,859,324,346,508,419,49,39,10,0,23,0,26,1013,535,478,179,480,244,110,912,396,516,104,193,431,184,12515,6636,5879,987,3661,3536,4331,2051,1066,985,472,785,532,262,51328,28340,22988,5858,15939,16499,13032
"41","55045","Assembly District 45 (2018), Wisconsin",15303,1925,6202,4877,2299,16367,1462,5702,5838,3365,1274,197,548,488,41,1419,286,325,597,211,42,0,13,27,2,75,19,3,48,5,95,22,19,36,18,156,23,51,33,49,0,0,0,0,0,29,0,29,0,0,837,349,299,166,23,888,387,325,73,103,245,44,109,73,19,409,169,113,83,44,14449,1642,5929,4670,2208,15670,1296,5384,5683,3307,1746,656,592,383,115,1662,595,654,237,176,31670,16367,15303,3387,11904,10715,5664,2693,1419,1274,483,873,1085,252,117,75,42,19,16,75,7,251,156,95,45,70,69,67,29,29,0,0,29,0,0,1725,888,837,736,624,239,126,654,409,245,213,222,156,63,30119,15670,14449,2938,11313,10353,5515,3408,1662,1746,1251,1246,620,291,70666,36675,33991,9072,26297,23312,11985
"42","55023","Assembly District 23 (2018), Wisconsin",17766,320,2122,3628,11696,19398,385,2296,4645,12072,349,11,107,84,147,385,31,79,107,168,13,7,6,0,0,64,0,9,27,28,635,48,15,66,506,842,41,34,183,584,7,7,0,0,0,11,0,11,0,0,6,0,6,0,0,31,0,0,10,21,344,9,20,136,179,278,17,8,85,168,17420,303,2055,3566,11496,19021,375,2227,4554,11865,369,17,73,62,217,461,27,69,113,252,37164,19398,17766,705,4418,8273,23768,734,385,349,42,186,191,315,77,64,13,7,15,27,28,1477,842,635,89,49,249,1090,18,11,7,7,11,0,0,37,31,6,0,6,10,21,622,278,344,26,28,221,347,36441,19021,17420,678,4282,8120,23361,830,461,369,44,142,175,469,77400,40491,36909,1598,9137,17266,49399
"43","55013","Assembly District 13 (2018), Wisconsin",17749,721,3480,4953,8595,20818,777,4867,5175,9999,437,45,77,190,125,594,70,126,203,195,44,0,6,18,20,82,0,35,14,33,1424,41,71,62,1250,1457,62,117,156,1122,0,0,0,0,0,8,0,0,0,8,223,30,17,80,96,372,10,211,88,63,310,31,137,40,102,416,0,97,138,181,16959,524,3221,4828,8386,20156,688,4740,4952,9776,1100,242,342,201,315,1083,99,338,330,316,38567,20818,17749,1498,8347,10128,18594,1031,594,437,115,203,393,320,126,82,44,0,41,32,53,2881,1457,1424,103,188,218,2372,8,8,0,0,0,0,8,595,372,223,40,228,168,159,726,416,310,31,234,178,283,37115,20156,16959,1212,7961,9780,18162,2183,1083,1100,341,680,531,631,83232,44986,38246,3340,17882,21428,40582
"44","55082","Assembly District 82 (2018), Wisconsin",17637,946,4470,5121,7100,19057,672,5077,5861,7447,1084,306,367,327,84,396,15,85,182,114,42,0,21,0,21,81,0,12,40,29,1371,109,247,205,810,1429,175,158,146,950,4,0,0,4,0,0,0,0,0,0,519,61,201,82,175,365,114,7,98,146,387,16,39,109,223,309,0,0,92,217,16982,846,4258,4925,6953,18396,544,4995,5671,7186,1064,167,307,336,254,836,128,89,300,319,36694,19057,17637,1618,9547,10982,14547,1480,396,1084,321,452,509,198,123,81,42,0,33,40,50,2800,1429,1371,284,405,351,1760,4,0,4,0,0,4,0,884,365,519,175,208,180,321,696,309,387,16,39,201,440,35378,18396,16982,1390,9253,10596,14139,1900,836,1064,295,396,636,573,79959,40869,39090,4099,20333,23499,32028
"45","55054","Assembly District 54 (2018), Wisconsin",15663,1070,5340,5105,4148,17527,961,5830,5524,5212,250,112,41,53,44,212,19,31,144,18,13,0,13,0,0,32,0,6,23,3,400,79,124,75,122,486,198,116,26,146,23,0,0,23,0,35,35,0,0,0,81,56,0,25,0,41,0,0,41,0,81,19,17,20,25,80,0,31,44,5,15207,939,5220,4989,4059,16879,891,5639,5224,5125,537,187,120,141,89,689,70,191,341,87,33190,17527,15663,2031,11170,10629,9360,462,212,250,131,72,197,62,45,32,13,0,19,23,3,886,486,400,277,240,101,268,58,35,23,35,0,23,0,122,41,81,56,0,66,0,161,80,81,19,48,64,30,32086,16879,15207,1830,10859,10213,9184,1226,689,537,257,311,482,176,68236,35981,32255,4636,22719,21798,19083
"46","55098","Assembly District 98 (2018), Wisconsin",18755,838,4254,5653,8010,20275,731,4823,6078,8643,399,52,127,160,60,256,27,49,85,95,23,0,11,12,0,23,6,5,12,0,932,14,35,77,806,824,50,46,104,624,0,0,0,0,0,0,0,0,0,0,145,52,55,24,14,126,47,10,55,14,192,16,59,51,66,254,22,27,69,136,17935,519,4094,5437,7885,19396,633,4514,5830,8419,1013,371,220,283,139,1086,155,319,344,268,39030,20275,18755,1569,9077,11731,16653,655,256,399,79,176,245,155,46,23,23,6,16,24,0,1756,824,932,64,81,181,1430,0,0,0,0,0,0,0,271,126,145,99,65,79,28,446,254,192,38,86,120,202,37331,19396,17935,1152,8608,11267,16304,2099,1086,1013,526,539,627,407,81634,42240,39394,3533,18648,24274,35179
"47","55061","Assembly District 61 (2018), Wisconsin",19879,1749,6052,6676,5402,20564,1265,5621,7518,6160,244,17,130,46,51,157,10,47,83,17,9,9,0,0,0,44,0,27,0,17,178,15,61,42,60,242,19,29,77,117,19,0,19,0,0,0,0,0,0,0,117,83,3,23,8,226,106,29,37,54,163,0,98,36,29,173,0,62,47,64,19119,1609,5735,6510,5265,19882,1197,5370,7213,6102,902,223,320,214,145,996,174,316,342,164,40443,20564,19879,3014,11673,14194,11562,401,157,244,27,177,129,68,53,44,9,9,27,0,17,420,242,178,34,90,119,177,19,0,19,0,19,0,0,343,226,117,189,32,60,62,336,173,163,0,160,83,93,39001,19882,19119,2806,11105,13723,11367,1898,996,902,397,636,556,309,82914,42284,40630,6476,23919,28864,23655
"48","55018","Assembly District 18 (2018), Wisconsin",4998,339,1016,1454,2189,5074,256,897,1511,2410,7361,1399,3163,2147,652,10825,1847,3788,3909,1281,23,0,4,19,0,64,21,17,7,19,765,293,242,100,130,741,402,103,165,71,15,0,0,15,0,0,0,0,0,0,332,118,96,99,19,369,95,74,136,64,291,37,109,78,67,547,24,54,226,243,4544,191,826,1373,2154,4602,179,772,1328,2323,901,288,319,216,78,893,178,188,323,204,10072,5074,4998,595,1913,2965,4599,18186,10825,7361,3246,6951,6056,1933,87,64,23,21,21,26,19,1506,741,765,695,345,265,201,15,0,15,0,0,15,0,701,369,332,213,170,235,83,838,547,291,61,163,304,310,9146,4602,4544,370,1598,2701,4477,1794,893,901,466,507,539,282,42345,23115,19230,5667,11668,13106,11904
"49","55029","Assembly District 29 (2018), Wisconsin",17314,1039,5790,6461,4024,17945,908,5194,6599,5244,140,15,60,22,43,35,1,3,4,27,22,0,3,19,0,69,0,13,9,47,153,13,33,38,69,233,67,35,44,87,0,0,0,0,0,35,0,1,0,34,32,0,0,11,21,13,3,0,0,10,211,8,76,89,38,206,24,20,97,65,17183,1020,5753,6389,4021,17792,900,5179,6486,5227,161,19,40,86,16,173,11,18,127,17,35259,17945,17314,1947,10984,13060,9268,175,35,140,16,63,26,70,91,69,22,0,16,28,47,386,233,153,80,68,82,156,35,35,0,0,1,0,34,45,13,32,3,0,11,31,417,206,211,32,96,186,103,34975,17792,17183,1920,10932,12875,9248,334,173,161,30,58,213,33,71717,36501,35216,4028,22218,26481,18990
"50","55015","Assembly District 15 (2018), Wisconsin",17847,966,5380,6182,5319,19703,991,5657,6380,6675,1011,57,236,382,336,1014,44,87,690,193,71,6,19,22,24,61,0,19,22,20,725,82,169,33,441,793,99,184,68,442,0,0,0,0,0,0,0,0,0,0,478,33,296,148,1,309,59,92,103,55,253,3,92,87,71,309,19,72,118,100,17196,896,5084,6049,5167,19014,821,5423,6218,6552,1149,103,582,303,161,1047,252,332,265,198,37550,19703,17847,1957,11037,12562,11994,2025,1014,1011,101,323,1072,529,132,61,71,6,38,44,44,1518,793,725,181,353,101,883,0,0,0,0,0,0,0,787,309,478,92,388,251,56,562,309,253,22,164,205,171,36210,19014,17196,1717,10507,12267,11719,2196,1047,1149,355,914,568,359,80980,42250,38730,4431,23724,27070,25755
