"","GEOID","full_geoid","white_totalE","white_less10kE","white_10kto14kE","white_15kto19kE","white_20kto24kE","white_25kto29kE","white_30kto34kE","white_35kto39kE","white_40kto44kE","white_45kto49kE","white_50kto59kE","white_60kto74kE","white_75kto99kE","white_100kto124kE","white_125kto149kE","white_150kto199kE","white_200ktomoreE","black_totalE","black_less10kE","black_10kto14kE","black_15kto19kE","black_20kto24kE","black_25kto29kE","black_30kto34kE","black_35kto39kE","black_40kto44kE","black_45kto49kE","black_50kto59kE","black_60kto74kE","black_75kto99kE","black_100kto124kE","black_125kto149kE","black_150kto199kE","black_200ktomoreE","aian_totalE","aian_less10kE","aian_10kto14kE","aian_15kto19kE","aian_20kto24kE","aian_25kto29kE","aian_30kto34kE","aian_35kto39kE","aian_40kto44kE","aian_45kto49kE","aian_50kto59kE","aian_60kto74kE","aian_75kto99kE","aian_100kto124kE","aian_125kto149kE","aian_150kto199kE","aian_200ktomoreE","asian_totalE","asian_less10kE","asian_10kto14kE","asian_15kto19kE","asian_20kto24kE","asian_25kto29kE","asian_30kto34kE","asian_35kto39kE","asian_40kto44kE","asian_45kto49kE","asian_50kto59kE","asian_60kto74kE","asian_75kto99kE","asian_100kto124kE","asian_125kto149kE","asian_150kto199kE","asian_200ktomoreE","nhpi_totalE","nhpi_less10kE","nhpi_10kto14kE","nhpi_15kto19kE","nhpi_20kto24kE","nhpi_25kto29kE","nhpi_30kto34kE","nhpi_35kto39kE","nhpi_40kto44kE","nhpi_45kto49kE","nhpi_50kto59kE","nhpi_60kto74kE","nhpi_75kto99kE","nhpi_100kto124kE","nhpi_125kto149kE","nhpi_150kto199kE","nhpi_200ktomoreE","other_totalE","other_less10kE","other_10kto14kE","other_15kto19kE","other_20kto24kE","other_25kto29kE","other_30kto34kE","other_35kto39kE","other_40kto44kE","other_45kto49kE","other_50kto59kE","other_60kto74kE","other_75kto99kE","other_100kto124kE","other_125kto149kE","other_150kto199kE","other_200ktomoreE","mixed_totalE","mixed_less10kE","mixed_10kto14kE","mixed_15kto19kE","mixed_20kto24kE","mixed_25kto29kE","mixed_30kto34kE","mixed_35kto39kE","mixed_40kto44kE","mixed_45kto49kE","mixed_50kto59kE","mixed_60kto74kE","mixed_75kto99kE","mixed_100kto124kE","mixed_125kto149kE","mixed_150kto199kE","mixed_200ktomoreE","w_nothisp_totalE","w_nothisp_less10kE","w_nothisp_10kto14kE","w_nothisp_15kto19kE","w_nothisp_20kto24kE","w_nothisp_25kto29kE","w_nothisp_30kto34kE","w_nothisp_35kto39kE","w_nothisp_40kto44kE","w_nothisp_45kto49kE","w_nothisp_50kto59kE","w_nothisp_60kto74kE","w_nothisp_75kto99kE","w_nothisp_100kto124kE","w_nothisp_125kto149kE","w_nothisp_150kto199kE","w_nothisp_200ktomoreE","hisp_totalE","hisp_less10kE","hisp_10kto14kE","hisp_15kto19kE","hisp_20kto24kE","hisp_25kto29kE","hisp_30kto34kE","hisp_35kto39kE","hisp_40kto44kE","hisp_45kto49kE","hisp_50kto59kE","hisp_60kto74kE","hisp_75kto99kE","hisp_100kto124kE","hisp_125kto149kE","hisp_150kto199kE","hisp_200ktomoreE","WHITE_less25","WHITE_25_to_34","WHITE_35_to_49","WHITE_50_to_74","WHITE_75_to_99","WHITE_100_to_149","WHITE_150_to_199","WHITE_200_more","WHITE_TOTAL","BLACK_less25","BLACK_25_to_34","BLACK_35_to_49","BLACK_50_to_74","BLACK_75_to_99","BLACK_100_to_149","BLACK_150_to_199","BLACK_200_more","BLACK_TOTAL","AI_AN_less25","AI_AN_25_to_34","AI_AN_35_to_49","AI_AN_50_to_74","AI_AN_75_to_99","AI_AN_100_to_149","AI_AN_150_to_199","AI_AN_200_more","AI_AN_TOTAL","ASIAN_less25","ASIAN_25_to_34","ASIAN_35_to_49","ASIAN_50_to_74","ASIAN_75_to_99","ASIAN_100_to_149","ASIAN_150_to_199","ASIAN_200_more","ASIAN_TOTAL","NHPI_less25","NHPI_25_to_34","NHPI_35_to_49","NHPI_50_to_74","NHPI_75_to_99","NHPI_100_to_149","NHPI_150_to_199","NHPI_200_more","NHPI_TOTAL","OTHER_less25","OTHER_25_to_34","OTHER_35_to_49","OTHER_50_to_74","OTHER_75_to_99","OTHER_100_to_149","OTHER_150_to_199","OTHER_200_more","OTHER_TOTAL","MIXED_less25","MIXED_25_to_34","MIXED_35_to_49","MIXED_50_to_74","MIXED_75_to_99","MIXED_100_to_149","MIXED_150_to_199","MIXED_200_more","MIXED_TOTAL","W_NOTHISP_less25","W_NOTHISP_25_to_34","W_NOTHISP_35_to_49","W_NOTHISP_50_to_74","W_NOTHISP_75_to_99","W_NOTHISP_100_to_149","W_NOTHISP_150_to_199","W_NOTHISP_200_more","W_NOTHISP_TOTAL","HISP_less25","HISP_25_to_34","HISP_35_to_49","HISP_50_to_74","HISP_75_to_99","HISP_100_to_149","HISP_150_to_199","HISP_200_more","HISP_TOTAL","ALL_less25","ALL_25_to_34","ALL_35_to_49","ALL_50_to_74","ALL_75_to_99","ALL_100_to_149","ALL_150_to_199","ALL_200_more","ALL_TOTAL"
"11","55096","Assembly District 96 (2018), Wisconsin",22394,1161,1184,1298,1208,1072,1095,1232,1048,959,2015,2452,3147,1981,1099,737,706,43,0,11,4,6,5,0,0,0,5,0,0,11,0,1,0,0,42,3,3,14,2,0,0,0,4,0,3,5,1,2,0,3,2,64,0,0,2,6,0,2,1,3,0,0,0,8,29,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,7,0,15,22,25,0,8,5,6,14,27,11,0,5,0,0,205,13,5,6,7,2,8,12,11,61,15,7,27,20,0,4,7,22199,1155,1184,1298,1194,1053,1084,1219,1040,949,2009,2437,3085,1964,1096,735,697,345,19,0,8,36,44,11,21,17,18,20,45,69,17,8,2,10,4851,2167,3239,4467,3147,3080,737,706,22394,21,5,5,0,11,1,0,0,43,22,0,4,8,1,2,3,2,42,8,2,4,0,8,29,11,2,64,0,0,0,0,0,0,0,0,0,44,25,19,41,11,5,0,0,145,31,10,84,22,27,20,4,7,205,4831,2137,3208,4446,3085,3060,735,697,22199,63,55,56,65,69,25,2,10,345,9871,4401,6619,9049,6359,6222,1492,1424,45437
"12","55078","Assembly District 78 (2018), Wisconsin",23072,449,417,419,608,625,578,515,953,1061,1547,2653,3244,2862,2326,2228,2587,1762,117,77,15,128,235,166,103,0,173,170,255,131,25,81,38,48,123,0,0,0,0,10,0,0,41,0,14,14,23,0,5,16,0,2992,185,30,0,108,70,136,77,49,46,123,315,605,480,263,321,184,36,0,0,0,0,0,0,0,0,0,0,4,32,0,0,0,0,199,79,0,0,0,0,0,0,0,0,40,68,4,0,8,0,0,565,56,0,0,0,10,0,0,66,39,5,15,130,10,96,73,65,22097,426,372,405,584,535,546,447,937,1024,1502,2555,3092,2639,2316,2165,2552,1189,102,45,14,24,90,32,68,16,37,93,181,156,223,10,63,35,1893,1203,2529,4200,3244,5188,2228,2587,23072,337,401,276,425,131,106,38,48,1762,0,10,41,28,23,5,16,0,123,323,206,172,438,605,743,321,184,2992,0,0,0,4,32,0,0,0,36,79,0,0,108,4,8,0,0,199,56,10,105,20,130,106,73,65,565,1787,1081,2408,4057,3092,4955,2165,2552,22097,185,122,121,274,156,233,63,35,1189,4660,3033,5652,9554,7417,11344,4904,5471,52035
"13","55034","Assembly District 34 (2018), Wisconsin",25332,1083,1333,1221,1457,1442,1537,1481,1390,1073,2241,2660,3195,1951,1106,1028,1134,91,44,0,0,0,26,0,0,0,0,0,0,0,7,0,0,14,271,4,15,12,37,0,8,0,13,49,21,10,38,0,20,6,38,56,0,2,0,0,0,2,7,0,9,0,17,9,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,3,0,5,0,0,2,0,11,0,0,0,0,0,4,261,4,0,10,35,6,11,15,18,46,19,59,30,2,0,6,0,25133,1083,1328,1210,1433,1424,1527,1478,1356,1064,2241,2631,3175,1942,1092,1023,1126,253,0,5,11,26,23,10,3,42,14,31,29,21,11,14,5,8,5094,2979,3944,4901,3195,3057,1028,1134,25332,44,26,0,0,0,7,0,14,91,68,8,62,31,38,20,6,38,271,2,2,16,17,9,0,0,10,56,0,0,0,0,0,0,0,0,0,3,5,2,11,0,0,0,4,25,49,17,79,78,30,2,6,0,261,5054,2951,3898,4872,3175,3034,1023,1126,25133,42,33,59,60,21,25,5,8,253,10356,6021,8060,9970,6468,6145,2068,2334,51422
"14","55053","Assembly District 53 (2018), Wisconsin",21375,731,945,561,907,615,1061,929,977,898,2038,2599,3373,2159,1492,1263,827,113,0,37,2,0,6,0,0,0,7,0,0,58,0,0,3,0,51,0,0,0,0,0,0,3,0,0,0,14,0,26,0,8,0,261,0,0,19,0,0,0,7,0,9,20,23,30,32,0,108,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,90,0,0,2,4,0,24,0,0,8,0,43,7,0,0,2,0,20999,731,901,550,894,615,993,929,977,888,1971,2543,3313,2127,1492,1253,822,386,0,44,11,13,0,68,0,0,10,67,56,70,32,0,10,5,3144,1676,2804,4637,3373,3651,1263,827,21375,39,6,7,0,58,0,3,0,113,0,0,3,14,0,26,8,0,51,19,0,16,43,30,32,108,13,261,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,6,24,8,43,7,0,2,0,90,3076,1608,2794,4514,3313,3619,1253,822,20999,68,68,10,123,70,32,10,5,386,6352,3382,5642,9374,6861,7360,2647,1667,43285
"15","55042","Assembly District 42 (2018), Wisconsin",22322,572,658,903,634,779,926,769,1074,883,1971,2501,3917,2687,1628,1362,1058,94,7,0,17,3,15,16,0,0,10,6,7,0,13,0,0,0,95,0,2,0,0,0,0,0,0,11,0,7,75,0,0,0,0,57,0,0,6,0,0,0,0,0,0,0,2,6,22,9,0,12,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,96,0,13,0,6,0,3,4,8,34,0,7,3,3,15,0,0,138,10,0,0,1,3,3,0,8,7,9,5,53,29,3,7,0,21971,565,637,887,616,761,899,748,1068,872,1940,2469,3860,2654,1616,1339,1040,455,10,34,16,27,18,30,25,14,45,31,39,62,36,27,23,18,2767,1705,2726,4472,3917,4315,1362,1058,22322,27,31,10,13,0,13,0,0,94,2,0,11,7,75,0,0,0,95,6,0,0,2,6,31,0,12,57,0,0,0,5,0,0,0,0,5,19,3,46,7,3,18,0,0,96,11,6,15,14,53,32,7,0,138,2705,1660,2688,4409,3860,4270,1339,1040,21971,87,48,84,70,62,63,23,18,455,5624,3453,5580,8999,7976,8742,2731,2128,45233
"16","55014","Assembly District 14 (2018), Wisconsin",20513,532,235,503,448,489,529,529,518,641,931,1853,3135,2552,1956,2542,3120,874,106,62,92,0,33,52,47,45,58,112,12,82,60,62,27,24,82,0,2,0,5,0,0,1,0,0,61,6,0,0,7,0,0,1096,6,29,0,8,27,8,19,42,16,18,49,144,145,119,160,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,25,0,13,0,7,3,19,0,0,10,0,320,11,11,12,0,10,20,19,0,23,0,33,60,27,23,11,60,20158,532,227,503,435,489,529,521,518,641,931,1819,3045,2458,1952,2507,3051,449,0,8,0,13,0,25,8,13,0,14,40,109,94,11,45,69,1718,1018,1688,2784,3135,4508,2542,3120,20513,260,85,150,124,82,122,27,24,874,7,0,1,67,0,7,0,0,82,43,35,77,67,144,264,160,306,1096,0,0,0,0,0,0,0,0,0,0,25,13,10,19,0,10,0,77,34,30,42,33,60,50,11,60,320,1697,1018,1680,2750,3045,4410,2507,3051,20158,21,25,21,54,109,105,45,69,449,3780,2236,3672,5889,6594,9466,5302,6630,43569
"17","55059","Assembly District 59 (2018), Wisconsin",22041,705,475,590,706,929,909,894,901,1081,1856,2421,3956,2819,1536,1369,894,92,43,27,0,0,0,0,0,0,0,19,0,3,0,0,0,0,115,0,2,0,0,28,0,0,0,0,0,38,26,10,10,0,1,85,0,0,0,0,0,4,8,11,31,17,0,0,0,13,0,1,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,157,21,2,0,0,0,51,0,0,18,19,30,9,7,0,0,0,110,0,0,0,9,0,0,0,2,0,6,5,28,23,35,2,0,21777,661,461,590,702,929,895,886,897,1081,1818,2400,3881,2806,1530,1349,891,460,65,14,0,9,28,62,8,4,18,57,51,92,13,16,20,3,2476,1838,2876,4277,3956,4355,1369,894,22041,70,0,0,19,3,0,0,0,92,2,28,0,38,26,20,0,1,115,0,4,50,17,0,13,0,1,85,0,3,0,0,0,0,0,0,3,23,51,18,49,9,7,0,0,157,9,0,2,11,28,58,2,0,110,2414,1824,2864,4218,3881,4336,1349,891,21777,88,90,30,108,92,29,20,3,460,5082,3838,5840,8737,7995,8818,2740,1790,44840
"18","55037","Assembly District 37 (2018), Wisconsin",22175,825,718,771,904,844,1195,940,1254,654,1532,2290,3466,2684,1575,1483,1040,186,0,0,9,0,18,0,62,0,21,0,23,23,0,15,13,2,58,0,0,0,0,13,0,0,0,0,0,0,11,34,0,0,0,183,0,0,0,0,0,27,0,0,17,7,67,19,16,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,6,2,0,2,0,54,13,0,26,22,0,0,0,276,11,0,6,0,0,34,27,20,0,36,12,57,3,24,46,0,21582,783,688,718,893,836,1061,917,1227,601,1526,2258,3331,2675,1571,1457,1040,725,42,30,53,17,23,134,25,27,107,6,34,166,31,4,26,0,3218,2039,2848,3822,3466,4259,1483,1040,22175,9,18,83,23,23,15,13,2,186,0,13,0,0,11,34,0,0,58,0,27,17,74,19,16,0,30,183,0,0,0,0,0,0,0,0,0,6,2,56,13,26,22,0,0,125,17,34,47,48,57,27,46,0,276,3082,1897,2745,3784,3331,4246,1457,1040,21582,142,157,159,40,166,35,26,0,725,6474,4187,5955,7804,7099,8654,3025,2112,45310
"19","55009","Assembly District 9 (2018), Wisconsin",12772,758,957,642,728,815,919,945,808,600,1288,1341,1496,698,386,258,133,1718,330,385,59,224,201,112,49,8,59,97,60,120,9,5,0,0,314,35,46,57,16,30,28,0,23,14,14,7,32,12,0,0,0,597,39,30,29,70,0,101,28,112,16,9,32,26,53,13,18,21,13,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3669,332,181,258,242,180,282,282,275,154,540,455,248,180,29,22,9,560,34,33,87,27,14,20,59,38,30,48,57,71,24,11,7,0,7357,498,515,297,357,480,500,444,457,333,790,794,859,465,296,174,98,9578,640,655,669,654,552,707,824,680,421,1089,1032,932,443,123,113,44,3085,1734,2353,2629,1496,1084,258,133,12772,998,313,116,157,120,14,0,0,1718,154,58,37,21,32,12,0,0,314,168,101,156,41,26,66,18,21,597,0,0,13,0,0,0,0,0,13,1013,462,711,995,248,209,22,9,3669,181,34,127,105,71,35,7,0,560,1667,980,1234,1584,859,761,174,98,7357,2618,1259,1925,2121,932,566,113,44,9578,9884,4941,6672,7653,3784,2747,592,305,36578
"20","55033","Assembly District 33 (2018), Wisconsin",22194,702,693,730,790,897,914,853,822,838,1797,2247,3093,2803,1932,1811,1272,124,0,0,24,0,24,20,0,0,0,0,0,36,0,20,0,0,68,0,15,15,0,12,0,18,0,0,0,0,0,7,1,0,0,157,0,0,6,41,4,6,13,0,0,0,6,31,13,21,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,0,0,19,45,10,39,14,65,0,0,8,12,21,0,2,42,212,5,19,6,0,9,0,0,5,33,14,18,31,46,0,20,6,21644,695,671,673,783,885,828,779,822,832,1720,2230,3025,2786,1869,1799,1247,872,7,30,76,52,22,125,88,65,6,83,25,96,38,63,29,67,2915,1811,2513,4044,3093,4735,1811,1272,22194,24,44,0,0,36,20,0,0,124,30,12,18,0,0,8,0,0,68,47,10,13,6,31,34,0,16,157,0,0,0,0,0,0,0,0,0,64,49,79,8,12,21,2,42,277,30,9,38,32,31,46,20,6,212,2822,1713,2433,3950,3025,4655,1799,1247,21644,165,147,159,108,96,101,29,67,872,6097,3795,5253,8148,6324,9620,3661,2650,45548
"21","55099","Assembly District 99 (2018), Wisconsin",22094,475,404,507,552,647,485,530,588,610,1159,1791,2982,2808,1939,2634,3983,52,0,0,0,0,0,0,21,0,0,5,0,15,4,0,7,0,39,0,6,5,0,0,0,0,5,0,0,0,0,23,0,0,0,222,4,0,0,0,0,0,0,0,0,0,5,15,62,8,55,73,16,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,36,0,0,0,0,8,0,0,0,0,0,3,0,0,25,0,0,91,0,0,0,3,0,7,0,0,0,11,0,12,9,0,43,6,21766,466,404,494,536,623,485,513,561,590,1140,1769,2929,2758,1931,2619,3948,359,9,0,13,16,32,0,17,32,20,19,22,53,50,26,15,35,1938,1132,1728,2950,2982,4747,2634,3983,22094,0,0,21,5,15,4,7,0,52,11,0,5,0,0,23,0,0,39,4,0,0,5,15,70,55,73,222,0,0,0,0,0,8,8,0,16,0,8,0,3,0,25,0,0,36,3,7,0,11,12,9,43,6,91,1900,1108,1664,2909,2929,4689,2619,3948,21766,38,32,69,41,53,76,15,35,359,3894,2287,3487,5924,6006,9651,5381,8045,44675
"22","55058","Assembly District 58 (2018), Wisconsin",23368,651,638,650,1064,942,1075,780,1196,999,1848,2470,3543,2724,1675,1960,1153,213,0,0,0,18,0,0,41,30,0,25,62,0,19,10,0,8,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,138,0,0,0,0,7,0,0,0,0,0,19,39,19,0,19,35,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,127,0,0,21,0,0,46,0,0,24,22,14,0,0,0,0,0,159,45,17,0,0,0,0,0,6,22,11,24,0,0,34,0,0,23106,651,613,650,1010,942,1056,752,1177,999,1848,2461,3525,2707,1614,1948,1153,439,0,25,21,72,0,65,38,19,46,22,23,18,17,61,12,0,3003,2017,2975,4318,3543,4399,1960,1153,23368,18,0,71,87,0,29,0,8,213,0,0,8,0,0,0,0,0,8,0,7,0,19,39,19,19,35,138,0,0,10,0,0,0,0,0,10,21,46,24,36,0,0,0,0,127,62,0,28,35,0,34,0,0,159,2924,1998,2928,4309,3525,4321,1948,1153,23106,118,65,103,45,18,78,12,0,439,6146,4133,6147,8849,7125,8880,3939,2349,47568
"23","55028","Assembly District 28 (2018), Wisconsin",23325,835,1045,1048,1185,964,1112,1022,1095,1053,2063,2887,3469,2286,1431,1166,664,58,4,8,10,0,4,0,0,0,0,0,3,21,3,0,5,0,204,17,36,7,41,10,6,2,25,6,16,16,9,4,2,4,3,84,6,0,4,0,0,4,2,0,0,7,0,16,3,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,2,0,19,0,3,0,5,8,15,0,0,17,8,3,0,0,259,32,12,10,20,16,0,25,12,9,14,36,35,13,2,2,21,23046,794,1031,1042,1177,949,1110,1011,1095,1012,2054,2873,3380,2270,1431,1159,658,362,48,18,20,25,18,2,16,8,41,12,14,103,24,0,7,6,4113,2076,3170,4950,3469,3717,1166,664,23325,22,4,0,3,21,3,5,0,58,101,16,33,32,9,6,4,3,204,10,4,2,7,16,3,0,42,84,0,0,0,0,0,0,0,0,0,21,3,28,0,17,11,0,0,80,74,16,46,50,35,15,2,21,259,4044,2059,3118,4927,3380,3701,1159,658,23046,111,20,65,26,103,24,7,6,362,8496,4198,6462,9995,7050,7480,2343,1394,47418
"24","55057","Assembly District 57 (2018), Wisconsin",21876,938,1027,1269,1054,1328,1269,1029,1113,1139,2235,2375,3260,1602,964,773,501,356,57,34,60,40,0,90,0,22,0,0,32,0,21,0,0,0,174,10,11,4,23,0,18,20,24,0,21,5,8,0,30,0,0,737,0,0,41,35,0,96,63,66,95,69,88,83,15,30,38,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542,31,8,38,69,57,12,14,42,58,17,89,33,54,14,6,0,294,25,35,0,0,61,17,12,6,11,59,19,14,21,0,0,14,21326,859,1016,1245,1015,1328,1236,1003,1103,1126,2176,2240,3195,1596,914,773,501,1161,110,11,81,108,57,45,40,52,82,104,234,98,69,64,6,0,4288,2597,3281,4610,3260,2566,773,501,21876,191,90,22,32,0,21,0,0,356,48,18,44,26,8,30,0,0,174,76,96,224,157,83,45,38,18,737,0,0,0,0,0,0,0,0,0,146,69,114,106,33,68,6,0,542,60,78,29,78,14,21,0,14,294,4135,2564,3232,4416,3195,2510,773,501,21326,310,102,174,338,98,133,6,0,1161,9254,5614,7120,9763,6691,5394,1596,1034,46466
"25","55011","Assembly District 11 (2018), Wisconsin",5537,350,302,273,291,194,341,259,334,274,611,482,621,503,348,239,115,13244,1781,1383,1207,731,830,741,928,735,716,827,1091,999,681,273,241,80,14,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1228,33,76,0,47,6,46,89,30,47,273,278,109,42,57,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399,14,55,62,64,26,11,0,0,0,40,30,59,38,0,0,0,411,11,73,20,9,45,79,0,24,9,49,40,0,44,0,8,0,5281,350,290,273,262,170,336,247,284,274,580,475,621,475,310,219,115,726,14,67,62,74,60,61,12,54,0,71,61,59,73,38,20,0,1216,535,867,1093,621,851,239,115,5537,5102,1571,2379,1918,999,954,241,80,13244,0,0,14,0,0,0,0,0,14,156,52,166,551,109,99,95,0,1228,0,0,0,0,0,0,0,0,0,195,37,0,70,59,38,0,0,399,113,124,33,89,0,44,8,0,411,1175,506,805,1055,621,785,219,115,5281,217,121,66,132,59,111,20,0,726,8174,2946,4330,4908,2468,2882,822,310,26840
"26","55032","Assembly District 32 (2018), Wisconsin",22345,853,662,634,1051,928,1029,1086,1061,877,1647,2594,3883,2259,1280,1388,1113,141,10,16,21,0,0,0,0,18,0,6,52,0,5,13,0,0,62,0,0,0,0,0,0,0,4,0,41,17,0,0,0,0,0,68,0,0,0,0,9,0,0,0,0,5,11,10,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,33,0,0,31,0,0,0,19,12,24,67,45,54,20,0,0,341,15,13,43,0,0,29,5,32,11,7,50,17,43,48,22,6,21115,749,659,603,1027,883,957,1040,960,780,1589,2313,3777,2080,1231,1381,1086,1703,152,3,56,55,45,101,46,174,120,89,365,161,233,69,7,27,3200,1957,3024,4241,3883,3539,1388,1113,22345,47,0,18,58,0,18,0,0,141,0,0,4,58,0,0,0,0,62,0,9,0,16,10,33,0,0,68,0,0,0,0,0,0,0,0,0,64,0,31,91,45,74,0,0,305,71,29,48,57,17,91,22,6,341,3038,1840,2780,3902,3777,3311,1381,1086,21115,266,146,340,454,161,302,7,27,1703,6686,3981,6245,8877,7893,7368,2798,2232,46080
"27","55049","Assembly District 49 (2018), Wisconsin",21659,1093,1023,1273,1095,1105,1086,1124,1020,993,1878,2484,3295,1834,1103,786,467,87,37,0,8,4,0,0,4,4,3,21,0,6,0,0,0,0,49,3,1,0,0,0,0,0,0,0,0,0,45,0,0,0,0,141,1,2,0,6,0,0,0,0,37,30,0,21,14,15,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,4,11,14,0,0,0,125,14,4,5,2,0,16,6,2,0,34,16,10,1,13,1,1,21549,1080,1021,1271,1064,1092,1084,1120,1017,983,1866,2471,3292,1834,1101,786,467,157,14,2,2,35,13,2,8,3,10,12,17,14,14,11,0,0,4484,2191,3137,4362,3295,2937,786,467,21659,49,0,11,21,6,0,0,0,87,4,0,0,0,45,0,0,0,49,9,0,37,30,21,29,5,10,141,0,0,0,0,0,0,0,0,0,0,0,0,4,11,14,0,0,29,25,16,8,50,10,14,1,1,125,4436,2176,3120,4337,3292,2935,786,467,21549,53,15,21,29,14,25,0,0,157,9060,4398,6334,8833,6694,5954,1578,945,43796
"28","55079","Assembly District 79 (2018), Wisconsin",24383,363,335,646,436,519,878,945,789,678,1803,2080,3249,2933,2397,2839,3493,358,59,78,0,0,0,57,13,28,37,0,13,46,9,0,0,18,49,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,31,732,0,0,0,12,0,0,11,0,21,0,105,113,106,18,75,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,0,0,0,14,0,0,0,0,0,7,121,33,73,12,0,22,146,0,0,0,13,0,0,0,0,0,10,24,14,0,9,44,32,23899,363,331,598,423,515,878,885,734,658,1770,2046,3188,2882,2381,2781,3466,747,0,4,48,13,4,0,60,55,57,40,180,105,68,28,58,27,1780,1397,2412,3883,3249,5330,2839,3493,24383,137,57,78,13,46,9,0,18,358,0,0,0,0,0,18,0,31,49,12,0,32,105,113,124,75,271,732,0,0,0,0,0,0,0,0,0,14,0,0,128,33,85,0,22,282,13,0,0,34,14,9,44,32,146,1715,1393,2277,3816,3188,5263,2781,3466,23899,65,4,172,220,105,96,58,27,747,3736,2851,4971,8199,6748,10934,5797,7360,50596
"29","55064","Assembly District 64 (2018), Wisconsin",18685,671,533,786,676,588,909,907,711,617,1712,2004,2681,1862,1382,1542,1104,1843,160,155,85,198,67,116,150,65,38,141,219,193,126,58,54,18,89,15,22,16,0,0,0,16,0,0,20,0,0,0,0,0,0,584,0,34,42,21,0,49,0,66,47,25,84,51,37,33,72,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,40,12,0,29,27,85,0,0,37,0,74,63,34,0,0,0,322,35,38,24,0,20,15,10,0,16,16,47,92,0,0,0,9,16977,671,490,626,597,582,834,825,630,485,1583,1892,2276,1653,1302,1476,1055,2205,53,76,173,85,44,191,82,81,185,140,187,486,227,80,66,49,2666,1497,2235,3716,2681,3244,1542,1104,18685,598,183,253,360,193,184,54,18,1843,53,0,16,20,0,0,0,0,89,97,49,113,109,51,70,72,23,584,0,0,0,0,0,0,0,0,0,81,112,37,74,63,34,0,0,401,97,35,26,63,92,0,0,9,322,2384,1416,1940,3475,2276,2955,1476,1055,16977,387,235,348,327,486,307,66,49,2205,6363,3527,4968,8144,5842,6794,3210,2258,41106
"30","55006","Assembly District 6 (2018), Wisconsin",21410,733,1045,1162,988,1158,954,810,929,1055,2038,2356,3175,2023,1409,923,652,24,0,0,0,0,2,8,0,0,0,0,14,0,0,0,0,0,1247,172,84,71,38,33,77,48,33,37,145,161,155,102,30,15,46,71,0,0,8,0,0,0,0,0,21,4,3,3,23,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,12,17,0,0,9,6,0,14,26,7,16,4,2,0,0,5,307,25,32,36,12,38,13,8,10,28,39,15,39,5,3,2,2,21228,728,1038,1144,983,1141,921,808,926,1041,2003,2341,3164,2020,1409,913,648,336,17,26,18,5,26,39,2,17,58,44,31,20,14,0,10,9,3928,2112,2794,4394,3175,3432,923,652,21410,0,10,0,14,0,0,0,0,24,365,110,118,306,155,132,15,46,1247,8,0,21,7,3,23,5,4,71,0,0,0,0,0,0,0,0,0,29,15,40,23,4,2,0,5,118,105,51,46,54,39,8,2,2,307,3893,2062,2775,4344,3164,3429,913,648,21228,66,65,77,75,20,14,10,9,336,8394,4425,5871,9217,6560,7040,1868,1366,44741
