"","GEOID","full_geoid","male_white_age18to19","male_white_age20to24","male_white_age25to29","male_white_age30to34","male_white_age35to44","male_white_age45to54","male_white_age55to64","male_white_age65to74","male_white_age75to84","male_white_age85over","female_white_age18to19","female_white_age20to24","female_white_age25to29","female_white_age30to34","female_white_age35to44","female_white_age45to54","female_white_age55to64","female_white_age65to74","female_white_age75to84","female_white_age85over","male_black_age18to19","male_black_age20to24","male_black_age25to29","male_black_age30to34","male_black_age35to44","male_black_age45to54","male_black_age55to64","male_black_age65to74","male_black_age75to84","male_black_age85over","female_black_age18to19","female_black_age20to24","female_black_age25to29","female_black_age30to34","female_black_age35to44","female_black_age45to54","female_black_age55to64","female_black_age65to74","female_black_age75to84","female_black_age85over","male_aian_age18to19","male_aian_age20to24","male_aian_age25to29","male_aian_age30to34","male_aian_age35to44","male_aian_age45to54","male_aian_age55to64","male_aian_age65to74","male_aian_age75to84","male_aian_age85over","female_aian_age18to19","female_aian_age20to24","female_aian_age25to29","female_aian_age30to34","female_aian_age35to44","female_aian_age45to54","female_aian_age55to64","female_aian_age65to74","female_aian_age75to84","female_aian_age85over","male_asian_age18to19","male_asian_age20to24","male_asian_age25to29","male_asian_age30to34","male_asian_age35to44","male_asian_age45to54","male_asian_age55to64","male_asian_age65to74","male_asian_age75to84","male_asian_age85over","female_asian_age18to19","female_asian_age20to24","female_asian_age25to29","female_asian_age30to34","female_asian_age35to44","female_asian_age45to54","female_asian_age55to64","female_asian_age65to74","female_asian_age75to84","female_asian_age85over","male_nhpi_age18to19","male_nhpi_age20to24","male_nhpi_age25to29","male_nhpi_age30to34","male_nhpi_age35to44","male_nhpi_age45to54","male_nhpi_age55to64","male_nhpi_age65to74","male_nhpi_age75to84","male_nhpi_age85over","female_nhpi_age18to19","female_nhpi_age20to24","female_nhpi_age25to29","female_nhpi_age30to34","female_nhpi_age35to44","female_nhpi_age45to54","female_nhpi_age55to64","female_nhpi_age65to74","female_nhpi_age75to84","female_nhpi_age85over","male_other_age18to19","male_other_age20to24","male_other_age25to29","male_other_age30to34","male_other_age35to44","male_other_age45to54","male_other_age55to64","male_other_age65to74","male_other_age75to84","male_other_age85over","female_other_age18to19","female_other_age20to24","female_other_age25to29","female_other_age30to34","female_other_age35to44","female_other_age45to54","female_other_age55to64","female_other_age65to74","female_other_age75to84","female_other_age85over","male_mixed_age18to19","male_mixed_age20to24","male_mixed_age25to29","male_mixed_age30to34","male_mixed_age35to44","male_mixed_age45to54","male_mixed_age55to64","male_mixed_age65to74","male_mixed_age75to84","male_mixed_age85over","female_mixed_age18to19","female_mixed_age20to24","female_mixed_age25to29","female_mixed_age30to34","female_mixed_age35to44","female_mixed_age45to54","female_mixed_age55to64","female_mixed_age65to74","female_mixed_age75to84","female_mixed_age85over","male_w_nothisp_age18to19","male_w_nothisp_age20to24","male_w_nothisp_age25to29","male_w_nothisp_age30to34","male_w_nothisp_age35to44","male_w_nothisp_age45to54","male_w_nothisp_age55to64","male_w_nothisp_age65to74","male_w_nothisp_age75to84","male_w_nothisp_age85over","female_w_nothisp_age18to19","female_w_nothisp_age20to24","female_w_nothisp_age25to29","female_w_nothisp_age30to34","female_w_nothisp_age35to44","female_w_nothisp_age45to54","female_w_nothisp_age55to64","female_w_nothisp_age65to74","female_w_nothisp_age75to84","female_w_nothisp_age85over","male_hisp_age18to19","male_hisp_age20to24","male_hisp_age25to29","male_hisp_age30to34","male_hisp_age35to44","male_hisp_age45to54","male_hisp_age55to64","male_hisp_age65to74","male_hisp_age75to84","male_hisp_age85over","female_hisp_age18to19","female_hisp_age20to24","female_hisp_age25to29","female_hisp_age30to34","female_hisp_age35to44","female_hisp_age45to54","female_hisp_age55to64","female_hisp_age65to74","female_hisp_age75to84","female_hisp_age85over","BLACK_FEMALE","BLACK_MALE","BLACK_TOTAL","BLACK_18_to_24","BLACK_25_to_34","BLACK_35_to_44","BLACK_45_to_54","BLACK_55_to_64","BLACK_65_over","HISP_FEMALE","HISP_MALE","HISP_TOTAL","HISP_18_to_24","HISP_25_to_34","HISP_35_to_44","HISP_45_to_54","HISP_55_to_64","HISP_65_over","UNDERREP_FEMALE","UNDERREP_MALE","UNDERREP_TOTAL","UNDERREP_18_to_24","UNDERREP_25_to_34","UNDERREP_35_to_44","UNDERREP_45_to_54","UNDERREP_55_to_64","UNDERREP_65_over"
"124","53079","ZCTA5 53079",11,33,31,66,74,99,119,84,48,30,12,23,39,56,77,86,113,68,60,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,11,33,31,66,58,99,119,84,48,30,12,23,34,56,77,86,113,68,60,51,0,0,0,0,16,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,16,21,0,5,16,0,2,0,5,16,21,0,5,16,0,2,0
"125","53090","ZCTA5 53090",202,515,540,692,1245,1629,1504,1043,486,187,170,736,570,719,1210,1492,1690,1075,536,194,17,0,19,14,12,27,0,0,0,0,12,0,0,0,53,33,0,0,0,0,17,0,19,14,12,27,0,0,0,0,12,0,0,0,53,33,0,0,0,0,0,0,0,0,4,5,8,0,0,0,0,0,11,0,7,3,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,46,105,13,0,0,0,0,0,0,19,12,46,0,9,0,0,0,16,6,2,19,0,0,28,8,3,0,29,4,0,0,16,30,0,3,0,0,202,501,530,692,1216,1605,1487,1031,486,187,151,736,552,706,1186,1484,1667,1063,536,194,0,14,30,52,144,37,24,12,0,0,41,0,37,25,75,8,32,12,0,0,98,89,187,29,33,65,60,0,0,198,289,487,55,144,219,45,56,24,296,378,674,84,177,284,105,56,24
"126","53094","ZCTA5 53094",327,583,514,473,1147,1460,1219,742,476,80,238,602,516,719,1173,1199,1262,815,577,304,13,3,0,0,0,3,0,0,0,0,43,0,23,0,0,21,0,12,0,0,13,3,0,0,0,3,0,0,0,0,43,0,23,0,0,21,0,12,0,0,0,0,0,0,5,0,17,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,5,12,0,27,0,0,0,0,66,0,0,20,0,0,0,0,0,5,4,29,0,0,0,4,0,0,0,7,33,24,0,0,25,36,28,0,0,284,565,436,441,942,1401,1219,742,476,80,229,584,476,627,1090,1154,1262,815,577,304,43,91,78,37,217,59,27,0,0,0,9,84,40,92,103,45,0,0,0,0,99,19,118,59,23,0,24,0,12,373,525,898,227,247,320,104,27,0,472,544,1016,286,270,320,128,27,12
"127","53128","ZCTA5 53128",168,283,315,164,487,576,617,324,139,15,123,292,227,214,612,596,697,228,159,16,0,0,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,53,0,0,5,3,0,0,0,0,14,6,48,0,0,0,0,19,0,0,0,34,3,0,6,0,0,0,0,151,280,293,160,472,555,586,324,132,15,123,292,203,194,520,581,674,228,159,16,17,10,22,8,15,25,31,9,7,0,0,0,77,23,96,20,26,0,0,0,0,1,1,0,0,0,1,20,0,216,113,329,27,130,111,45,57,16,216,114,330,27,130,111,46,77,16
"128","53139","ZCTA5 53139",3,68,108,54,138,155,252,99,43,12,15,54,69,67,102,190,232,105,46,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,4,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,8,0,3,68,108,54,138,155,252,99,43,12,15,54,69,67,97,190,232,105,46,20,5,0,4,0,0,7,3,0,0,0,0,0,4,0,5,6,0,0,0,0,0,0,0,0,0,0,0,1,0,15,16,31,5,8,5,13,3,0,15,16,31,5,8,5,13,4,0
"129","53143","ZCTA5 53143",121,456,628,661,1253,1068,1362,688,360,70,93,655,734,675,1180,933,1042,832,538,313,20,24,186,38,277,116,93,52,27,0,144,159,150,160,267,201,152,46,0,10,20,24,186,38,277,116,93,52,27,0,144,159,150,160,267,201,152,46,0,10,0,0,0,41,21,0,0,16,0,0,0,8,34,0,22,0,43,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,47,27,103,8,20,0,0,0,11,118,21,42,40,0,50,0,0,0,64,36,40,12,49,0,26,50,0,0,14,108,36,7,46,53,6,0,0,0,78,345,574,574,1027,945,1282,676,360,70,44,541,670,561,1022,819,1012,729,522,313,101,111,113,98,354,159,102,43,0,0,111,316,97,192,219,192,80,126,16,0,1137,740,1877,347,534,544,317,245,135,1269,979,2248,639,500,573,351,182,185,2406,1719,4125,986,1034,1117,668,427,320
"130","53154","ZCTA5 53154",367,816,1287,742,1988,2357,2376,1384,635,224,222,542,983,914,1904,2096,2805,1567,606,475,0,26,70,48,99,91,52,16,0,0,0,38,207,74,75,39,53,0,16,0,0,26,70,48,99,91,52,16,0,0,0,38,207,74,75,39,53,0,16,0,5,73,230,223,171,149,55,23,38,0,50,0,149,172,229,68,93,90,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,30,0,28,0,47,49,0,0,0,0,13,16,0,37,70,61,0,0,0,0,37,82,45,0,28,25,0,0,0,18,30,192,0,58,22,44,0,0,0,325,622,1219,722,1840,2105,2210,1351,635,224,192,509,838,892,1751,1936,2670,1538,606,430,42,239,68,70,148,287,215,33,0,0,30,61,161,22,286,207,196,42,0,45,449,350,799,64,399,174,130,105,32,854,887,1741,372,321,434,494,411,120,1303,1237,2540,436,720,608,624,516,152
"131","53191","ZCTA5 53191",9,22,51,73,104,137,222,248,74,41,15,64,69,79,127,144,215,263,102,75,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,14,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,9,18,51,65,90,137,215,248,74,41,15,55,69,59,127,144,204,263,102,75,0,4,0,8,14,0,7,0,0,0,0,9,0,20,7,0,11,37,0,0,0,6,6,0,6,0,0,0,0,73,26,99,13,28,21,0,18,37,73,32,105,13,34,21,0,18,37
"132","53213","ZCTA5 53213",250,441,974,1015,1604,1665,1569,730,358,243,141,497,1085,1253,1653,1658,1664,1048,387,623,35,85,25,94,58,92,22,87,5,0,39,95,48,102,94,80,16,10,22,5,35,85,25,94,58,92,22,87,5,0,39,95,48,102,94,80,16,10,22,5,25,72,122,57,73,27,6,12,13,0,7,70,18,181,27,16,81,23,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,8,7,83,7,0,26,0,0,0,0,26,0,8,9,5,0,0,0,21,0,14,0,51,15,8,0,0,0,17,9,37,33,31,85,34,27,12,0,242,420,969,995,1579,1648,1568,727,358,218,141,471,1033,1223,1596,1611,1664,1022,387,621,8,54,13,27,76,24,1,29,0,25,0,26,88,30,57,67,5,26,0,2,495,481,976,254,269,152,172,38,129,296,256,552,88,158,133,91,6,82,791,737,1528,342,427,285,263,44,211
"133","53216","ZCTA5 53216",17,37,83,85,229,209,289,375,146,39,26,44,58,172,184,352,449,253,162,97,469,1149,750,562,1410,1449,1207,739,361,96,301,813,909,865,2087,2333,2066,1089,361,168,469,1149,750,562,1410,1449,1207,739,361,96,301,813,909,865,2087,2333,2066,1089,361,168,13,16,2,8,33,7,11,0,12,0,0,0,100,20,32,5,32,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,91,53,31,7,0,0,6,58,10,0,51,49,0,0,0,0,0,57,36,87,0,0,15,0,0,0,57,75,40,20,67,72,38,8,5,7,17,31,37,72,213,199,279,357,125,39,26,18,46,167,184,312,436,223,144,86,0,28,55,42,121,55,31,25,21,0,63,109,33,16,75,104,18,39,23,11,8926,6985,15911,2732,3086,3497,3782,3273,2814,473,347,820,200,146,196,159,49,119,9399,7332,16731,2932,3232,3693,3941,3322,2933
"134","53223","ZCTA5 53223",52,70,236,256,538,790,1121,489,390,133,23,77,401,237,591,529,908,697,602,436,162,526,446,539,537,760,668,419,239,54,101,427,701,349,1093,1247,1008,825,438,180,162,526,446,539,537,760,668,419,239,54,101,427,701,349,1093,1247,1008,825,438,180,50,125,153,64,272,148,21,45,0,0,61,185,168,42,212,123,69,137,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,18,48,48,0,0,0,0,32,0,21,11,56,33,24,0,0,61,59,14,13,22,8,130,9,0,11,9,20,53,8,0,54,3,33,31,0,52,58,236,228,477,744,1071,489,390,133,11,77,374,179,591,488,866,686,593,436,1,12,14,58,88,94,117,0,0,0,12,32,27,79,19,71,75,35,9,0,5361,3682,9043,1216,2035,1630,2007,1676,2155,284,267,551,57,178,107,165,192,44,5645,3949,9594,1273,2213,1737,2172,1868,2199
"135","53226","ZCTA5 53226",275,356,781,706,755,886,911,747,291,364,297,615,618,798,983,1051,1014,841,598,438,17,17,38,26,63,25,1,0,28,0,13,141,30,52,50,59,5,65,40,0,17,17,38,26,63,25,1,0,28,0,13,141,30,52,50,59,5,65,40,0,5,46,104,66,113,58,25,22,0,0,0,32,130,60,132,31,45,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,24,0,57,15,0,0,0,0,0,0,22,0,0,0,8,0,0,0,0,17,65,10,35,8,9,0,0,0,0,0,33,32,40,13,0,0,0,0,268,336,773,703,715,886,865,736,270,364,282,588,610,768,928,1040,1014,832,598,436,21,23,61,20,92,23,59,11,21,0,15,27,30,39,61,11,8,9,0,2,450,214,664,188,146,113,84,6,133,194,272,466,86,150,153,34,67,43,644,486,1130,274,296,266,118,73,176
"136","53235","ZCTA5 53235",45,150,244,299,590,711,668,483,113,141,50,226,248,308,439,596,767,577,431,241,0,64,0,12,0,14,1,0,0,0,0,9,62,49,0,18,0,0,0,0,0,64,0,12,0,14,1,0,0,0,0,9,62,49,0,18,0,0,0,0,0,37,0,31,0,20,0,29,0,0,0,0,0,0,15,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,0,15,98,7,0,0,14,0,0,0,8,0,67,6,0,13,0,0,0,0,0,1,17,16,15,11,0,0,0,0,0,13,43,0,0,0,0,0,0,0,88,244,236,482,647,653,456,113,141,43,174,247,308,428,582,767,430,417,225,45,62,15,158,115,64,15,41,0,0,7,60,14,67,17,14,27,147,14,16,138,90,228,73,123,0,32,1,0,356,500,856,174,254,132,78,42,218,494,590,1084,247,377,132,110,43,218
"137","53515","ZCTA5 53515",17,107,66,69,91,198,220,114,36,14,11,43,55,68,89,182,240,124,44,29,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,17,107,63,69,91,194,217,114,36,14,11,43,55,68,86,182,240,124,44,29,0,0,3,4,0,4,3,0,0,0,0,0,0,3,3,0,8,0,0,0,3,0,3,0,3,0,0,0,0,6,11,17,0,10,3,4,11,0,9,11,20,0,13,3,4,11,0
"138","53530","ZCTA5 53530",43,145,125,135,227,310,293,169,126,59,50,145,112,146,176,265,303,184,150,113,0,0,0,2,1,15,0,0,0,0,0,0,0,0,14,0,0,0,0,12,0,0,0,2,1,15,0,0,0,0,0,0,0,0,14,0,0,0,0,12,0,0,0,0,18,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,145,87,116,205,294,293,169,126,59,50,145,88,114,176,265,296,184,144,113,0,0,38,19,24,21,0,0,0,0,0,0,24,32,0,0,7,0,6,0,26,18,44,0,2,15,15,0,12,62,102,164,0,113,24,21,7,6,88,120,208,0,115,39,36,7,18
"139","53532","ZCTA5 53532",189,208,353,454,1243,951,1058,582,154,171,100,315,417,517,966,1173,1051,637,338,273,0,14,0,10,0,0,14,0,0,0,0,0,0,0,15,0,0,0,0,0,0,14,0,10,0,0,14,0,0,0,0,0,0,0,15,0,0,0,0,0,22,29,0,0,12,11,0,0,0,0,18,11,0,0,92,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,38,11,22,29,11,0,0,0,0,0,0,0,9,0,16,0,14,0,0,175,173,353,454,1193,913,1037,582,154,171,87,315,410,498,942,1153,1051,618,338,273,14,35,0,0,68,38,21,0,0,0,13,0,7,28,42,20,0,19,0,0,15,24,39,14,10,15,0,14,0,129,155,284,62,35,110,58,21,19,144,179,323,76,45,125,58,35,19
"140","53538","ZCTA5 53538",104,399,556,443,1176,1161,1304,882,372,109,185,311,436,534,1134,1343,1273,1063,506,277,0,23,16,0,0,28,47,6,0,0,0,20,13,0,5,16,0,0,0,0,0,23,16,0,0,28,47,6,0,0,0,20,13,0,5,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,19,49,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,15,25,8,0,0,0,0,0,28,45,0,9,30,0,5,0,19,40,5,14,71,41,37,0,0,0,0,0,0,34,15,18,0,29,6,0,104,391,510,431,1128,1130,1267,882,372,109,173,292,403,513,1088,1282,1197,1063,501,277,0,16,88,37,66,56,62,0,0,0,12,19,61,77,46,70,106,0,10,0,54,73,127,43,29,5,44,47,6,295,263,558,47,263,112,126,168,10,349,336,685,90,292,117,170,215,16
"141","53540","ZCTA5 53540",3,2,0,0,12,11,24,18,0,0,0,0,0,0,8,17,9,16,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,6,0,0,0,0,0,0,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,12,11,24,18,0,0,0,0,0,0,8,17,9,16,3,4,0,11,0,0,6,0,0,0,0,0,0,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,35,17,0,18,0,0,0,18,17,35,17,0,18,0,0,0
"142","54015","ZCTA5 54015",51,119,104,118,258,302,240,89,34,20,18,136,120,143,227,314,205,118,45,12,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,16,0,0,0,0,0,0,0,5,0,4,11,0,0,0,0,51,110,101,118,249,300,240,89,34,20,18,124,102,141,226,311,205,118,45,12,0,9,3,0,9,3,0,0,0,0,0,12,18,2,1,3,0,0,0,0,4,0,4,0,0,0,4,4,0,36,24,60,21,23,10,6,0,0,40,24,64,21,23,10,10,4,0
"143","54016","ZCTA5 54016",305,644,906,828,2012,2346,2206,1463,567,121,253,809,829,924,2179,2238,2401,1426,721,242,58,9,0,0,27,61,0,0,0,0,0,0,0,0,32,54,0,0,0,0,58,9,0,0,27,61,0,0,0,0,0,0,0,0,32,54,0,0,0,0,0,0,6,0,25,36,0,0,0,0,0,27,1,22,54,9,14,26,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,36,18,0,6,0,0,0,0,0,0,12,29,35,0,0,0,0,8,4,0,94,28,18,0,0,0,0,36,0,11,15,31,0,0,0,0,298,644,845,800,1942,2325,2188,1463,567,121,222,768,821,924,2094,2201,2401,1426,721,242,7,8,61,63,106,39,18,0,0,0,31,41,8,0,97,61,35,0,0,0,86,155,241,67,0,59,115,0,0,238,284,522,87,132,203,100,53,0,324,439,763,154,132,262,215,53,0
"144","54023","ZCTA5 54023",16,108,145,152,325,295,245,141,38,19,36,91,111,129,298,273,236,129,53,17,0,0,0,0,0,3,2,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,11,0,1,0,0,0,0,7,0,6,14,7,0,0,0,0,0,0,4,5,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,3,3,6,0,0,6,0,0,0,0,0,0,0,0,0,16,108,145,135,323,292,245,141,38,19,36,91,106,120,296,271,234,129,53,17,0,0,0,17,2,6,0,0,0,0,0,0,5,9,4,2,2,0,0,0,11,3,14,0,0,11,3,3,0,20,25,45,0,31,6,8,2,0,31,28,59,0,31,17,11,5,0
"145","54024","ZCTA5 54024",53,162,51,151,210,311,376,269,157,49,77,69,103,101,207,328,430,303,188,121,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,6,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,53,162,51,116,210,311,376,269,157,49,77,69,103,101,207,328,427,303,186,121,0,0,5,35,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,15,15,5,10,0,0,0,0,2,40,42,0,40,0,0,3,2,2,55,57,5,50,0,0,3,2
"146","54612","ZCTA5 54612",39,142,99,107,287,329,274,164,123,36,75,97,79,64,198,351,255,203,95,43,0,0,0,0,10,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,41,45,45,83,13,6,6,0,0,0,13,26,45,62,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,132,96,95,243,297,274,164,106,36,41,91,69,55,164,331,255,203,95,43,24,51,48,57,137,45,6,6,17,0,34,19,36,54,96,33,0,0,0,0,15,10,25,0,15,10,0,0,0,272,385,657,128,195,233,78,6,23,287,395,682,128,210,243,78,6,23
"147","54621","ZCTA5 54621",10,20,50,41,91,77,110,46,43,11,9,32,16,55,60,113,81,69,39,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,10,20,50,41,91,77,110,44,43,11,9,32,16,55,60,113,81,66,36,5,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,6,2,8,0,0,0,0,3,8,6,2,8,0,0,0,0,3,8
"148","54637","ZCTA5 54637",10,12,5,4,10,10,10,14,6,3,2,6,7,3,11,7,14,10,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,12,5,4,10,10,10,14,6,3,2,6,7,3,11,7,14,10,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"149","54651","ZCTA5 54651",12,32,25,27,67,64,99,80,28,17,14,25,26,51,33,72,108,76,45,18,0,0,0,0,0,2,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,3,0,0,0,0,0,12,32,25,27,67,64,99,79,28,17,14,25,26,51,33,72,108,76,45,18,8,0,0,0,8,0,0,1,0,0,0,0,8,0,7,0,0,0,0,0,2,10,12,0,0,2,2,0,8,15,17,32,8,8,15,0,0,1,17,27,44,8,8,17,2,0,9
"150","54967","ZCTA5 54967",0,0,12,2,15,19,45,36,12,0,0,4,7,3,3,18,38,12,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,23,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,15,19,45,36,12,0,0,4,7,3,3,18,38,12,21,3,0,0,6,4,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,10,29,19,10,0,0,0,0,19,10,29,19,10,0,0,0,0
