"","GEOID","full_geoid","male_white_total","male_white_less_hs","male_white_hs_grad","male_white_some_college","male_white_bs","female_white_total","female_white_less_hs","female_white_hs_grad","female_white_some_college","female_white_bs","male_black_total","male_black_less_hs","male_black_hs_grad","male_black_some_college","male_black_bs","female_black_total","female_black_less_hs","female_black_hs_grad","female_black_some_college","female_black_bs","male_aian_total","male_aian_less_hs","male_aian_hs_grad","male_aian_some_college","male_aian_bs","female_aian_total","female_aian_less_hs","female_aian_hs_grad","female_aian_some_college","female_aian_bs","male_asian_total","male_asian_less_hs","male_asian_hs_grad","male_asian_some_college","male_asian_bs","female_asian_total","female_asian_less_hs","female_asian_hs_grad","female_asian_some_college","female_asian_bs","male_nhpi_total","male_nhpi_less_hs","male_nhpi_hs_grad","male_nhpi_some_college","male_nhpi_bs","female_nhpi_total","female_nhpi_less_hs","female_nhpi_hs_grad","female_nhpi_some_college","female_nhpi_bs","male_other_total","male_other_less_hs","male_other_hs_grad","male_other_some_college","male_other_bs","female_other_total","female_other_less_hs","female_other_hs_grad","female_other_some_college","female_other_bs","male_mixed_total","male_mixed_less_hs","male_mixed_hs_grad","male_mixed_some_college","male_mixed_bs","female_mixed_total","female_mixed_less_hs","female_mixed_hs_grad","female_mixed_some_college","female_mixed_bs","male_w_nothisp_total","male_w_nothisp_less_hs","male_w_nothisp_hs_grad","male_w_nothisp_some_college","male_w_nothisp_bs","female_w_nothisp_total","female_w_nothisp_less_hs","female_w_nothisp_hs_grad","female_w_nothisp_some_college","female_w_nothisp_bs","male_hisp_total","male_hisp_less_hs","male_hisp_hs_grad","male_hisp_some_college","male_hisp_bs","female_hisp_total","female_hisp_less_hs","female_hisp_hs_grad","female_hisp_some_college","female_hisp_bs","BLACK_TOTAL","BLACK_FEMALE","BLACK_MALE","BLACK_LESS_HS_TOTAL","BLACK_HS_TOTAL","BLACK_SOME_COLLEGE_TOTAL","BLACK_COLLEGE_TOTAL","HISP_TOTAL","HISP_FEMALE","HISP_MALE","HISP_LESS_HS_TOTAL","HISP_HS_TOTAL","HISP_SOME_COLLEGE_TOTAL","HISP_COLLEGE_TOTAL","UNDERREP_TOTAL","UNDERREP_FEMALE_TOTAL","UNDERREP_MALE","UNDERREP_LESS_HS_TOTAL","UNDERREP_HS_TOTAL","UNDERREP_SOME_COLLEGE_TOTAL","UNDERREP_COLLEGE_TOTAL"
"1","54874","ZCTA5 54874",1411,101,517,536,257,1280,75,353,513,339,8,0,0,8,0,0,0,0,0,0,29,11,5,7,6,34,0,0,32,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,3,0,3,0,0,13,0,11,2,0,13,0,7,0,6,1408,101,517,536,254,1269,75,353,504,337,10,0,0,7,3,14,0,3,9,2,8,0,8,0,0,8,0,24,14,10,0,3,16,5,32,14,18,0,3,24,5
"2","54902","ZCTA5 54902",7176,441,2872,2419,1444,7760,447,2980,2413,1920,130,30,17,49,34,46,3,27,3,13,0,0,0,0,0,7,0,0,7,0,146,30,46,34,36,109,50,43,10,6,0,0,0,0,0,0,0,0,0,0,37,37,0,0,0,26,0,0,26,0,38,4,11,10,13,32,2,14,16,0,7089,389,2837,2419,1444,7434,447,2892,2252,1843,124,89,35,0,0,352,0,88,187,77,176,46,130,33,44,52,47,476,352,124,89,123,187,77,652,398,254,122,167,239,124
"3","53224","ZCTA5 53224",2553,314,714,718,807,2346,251,586,684,825,2951,473,1028,1000,450,3827,337,1176,1460,854,3,0,3,0,0,0,0,0,0,0,377,0,100,142,135,289,21,65,149,54,0,0,0,0,0,0,0,0,0,0,287,48,173,48,18,304,58,71,108,67,190,14,6,105,65,95,0,0,75,20,2411,230,679,718,784,2222,154,581,670,817,494,132,210,68,84,484,155,76,155,98,6778,3827,2951,810,2204,2460,1304,978,484,494,287,286,223,182,7756,4311,3445,1097,2490,2683,1486
"4","53404","ZCTA5 53404",2600,455,872,860,413,2835,548,1041,846,400,1009,390,378,221,20,1204,243,441,443,77,53,0,18,35,0,35,0,0,35,0,15,0,0,0,15,39,10,0,0,29,0,0,0,0,0,0,0,0,0,0,282,81,98,75,28,377,228,113,36,0,30,16,14,0,0,177,25,90,62,0,1999,226,630,730,413,2023,138,833,661,391,939,316,358,237,28,1192,635,321,227,9,2213,1204,1009,633,819,664,97,2131,1192,939,951,679,464,37,4344,2396,1948,1584,1498,1128,134
"5","53529","ZCTA5 53529",800,53,383,218,146,692,32,224,226,210,12,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,6,9,18,5,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,7,5,0,0,5,0,724,53,320,209,142,687,32,219,226,210,79,0,66,9,4,5,0,5,0,0,12,0,12,0,5,7,0,84,5,79,0,71,9,4,96,5,91,0,76,16,4
"6","53549","ZCTA5 53549",3503,252,1534,1060,657,3537,271,1176,1362,728,61,0,20,21,20,11,0,6,5,0,12,8,4,0,0,8,0,0,0,8,28,14,0,6,8,17,11,6,0,0,0,0,0,0,0,0,0,0,0,0,174,6,73,95,0,97,60,19,18,0,13,11,0,0,2,17,0,0,17,0,3362,201,1483,1021,657,3408,222,1152,1318,716,326,68,124,134,0,246,109,43,74,20,72,11,61,0,26,26,20,572,246,326,177,167,208,20,644,257,387,177,193,234,40
"7","53550","ZCTA5 53550",411,51,192,120,48,424,19,193,156,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,405,51,186,120,48,418,19,193,150,56,6,0,6,0,0,6,0,0,6,0,0,0,0,0,0,0,0,12,6,6,0,6,6,0,12,6,6,0,6,6,0
"8","53108","ZCTA5 53108",1219,224,418,356,221,1220,52,538,302,328,17,0,0,0,17,0,0,0,0,0,0,0,0,0,0,118,0,47,47,24,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1199,213,409,356,221,1220,52,538,302,328,20,11,9,0,0,0,0,0,0,0,17,0,17,0,0,0,17,20,0,20,11,9,0,0,37,0,37,11,9,0,17
"9","53110","ZCTA5 53110",6107,380,2158,2258,1311,6749,460,2883,1917,1489,220,43,33,100,44,116,0,1,48,67,57,10,12,35,0,43,0,34,9,0,55,0,0,55,0,62,0,4,13,45,0,0,0,0,0,0,0,0,0,0,135,66,27,42,0,34,16,18,0,0,88,1,30,41,16,124,0,38,49,37,5705,317,2047,2065,1276,6361,445,2687,1838,1391,607,129,148,295,35,445,31,214,102,98,336,116,220,43,34,148,111,1052,445,607,160,362,397,133,1388,561,827,203,396,545,244
"10","53114","ZCTA5 53114",999,146,441,310,102,873,79,292,320,182,3,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,10,15,4,0,33,0,21,12,0,18,11,6,0,1,25,17,3,0,5,834,82,367,300,85,812,45,275,313,179,208,82,95,14,17,114,51,41,19,3,3,0,3,0,0,0,3,322,114,208,133,136,33,20,325,114,211,133,136,33,23
"11","53016","ZCTA5 53016",128,11,72,39,6,118,10,47,49,12,13,0,13,0,0,24,0,0,13,11,2,0,0,2,0,1,0,1,0,0,1,0,0,1,0,5,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,121,10,66,39,6,117,10,46,49,12,7,1,6,0,0,2,1,1,0,0,37,24,13,0,13,13,11,9,2,7,2,7,0,0,46,26,20,2,20,13,11
"12","53019","ZCTA5 53019",683,69,326,201,87,629,25,211,253,140,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,4,0,0,4,0,16,16,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,7,5,0,2,0,5,0,2,3,0,2,0,0,2,0,4,0,0,4,0,651,46,322,196,87,612,25,210,237,140,42,33,4,5,0,21,0,1,20,0,0,0,0,0,0,0,0,63,21,42,33,5,25,0,63,21,42,33,5,25,0
"13","53045","ZCTA5 53045",6241,101,810,1270,4060,7188,131,1466,1611,3980,56,0,5,11,40,75,8,9,6,52,0,0,0,0,0,0,0,0,0,0,738,15,34,6,683,861,26,50,86,699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,2,0,7,53,0,0,17,36,127,0,19,0,108,6089,101,775,1263,3950,7094,131,1466,1582,3915,159,0,35,7,117,120,2,2,29,87,131,75,56,8,14,17,92,279,120,159,2,37,36,204,410,195,215,10,51,53,296
"14","53063","ZCTA5 53063",604,26,293,208,77,548,37,187,209,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,2,0,580,26,269,208,77,548,37,187,209,115,26,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,26,2,24,0,0,26,0,26,2,24,0,0
"15","53088","ZCTA5 53088",160,10,96,42,12,122,2,69,20,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,160,10,96,42,12,122,2,69,20,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16","53098","ZCTA5 53098",3854,417,1533,1319,585,4211,305,1607,1447,852,221,15,131,52,23,99,6,71,22,0,5,5,0,0,0,0,0,0,0,0,22,0,0,3,19,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2,15,14,0,6,0,6,0,0,45,0,19,26,0,80,0,11,69,0,3755,388,1507,1281,579,4018,232,1535,1401,850,122,36,28,52,6,223,86,89,46,2,320,99,221,21,202,74,23,345,223,122,122,117,98,8,665,322,343,143,319,172,31
"17","53103","ZCTA5 53103",1417,47,452,619,299,1292,15,376,503,398,2,0,2,0,0,0,0,0,0,0,16,0,0,7,9,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,19,0,0,0,19,0,0,0,0,0,18,7,11,0,0,1399,39,452,609,299,1245,15,354,485,391,30,18,2,10,0,73,7,22,18,26,2,0,2,0,2,0,0,103,73,30,25,24,28,26,105,73,32,25,26,28,26
"18","53115","ZCTA5 53115",5223,834,1876,1493,1020,5273,582,1803,1734,1154,55,29,24,2,0,79,0,0,61,18,37,2,0,0,35,10,0,7,0,3,94,33,11,41,9,55,29,10,0,16,0,0,0,0,0,0,0,0,0,0,138,109,29,0,0,111,35,20,56,0,81,0,60,14,7,43,11,10,5,17,4566,470,1660,1422,1014,4704,241,1714,1647,1102,895,494,305,83,13,723,387,119,143,74,134,79,55,29,24,63,18,1618,723,895,881,424,226,87,1752,802,950,910,448,289,105
"19","53119","ZCTA5 53119",1962,43,668,642,609,1973,46,565,650,712,24,0,24,0,0,0,0,0,0,0,36,31,0,5,0,15,0,0,15,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,5,0,0,12,0,10,0,2,13,0,0,10,3,10,0,0,10,0,1920,41,662,633,584,1957,46,565,650,696,50,5,11,9,25,28,0,10,0,18,24,0,24,0,24,0,0,78,28,50,5,21,9,43,102,28,74,5,45,9,43
"20","53151","ZCTA5 53151",10296,246,2198,3039,4813,11406,228,2816,3541,4821,163,13,32,65,53,90,17,0,62,11,6,0,0,0,6,8,0,0,0,8,587,38,40,8,501,625,74,84,100,367,0,0,0,0,0,7,0,0,7,0,64,0,45,19,0,59,0,8,51,0,45,3,0,14,28,109,0,15,26,68,10226,246,2186,3039,4755,11241,215,2777,3498,4751,134,0,57,19,58,265,13,47,94,111,253,90,163,30,32,127,64,399,265,134,13,104,113,169,652,355,297,43,136,240,233
"21","53167","ZCTA5 53167",144,0,102,26,16,219,0,75,109,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,102,26,16,219,0,75,109,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22","53185","ZCTA5 53185",6667,317,1863,2130,2357,6431,198,1972,2087,2174,25,0,0,8,17,1,0,0,1,0,25,0,0,15,10,16,0,2,14,0,19,0,0,0,19,116,0,69,9,38,0,0,0,0,0,0,0,0,0,0,38,18,20,0,0,47,0,8,31,8,23,0,9,10,4,102,0,52,4,46,6567,311,1842,2113,2301,6370,171,1962,2073,2164,151,24,50,21,56,144,27,62,45,10,26,1,25,0,0,9,17,295,144,151,51,112,66,66,321,145,176,51,112,75,83
"23","53219","ZCTA5 53219",10106,672,3918,3637,1879,11120,704,3848,3791,2777,688,95,221,340,32,625,53,124,375,73,71,35,27,9,0,81,0,24,51,6,326,55,131,125,15,517,51,215,217,34,13,0,0,0,13,0,0,0,0,0,628,298,222,100,8,634,328,122,164,20,221,1,69,123,28,207,0,46,113,48,9208,558,3494,3327,1829,9994,525,3553,3366,2550,1621,413,625,481,102,1904,507,460,677,260,1313,625,688,148,345,715,105,3525,1904,1621,920,1085,1158,362,4838,2529,2309,1068,1430,1873,467
"24","53222","ZCTA5 53222",5850,233,1268,1783,2566,6557,215,1322,1802,3218,2032,272,755,740,265,2482,192,629,1054,607,15,2,8,5,0,157,0,12,14,131,128,30,22,29,47,142,38,10,48,46,7,0,0,7,0,0,0,0,0,0,74,13,7,38,16,103,3,64,29,7,154,3,30,64,57,224,9,80,28,107,5641,222,1227,1672,2520,6436,205,1322,1723,3186,319,27,91,155,46,246,13,73,108,52,4514,2482,2032,464,1384,1794,872,565,246,319,40,164,263,98,5079,2728,2351,504,1548,2057,970
"25","53510","ZCTA5 53510",477,15,186,164,112,520,32,154,192,142,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,477,15,186,164,112,517,32,154,189,142,0,0,0,0,0,3,0,0,3,0,3,0,3,0,3,0,0,3,3,0,0,0,3,0,6,3,3,0,3,3,0
"26","53526","ZCTA5 53526",194,10,85,56,43,196,7,65,77,47,0,0,0,0,0,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,10,85,56,43,185,1,60,77,47,0,0,0,0,0,11,6,5,0,0,4,4,0,2,0,2,0,11,11,0,6,5,0,0,15,15,0,8,5,2,0
"27","53536","ZCTA5 53536",2825,166,947,1024,688,2978,70,859,1122,927,3,0,0,3,0,0,0,0,0,0,4,0,0,1,3,0,0,0,0,0,3,0,0,3,0,2,0,2,0,0,0,0,0,0,0,11,0,11,0,0,17,7,0,0,10,14,5,9,0,0,5,0,0,5,0,3,0,0,3,0,2797,163,940,1006,688,2885,70,789,1103,923,48,10,7,18,13,118,5,90,19,4,3,0,3,0,0,3,0,166,118,48,15,97,37,17,169,118,51,15,97,40,17
"28","53541","ZCTA5 53541",317,22,177,92,26,300,19,105,117,59,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,13,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,22,177,92,26,298,19,103,117,59,1,0,0,1,0,2,0,2,0,0,3,0,3,0,3,0,0,3,2,1,0,2,1,0,6,2,4,0,5,1,0
"29","53006","ZCTA5 53006",626,46,273,206,101,557,36,176,191,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,2,3,2,0,0,0,2,4,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,2,0,0,0,0,0,0,0,617,46,273,197,101,550,31,176,189,154,11,0,0,9,2,12,5,1,5,1,0,0,0,0,0,0,0,23,12,11,5,1,14,3,23,12,11,5,1,14,3
"30","53007","ZCTA5 53007",567,24,215,180,148,670,41,225,212,192,59,7,7,45,0,41,8,4,16,13,0,0,0,0,0,0,0,0,0,0,24,0,0,11,13,13,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537,18,205,171,143,667,41,225,209,192,30,6,10,9,5,3,0,0,3,0,100,41,59,15,11,61,13,33,3,30,6,10,12,5,133,44,89,21,21,73,18
"31","53024","ZCTA5 53024",5621,84,967,1931,2639,5851,114,1033,2060,2644,44,0,0,27,17,0,0,0,0,0,16,7,0,0,9,0,0,0,0,0,121,0,0,0,121,159,10,19,65,65,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,11,0,0,0,11,129,0,0,129,0,88,17,0,24,47,5486,84,940,1893,2569,5762,114,1005,2024,2619,152,0,27,38,87,117,17,28,36,36,44,0,44,0,0,27,17,269,117,152,17,55,74,123,313,117,196,17,55,101,140
"32","53036","ZCTA5 53036",983,49,300,286,348,955,4,284,349,318,0,0,0,0,0,23,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,970,49,300,286,335,950,4,279,349,318,27,0,0,14,13,5,0,5,0,0,23,23,0,0,23,0,0,32,5,27,0,5,14,13,55,28,27,0,28,14,13
"33","53057","ZCTA5 53057",562,52,224,191,95,590,59,225,155,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,562,52,224,191,95,590,59,225,155,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34","53058","ZCTA5 53058",1282,15,233,313,721,1217,23,215,283,696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,9,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,2,23,0,0,6,17,6,0,0,6,0,1257,15,229,310,703,1202,23,211,283,685,25,0,4,3,18,15,0,4,0,11,0,0,0,0,0,0,0,40,15,25,0,8,3,29,40,15,25,0,8,3,29
"35","53118","ZCTA5 53118",2410,169,679,727,835,2604,94,799,750,961,14,3,11,0,0,15,0,0,0,15,14,0,0,0,14,7,0,0,0,7,21,0,21,0,0,28,0,4,17,7,8,0,0,0,8,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,28,5,4,2374,143,677,727,827,2566,81,786,746,953,36,26,2,0,8,46,13,13,12,8,29,15,14,3,11,0,15,82,46,36,39,15,12,16,111,61,50,42,26,12,31
"36","53140","ZCTA5 53140",7925,1023,2917,2379,1606,7900,970,2307,2953,1670,988,316,300,306,66,1087,145,360,463,119,53,15,12,26,0,36,0,0,20,16,90,0,0,11,79,98,0,1,1,96,14,5,0,5,4,0,0,0,0,0,268,110,101,57,0,166,47,64,32,23,144,0,61,34,49,213,60,64,51,38,6812,549,2553,2209,1501,7115,716,2099,2743,1557,1430,570,492,254,114,989,308,270,283,128,2075,1087,988,461,660,769,185,2419,989,1430,878,762,537,242,4494,2076,2418,1339,1422,1306,427
"37","53144","ZCTA5 53144",6949,748,2085,2218,1898,7684,734,2069,2570,2311,756,120,302,264,70,816,100,339,246,131,49,0,39,0,10,58,0,4,54,0,161,48,14,58,41,91,15,40,14,22,0,0,0,0,0,0,0,0,0,0,222,130,76,16,0,244,142,50,52,0,115,50,28,24,13,94,14,27,25,28,6078,514,1717,1978,1869,6598,416,1772,2182,2228,1205,414,462,287,42,1425,474,362,493,96,1572,816,756,220,641,510,201,2630,1425,1205,888,824,780,138,4202,2241,1961,1108,1465,1290,339
"38","53146","ZCTA5 53146",2903,155,852,1003,893,2886,65,855,824,1142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,9,30,87,0,14,36,37,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,7,0,0,0,7,32,0,32,0,0,20,0,20,0,0,2853,155,844,977,877,2886,65,855,824,1142,73,11,20,26,16,7,0,0,0,7,0,0,0,0,0,0,0,80,7,73,11,20,26,23,80,7,73,11,20,26,23
"39","53150","ZCTA5 53150",8673,353,2450,2768,3102,8732,217,2416,2827,3272,30,0,0,30,0,21,0,12,9,0,5,0,0,0,5,4,0,0,4,0,96,14,55,0,27,95,0,30,11,54,0,0,0,0,0,0,0,0,0,0,73,27,42,4,0,98,0,58,40,0,30,0,0,20,10,99,0,23,46,30,8583,336,2435,2761,3051,8550,214,2364,2791,3181,164,44,52,17,51,275,3,110,71,91,51,21,30,0,12,39,0,439,275,164,47,162,88,142,490,296,194,47,174,127,142
"40","53189","ZCTA5 53189",8299,282,2026,2777,3214,8821,410,2070,2698,3643,128,0,0,100,28,24,0,0,11,13,55,0,0,38,17,12,12,0,0,0,117,0,24,30,63,231,53,19,45,114,0,0,0,0,0,0,0,0,0,0,236,140,71,25,0,208,150,43,8,7,70,0,16,32,22,69,0,0,55,14,7793,264,1807,2629,3093,8279,268,1990,2459,3562,764,158,291,194,121,747,297,123,239,88,152,24,128,0,0,111,41,1511,747,764,455,414,433,209,1663,771,892,455,414,544,250
"41","53190","ZCTA5 53190",3701,407,1136,1106,1052,3747,160,1093,1070,1424,79,24,5,50,0,66,0,17,49,0,11,10,0,1,0,20,0,0,20,0,27,0,0,11,16,104,0,2,13,89,0,0,0,0,0,30,30,0,0,0,83,41,30,12,0,55,10,22,23,0,80,0,17,45,18,26,5,0,1,20,3378,250,1073,1033,1022,3521,89,1061,984,1387,430,198,93,109,30,336,116,71,109,40,145,66,79,24,22,99,0,766,336,430,314,164,218,70,911,402,509,338,186,317,70
"42","53203","ZCTA5 53203",657,0,52,114,491,443,0,55,99,289,37,0,9,15,13,62,0,0,34,28,0,0,0,0,0,0,0,0,0,0,44,20,0,8,16,17,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,10,11,14,0,0,5,9,639,0,52,114,473,387,0,55,99,233,18,0,0,0,18,67,0,0,0,67,99,62,37,0,9,49,41,85,67,18,0,0,0,85,184,129,55,0,9,49,126
"43","53207","ZCTA5 53207",12149,853,3127,3860,4309,12572,764,2744,3265,5799,423,78,124,159,62,257,32,116,83,26,154,24,100,30,0,95,6,68,17,4,158,0,95,27,36,224,47,96,18,63,11,0,11,0,0,7,7,0,0,0,736,183,284,207,62,602,212,207,121,62,268,2,114,42,110,257,34,43,73,107,11282,670,2869,3637,4106,11698,561,2561,2975,5601,1707,390,598,450,269,1605,455,413,462,275,680,257,423,110,240,242,88,3312,1605,1707,845,1011,912,544,3992,1862,2130,955,1251,1154,632
"44","53209","ZCTA5 53209",4189,265,959,1377,1588,4631,158,1110,1300,2063,7627,1257,3236,2331,803,11223,1299,4081,4012,1831,55,17,25,13,0,143,0,21,30,92,250,72,95,32,51,309,55,81,46,127,0,0,0,0,0,0,0,0,0,0,263,69,103,73,18,304,16,179,98,11,235,26,61,77,71,241,23,53,107,58,3968,158,946,1297,1567,4442,128,1081,1208,2025,550,181,168,154,47,469,74,98,234,63,18850,11223,7627,2556,7317,6343,2634,1019,469,550,255,266,388,110,19869,11692,8177,2811,7583,6731,2744
"45","53220","ZCTA5 53220",7755,656,2697,2625,1777,8898,766,3155,2858,2119,285,43,113,118,11,329,35,97,87,110,68,7,17,13,31,102,25,24,46,7,455,83,154,57,161,326,63,64,48,151,0,0,0,0,0,0,0,0,0,0,447,129,244,67,7,471,163,47,189,72,72,0,19,29,24,225,5,23,84,113,7222,527,2454,2491,1750,8155,523,3043,2590,1999,1032,283,495,211,43,1333,430,199,497,207,614,329,285,78,210,205,121,2365,1333,1032,713,694,708,250,2979,1662,1317,791,904,913,371
"46","53502","ZCTA5 53502",868,85,376,286,121,781,32,279,316,154,7,0,7,0,0,0,0,0,0,0,12,0,0,12,0,18,13,0,0,5,4,0,0,0,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,859,81,376,281,121,772,32,270,316,154,9,4,0,5,0,14,0,9,0,5,7,0,7,0,7,0,0,23,14,9,4,9,5,5,30,14,16,4,16,5,5
"47","53504","ZCTA5 53504",759,69,378,208,104,708,46,255,260,147,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,747,67,368,208,104,704,46,255,258,145,12,2,10,0,0,4,0,0,2,2,0,0,0,0,0,0,0,16,4,12,2,10,2,2,16,4,12,2,10,2,2
"48","53507","ZCTA5 53507",680,27,220,246,187,748,3,190,272,283,0,0,0,0,0,8,0,0,4,4,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,22,0,0,12,0,7,5,0,674,27,214,246,187,706,3,190,269,244,6,0,6,0,0,42,0,0,3,39,8,8,0,0,0,4,4,48,42,6,0,6,3,39,56,50,6,0,6,7,43
"49","53511","ZCTA5 53511",12129,1491,4958,3580,2100,13272,1331,4730,4620,2591,1494,219,607,557,111,1679,309,426,708,236,50,0,13,35,2,61,6,0,55,0,115,34,20,20,41,325,35,85,60,145,0,0,0,0,0,0,0,0,0,0,1006,396,409,188,13,1039,405,399,137,98,229,43,104,63,19,425,169,112,109,35,11257,1190,4634,3413,2020,12591,1161,4459,4448,2523,1933,721,753,365,94,1785,617,670,322,176,3173,1679,1494,528,1033,1265,347,3718,1785,1933,1338,1423,687,270,6891,3464,3427,1866,2456,1952,617
"50","53517","ZCTA5 53517",666,55,208,179,224,638,17,153,225,243,15,9,0,0,6,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,3,0,0,0,3,3,0,3,0,0,2,0,0,2,0,658,51,206,179,222,632,15,149,225,243,10,4,2,0,4,9,2,4,0,3,21,6,15,9,0,0,12,19,9,10,6,6,0,7,40,15,25,15,6,0,19
"51","53522","ZCTA5 53522",374,37,171,111,55,332,22,114,126,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,371,37,168,111,55,332,22,114,126,70,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,3,0,3,0,3,0,0
