"","GEOID","full_geoid","male_white_age18to19","male_white_age20to24","male_white_age25to29","male_white_age30to34","male_white_age35to44","male_white_age45to54","male_white_age55to64","male_white_age65to74","male_white_age75to84","male_white_age85over","female_white_age18to19","female_white_age20to24","female_white_age25to29","female_white_age30to34","female_white_age35to44","female_white_age45to54","female_white_age55to64","female_white_age65to74","female_white_age75to84","female_white_age85over","male_black_age18to19","male_black_age20to24","male_black_age25to29","male_black_age30to34","male_black_age35to44","male_black_age45to54","male_black_age55to64","male_black_age65to74","male_black_age75to84","male_black_age85over","female_black_age18to19","female_black_age20to24","female_black_age25to29","female_black_age30to34","female_black_age35to44","female_black_age45to54","female_black_age55to64","female_black_age65to74","female_black_age75to84","female_black_age85over","male_aian_age18to19","male_aian_age20to24","male_aian_age25to29","male_aian_age30to34","male_aian_age35to44","male_aian_age45to54","male_aian_age55to64","male_aian_age65to74","male_aian_age75to84","male_aian_age85over","female_aian_age18to19","female_aian_age20to24","female_aian_age25to29","female_aian_age30to34","female_aian_age35to44","female_aian_age45to54","female_aian_age55to64","female_aian_age65to74","female_aian_age75to84","female_aian_age85over","male_asian_age18to19","male_asian_age20to24","male_asian_age25to29","male_asian_age30to34","male_asian_age35to44","male_asian_age45to54","male_asian_age55to64","male_asian_age65to74","male_asian_age75to84","male_asian_age85over","female_asian_age18to19","female_asian_age20to24","female_asian_age25to29","female_asian_age30to34","female_asian_age35to44","female_asian_age45to54","female_asian_age55to64","female_asian_age65to74","female_asian_age75to84","female_asian_age85over","male_nhpi_age18to19","male_nhpi_age20to24","male_nhpi_age25to29","male_nhpi_age30to34","male_nhpi_age35to44","male_nhpi_age45to54","male_nhpi_age55to64","male_nhpi_age65to74","male_nhpi_age75to84","male_nhpi_age85over","female_nhpi_age18to19","female_nhpi_age20to24","female_nhpi_age25to29","female_nhpi_age30to34","female_nhpi_age35to44","female_nhpi_age45to54","female_nhpi_age55to64","female_nhpi_age65to74","female_nhpi_age75to84","female_nhpi_age85over","male_other_age18to19","male_other_age20to24","male_other_age25to29","male_other_age30to34","male_other_age35to44","male_other_age45to54","male_other_age55to64","male_other_age65to74","male_other_age75to84","male_other_age85over","female_other_age18to19","female_other_age20to24","female_other_age25to29","female_other_age30to34","female_other_age35to44","female_other_age45to54","female_other_age55to64","female_other_age65to74","female_other_age75to84","female_other_age85over","male_mixed_age18to19","male_mixed_age20to24","male_mixed_age25to29","male_mixed_age30to34","male_mixed_age35to44","male_mixed_age45to54","male_mixed_age55to64","male_mixed_age65to74","male_mixed_age75to84","male_mixed_age85over","female_mixed_age18to19","female_mixed_age20to24","female_mixed_age25to29","female_mixed_age30to34","female_mixed_age35to44","female_mixed_age45to54","female_mixed_age55to64","female_mixed_age65to74","female_mixed_age75to84","female_mixed_age85over","male_w_nothisp_age18to19","male_w_nothisp_age20to24","male_w_nothisp_age25to29","male_w_nothisp_age30to34","male_w_nothisp_age35to44","male_w_nothisp_age45to54","male_w_nothisp_age55to64","male_w_nothisp_age65to74","male_w_nothisp_age75to84","male_w_nothisp_age85over","female_w_nothisp_age18to19","female_w_nothisp_age20to24","female_w_nothisp_age25to29","female_w_nothisp_age30to34","female_w_nothisp_age35to44","female_w_nothisp_age45to54","female_w_nothisp_age55to64","female_w_nothisp_age65to74","female_w_nothisp_age75to84","female_w_nothisp_age85over","male_hisp_age18to19","male_hisp_age20to24","male_hisp_age25to29","male_hisp_age30to34","male_hisp_age35to44","male_hisp_age45to54","male_hisp_age55to64","male_hisp_age65to74","male_hisp_age75to84","male_hisp_age85over","female_hisp_age18to19","female_hisp_age20to24","female_hisp_age25to29","female_hisp_age30to34","female_hisp_age35to44","female_hisp_age45to54","female_hisp_age55to64","female_hisp_age65to74","female_hisp_age75to84","female_hisp_age85over","BLACK_FEMALE","BLACK_MALE","BLACK_TOTAL","BLACK_18_to_24","BLACK_25_to_34","BLACK_35_to_44","BLACK_45_to_54","BLACK_55_to_64","BLACK_65_over","HISP_FEMALE","HISP_MALE","HISP_TOTAL","HISP_18_to_24","HISP_25_to_34","HISP_35_to_44","HISP_45_to_54","HISP_55_to_64","HISP_65_over","UNDERREP_FEMALE","UNDERREP_MALE","UNDERREP_TOTAL","UNDERREP_18_to_24","UNDERREP_25_to_34","UNDERREP_35_to_44","UNDERREP_45_to_54","UNDERREP_55_to_64","UNDERREP_65_over"
"11","55033","Dunn County, Wisconsin",1128,2736,1265,1161,2382,2501,2737,1993,852,324,1277,2655,1089,1102,2260,2348,2662,2064,1035,648,64,35,27,7,4,18,4,0,0,0,18,35,0,50,0,0,7,0,0,0,64,35,27,7,4,18,4,0,0,0,18,35,0,50,0,0,7,0,0,0,42,128,31,26,114,3,16,11,0,0,40,193,36,40,109,29,63,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,5,4,17,9,20,20,0,3,0,3,0,8,0,2,8,9,1,3,0,0,75,138,0,48,14,36,37,2,6,0,39,41,15,5,43,44,52,8,1,35,1122,2704,1246,1139,2337,2477,2727,1990,852,324,1262,2600,1080,1094,2252,2333,2643,2048,1035,648,24,83,36,28,65,49,11,5,0,0,34,64,11,8,57,31,42,20,0,0,103,155,258,152,84,4,18,11,0,225,290,515,205,83,122,80,53,25,328,445,773,357,167,126,98,64,25
"12","55035","Eau Claire County, Wisconsin",1775,5370,3340,3161,5547,5239,5864,4451,1933,722,2284,5878,3119,2878,5288,5155,6062,4918,2432,1355,21,147,101,94,98,73,46,23,0,0,19,24,35,40,19,117,16,0,34,0,21,147,101,94,98,73,46,23,0,0,19,24,35,40,19,117,16,0,34,0,141,339,198,137,115,309,160,27,0,0,143,216,224,207,228,261,199,45,13,0,0,0,57,0,65,0,0,0,0,0,0,34,76,0,0,0,11,0,0,0,0,26,8,49,64,14,37,0,0,0,0,23,28,0,59,6,4,0,0,0,58,94,99,44,178,151,44,0,9,0,50,153,55,178,224,132,34,55,6,8,1724,5225,3296,3059,5440,5205,5764,4451,1933,722,2195,5832,3013,2812,5181,5129,6041,4918,2426,1343,91,237,55,105,190,134,124,0,0,0,109,69,117,93,229,28,25,0,31,12,288,557,845,211,270,117,190,62,57,688,812,1500,506,370,419,162,149,43,976,1369,2345,717,640,536,352,211,100
"13","55039","Fond du Lac County, Wisconsin",1152,2784,2706,2714,5717,6477,7300,5119,2251,959,1152,2878,2645,2675,5544,6404,7342,5506,2688,1548,18,103,13,57,57,67,90,21,0,0,7,200,99,80,20,197,29,4,0,0,18,103,13,57,57,67,90,21,0,0,7,200,99,80,20,197,29,4,0,0,27,71,35,72,109,29,13,19,0,0,10,13,7,47,194,110,69,17,18,0,0,7,0,0,2,8,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,118,5,146,98,53,9,29,1,1,0,30,10,119,211,30,30,1,531,0,22,163,130,4,157,127,161,66,5,0,76,33,146,92,81,31,72,33,0,3,1084,2640,2566,2617,5502,6225,7211,5110,2240,952,1033,2633,2597,2648,5391,6235,7245,5391,2687,1548,73,267,201,243,384,312,213,38,11,8,119,292,67,153,370,204,136,116,3,0,607,336,943,328,249,77,264,119,25,1324,1537,2861,751,664,754,516,349,176,1931,1873,3804,1079,913,831,780,468,201
"14","55041","Forest County, Wisconsin",93,179,151,174,344,466,636,521,304,113,46,169,166,157,335,457,692,560,277,150,17,6,12,3,5,4,2,0,0,6,32,0,0,0,0,3,0,0,1,0,17,6,12,3,5,4,2,0,0,6,32,0,0,0,0,3,0,0,1,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,5,9,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,18,46,0,0,0,9,0,0,0,0,0,3,0,0,9,52,4,9,9,19,15,0,0,0,0,0,18,2,13,3,2,17,1,0,93,179,151,165,344,466,636,521,297,113,46,165,166,157,329,439,679,547,277,146,0,16,0,9,3,0,18,0,7,0,0,9,0,0,6,18,13,14,0,4,36,53,89,55,15,5,7,2,7,51,35,86,25,9,9,18,31,25,87,88,175,80,24,14,25,33,32
"15","55045","Green County, Wisconsin",334,870,921,993,2101,2497,2862,1954,966,252,316,855,918,966,2063,2461,2841,1967,1068,597,0,11,44,0,29,28,3,0,0,0,0,10,28,4,0,0,0,0,0,0,0,11,44,0,29,28,3,0,0,0,0,10,28,4,0,0,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,4,16,11,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,15,19,9,62,0,0,0,0,0,7,0,30,17,27,11,0,8,0,0,2,20,1,0,13,38,32,21,0,2,6,28,33,71,33,8,1,10,0,2,334,850,905,968,2072,2433,2825,1948,966,252,316,819,905,948,2037,2365,2796,1950,1068,597,2,35,36,34,99,75,37,6,0,0,7,36,43,36,47,107,45,23,0,0,42,112,154,21,76,29,28,3,0,299,287,586,80,149,146,182,82,29,341,399,740,101,225,175,210,85,29
"16","55047","Green Lake County, Wisconsin",228,443,399,457,934,1147,1524,1176,571,194,162,419,395,432,913,1067,1454,1192,558,438,0,30,0,0,0,66,0,0,0,0,0,0,0,0,23,1,0,8,0,0,0,30,0,0,0,66,0,0,0,0,0,0,0,0,23,1,0,8,0,0,0,0,0,14,12,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,36,4,0,0,0,0,4,2,14,5,3,23,0,0,0,0,0,32,21,4,0,24,6,1,0,0,0,20,29,0,35,16,20,3,3,0,207,433,399,393,912,1118,1463,1176,559,194,162,383,381,412,857,1050,1445,1179,558,438,21,10,24,72,58,51,61,0,12,0,4,45,31,25,59,57,28,14,0,0,32,96,128,30,0,23,67,0,8,235,248,483,80,152,117,108,89,26,267,344,611,110,152,140,175,89,34
"17","55051","Iron County, Wisconsin",37,97,96,96,256,348,558,500,268,74,38,96,92,115,250,339,536,462,298,127,0,1,0,1,1,2,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,1,2,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,3,0,0,0,1,1,0,3,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,6,0,1,0,0,0,0,0,9,3,0,15,1,5,0,0,1,10,0,2,3,2,4,0,0,37,97,96,96,253,343,558,500,268,69,38,96,92,115,250,339,521,462,293,127,0,0,0,0,3,5,5,1,5,5,0,0,0,11,0,6,15,2,5,0,2,8,10,1,1,1,4,0,3,24,19,43,0,11,3,11,20,18,26,27,53,1,12,4,15,20,21
"18","55053","Jackson County, Wisconsin",187,503,568,561,1081,1298,1501,1094,614,109,142,377,431,438,945,1138,1354,1042,589,275,0,38,100,34,82,49,54,0,0,0,0,15,0,0,18,2,6,4,0,0,0,38,100,34,82,49,54,0,0,0,0,15,0,0,18,2,6,4,0,0,4,1,9,18,0,4,1,0,0,0,0,0,11,7,0,9,1,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,5,43,29,54,28,33,2,2,0,0,0,8,0,9,6,10,1,0,0,9,33,104,22,10,12,31,4,0,0,10,13,8,0,14,45,22,3,0,0,183,485,568,545,1072,1286,1492,1090,614,107,142,377,431,414,912,1131,1348,1033,588,274,13,23,72,50,78,38,37,5,2,2,5,10,8,24,54,30,14,10,1,1,39,303,342,53,134,100,51,60,4,143,283,426,51,154,132,68,51,21,182,586,768,104,288,232,119,111,25
"19","55057","Juneau County, Wisconsin",236,599,743,710,1574,1844,2104,1593,742,235,196,558,590,593,1225,1585,1939,1536,784,444,9,35,78,70,192,100,36,22,0,0,4,4,1,0,2,2,2,3,0,0,9,35,78,70,192,100,36,22,0,0,4,4,1,0,2,2,2,3,0,0,1,2,5,0,3,24,15,0,3,0,0,1,1,4,15,15,12,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,40,31,12,11,3,0,0,0,7,0,0,26,3,0,7,0,0,8,9,27,3,68,47,77,4,0,0,4,6,2,26,49,55,20,1,4,0,227,579,723,687,1533,1821,2087,1581,741,231,196,541,576,585,1203,1563,1936,1519,777,438,12,33,38,69,92,38,44,19,1,4,1,25,14,8,48,50,12,24,7,6,16,506,522,52,149,194,102,38,25,183,306,489,71,129,140,88,56,61,199,812,1011,123,278,334,190,94,86
"20","55059","Kenosha County, Wisconsin",2047,4560,4708,4581,8687,10171,10593,6220,2760,1041,1871,4245,4304,4413,8645,10214,10810,6961,3223,2239,248,487,307,390,670,686,511,188,77,0,316,679,447,435,894,758,560,365,24,19,248,487,307,390,670,686,511,188,77,0,316,679,447,435,894,758,560,365,24,19,13,76,185,226,126,146,115,118,1,0,47,51,153,71,224,285,165,138,51,1,0,0,6,0,6,20,0,5,0,0,0,17,0,0,1,0,0,0,0,0,45,116,50,127,428,213,128,58,0,0,128,214,206,104,335,252,77,33,15,0,194,464,483,267,321,401,251,132,34,10,122,270,357,197,632,276,352,38,2,0,1766,3944,4097,3893,7525,9407,10153,6073,2639,1030,1609,3811,3791,3860,7746,9565,10407,6572,3175,2239,471,964,853,816,1637,1275,712,288,121,21,464,941,829,796,1614,1161,694,449,64,0,3937,3053,6990,1730,1579,1564,1444,1071,673,6318,6446,12764,2840,3294,3251,2436,1406,943,10255,9499,19754,4570,4873,4815,3880,2477,1616
"21","55063","La Crosse County, Wisconsin",1917,5697,3559,3161,6046,6181,6877,5176,2363,937,2743,6534,3302,2924,6016,6173,7391,5600,2905,1923,37,207,136,163,113,56,107,7,2,0,75,19,100,98,42,73,72,3,0,0,37,207,136,163,113,56,107,7,2,0,75,19,100,98,42,73,72,3,0,0,80,356,379,268,332,245,83,48,0,40,67,383,367,300,326,224,186,169,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,0,0,0,0,43,54,60,127,10,5,54,0,0,25,31,64,22,30,36,10,1,0,0,42,129,62,59,112,66,79,0,0,0,52,166,167,78,113,23,191,10,5,0,1913,5599,3520,3118,5927,6151,6857,5156,2354,937,2723,6484,3265,2917,5888,6132,7311,5600,2894,1923,9,182,139,103,229,52,25,81,9,0,46,98,198,42,178,77,90,1,11,0,410,721,1131,338,497,155,129,179,12,651,804,1455,335,482,407,129,115,102,1061,1525,2586,673,979,562,258,294,114
"22","55065","Lafayette County, Wisconsin",190,433,436,436,858,983,1299,878,429,191,156,405,422,428,852,966,1255,797,535,261,0,1,0,1,17,11,5,0,0,0,13,0,0,0,22,5,0,0,0,13,0,1,0,1,17,11,5,0,0,0,13,0,0,0,22,5,0,0,0,13,0,0,0,2,12,0,8,0,0,0,0,0,0,2,17,18,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,14,10,6,2,0,0,0,0,9,6,14,1,0,5,0,7,0,0,15,6,50,6,9,0,0,1,0,0,11,0,9,5,8,7,1,14,0,188,424,407,411,832,967,1296,877,429,191,156,402,386,399,835,963,1253,793,528,259,2,29,40,62,38,27,5,1,0,0,0,19,42,52,18,3,2,4,24,2,53,30,83,14,1,39,16,5,13,164,199,363,50,196,56,30,7,31,217,229,446,64,197,95,46,12,44
"23","55069","Lincoln County, Wisconsin",252,686,671,655,1553,1979,2480,1657,837,247,221,634,620,621,1473,1921,2364,1646,987,489,40,28,0,0,9,36,4,3,0,0,0,0,0,0,0,0,2,1,0,0,40,28,0,0,9,36,4,3,0,0,0,0,0,0,0,0,2,1,0,0,0,9,0,1,17,0,6,0,0,0,2,15,0,0,12,5,5,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,31,0,0,0,0,0,0,1,0,0,1,0,26,13,16,0,18,11,12,13,0,2,6,32,11,11,44,21,32,1,16,0,251,684,662,642,1510,1962,2461,1657,837,247,221,617,605,621,1448,1902,2362,1629,987,489,11,3,20,13,43,26,24,0,0,0,6,17,15,0,25,21,12,17,2,0,1,116,117,68,0,9,36,6,4,103,116,219,37,48,68,47,36,19,104,232,336,105,48,77,83,42,23
"24","55071","Manitowoc County, Wisconsin",709,1916,1906,1956,4307,4987,6251,4403,2220,626,695,1925,1801,1797,3987,4941,6189,4499,2648,1467,57,68,13,40,45,29,17,26,0,0,36,5,14,43,44,76,8,42,0,0,57,68,13,40,45,29,17,26,0,0,36,5,14,43,44,76,8,42,0,0,2,139,125,104,130,89,93,36,9,0,85,33,79,104,157,73,106,34,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,21,0,18,14,71,14,5,1,0,0,28,1,8,14,11,18,30,11,0,10,41,13,39,38,178,44,92,10,0,0,0,33,66,16,178,54,121,13,0,0,695,1790,1825,1826,4078,4942,6236,4391,2179,626,652,1800,1713,1726,3862,4897,6156,4499,2648,1467,54,134,128,150,372,47,84,14,41,0,71,126,108,99,196,132,87,12,14,10,260,278,538,166,110,89,105,25,68,768,940,1708,385,485,568,179,171,91,1028,1218,2246,551,595,657,284,196,159
"25","55075","Marinette County, Wisconsin",386,883,960,1000,2069,2470,3504,2710,1307,489,331,855,895,924,1989,2421,3458,2625,1424,876,9,9,0,4,9,46,19,1,3,0,2,0,0,50,20,0,3,0,0,0,9,9,0,4,9,46,19,1,3,0,2,0,0,50,20,0,3,0,0,0,0,6,5,0,0,12,17,1,0,0,0,0,4,47,1,5,11,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,59,1,2,0,3,1,2,0,0,0,35,25,0,2,0,3,2,2,0,7,4,66,1,29,127,47,10,0,1,0,20,23,18,0,42,29,13,17,0,370,874,938,989,2053,2464,3489,2706,1298,487,329,835,857,921,1971,2410,3413,2614,1416,876,36,66,25,13,20,14,30,4,9,2,2,55,65,9,20,34,45,14,10,0,72,81,153,20,54,29,46,22,4,209,189,398,159,112,40,48,75,39,281,270,551,179,166,69,94,97,43
"26","55077","Marquette County, Wisconsin",150,323,296,343,736,984,1422,1104,487,206,104,282,300,361,716,917,1321,1089,580,255,0,3,10,3,29,6,4,25,0,0,0,0,0,0,4,1,1,0,0,0,0,3,10,3,29,6,4,25,0,0,0,0,0,0,4,1,1,0,0,0,0,0,9,0,0,0,13,7,0,0,0,0,0,17,0,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,12,18,0,0,0,0,0,8,8,2,5,0,5,0,0,0,1,0,4,1,8,1,9,0,10,0,4,0,18,4,13,8,17,7,1,0,130,292,290,336,702,979,1410,1096,484,206,104,259,300,327,701,908,1311,1078,580,253,20,35,6,19,49,21,12,8,3,0,0,31,8,36,18,15,21,11,0,2,5,76,81,3,13,33,7,5,25,121,161,282,86,69,67,36,33,24,126,237,363,89,82,100,43,38,49
"27","55079","Milwaukee County, Wisconsin",6976,16052,22821,21779,35513,33824,38042,25452,11330,5150,6849,16504,22483,21225,34793,33277,40292,28830,15106,11589,3850,9427,9960,7425,12333,12456,11368,6321,2375,662,3553,10329,11690,10008,17237,15658,14421,8617,3402,1776,3850,9427,9960,7425,12333,12456,11368,6321,2375,662,3553,10329,11690,10008,17237,15658,14421,8617,3402,1776,470,1850,2662,2524,3244,1923,1323,806,383,33,603,1548,2613,2327,3104,1697,1318,905,343,258,0,13,30,0,13,16,0,10,0,5,0,0,0,16,34,6,36,0,0,15,1019,2304,2362,2785,5168,3867,2210,1507,273,67,763,2115,2527,2088,4486,3292,1976,1607,505,170,874,2366,1941,1355,2356,1220,1070,345,15,178,906,1847,2153,1940,2710,2238,1472,275,203,102,5848,13566,20383,19452,30910,30359,35841,24136,10876,5061,5624,13634,19754,18716,30325,30230,37994,27659,14619,11293,2629,5916,5756,5803,10960,7655,4883,2309,710,296,2479,5891,5882,5528,10285,7066,4696,2356,970,486,82270,64809,147079,27159,39083,29570,28114,25789,23153,40943,42034,82977,16915,22969,21245,14721,9579,7127,123213,106843,230056,44074,62052,50815,42835,35368,30280
"28","55081","Monroe County, Wisconsin",469,1068,1146,1267,2664,2848,3247,2242,945,439,386,1027,1104,1262,2512,2582,3096,2200,1118,639,13,19,18,93,42,77,103,7,2,0,3,38,3,76,53,37,20,11,0,0,13,19,18,93,42,77,103,7,2,0,3,38,3,76,53,37,20,11,0,0,16,6,16,37,3,0,34,1,0,0,3,3,30,24,0,16,38,7,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,31,3,87,148,83,42,1,0,0,0,6,77,46,10,25,16,0,0,0,8,87,5,30,14,18,24,0,4,0,4,3,11,14,39,35,72,20,1,3,442,1038,1141,1244,2631,2814,3234,2237,945,437,377,987,1079,1228,2423,2555,3088,2177,1117,639,57,118,8,123,170,119,64,7,0,2,12,41,102,80,151,53,23,28,1,0,221,271,492,73,190,95,114,123,20,468,604,1072,228,313,321,172,87,38,689,875,1564,301,503,416,286,210,58
"29","55083","Oconto County, Wisconsin",343,840,849,935,2188,2605,3362,2426,1078,309,325,772,815,905,1987,2555,3130,2195,1161,428,0,6,0,0,0,13,0,7,24,0,0,0,7,1,0,0,8,37,6,0,0,6,0,0,0,13,0,7,24,0,0,0,7,1,0,0,8,37,6,0,0,11,0,5,0,0,0,0,0,0,0,0,28,0,0,6,8,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,2,0,0,0,0,0,3,0,3,0,0,0,0,6,7,0,23,54,8,42,34,3,0,10,2,63,5,37,35,28,47,11,74,2,343,825,847,911,2119,2589,3358,2424,1078,309,297,758,811,889,1943,2535,3097,2187,1161,425,11,24,4,45,73,16,6,4,0,0,28,14,7,16,63,30,54,8,0,9,51,50,101,6,8,0,13,8,74,175,177,352,77,72,136,46,60,21,226,227,453,83,80,136,59,68,95
"30","55087","Outagamie County, Wisconsin",1908,5079,5346,5573,10965,11329,11866,7431,3207,1308,1781,4661,5076,5391,10748,11549,12245,8102,4258,2256,41,161,211,116,326,115,61,14,0,0,62,154,69,89,182,76,73,0,8,2,41,161,211,116,326,115,61,14,0,0,62,154,69,89,182,76,73,0,8,2,27,398,352,375,554,255,62,202,50,15,159,177,333,291,538,347,190,190,43,25,0,0,0,0,0,0,46,0,0,0,0,26,0,0,13,12,0,0,0,0,38,180,171,132,250,211,156,32,45,8,14,178,149,69,138,38,117,0,38,0,70,148,223,104,174,206,197,43,17,0,134,175,87,208,184,193,101,61,55,0,1862,4893,5280,5439,10650,11158,11815,7406,3201,1307,1701,4521,4902,5201,10447,11309,12175,8084,4211,2256,107,396,295,356,610,426,232,84,68,9,136,327,302,289,530,410,216,56,86,0,642,984,1626,418,485,508,191,134,24,2136,2351,4487,966,1242,1140,836,448,303,2778,3335,6113,1384,1727,1648,1027,582,327
"31","55089","Ozaukee County, Wisconsin",1117,2434,1921,2103,4641,5562,6447,4617,2224,877,1121,2375,1732,2084,4591,5760,6804,5068,2918,1390,18,100,36,69,86,67,88,40,52,0,7,20,36,4,88,67,63,85,42,0,18,100,36,69,86,67,88,40,52,0,7,20,36,4,88,67,63,85,42,0,29,106,0,48,211,127,111,30,18,14,84,37,48,22,162,247,70,70,60,0,0,0,0,0,0,0,0,0,0,6,0,0,21,0,3,0,0,0,0,0,40,35,0,45,46,0,5,7,14,0,5,29,44,0,96,44,0,0,16,0,40,164,45,79,108,112,27,61,0,0,56,75,97,126,76,97,93,6,23,0,1085,2394,1835,2039,4520,5449,6333,4597,2224,872,1102,2352,1710,2022,4530,5649,6699,5068,2907,1390,88,91,86,98,273,125,119,37,14,5,47,62,114,62,212,182,167,1,27,0,349,468,817,145,145,174,134,151,219,707,817,1524,288,360,485,307,286,84,1056,1285,2341,433,505,659,441,437,303
"32","55093","Pierce County, Wisconsin",815,1964,1134,1078,2328,2612,2882,1948,874,190,1234,2349,946,1069,2257,2537,2831,1829,817,477,15,28,0,14,8,29,22,6,2,0,34,22,1,11,1,13,0,1,0,3,15,28,0,14,8,29,22,6,2,0,34,22,1,11,1,13,0,1,0,3,7,66,0,6,6,1,0,2,0,3,44,72,27,17,53,1,32,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,9,5,0,12,18,3,0,0,0,6,0,3,0,2,51,20,0,0,4,53,48,1,62,54,91,5,4,5,0,24,24,45,27,80,36,32,26,2,0,804,1942,1126,1042,2299,2595,2875,1922,872,190,1187,2324,932,1058,2230,2509,2831,1826,796,477,28,55,13,49,49,76,15,26,6,0,53,25,17,38,29,79,17,4,21,6,86,102,188,99,26,9,42,22,12,272,302,574,161,117,78,155,32,63,358,404,762,260,143,87,197,54,75
"33","55095","Polk County, Wisconsin",398,1043,1001,1085,2425,2909,3565,2637,1301,337,350,963,968,1084,2334,2805,3559,2575,1327,658,19,18,14,16,5,23,4,12,0,0,7,0,0,7,12,3,0,0,21,0,19,18,14,16,5,23,4,12,0,0,7,0,0,7,12,3,0,0,21,0,7,1,1,13,18,0,7,4,0,0,0,8,8,24,11,15,13,7,0,0,0,2,0,0,0,0,0,1,0,0,3,0,0,3,0,0,0,0,0,0,0,3,16,0,24,25,9,0,0,0,2,15,0,0,0,9,21,1,0,0,6,22,41,15,50,5,38,26,2,6,3,12,17,12,61,41,44,5,0,0,396,1021,993,1030,2400,2895,3565,2635,1298,337,350,946,934,1013,2310,2778,3546,2569,1326,658,2,44,23,55,74,30,12,2,4,0,3,36,34,71,24,27,45,7,22,0,50,107,157,44,37,17,26,4,33,224,234,458,85,183,98,57,57,35,274,341,615,129,220,115,83,61,68
"34","55099","Price County, Wisconsin",111,258,333,286,622,887,1298,1031,498,148,26,334,223,221,589,821,1185,943,547,255,1,1,1,1,38,0,25,0,0,0,0,0,0,0,0,0,6,0,0,0,1,1,1,1,38,0,25,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,6,0,5,10,1,0,0,0,1,0,0,10,4,13,4,3,1,0,0,1,1,0,40,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,10,0,0,0,2,6,0,0,0,0,0,1,0,14,5,7,0,0,0,0,13,0,3,4,12,5,6,0,5,1,1,3,6,2,18,11,2,3,0,111,257,250,244,621,887,1297,1027,497,148,22,333,218,221,587,817,1162,941,544,246,0,12,83,42,1,2,5,4,1,0,5,2,7,0,16,5,37,2,4,9,0,42,42,2,2,38,0,31,0,50,145,195,19,132,17,7,42,20,50,187,237,21,134,55,7,73,20
"35","55101","Racine County, Wisconsin",1580,4538,4376,4650,9232,10921,12221,8200,3470,1549,1413,4103,4198,4528,9406,11112,12678,8887,4597,2552,381,991,957,771,1394,1237,966,564,277,39,238,774,972,830,1362,1244,1131,668,371,94,381,991,957,771,1394,1237,966,564,277,39,238,774,972,830,1362,1244,1131,668,371,94,103,108,48,99,158,161,164,44,0,6,16,16,267,88,137,349,140,112,17,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,46,30,0,15,0,122,170,242,102,639,431,349,95,13,15,102,197,163,92,400,307,278,78,196,0,229,590,295,224,223,208,181,64,15,7,332,369,263,280,310,302,146,87,54,8,1314,3768,3829,3988,8146,10074,11682,7861,3395,1455,1181,3254,3571,3956,8174,10206,12209,8562,4544,2517,492,1081,947,893,1894,1417,942,461,104,109,519,1087,969,937,1777,1311,849,430,244,35,6553,6611,13164,2384,3530,2756,2481,2097,2013,7309,7398,14707,3179,3746,3671,2728,1791,1383,13862,14009,27871,5563,7276,6427,5209,3888,3396
