"","GEOID","full_geoid","male_white_age18to19","male_white_age20to24","male_white_age25to29","male_white_age30to34","male_white_age35to44","male_white_age45to54","male_white_age55to64","male_white_age65to74","male_white_age75to84","male_white_age85over","female_white_age18to19","female_white_age20to24","female_white_age25to29","female_white_age30to34","female_white_age35to44","female_white_age45to54","female_white_age55to64","female_white_age65to74","female_white_age75to84","female_white_age85over","male_black_age18to19","male_black_age20to24","male_black_age25to29","male_black_age30to34","male_black_age35to44","male_black_age45to54","male_black_age55to64","male_black_age65to74","male_black_age75to84","male_black_age85over","female_black_age18to19","female_black_age20to24","female_black_age25to29","female_black_age30to34","female_black_age35to44","female_black_age45to54","female_black_age55to64","female_black_age65to74","female_black_age75to84","female_black_age85over","male_aian_age18to19","male_aian_age20to24","male_aian_age25to29","male_aian_age30to34","male_aian_age35to44","male_aian_age45to54","male_aian_age55to64","male_aian_age65to74","male_aian_age75to84","male_aian_age85over","female_aian_age18to19","female_aian_age20to24","female_aian_age25to29","female_aian_age30to34","female_aian_age35to44","female_aian_age45to54","female_aian_age55to64","female_aian_age65to74","female_aian_age75to84","female_aian_age85over","male_asian_age18to19","male_asian_age20to24","male_asian_age25to29","male_asian_age30to34","male_asian_age35to44","male_asian_age45to54","male_asian_age55to64","male_asian_age65to74","male_asian_age75to84","male_asian_age85over","female_asian_age18to19","female_asian_age20to24","female_asian_age25to29","female_asian_age30to34","female_asian_age35to44","female_asian_age45to54","female_asian_age55to64","female_asian_age65to74","female_asian_age75to84","female_asian_age85over","male_nhpi_age18to19","male_nhpi_age20to24","male_nhpi_age25to29","male_nhpi_age30to34","male_nhpi_age35to44","male_nhpi_age45to54","male_nhpi_age55to64","male_nhpi_age65to74","male_nhpi_age75to84","male_nhpi_age85over","female_nhpi_age18to19","female_nhpi_age20to24","female_nhpi_age25to29","female_nhpi_age30to34","female_nhpi_age35to44","female_nhpi_age45to54","female_nhpi_age55to64","female_nhpi_age65to74","female_nhpi_age75to84","female_nhpi_age85over","male_other_age18to19","male_other_age20to24","male_other_age25to29","male_other_age30to34","male_other_age35to44","male_other_age45to54","male_other_age55to64","male_other_age65to74","male_other_age75to84","male_other_age85over","female_other_age18to19","female_other_age20to24","female_other_age25to29","female_other_age30to34","female_other_age35to44","female_other_age45to54","female_other_age55to64","female_other_age65to74","female_other_age75to84","female_other_age85over","male_mixed_age18to19","male_mixed_age20to24","male_mixed_age25to29","male_mixed_age30to34","male_mixed_age35to44","male_mixed_age45to54","male_mixed_age55to64","male_mixed_age65to74","male_mixed_age75to84","male_mixed_age85over","female_mixed_age18to19","female_mixed_age20to24","female_mixed_age25to29","female_mixed_age30to34","female_mixed_age35to44","female_mixed_age45to54","female_mixed_age55to64","female_mixed_age65to74","female_mixed_age75to84","female_mixed_age85over","male_w_nothisp_age18to19","male_w_nothisp_age20to24","male_w_nothisp_age25to29","male_w_nothisp_age30to34","male_w_nothisp_age35to44","male_w_nothisp_age45to54","male_w_nothisp_age55to64","male_w_nothisp_age65to74","male_w_nothisp_age75to84","male_w_nothisp_age85over","female_w_nothisp_age18to19","female_w_nothisp_age20to24","female_w_nothisp_age25to29","female_w_nothisp_age30to34","female_w_nothisp_age35to44","female_w_nothisp_age45to54","female_w_nothisp_age55to64","female_w_nothisp_age65to74","female_w_nothisp_age75to84","female_w_nothisp_age85over","male_hisp_age18to19","male_hisp_age20to24","male_hisp_age25to29","male_hisp_age30to34","male_hisp_age35to44","male_hisp_age45to54","male_hisp_age55to64","male_hisp_age65to74","male_hisp_age75to84","male_hisp_age85over","female_hisp_age18to19","female_hisp_age20to24","female_hisp_age25to29","female_hisp_age30to34","female_hisp_age35to44","female_hisp_age45to54","female_hisp_age55to64","female_hisp_age65to74","female_hisp_age75to84","female_hisp_age85over","BLACK_FEMALE","BLACK_MALE","BLACK_TOTAL","BLACK_18_to_24","BLACK_25_to_34","BLACK_35_to_44","BLACK_45_to_54","BLACK_55_to_64","BLACK_65_over","HISP_FEMALE","HISP_MALE","HISP_TOTAL","HISP_18_to_24","HISP_25_to_34","HISP_35_to_44","HISP_45_to_54","HISP_55_to_64","HISP_65_over","UNDERREP_FEMALE","UNDERREP_MALE","UNDERREP_TOTAL","UNDERREP_18_to_24","UNDERREP_25_to_34","UNDERREP_35_to_44","UNDERREP_45_to_54","UNDERREP_55_to_64","UNDERREP_65_over"
"36","55105","Rock County, Wisconsin",1604,3942,4294,4237,8491,9219,10316,6845,3509,993,1523,4008,4070,4099,8614,9720,10802,7608,4064,2301,167,318,269,256,465,478,395,233,97,0,118,329,286,294,371,427,402,371,59,0,167,318,269,256,465,478,395,233,97,0,118,329,286,294,371,427,402,371,59,0,8,170,17,110,71,55,73,52,0,0,51,74,68,140,178,135,91,116,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,9,0,0,0,145,422,201,194,606,562,249,133,0,0,103,257,239,282,530,364,143,177,28,5,108,232,183,134,270,216,93,25,13,0,168,163,189,236,321,173,95,121,1,71,1485,3744,3982,3998,8132,9031,10177,6783,3419,988,1382,3685,3773,4038,8326,9485,10639,7553,4053,2300,312,671,521,487,1089,773,392,173,90,5,308,603,489,449,926,684,322,178,39,56,2255,2283,4538,932,1105,836,905,797,760,3732,4121,7853,1894,1946,2015,1457,714,541,5987,6404,12391,2826,3051,2851,2362,1511,1301
"37","55107","Rusk County, Wisconsin",139,347,314,283,678,883,1208,972,414,195,119,291,278,302,663,826,1160,951,554,254,0,0,7,5,11,17,2,0,0,0,1,0,0,0,5,18,13,0,9,0,0,0,7,5,11,17,2,0,0,0,1,0,0,0,5,18,13,0,9,0,0,0,0,3,0,0,2,0,0,0,0,0,0,3,7,0,14,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,2,0,3,5,0,17,0,0,0,6,0,0,2,0,1,0,0,0,0,1,0,28,47,27,8,12,0,0,1,0,2,16,6,6,8,9,8,0,138,317,300,279,678,883,1206,972,414,193,116,291,278,276,644,823,1160,940,552,254,1,32,16,4,4,5,2,1,0,2,3,6,0,26,28,3,14,11,2,0,33,40,73,1,12,16,35,15,9,79,65,144,42,46,32,8,16,16,112,105,217,43,58,48,43,31,25
"38","55111","Sauk County, Wisconsin",602,1510,1695,1816,3734,3888,4436,3272,1328,686,531,1518,1600,1840,3586,3907,4494,3487,1809,1080,9,82,11,10,77,48,58,1,0,0,7,7,0,1,1,24,5,0,10,0,9,82,11,10,77,48,58,1,0,0,7,7,0,1,1,24,5,0,10,0,4,13,8,0,28,34,10,0,0,0,0,2,2,20,34,11,60,17,0,5,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,84,47,41,91,77,61,20,10,0,0,3,121,4,40,79,25,55,6,0,0,0,35,70,17,161,48,19,22,4,0,39,48,40,29,149,86,9,32,0,0,592,1497,1618,1773,3557,3827,4379,3243,1320,686,531,1489,1542,1742,3422,3855,4444,3480,1804,1071,141,64,136,137,338,130,79,39,8,11,35,150,62,163,246,90,110,13,5,9,50,238,288,105,22,78,72,63,11,773,1004,1777,390,498,584,220,189,85,823,1242,2065,495,520,662,292,252,96
"39","55113","Sawyer County, Wisconsin",102,244,250,267,567,785,1320,1255,582,146,80,221,219,238,536,780,1299,1143,511,268,0,3,6,9,23,3,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,23,3,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,25,21,3,0,0,1,0,0,0,4,0,6,3,6,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,4,23,0,13,1,0,0,6,97,26,97,0,43,33,16,28,0,21,1,2,36,34,60,20,11,20,3,101,237,250,267,562,785,1320,1255,577,146,80,221,212,238,536,769,1296,1138,508,256,1,22,91,32,10,6,0,0,13,0,1,0,7,4,34,43,16,6,3,12,0,57,57,3,15,23,3,4,13,110,175,285,24,134,44,49,16,34,110,232,342,27,149,67,52,20,47
"40","55115","Shawano County, Wisconsin",332,824,901,917,1960,2581,2979,2291,1239,370,319,790,833,908,1910,2507,2918,2256,1443,591,0,19,25,0,45,8,6,20,1,0,2,0,0,7,0,0,0,0,0,13,0,19,25,0,45,8,6,20,1,0,2,0,0,7,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,12,54,0,18,18,6,20,9,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,11,5,6,0,14,0,0,0,0,11,0,0,9,3,8,0,0,0,36,27,45,7,91,95,47,10,13,2,34,17,31,40,105,74,23,22,10,0,332,822,880,870,1907,2552,2979,2267,1239,367,305,759,810,870,1876,2445,2894,2254,1441,591,26,40,32,52,60,58,31,27,0,3,40,31,23,46,34,74,43,4,3,0,22,118,140,21,32,45,8,6,34,255,298,553,137,153,94,132,74,37,277,416,693,158,185,139,140,80,71
"41","55117","Sheboygan County, Wisconsin",1100,2867,2779,2799,6053,7201,8257,5592,2503,1081,964,2638,2529,2648,5930,6855,8152,5983,3392,1600,94,154,272,151,363,38,68,5,0,0,26,164,17,0,204,104,29,0,0,0,94,154,272,151,363,38,68,5,0,0,26,164,17,0,204,104,29,0,0,0,79,371,365,357,431,288,135,72,34,0,44,350,406,308,423,271,183,52,56,63,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,39,67,31,28,164,96,20,14,0,3,55,113,48,125,87,61,61,8,0,2,40,174,121,87,237,66,27,28,2,10,21,158,62,63,119,90,21,29,80,0,1024,2718,2610,2604,5708,6969,8082,5516,2478,1041,900,2517,2357,2519,5613,6645,8021,5942,3362,1600,117,337,276,253,591,364,200,102,27,43,138,308,257,254,476,324,193,51,115,2,515,1077,1592,438,440,567,142,97,5,1925,2110,4035,900,1040,1067,688,393,340,2440,3187,5627,1338,1480,1634,830,490,345
"42","55119","Taylor County, Wisconsin",219,489,476,489,1164,1329,1700,1058,610,181,181,429,439,491,1098,1235,1575,1012,608,399,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,4,0,0,0,0,0,0,0,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,6,0,0,0,2,4,0,0,0,0,0,0,0,0,3,1,0,0,0,19,10,7,0,18,14,17,37,0,0,14,34,10,23,18,35,4,5,0,0,211,469,473,483,1140,1303,1685,1058,610,181,181,423,426,474,1091,1209,1572,1010,608,399,8,25,6,6,40,32,15,0,0,0,0,6,15,32,10,57,4,2,0,0,0,4,4,0,0,4,0,0,0,122,117,239,39,59,50,89,19,2,122,121,243,39,59,54,89,19,2
"43","55121","Trempealeau County, Wisconsin",285,689,704,769,1609,1910,2151,1544,748,225,263,655,697,728,1549,1847,1960,1496,796,480,5,1,3,0,20,0,11,20,2,0,0,11,14,0,6,3,6,2,0,0,5,1,3,0,20,0,11,20,2,0,0,11,14,0,6,3,6,2,0,0,0,0,4,4,19,0,0,0,0,0,4,9,19,29,0,10,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,28,38,64,57,135,30,20,8,3,0,2,41,57,40,66,11,18,1,0,0,7,4,6,0,25,12,27,0,0,0,4,2,1,11,7,4,7,10,4,0,275,664,696,731,1562,1876,2109,1544,740,225,231,639,687,716,1511,1793,1953,1490,796,480,38,64,68,95,196,70,83,8,11,0,34,61,66,55,108,70,25,8,0,0,36,51,87,17,17,26,3,17,24,402,550,952,197,284,304,140,108,27,438,601,1039,214,301,330,143,125,51
"44","55123","Vernon County, Wisconsin",321,728,668,713,1617,1739,2401,1738,822,282,299,649,671,718,1574,1815,2296,1656,764,655,0,11,9,0,7,0,13,7,10,0,0,0,0,0,0,0,0,4,0,0,0,11,9,0,7,0,13,7,10,0,0,0,0,0,0,0,0,4,0,0,3,2,0,0,0,7,5,0,0,0,0,0,1,34,0,26,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,4,8,7,23,9,5,9,7,0,0,0,0,12,3,16,14,0,0,0,0,10,0,31,16,7,36,18,8,7,0,9,2,46,15,10,37,24,5,1,14,316,724,661,698,1604,1737,2393,1738,822,282,299,648,645,715,1541,1809,2284,1653,760,653,9,12,20,48,25,6,23,11,1,0,0,3,39,5,38,28,19,3,5,2,4,44,48,11,9,7,0,13,21,123,132,255,24,112,63,34,42,22,127,176,303,35,121,70,34,55,43
"45","55125","Vilas County, Wisconsin",139,348,335,340,752,1249,1916,1864,998,333,25,373,316,347,715,1129,1886,1817,1050,400,0,14,4,5,9,0,0,0,0,0,0,0,0,1,0,0,7,0,0,10,0,14,4,5,9,0,0,0,0,0,0,0,0,1,0,0,7,0,0,10,0,20,0,16,0,0,0,0,0,0,0,16,17,0,0,0,27,30,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,5,0,0,0,0,1,0,0,0,0,8,0,1,0,8,0,0,0,6,8,9,3,7,43,8,49,5,0,7,3,0,0,2,50,54,53,21,0,139,344,335,340,744,1169,1914,1854,998,333,23,373,287,338,701,1122,1864,1806,1035,399,6,8,5,0,8,95,7,12,0,0,2,0,29,10,15,11,39,20,15,1,11,32,43,14,10,9,0,7,10,103,134,237,16,44,23,106,46,48,114,166,280,30,54,32,106,53,58
"46","55127","Walworth County, Wisconsin",1640,4259,2580,2533,5051,5971,7176,5174,2257,791,1493,4336,2173,2330,5118,6280,7370,5364,2698,1453,59,98,36,60,51,63,32,14,0,0,24,146,40,0,0,1,11,82,5,0,59,98,36,60,51,63,32,14,0,0,24,146,40,0,0,1,11,82,5,0,5,83,54,34,61,58,32,0,10,0,19,37,18,53,62,30,99,14,19,8,0,0,0,0,0,1,11,0,0,0,0,44,0,0,0,0,0,0,0,0,44,127,90,125,346,272,82,87,13,0,34,146,169,76,242,88,48,35,0,0,87,186,244,61,120,103,104,68,30,17,108,93,171,143,154,186,80,138,20,1,1490,3941,2345,2238,4642,5646,6948,5091,2251,791,1344,4047,2044,2123,4708,5919,7137,5316,2639,1450,256,554,423,417,883,693,397,211,19,1,224,538,349,367,778,550,314,180,59,4,298,381,679,327,136,51,64,43,101,3049,3457,6506,1572,1556,1661,1243,711,474,3347,3838,7185,1899,1692,1712,1307,754,575
"47","55129","Washburn County, Wisconsin",126,287,296,311,704,930,1322,1285,574,162,118,292,299,344,725,929,1392,1174,652,252,3,2,0,0,55,0,17,0,0,0,1,0,0,0,0,0,0,5,0,0,3,2,0,0,55,0,17,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,10,0,0,19,0,8,0,0,1,0,0,0,7,9,13,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,18,0,0,0,0,0,1,0,17,1,15,0,0,0,7,1,4,30,2,32,12,23,5,0,7,14,0,16,37,9,40,8,0,0,124,287,285,300,704,927,1322,1285,574,153,116,291,297,343,696,927,1391,1173,643,252,2,0,15,11,48,8,1,0,0,9,2,1,3,1,63,2,3,1,9,0,6,60,66,6,0,55,0,17,5,82,93,175,5,30,111,10,4,19,88,153,241,11,30,166,10,21,24
"48","55131","Washington County, Wisconsin",1379,3271,3292,3457,7895,9464,10200,6729,2911,1282,1271,3122,2956,3485,7634,9444,10262,7172,3604,2247,13,28,59,92,175,66,27,84,0,0,12,50,0,117,125,72,82,90,13,13,13,28,59,92,175,66,27,84,0,0,12,50,0,117,125,72,82,90,13,13,7,86,47,81,171,140,72,22,0,8,13,138,53,9,214,176,64,35,52,7,0,0,5,0,11,0,8,0,5,0,0,0,0,0,0,0,0,0,0,8,12,37,88,176,162,45,0,25,16,0,0,71,15,27,91,0,14,0,0,0,85,189,10,42,95,37,107,24,12,0,57,68,0,8,197,157,1,71,0,0,1325,3219,3230,3446,7691,9359,10087,6663,2911,1278,1195,3026,2909,3380,7451,9337,10131,7169,3588,2246,81,138,152,194,406,166,132,94,17,4,108,219,62,132,382,143,165,33,16,1,492,517,1009,103,268,300,138,109,200,1096,1252,2348,546,540,788,309,297,165,1588,1769,3357,649,808,1088,447,406,365
"49","55133","Waukesha County, Wisconsin",4118,9701,9094,9879,22447,24944,29301,19128,8566,3430,4147,9907,8459,9852,21951,26053,30282,20968,11448,6999,101,328,264,222,583,378,288,216,35,0,223,158,139,209,354,343,262,96,43,10,101,328,264,222,583,378,288,216,35,0,223,158,139,209,354,343,262,96,43,10,150,395,451,681,1623,1000,533,400,169,2,159,301,499,781,1576,962,578,445,149,103,0,0,0,25,0,0,26,0,0,0,9,38,5,0,0,7,0,0,0,0,29,263,139,162,130,302,137,815,718,0,4,187,107,79,165,250,96,722,74,16,164,377,291,216,213,444,385,84,31,2,160,326,370,151,653,552,432,207,19,5,3979,9259,8722,9446,21157,24412,28834,18857,8474,3422,3851,9365,8080,9335,21052,25331,29870,20628,11380,6892,207,945,638,702,1483,1052,752,341,147,8,375,773,614,632,1402,1103,725,355,124,123,1575,2127,3702,810,834,937,721,550,400,5501,5523,11024,2300,2586,2885,2155,1477,1098,7076,7650,14726,3110,3420,3822,2876,2027,1498
"50","55135","Waupaca County, Wisconsin",483,1233,1296,1352,2807,3362,4202,2855,1458,724,448,1185,1245,1218,2680,3315,3982,2793,1492,1050,13,31,48,47,20,31,12,1,1,0,16,2,8,0,1,7,0,0,0,0,13,31,48,47,20,31,12,1,1,0,16,2,8,0,1,7,0,0,0,0,0,0,32,8,9,4,25,0,0,0,0,19,2,35,0,35,0,6,13,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,4,31,73,21,32,10,0,0,1,0,39,9,80,31,14,17,6,0,3,18,26,0,31,5,72,18,16,0,2,9,6,2,106,26,18,15,4,0,483,1221,1238,1285,2770,3315,4166,2840,1458,724,427,1158,1209,1202,2659,3262,3974,2777,1489,1050,3,24,110,98,128,60,67,26,0,0,38,34,75,27,122,83,19,40,19,0,34,192,226,62,103,21,38,12,2,438,449,887,99,310,250,143,86,85,472,641,1113,161,413,271,181,98,87
"51","55137","Waushara County, Wisconsin",194,461,588,585,1261,1582,2111,1763,843,257,185,426,433,457,963,1413,1988,1652,807,472,0,0,57,65,86,66,27,22,0,0,1,0,0,0,0,36,0,0,8,0,0,0,57,65,86,66,27,22,0,0,1,0,0,0,0,36,0,0,8,0,0,0,2,6,12,18,5,1,0,0,0,0,7,0,12,18,1,11,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,21,36,10,39,48,40,0,1,0,19,47,14,33,64,17,26,3,0,0,6,36,17,19,81,36,39,23,4,0,0,0,9,21,24,37,27,1,0,0,188,449,559,546,1221,1565,2092,1751,841,257,156,408,402,444,926,1377,1971,1627,790,466,30,31,80,56,93,64,59,22,3,0,48,65,47,46,98,68,47,28,17,6,45,296,341,1,122,86,102,27,30,423,379,802,174,229,191,132,106,76,468,675,1143,175,351,277,234,133,106
"52","55139","Winnebago County, Wisconsin",2194,6519,5379,5040,9578,10492,10955,7301,3316,1526,2430,6660,4723,4522,8985,9878,11223,7881,4133,2696,112,362,281,281,537,268,111,48,36,0,68,129,65,90,87,193,61,39,22,0,112,362,281,281,537,268,111,48,36,0,68,129,65,90,87,193,61,39,22,0,40,230,328,317,254,298,168,70,4,0,147,200,362,267,322,189,171,111,47,1,0,0,0,0,21,0,0,0,0,0,0,0,0,0,36,13,0,0,0,0,13,236,113,69,195,32,54,0,0,0,13,32,87,51,24,41,48,22,0,3,122,221,112,105,134,100,68,40,71,9,192,205,156,164,137,154,49,82,172,5,2130,6325,5176,4829,9286,10167,10801,7288,3316,1516,2366,6359,4545,4369,8595,9641,11005,7854,4109,2692,85,411,318,303,498,371,206,19,66,10,130,377,270,238,462,300,267,49,24,4,693,1925,2618,671,717,624,461,172,145,1854,2081,3935,1003,1129,960,671,473,172,2547,4006,6553,1674,1846,1584,1132,645,317
"53","55141","Wood County, Wisconsin",691,1707,1877,1955,3790,4461,5433,3898,1903,859,597,1683,1832,1901,3698,4478,5626,4098,2486,1396,8,13,33,17,82,43,16,29,0,0,0,21,23,21,18,21,5,4,0,0,8,13,33,17,82,43,16,29,0,0,0,21,23,21,18,21,5,4,0,0,13,44,24,188,92,46,51,0,22,0,27,0,67,148,115,62,95,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,39,16,13,7,70,0,42,26,0,0,0,0,7,0,71,9,0,24,0,0,54,75,16,46,54,42,16,41,0,4,18,54,78,21,64,73,86,40,4,5,678,1707,1785,1880,3724,4379,5427,3799,1898,859,592,1635,1745,1802,3669,4445,5596,4071,2481,1396,106,0,105,87,142,109,48,102,5,0,5,48,160,118,100,73,30,27,5,0,108,225,333,42,94,100,64,21,33,536,656,1192,159,470,242,182,78,139,644,881,1525,201,564,342,246,99,172
"54","55001","Adams County, Wisconsin",141,375,440,427,889,1286,1931,1798,939,207,120,285,304,329,737,1108,1832,1665,848,321,4,58,69,60,146,77,26,5,8,0,10,0,0,0,2,8,18,10,4,4,4,58,69,60,146,77,26,5,8,0,10,0,0,0,2,8,18,10,4,4,0,0,0,0,17,0,0,3,0,0,0,0,0,17,6,5,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,82,20,12,16,0,0,2,14,7,0,8,12,5,3,0,0,0,1,21,7,72,3,17,32,5,0,8,10,19,8,27,19,23,63,0,0,141,359,385,404,858,1177,1927,1777,928,205,120,285,304,327,733,1108,1811,1655,839,321,0,23,82,23,131,129,19,36,11,2,10,24,19,10,33,19,36,19,9,0,38,427,465,72,129,148,85,44,31,143,437,580,57,134,164,148,55,77,181,864,1045,129,263,312,233,99,108
"55","55007","Bayfield County, Wisconsin",110,245,221,259,591,829,1311,1280,576,174,89,234,204,253,585,796,1311,1211,560,190,0,2,3,9,0,1,3,0,0,0,0,15,1,0,0,0,0,0,0,0,0,2,3,9,0,1,3,0,0,0,0,15,1,0,0,0,0,0,0,0,0,4,2,10,0,0,11,0,0,0,8,4,0,0,7,2,17,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,3,8,2,0,0,0,0,0,1,0,0,2,1,0,0,0,1,8,0,19,3,13,10,4,4,0,0,8,3,42,17,15,10,37,3,1,110,244,221,254,566,801,1311,1267,576,174,89,215,198,247,569,792,1301,1199,560,190,4,1,3,5,25,36,5,13,0,0,0,23,8,8,18,6,11,17,0,0,16,15,31,17,13,0,1,3,0,80,87,167,28,24,43,42,16,30,96,102,198,45,37,43,43,19,30
"56","55013","Burnett County, Wisconsin",131,255,265,269,629,888,1389,1314,639,190,94,270,274,280,654,831,1344,1226,718,163,0,2,0,5,0,9,10,4,0,0,13,0,4,0,4,0,1,0,9,0,0,2,0,5,0,9,10,4,0,0,13,0,4,0,4,0,1,0,9,0,0,1,0,0,0,3,3,0,0,0,0,5,1,1,13,3,7,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,22,25,13,28,24,19,3,1,0,22,9,10,52,34,31,12,1,0,115,253,265,264,607,875,1383,1300,636,190,94,259,265,274,639,824,1334,1222,716,163,16,2,0,15,33,18,6,14,3,1,0,12,9,9,15,7,10,4,2,0,30,20,50,15,9,4,9,11,13,58,102,160,30,33,48,25,16,24,88,122,210,45,42,52,34,27,37
"57","55019","Clark County, Wisconsin",400,979,856,810,1779,2003,2437,1581,765,313,369,914,779,785,1676,1919,2252,1397,922,584,0,4,4,6,1,34,6,1,0,0,0,7,4,1,3,21,14,0,0,0,0,4,4,6,1,34,6,1,0,0,0,7,4,1,3,21,14,0,0,0,5,0,0,4,2,17,1,0,0,0,0,2,12,3,14,9,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,27,18,8,5,3,0,0,0,16,4,10,28,1,1,125,0,0,4,4,25,25,92,32,15,0,0,0,8,25,18,27,38,52,32,1,1,0,392,909,819,777,1725,1948,2386,1572,765,313,361,862,747,768,1615,1886,2219,1389,922,584,8,80,52,66,124,76,56,11,0,0,8,77,40,44,110,54,44,8,0,0,36,50,86,11,15,4,55,20,1,341,417,758,173,202,234,130,100,19,377,467,844,184,217,238,185,120,20
"58","55025","Dane County, Wisconsin",6610,22134,18617,16759,29874,27425,27569,20440,8308,2919,6987,22111,16491,15693,29164,27966,29905,21477,10378,5926,517,1430,1303,1014,2008,1619,1132,506,112,38,487,1123,1290,1241,1684,1469,1142,527,86,25,517,1430,1303,1014,2008,1619,1132,506,112,38,487,1123,1290,1241,1684,1469,1142,527,86,25,669,3218,2008,1760,2409,1499,553,501,212,40,603,2536,2049,1743,2633,1544,981,579,200,122,46,11,60,2,66,22,27,8,0,0,2,7,4,0,0,2,29,5,0,0,86,333,451,492,878,342,211,31,20,14,58,190,385,238,755,328,187,1263,8,1,573,1201,988,798,1207,503,798,96,20,43,510,1764,976,662,1193,502,532,198,124,104,6181,20849,17721,15929,28109,26318,27173,20172,8203,2909,6513,20961,15721,14944,27731,26842,29466,21246,10159,5907,672,1822,1587,1549,2976,1724,907,337,125,24,701,1665,1370,1280,2534,1579,856,368,227,20,7932,8547,16479,3557,4848,3692,3088,2274,1294,9744,10816,20560,4860,5786,5510,3303,1763,1101,17676,19363,37039,8417,10634,9202,6391,4037,2395
"59","55031","Douglas County, Wisconsin",504,1142,1267,1236,2432,2689,3199,2424,929,232,496,1139,1175,1250,2413,2621,3251,2301,1172,605,0,51,15,19,105,2,22,4,9,0,3,35,6,5,26,1,3,0,5,0,0,51,15,19,105,2,22,4,9,0,3,35,6,5,26,1,3,0,5,0,25,27,11,13,43,45,29,13,0,0,37,19,19,22,110,13,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,14,1,16,5,2,0,173,0,9,1,0,0,0,1,5,1,0,0,59,61,110,0,27,53,104,33,20,0,0,92,66,83,109,30,70,6,13,0,474,1142,1232,1227,2399,2631,3179,2417,929,232,463,1105,1175,1240,2394,2588,3245,2295,1172,603,41,3,49,10,39,59,52,7,2,0,42,43,0,25,19,40,11,7,0,2,81,205,286,89,45,131,3,25,18,178,210,388,129,84,58,99,63,18,259,415,674,218,129,189,102,88,36
"60","55037","Florence County, Wisconsin",31,68,79,99,204,304,460,353,143,58,29,66,92,79,177,299,459,320,183,70,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,12,0,1,1,0,0,31,68,79,99,204,304,460,353,143,54,29,66,85,79,177,297,458,320,183,70,0,0,0,0,0,5,0,0,0,4,0,0,7,0,0,2,1,0,0,0,0,0,0,0,0,0,0,28,0,9,9,18,0,7,0,7,1,4,9,9,18,0,7,0,7,29,4
