"","GEOID","full_geoid","white_totalE","white_less10kE","white_10kto14kE","white_15kto19kE","white_20kto24kE","white_25kto29kE","white_30kto34kE","white_35kto39kE","white_40kto44kE","white_45kto49kE","white_50kto59kE","white_60kto74kE","white_75kto99kE","white_100kto124kE","white_125kto149kE","white_150kto199kE","white_200ktomoreE","black_totalE","black_less10kE","black_10kto14kE","black_15kto19kE","black_20kto24kE","black_25kto29kE","black_30kto34kE","black_35kto39kE","black_40kto44kE","black_45kto49kE","black_50kto59kE","black_60kto74kE","black_75kto99kE","black_100kto124kE","black_125kto149kE","black_150kto199kE","black_200ktomoreE","aian_totalE","aian_less10kE","aian_10kto14kE","aian_15kto19kE","aian_20kto24kE","aian_25kto29kE","aian_30kto34kE","aian_35kto39kE","aian_40kto44kE","aian_45kto49kE","aian_50kto59kE","aian_60kto74kE","aian_75kto99kE","aian_100kto124kE","aian_125kto149kE","aian_150kto199kE","aian_200ktomoreE","asian_totalE","asian_less10kE","asian_10kto14kE","asian_15kto19kE","asian_20kto24kE","asian_25kto29kE","asian_30kto34kE","asian_35kto39kE","asian_40kto44kE","asian_45kto49kE","asian_50kto59kE","asian_60kto74kE","asian_75kto99kE","asian_100kto124kE","asian_125kto149kE","asian_150kto199kE","asian_200ktomoreE","nhpi_totalE","nhpi_less10kE","nhpi_10kto14kE","nhpi_15kto19kE","nhpi_20kto24kE","nhpi_25kto29kE","nhpi_30kto34kE","nhpi_35kto39kE","nhpi_40kto44kE","nhpi_45kto49kE","nhpi_50kto59kE","nhpi_60kto74kE","nhpi_75kto99kE","nhpi_100kto124kE","nhpi_125kto149kE","nhpi_150kto199kE","nhpi_200ktomoreE","other_totalE","other_less10kE","other_10kto14kE","other_15kto19kE","other_20kto24kE","other_25kto29kE","other_30kto34kE","other_35kto39kE","other_40kto44kE","other_45kto49kE","other_50kto59kE","other_60kto74kE","other_75kto99kE","other_100kto124kE","other_125kto149kE","other_150kto199kE","other_200ktomoreE","mixed_totalE","mixed_less10kE","mixed_10kto14kE","mixed_15kto19kE","mixed_20kto24kE","mixed_25kto29kE","mixed_30kto34kE","mixed_35kto39kE","mixed_40kto44kE","mixed_45kto49kE","mixed_50kto59kE","mixed_60kto74kE","mixed_75kto99kE","mixed_100kto124kE","mixed_125kto149kE","mixed_150kto199kE","mixed_200ktomoreE","w_nothisp_totalE","w_nothisp_less10kE","w_nothisp_10kto14kE","w_nothisp_15kto19kE","w_nothisp_20kto24kE","w_nothisp_25kto29kE","w_nothisp_30kto34kE","w_nothisp_35kto39kE","w_nothisp_40kto44kE","w_nothisp_45kto49kE","w_nothisp_50kto59kE","w_nothisp_60kto74kE","w_nothisp_75kto99kE","w_nothisp_100kto124kE","w_nothisp_125kto149kE","w_nothisp_150kto199kE","w_nothisp_200ktomoreE","hisp_totalE","hisp_less10kE","hisp_10kto14kE","hisp_15kto19kE","hisp_20kto24kE","hisp_25kto29kE","hisp_30kto34kE","hisp_35kto39kE","hisp_40kto44kE","hisp_45kto49kE","hisp_50kto59kE","hisp_60kto74kE","hisp_75kto99kE","hisp_100kto124kE","hisp_125kto149kE","hisp_150kto199kE","hisp_200ktomoreE","BLACK_less25","BLACK_25_to_34","BLACK_35_to_49","BLACK_50_to_74","BLACK_75_to_99","BLACK_100_to_149","BLACK_150_to_199","BLACK_200_more","BLACK_TOTAL","HISP_less25","HISP_25_to_34","HISP_35_to_49","HISP_50_to_74","HISP_75_to_99","HISP_100_to_149","HISP_150_to_199","HISP_200_more","HISP_TOTAL","UNDERREP_less25","UNDERREP_25_to_34","UNDERREP_35_to_49","UNDERREP_50_to_74","UNDERREP_75_to_99","UNDERREP_100_to_149","UNDERREP_150_to_199","UNDERREP_200_more","UNDERREP_TOTAL"
"1","55003","Ashland County, Wisconsin",5765,333,475,430,253,276,341,276,265,273,552,557,756,422,250,171,135,4,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,473,41,82,40,31,19,20,4,6,21,46,53,62,31,6,6,5,48,18,0,0,0,0,0,11,14,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,179,14,2,9,17,25,42,3,20,0,0,8,8,27,0,0,4,5658,333,475,418,224,276,338,276,264,273,552,525,754,394,250,171,135,157,0,0,12,45,4,9,0,1,4,0,32,2,48,0,0,0,2,0,0,0,2,0,0,0,4,57,13,5,32,2,48,0,0,157,59,13,5,32,4,48,0,0,161
"2","55005","Barron County, Wisconsin",18433,800,897,1019,1053,977,1021,1147,822,993,1505,2198,2339,1519,866,691,586,182,0,0,0,5,59,0,16,71,4,22,5,0,0,0,0,0,140,3,15,3,2,5,10,3,8,16,1,49,25,0,0,0,0,57,1,1,0,11,0,0,11,0,7,0,10,1,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,4,0,8,0,0,0,3,28,6,41,0,0,0,0,157,22,0,32,11,6,10,35,0,0,18,0,7,12,1,3,0,18293,777,897,1017,1053,977,1021,1120,809,993,1488,2164,2330,1513,857,691,586,247,23,0,2,2,13,0,27,22,8,45,40,50,6,9,0,0,5,59,91,27,0,0,0,0,182,27,13,57,85,50,15,0,0,247,32,72,148,112,0,15,0,0,429
"3","55009","Brown County, Wisconsin",94604,3382,3283,3636,3564,3906,4339,3825,4677,3790,8118,10131,14131,10908,6010,5753,5151,1668,286,229,173,185,83,73,53,65,14,88,196,176,21,8,11,7,2484,124,149,198,189,227,150,264,284,89,128,247,176,173,46,22,18,2420,86,39,135,38,0,24,7,128,58,106,369,515,368,217,93,237,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2559,240,192,64,82,292,57,173,104,260,347,241,241,177,50,0,39,2290,157,81,164,232,84,70,90,97,208,290,146,232,188,223,4,24,92115,3340,3153,3530,3497,3830,4248,3695,4512,3675,7824,9695,13809,10752,5828,5609,5118,6019,311,335,203,274,536,161,319,290,388,840,677,688,420,368,144,65,873,156,132,284,176,29,11,7,1668,1123,697,997,1517,688,788,144,65,6019,1996,853,1129,1801,352,817,155,72,7687
"4","55011","Buffalo County, Wisconsin",5607,239,237,280,295,201,275,276,294,235,594,669,868,546,235,222,141,20,0,0,0,0,0,0,0,19,0,0,0,1,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,2,0,5,5,0,0,0,9,6,1,0,0,0,72,2,8,1,1,0,0,0,2,2,0,0,54,2,0,0,0,5546,239,237,280,292,201,275,263,293,235,587,657,852,537,235,222,141,91,0,0,0,5,0,5,18,1,0,7,20,23,10,2,0,0,0,0,19,0,1,0,0,0,20,5,5,19,27,23,12,0,0,91,5,5,38,27,2,12,0,0,111
"5","55015","Calumet County, Wisconsin",18987,554,493,695,433,739,750,610,931,456,1358,2134,2928,2663,1928,1332,983,128,8,0,0,0,17,0,24,0,9,0,8,40,8,0,14,0,103,0,0,4,0,0,0,13,7,0,10,31,18,0,13,0,7,423,5,0,4,27,43,0,6,25,124,0,103,36,10,3,10,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,8,0,0,0,0,0,0,0,0,0,41,0,20,0,0,15,226,32,16,8,10,0,0,5,0,0,0,68,13,12,0,62,0,18648,554,493,683,430,721,726,610,894,433,1250,2068,2893,2652,1928,1330,983,507,40,0,12,3,18,24,0,37,23,108,165,36,39,0,2,0,8,17,33,8,40,8,14,0,128,55,42,60,273,36,39,2,0,507,63,59,93,281,80,47,16,0,635
"6","55017","Chippewa County, Wisconsin",25369,964,1107,1162,1244,1049,1153,1161,1561,985,2133,2707,3530,2714,1812,1042,1045,95,0,0,0,0,0,0,0,0,0,0,16,24,6,0,0,49,18,1,0,5,0,1,0,0,0,0,0,0,11,0,0,0,0,251,18,0,8,8,19,5,0,0,17,12,79,22,28,10,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,21,10,0,0,0,280,0,20,0,5,18,11,23,0,15,4,45,50,70,2,17,0,25196,947,1107,1159,1244,1034,1146,1155,1558,965,2120,2702,3522,2650,1812,1034,1041,268,17,0,3,0,15,7,6,3,20,13,5,29,138,0,8,4,0,0,0,16,24,6,0,49,95,20,22,29,18,29,138,8,4,268,20,22,29,34,48,144,8,53,363
"7","55021","Columbia County, Wisconsin",23624,811,651,802,945,885,1000,1021,1007,790,2137,2643,3850,2722,1592,1718,1050,143,4,29,45,0,8,0,0,0,0,0,0,0,15,6,0,36,77,6,0,0,0,0,0,0,0,0,13,21,29,0,8,0,0,116,0,0,11,0,0,0,0,0,11,21,4,14,13,18,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,13,0,23,32,0,16,0,55,0,3,0,20,0,2,0,212,4,0,29,0,42,10,5,1,11,10,20,36,19,18,0,7,23309,807,651,773,906,885,972,986,985,787,2123,2632,3788,2692,1572,1707,1043,500,8,13,29,62,32,28,51,22,58,14,14,73,50,28,11,7,78,8,0,0,0,21,0,36,143,112,60,131,28,73,78,11,7,500,190,68,131,28,0,99,11,43,643
"8","55023","Crawford County, Wisconsin",6542,363,281,479,416,373,312,394,298,270,545,763,896,490,248,183,231,14,0,2,3,0,3,0,0,0,5,0,0,0,1,0,0,0,7,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,1,0,9,16,0,7,8,13,3,19,2,10,0,0,0,10,6494,360,281,479,413,363,302,394,292,270,541,763,891,486,245,183,231,60,3,0,4,4,10,10,0,9,4,4,0,5,4,3,0,0,5,3,5,0,0,1,0,0,14,11,20,13,4,5,7,0,0,60,16,23,18,4,0,8,0,0,74
"9","55027","Dodge County, Wisconsin",33470,1078,1241,1336,1138,1487,1979,1648,1899,1487,2713,3961,5781,3670,1843,1365,844,392,45,0,23,0,94,21,76,0,11,0,57,27,0,38,0,0,95,1,0,0,0,5,0,0,7,0,1,29,32,19,1,0,0,180,0,0,8,4,12,6,0,0,0,15,14,17,33,5,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,1,0,21,16,4,0,16,8,0,33,34,29,8,0,1,0,699,14,0,0,5,6,35,37,32,11,52,176,176,81,14,58,2,32680,1028,1231,1282,1101,1472,1896,1620,1843,1430,2622,3872,5657,3628,1825,1346,827,1088,53,10,75,53,19,83,44,97,57,108,126,254,50,18,19,22,68,115,87,57,27,38,0,0,392,191,102,198,234,254,68,19,22,1088,259,217,285,291,54,106,19,22,1480
"10","55029","Door County, Wisconsin",13058,566,367,451,512,646,789,624,538,590,1147,1810,1637,1438,688,584,671,55,0,0,0,0,0,0,0,33,0,0,0,22,0,0,0,0,104,1,0,0,0,0,0,38,0,0,0,61,0,4,0,0,0,42,0,0,0,0,0,0,0,0,0,1,0,2,12,1,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,7,12,9,6,0,3,0,0,0,3,0,0,0,16,0,0,114,0,12,25,0,0,9,0,26,0,15,3,20,0,0,4,0,12825,535,367,442,505,646,783,620,512,578,1139,1706,1621,1436,688,584,663,310,38,12,9,13,0,9,4,59,12,8,104,16,2,16,0,8,0,0,33,0,22,0,0,0,55,72,9,75,112,16,18,0,8,310,72,9,108,112,44,18,0,8,365
"11","55033","Dunn County, Wisconsin",16540,885,827,830,631,770,876,589,711,765,1395,1835,2391,1722,891,875,547,66,38,16,3,0,0,0,0,0,0,0,0,9,0,0,0,0,28,0,0,0,0,0,15,0,0,0,0,4,9,0,0,0,0,281,30,8,5,7,0,0,24,0,6,17,13,17,53,8,72,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1,0,0,0,3,4,0,0,0,0,11,17,3,1,0,0,169,12,13,12,38,32,15,4,0,0,8,20,8,0,3,0,4,16395,885,805,821,631,748,852,577,711,764,1382,1835,2376,1702,891,868,547,231,1,22,9,38,25,36,12,0,1,13,12,35,20,0,7,0,57,0,0,0,9,0,0,0,66,70,61,13,25,35,20,7,0,231,127,61,13,25,18,20,7,0,297
"12","55035","Eau Claire County, Wisconsin",39157,1762,2108,1496,1641,1703,1878,1846,1619,1464,3016,4572,5625,4641,2247,1944,1595,292,0,65,0,0,0,0,13,9,65,10,18,37,64,2,9,0,137,0,46,24,1,0,0,0,0,0,0,38,10,0,18,0,0,1123,32,39,32,59,31,32,50,58,185,60,33,246,197,10,30,29,65,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,43,0,0,3,0,2,0,0,0,5,0,0,11,0,0,4,18,785,19,49,27,50,0,67,67,30,16,13,174,77,106,20,0,70,38715,1754,2097,1439,1617,1663,1720,1846,1601,1454,3016,4545,5603,4607,2247,1911,1595,597,19,16,60,27,42,158,0,31,10,0,101,33,50,0,33,17,65,0,87,28,37,66,9,0,292,122,200,41,101,33,50,33,17,597,187,200,128,129,74,116,42,17,889
"13","55039","Fond du Lac County, Wisconsin",39545,1236,1543,1323,1799,1675,1632,1822,1651,2043,3701,4625,6096,4373,2786,2023,1217,391,45,11,18,27,10,8,0,0,50,38,64,28,35,52,5,0,132,2,0,8,0,14,12,0,0,0,0,19,4,33,0,0,40,351,48,0,0,19,0,0,10,21,0,8,18,93,11,3,118,2,10,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,854,8,0,0,3,34,105,8,0,0,6,80,20,565,0,0,25,607,32,20,110,109,2,8,11,19,65,9,83,14,9,16,17,83,38744,1185,1401,1308,1789,1641,1591,1822,1651,2029,3576,4430,6017,4327,2784,1980,1213,1289,97,142,88,46,68,143,8,1,31,131,275,98,82,7,43,29,101,18,50,102,28,87,5,0,391,373,211,40,406,98,89,43,29,1289,474,229,90,508,56,176,48,29,1680
"14","55041","Forest County, Wisconsin",3218,168,201,162,203,154,212,200,157,230,256,380,416,230,91,90,68,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,523,88,35,63,21,22,32,3,12,10,74,36,84,21,12,6,4,16,5,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,2,0,0,0,0,0,46,14,0,0,0,0,0,0,104,0,24,0,0,0,0,3,4,0,29,4,9,14,13,4,0,3164,168,176,162,203,154,192,200,157,230,256,371,416,230,91,90,68,84,0,25,0,0,0,20,0,0,0,30,9,0,0,0,0,0,0,0,0,6,0,0,0,0,6,25,20,0,39,0,0,0,0,84,25,20,0,45,0,0,0,0,90
"15","55045","Green County, Wisconsin",14940,644,503,644,734,517,644,490,772,573,1107,1857,2256,1529,967,996,707,45,0,0,0,0,9,33,0,0,0,0,2,0,0,1,0,0,19,0,0,0,0,0,2,0,7,0,0,0,0,9,1,0,0,24,0,0,0,0,0,0,0,0,0,0,5,16,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,2,0,0,0,6,0,1,0,9,10,6,0,178,14,0,1,4,0,26,0,0,1,6,3,21,87,13,1,1,14739,644,503,636,722,504,575,490,743,573,1101,1851,2243,1524,967,972,691,244,0,0,8,13,13,69,0,29,6,6,7,13,14,20,30,16,0,42,0,2,0,1,0,0,45,21,82,35,13,13,34,30,16,244,21,124,35,15,0,35,30,16,289
"16","55047","Green Lake County, Wisconsin",7753,320,470,334,405,386,344,300,417,343,699,875,1101,854,357,286,262,40,8,0,0,0,0,1,0,0,0,8,23,0,0,0,0,0,26,7,2,0,0,0,0,0,0,0,0,0,0,0,4,11,2,26,0,0,0,0,0,0,0,0,0,0,0,0,14,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,1,0,0,0,7,0,0,1,14,0,4,15,0,0,0,0,137,25,1,0,0,0,4,0,22,36,24,8,11,0,6,0,0,7582,317,470,334,399,379,337,295,417,340,686,810,1075,832,357,272,262,255,4,0,0,6,14,12,5,20,27,13,77,41,22,0,14,0,8,1,0,31,0,0,0,0,40,10,26,52,90,41,22,14,0,255,18,27,52,121,0,22,14,0,295
"17","55051","Iron County, Wisconsin",2778,163,199,195,141,175,203,167,116,150,252,283,321,195,120,66,32,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27,0,0,4,0,7,0,0,6,8,0,2,0,0,0,0,0,13,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,32,6,3,4,0,5,0,0,9,0,4,0,1,0,0,0,0,2758,163,199,192,141,173,203,167,116,150,237,283,321,195,120,66,32,32,0,0,3,0,7,0,0,0,0,15,0,1,6,0,0,0,0,0,0,0,0,0,0,3,3,3,7,0,15,1,6,0,0,32,3,7,0,15,0,6,0,3,35
"18","55053","Jackson County, Wisconsin",7683,340,457,495,371,313,370,341,378,373,705,938,1051,713,313,333,192,22,0,0,0,0,0,0,0,0,0,4,18,0,0,0,0,0,361,41,26,13,31,46,22,4,30,11,20,71,18,13,7,4,4,8,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,32,0,1,0,8,0,2,0,0,0,4,4,1,0,2,5,5,138,19,4,12,4,0,10,0,12,4,2,39,8,17,2,0,5,7615,339,457,495,371,303,345,341,376,371,690,935,1048,713,313,326,192,111,1,0,12,8,10,25,0,5,2,19,11,4,0,2,7,5,0,0,0,22,0,0,0,0,22,21,35,7,30,4,2,7,5,111,21,35,7,52,0,2,7,5,133
"19","55057","Juneau County, Wisconsin",10350,546,615,527,489,445,525,472,578,545,1022,1255,1512,903,330,307,279,75,0,18,10,5,0,0,0,28,0,1,4,9,0,0,0,0,83,7,1,2,4,0,3,15,6,0,7,14,10,9,3,0,2,16,0,0,0,0,0,0,0,0,0,0,0,6,2,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,4,23,3,20,4,14,3,0,0,0,0,184,0,11,0,18,0,10,9,9,25,29,12,35,11,0,13,2,10265,546,615,519,482,442,518,468,578,537,1018,1241,1501,897,322,307,274,206,0,0,8,25,3,11,27,3,53,6,28,18,11,8,0,5,33,0,28,5,9,0,0,0,75,33,14,83,34,18,19,0,5,206,66,14,111,39,18,19,0,5,281
"20","55059","Kenosha County, Wisconsin",56576,2672,1685,2175,2449,2236,2508,2421,1955,1946,4223,6072,8390,5415,4787,4371,3271,3648,476,306,211,454,148,325,113,121,129,201,306,389,169,138,76,86,214,22,37,0,30,0,0,10,18,0,17,21,39,5,13,0,2,909,33,41,28,65,16,105,26,35,32,44,66,71,100,31,109,107,44,0,0,0,17,0,0,20,0,0,0,0,0,6,0,0,1,1172,70,30,9,100,0,81,80,18,156,176,128,104,46,49,66,59,2032,73,77,30,53,67,82,30,170,55,561,195,280,209,23,50,77,53067,2504,1505,2115,2246,2079,2284,2252,1871,1754,3950,5638,7706,5154,4626,4199,3184,5637,256,228,75,318,224,330,276,267,387,665,579,916,456,210,278,172,1447,473,363,507,389,307,76,86,3648,877,554,930,1244,916,666,278,172,5637,2324,1027,1293,1751,778,973,354,258,9285
"21","55063","La Crosse County, Wisconsin",45064,2027,1826,1910,1955,2196,2169,2215,2041,1995,3769,5146,5924,4255,2745,2262,2629,560,68,64,68,0,0,75,41,0,23,31,13,130,27,0,0,20,133,8,0,0,37,0,0,0,0,0,64,8,0,14,2,0,0,1570,288,0,0,197,0,35,100,88,32,159,222,196,44,80,103,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,36,0,0,0,5,20,51,14,56,5,16,1,10,0,0,9,555,55,20,34,30,0,7,13,40,21,49,148,76,11,38,13,0,44664,2009,1826,1893,1955,2196,2080,2205,2020,1918,3742,5132,5909,4223,2703,2224,2629,676,81,20,17,8,5,109,67,35,133,32,14,24,42,42,38,9,200,75,64,44,130,27,0,20,560,126,114,235,46,24,84,38,9,676,326,189,299,90,260,111,38,29,1236
"22","55065","Lafayette County, Wisconsin",6634,348,333,292,309,308,274,266,283,296,551,879,1062,590,367,308,168,26,0,0,0,0,0,11,0,3,0,8,0,0,4,0,0,0,20,0,0,0,0,0,0,0,0,0,0,9,11,0,0,0,0,21,0,0,0,0,0,0,0,7,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,6,5,0,0,6,0,4,3,0,1,0,51,5,1,0,13,1,0,0,0,0,4,9,12,5,0,1,0,6549,348,333,283,309,299,260,257,283,295,545,866,1040,590,365,308,168,138,0,0,9,10,9,20,14,0,1,16,15,38,3,2,1,0,0,11,3,8,0,4,0,0,26,19,29,15,31,38,5,1,0,138,19,40,18,39,0,9,1,0,164
"23","55069","Lincoln County, Wisconsin",12434,517,708,580,554,583,598,581,580,541,1060,1432,1965,1259,758,422,296,23,0,0,0,0,0,0,0,2,0,0,21,0,0,0,0,0,31,0,0,0,20,0,0,0,0,0,7,1,0,0,3,0,0,32,1,0,10,12,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,128,0,0,13,1,0,0,10,14,1,2,13,16,28,11,19,0,12328,517,708,566,540,583,585,581,580,541,1047,1402,1963,1244,753,422,296,134,0,0,14,14,0,13,0,2,0,13,44,2,17,5,10,0,0,0,2,21,0,0,0,0,23,28,13,2,57,2,22,10,0,134,28,13,4,78,0,22,10,0,157
"24","55071","Manitowoc County, Wisconsin",32976,1091,1421,1485,1823,1558,1466,1600,1853,1504,2833,3917,4981,3354,1672,1339,1079,206,27,26,44,0,21,7,37,0,0,19,25,0,0,0,0,0,131,27,3,5,0,38,1,0,0,4,4,27,7,9,0,0,6,618,9,102,9,0,85,10,40,14,61,32,75,73,47,12,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,7,0,0,10,0,8,0,7,0,0,1,34,0,0,0,0,437,36,3,4,17,18,51,15,49,37,16,66,34,66,20,5,0,32337,1065,1373,1483,1754,1532,1456,1512,1753,1439,2791,3859,4912,3325,1672,1333,1078,931,85,48,51,79,36,18,94,150,99,45,85,98,36,0,6,1,97,28,37,44,0,0,0,0,206,263,54,343,130,98,36,6,1,931,360,82,380,174,0,36,6,1,1137
"25","55075","Marinette County, Wisconsin",18288,941,971,1375,936,965,740,834,1086,765,1821,2311,2351,1551,645,583,413,79,40,0,0,0,0,6,0,0,0,0,0,33,0,0,0,0,63,9,21,0,0,2,5,0,0,0,16,6,2,0,2,0,0,49,0,7,0,0,1,0,0,0,0,0,1,18,6,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,57,0,23,3,0,0,5,0,0,0,0,0,0,302,0,6,1,9,49,20,20,12,0,5,16,14,118,15,0,17,18173,941,967,1375,907,945,728,832,1086,765,1821,2308,2344,1543,630,583,398,219,0,6,0,86,20,34,5,0,0,7,3,20,8,15,0,15,40,6,0,0,33,0,0,0,79,92,54,5,10,20,23,0,15,219,132,60,5,10,66,23,0,15,298
"26","55077","Marquette County, Wisconsin",6594,288,266,316,368,362,421,367,380,284,565,787,953,594,312,241,90,14,0,0,0,0,3,4,0,0,1,0,6,0,0,0,0,0,44,6,9,0,3,0,0,3,0,0,9,9,5,0,0,0,0,28,7,0,0,0,0,0,0,0,0,0,0,0,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,4,8,0,0,0,12,0,0,4,0,0,0,0,62,0,3,19,0,3,3,7,0,8,4,7,5,3,0,0,0,6492,288,263,310,368,340,421,364,362,275,552,787,935,592,304,241,90,137,0,3,6,4,30,0,3,18,21,22,0,20,2,8,0,0,0,7,1,6,0,0,0,0,14,13,30,42,22,20,10,0,0,137,13,37,43,28,0,10,0,0,151
"27","55079","Milwaukee County, Wisconsin",242929,12048,9983,10143,10269,10981,10773,10059,10901,9825,19697,25985,34863,23970,15399,15084,12949,95438,13739,10730,7671,7045,6211,5687,5480,5009,4415,5822,8559,7003,4227,1735,1235,870,2075,211,104,182,162,44,164,82,126,46,159,325,245,65,34,87,39,12388,1007,483,557,770,275,629,361,578,366,1134,1576,1366,1055,755,895,581,52,0,0,15,0,0,0,0,2,0,0,0,16,10,0,9,0,18920,1624,911,1018,1661,1047,1099,1263,1083,1045,1773,2262,1728,989,762,250,405,11901,865,691,695,876,711,761,517,540,663,948,1155,1256,907,422,438,456,223822,10789,8886,9064,9012,9608,9433,8719,9973,8993,18252,24078,32549,22576,14821,14514,12555,42564,3119,2425,2307,3054,2708,2749,2843,2346,2294,3635,4643,4505,2743,1381,961,851,39185,11898,14904,14381,7003,5962,1235,870,95438,10905,5457,7483,8278,4505,4124,961,851,42564,50090,17355,22387,22659,14006,10086,2196,1721,138002
"28","55081","Monroe County, Wisconsin",17100,534,799,687,839,788,926,675,1043,935,1303,2143,2537,1564,976,825,526,212,8,7,10,27,8,0,0,8,2,0,13,48,49,15,4,13,134,12,3,4,0,14,6,3,23,5,17,1,27,8,9,2,0,72,0,0,0,0,0,0,0,3,0,30,0,5,0,7,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,5,0,15,1,9,0,16,39,17,34,83,36,37,5,14,29,167,1,13,1,1,2,0,14,8,17,6,23,35,3,21,18,4,16933,534,779,678,832,776,900,665,1043,911,1296,2122,2527,1551,976,824,519,517,6,20,13,8,21,26,26,39,41,31,104,51,50,30,15,36,52,8,10,13,48,64,4,13,212,47,47,106,135,51,80,15,36,517,99,55,116,148,96,144,19,49,729
"29","55083","Oconto County, Wisconsin",15762,595,544,690,700,801,649,660,713,653,1252,1879,2628,1865,979,680,474,52,0,0,0,13,24,0,0,0,0,0,7,0,8,0,0,0,178,35,3,0,21,2,0,1,3,16,16,60,11,10,0,0,0,15,0,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,271,3,26,17,0,21,31,0,3,2,14,79,64,3,8,0,0,15650,592,542,666,700,797,649,657,713,653,1241,1831,2625,1855,979,676,474,175,3,11,24,0,27,0,3,0,16,14,48,15,10,0,4,0,13,24,0,7,0,8,0,0,52,38,27,19,62,15,10,4,0,175,51,51,19,69,0,18,4,0,227
"30","55087","Outagamie County, Wisconsin",69384,1677,2216,2551,2924,2990,3032,2656,3118,2788,5679,7940,10751,7788,4828,5119,3327,662,78,0,53,4,37,88,11,17,0,19,191,72,67,13,12,0,914,113,25,8,68,47,41,48,34,0,165,134,127,37,42,10,15,1746,36,59,34,114,19,31,40,96,112,90,183,363,68,169,133,199,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,873,7,86,72,68,63,33,66,27,148,27,101,32,109,13,0,21,1009,116,49,6,0,65,82,33,23,44,119,149,128,103,26,34,32,68340,1652,2169,2501,2862,2967,2971,2601,3030,2785,5561,7838,10508,7737,4801,5079,3278,2175,32,151,139,130,113,154,138,120,153,150,261,313,169,51,40,61,135,125,28,210,72,80,12,0,662,452,267,411,411,313,220,40,61,2175,587,392,439,621,144,300,52,61,2837
