"","GEOID","full_geoid","male_white_age18to19","male_white_age20to24","male_white_age25to29","male_white_age30to34","male_white_age35to44","male_white_age45to54","male_white_age55to64","male_white_age65to74","male_white_age75to84","male_white_age85over","female_white_age18to19","female_white_age20to24","female_white_age25to29","female_white_age30to34","female_white_age35to44","female_white_age45to54","female_white_age55to64","female_white_age65to74","female_white_age75to84","female_white_age85over","male_black_age18to19","male_black_age20to24","male_black_age25to29","male_black_age30to34","male_black_age35to44","male_black_age45to54","male_black_age55to64","male_black_age65to74","male_black_age75to84","male_black_age85over","female_black_age18to19","female_black_age20to24","female_black_age25to29","female_black_age30to34","female_black_age35to44","female_black_age45to54","female_black_age55to64","female_black_age65to74","female_black_age75to84","female_black_age85over","male_aian_age18to19","male_aian_age20to24","male_aian_age25to29","male_aian_age30to34","male_aian_age35to44","male_aian_age45to54","male_aian_age55to64","male_aian_age65to74","male_aian_age75to84","male_aian_age85over","female_aian_age18to19","female_aian_age20to24","female_aian_age25to29","female_aian_age30to34","female_aian_age35to44","female_aian_age45to54","female_aian_age55to64","female_aian_age65to74","female_aian_age75to84","female_aian_age85over","male_asian_age18to19","male_asian_age20to24","male_asian_age25to29","male_asian_age30to34","male_asian_age35to44","male_asian_age45to54","male_asian_age55to64","male_asian_age65to74","male_asian_age75to84","male_asian_age85over","female_asian_age18to19","female_asian_age20to24","female_asian_age25to29","female_asian_age30to34","female_asian_age35to44","female_asian_age45to54","female_asian_age55to64","female_asian_age65to74","female_asian_age75to84","female_asian_age85over","male_nhpi_age18to19","male_nhpi_age20to24","male_nhpi_age25to29","male_nhpi_age30to34","male_nhpi_age35to44","male_nhpi_age45to54","male_nhpi_age55to64","male_nhpi_age65to74","male_nhpi_age75to84","male_nhpi_age85over","female_nhpi_age18to19","female_nhpi_age20to24","female_nhpi_age25to29","female_nhpi_age30to34","female_nhpi_age35to44","female_nhpi_age45to54","female_nhpi_age55to64","female_nhpi_age65to74","female_nhpi_age75to84","female_nhpi_age85over","male_other_age18to19","male_other_age20to24","male_other_age25to29","male_other_age30to34","male_other_age35to44","male_other_age45to54","male_other_age55to64","male_other_age65to74","male_other_age75to84","male_other_age85over","female_other_age18to19","female_other_age20to24","female_other_age25to29","female_other_age30to34","female_other_age35to44","female_other_age45to54","female_other_age55to64","female_other_age65to74","female_other_age75to84","female_other_age85over","male_mixed_age18to19","male_mixed_age20to24","male_mixed_age25to29","male_mixed_age30to34","male_mixed_age35to44","male_mixed_age45to54","male_mixed_age55to64","male_mixed_age65to74","male_mixed_age75to84","male_mixed_age85over","female_mixed_age18to19","female_mixed_age20to24","female_mixed_age25to29","female_mixed_age30to34","female_mixed_age35to44","female_mixed_age45to54","female_mixed_age55to64","female_mixed_age65to74","female_mixed_age75to84","female_mixed_age85over","male_w_nothisp_age18to19","male_w_nothisp_age20to24","male_w_nothisp_age25to29","male_w_nothisp_age30to34","male_w_nothisp_age35to44","male_w_nothisp_age45to54","male_w_nothisp_age55to64","male_w_nothisp_age65to74","male_w_nothisp_age75to84","male_w_nothisp_age85over","female_w_nothisp_age18to19","female_w_nothisp_age20to24","female_w_nothisp_age25to29","female_w_nothisp_age30to34","female_w_nothisp_age35to44","female_w_nothisp_age45to54","female_w_nothisp_age55to64","female_w_nothisp_age65to74","female_w_nothisp_age75to84","female_w_nothisp_age85over","male_hisp_age18to19","male_hisp_age20to24","male_hisp_age25to29","male_hisp_age30to34","male_hisp_age35to44","male_hisp_age45to54","male_hisp_age55to64","male_hisp_age65to74","male_hisp_age75to84","male_hisp_age85over","female_hisp_age18to19","female_hisp_age20to24","female_hisp_age25to29","female_hisp_age30to34","female_hisp_age35to44","female_hisp_age45to54","female_hisp_age55to64","female_hisp_age65to74","female_hisp_age75to84","female_hisp_age85over","WHITE_FEMALE","WHITE_MALE","WHITE_TOTAL","WHITE_18_to_24","WHITE_25_to_34","WHITE_35_to_44","WHITE_45_to_54","WHITE_55_to_64","WHITE_65_over","BLACK_FEMALE","BLACK_MALE","BLACK_TOTAL","BLACK_18_to_24","BLACK_25_to_34","BLACK_35_to_44","BLACK_45_to_54","BLACK_55_to_64","BLACK_65_over","AI_AN_FEMALE","AI_AN_MALE","AI_AN_TOTAL","AI_AN_18_to_24","AI_AN_25_to_34","AI_AN_35_to_44","AI_AN_45_to_54","AI_AN_55_to_64","AI_AN_65_over","ASIAN_FEMALE","ASIAN_MALE","ASIAN_TOTAL","ASIAN_18_to_24","ASIAN_25_to_34","ASIAN_35_to_44","ASIAN_45_to_54","ASIAN_55_to_64","ASIAN_65_over","NHPI_FEMALE","NHPI_MALE","NHPI_TOTAL","NHPI_18_to_24","NHPI_25_to_34","NHPI_35_to_44","NHPI_45_to_54","NHPI_55_to_64","NHPI_65_over","OTHER_FEMALE","OTHER_MALE","OTHER_TOTAL","OTHER_18_to_24","OTHER_25_to_34","OTHER_35_to_44","OTHER_45_to_54","OTHER_55_to_64","OTHER_65_over","MIXED_FEMALE","MIXED_MALE","MIXED_TOTAL","MIXED_18_to_24","MIXED_25_to_34","MIXED_35_to_44","MIXED_45_to_54","MIXED_55_to_64","MIXED_65_over","W_NOTHISP_FEMALE","W_NOTHISP_MALE","W_NOTHISP_TOTAL","W_NOTHISP_18_to_24","W_NOTHISP_25_to_34","W_NOTHISP_35_to_44","W_NOTHISP_45_to_54","W_NOTHISP_55_to_64","W_NOTHISP_65_over","HISP_FEMALE","HISP_MALE","HISP_TOTAL","HISP_18_to_24","HISP_25_to_34","HISP_35_to_44","HISP_45_to_54","HISP_55_to_64","HISP_65_over","ALL_FEMALE","ALL_MALE","ALL_TOTAL","ALL_18_to_24","ALL_25_to_34","ALL_35_to_44","ALL_45_to_54","ALL_55_to_64","ALL_65_over"
"29","55057","Juneau County, Wisconsin",240,557,731,699,1593,1782,2128,1629,669,281,197,536,595,569,1173,1523,1899,1550,794,358,8,36,62,78,182,80,67,37,0,0,7,4,0,0,2,2,14,4,0,0,8,36,62,78,182,80,67,37,0,0,7,4,0,0,2,2,14,4,0,0,1,2,4,12,2,7,13,0,2,0,2,1,21,3,7,10,19,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,31,35,15,11,14,0,0,0,8,0,19,20,0,0,2,2,0,15,38,20,21,56,88,91,9,6,0,1,3,19,32,111,52,53,13,10,0,232,535,705,673,1560,1765,2122,1616,669,276,197,522,580,558,1154,1498,1899,1537,789,353,10,36,45,64,86,44,47,27,0,5,1,22,34,30,39,25,7,15,8,5,7295,8181,15476,1530,2594,2766,3305,4027,5281,19,483,502,55,140,184,82,81,41,19,483,502,55,140,184,82,81,41,46,30,76,6,40,9,17,32,4,0,0,0,0,0,0,0,7,0,51,110,161,19,54,55,15,11,18,241,253,494,57,92,167,140,144,38,7188,8031,15219,1486,2516,2714,3263,4021,5240,179,317,496,69,173,125,69,54,60,15038,17888,32926,3277,5749,6204,6973,8458,10723
"30","55059","Kenosha County, Wisconsin",1962,4239,4468,4378,8279,9673,10878,6447,2612,994,1827,4183,4143,4153,8363,9650,10834,6895,3328,1813,229,503,312,376,684,621,556,220,37,11,175,732,464,394,867,772,537,317,90,33,229,503,312,376,684,621,556,220,37,11,175,732,464,394,867,772,537,317,90,33,28,80,222,217,99,219,125,47,46,14,51,77,137,105,228,310,69,173,71,74,0,0,14,0,12,60,0,17,0,0,0,0,0,0,17,0,0,0,0,0,33,178,62,261,560,290,116,103,0,13,161,213,179,184,394,242,106,151,1,0,358,585,546,289,762,660,340,138,53,45,109,381,480,417,788,479,393,156,84,0,1740,3786,3954,3887,7513,9108,10378,6318,2528,994,1608,3688,3666,3764,7683,9124,10389,6643,3275,1813,495,1003,867,823,1677,1335,783,304,110,45,481,983,856,792,1650,1224,748,456,78,0,44355,43052,87407,12211,17142,16642,19323,21712,22089,3844,2993,6837,1639,1546,1551,1393,1093,708,3844,2993,6837,1639,1546,1551,1393,1093,708,1226,972,2198,236,681,327,529,194,425,17,103,120,0,14,29,60,0,17,1525,1500,3025,585,686,954,532,222,268,2894,3436,6330,1433,1732,1550,1139,733,476,41264,39828,81092,10822,15271,15196,18232,20767,21571,6520,6659,13179,2962,3338,3327,2559,1531,993,105489,101536,207025,31527,41956,41127,45160,47345,47255
"31","55061","Kewaunee County, Wisconsin",210,524,491,510,1180,1313,1634,1237,561,202,212,445,437,511,1105,1260,1496,1164,722,280,0,55,2,0,0,2,38,20,0,0,0,0,0,0,0,0,26,0,0,1,0,55,2,0,0,2,38,20,0,0,0,0,0,0,0,0,26,0,0,1,0,0,0,0,0,0,0,0,0,0,17,31,0,13,0,13,5,0,35,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,4,40,38,31,11,0,0,0,0,0,0,3,7,20,1,0,0,0,6,4,3,1,43,18,3,0,0,0,0,43,6,23,43,3,11,0,0,0,209,500,485,497,1169,1304,1634,1237,561,202,187,438,437,492,1090,1258,1491,1164,720,280,8,35,10,53,66,40,7,0,0,0,25,42,6,32,15,22,6,0,37,0,6136,6228,12364,1391,1949,2285,2573,3130,4166,1,79,80,55,2,0,2,64,21,1,79,80,55,2,0,2,64,21,117,0,117,48,13,0,13,5,43,0,0,0,0,0,0,0,0,0,30,121,151,8,47,45,51,12,0,118,75,193,53,33,86,21,14,0,6066,6164,12230,1334,1911,2259,2562,3125,4164,179,212,391,110,101,81,62,13,37,12648,12958,25606,3054,4058,4756,5286,6427,8452
"32","55063","La Crosse County, Wisconsin",1957,5668,3550,3166,6304,6218,7046,5469,2386,857,2781,6611,3395,2929,6180,6100,7412,5828,2460,2170,34,179,157,264,71,53,110,0,3,0,81,10,69,134,36,87,84,2,0,0,34,179,157,264,71,53,110,0,3,0,81,10,69,134,36,87,84,2,0,0,62,395,319,236,276,313,205,46,0,10,111,314,378,304,332,240,155,125,21,31,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,3,46,55,90,128,11,40,58,0,0,24,15,0,29,0,49,0,1,0,1,19,149,122,87,138,168,87,0,28,0,47,132,200,126,148,50,213,35,39,0,1954,5575,3509,3137,6200,6192,7027,5452,2378,857,2760,6486,3329,2921,6038,6052,7338,5828,2451,2154,25,184,141,108,208,115,52,75,8,0,43,155,161,74,161,97,74,1,13,17,38454,35575,74029,17017,13040,12484,12318,14458,19170,419,761,1180,304,624,107,140,194,5,419,761,1180,304,624,107,140,194,5,1856,1657,3513,882,1237,608,553,360,233,0,23,23,0,23,0,0,15,0,119,391,510,88,174,128,60,40,60,777,711,1488,347,535,286,218,300,102,38019,35254,73273,16775,12896,12238,12244,14365,19120,722,864,1586,407,484,369,212,126,114,80785,75997,156782,36124,29637,26327,25885,30052,38809
"33","55065","Lafayette County, Wisconsin",182,429,422,431,883,960,1310,928,415,178,157,393,430,420,855,926,1237,834,522,212,0,2,0,3,14,13,4,0,0,0,16,0,0,0,23,3,0,0,0,12,0,2,0,3,14,13,4,0,0,0,16,0,0,0,23,3,0,0,0,12,7,0,0,1,15,0,3,0,0,0,0,0,0,6,29,14,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,16,12,6,0,0,0,3,0,11,8,18,3,6,3,0,6,3,0,23,2,47,7,8,7,0,3,0,3,9,0,12,12,3,12,3,10,2,182,417,400,404,857,942,1308,927,415,178,157,390,389,389,838,922,1234,828,522,210,0,36,34,66,38,27,2,1,0,0,0,18,49,58,22,6,3,6,10,2,4749,4828,9577,1161,1703,1738,1886,2547,3089,54,32,86,18,3,37,16,4,12,54,32,86,18,3,37,16,4,12,54,23,77,7,7,44,14,3,5,0,0,0,0,0,0,0,0,0,55,59,114,21,54,15,12,3,12,54,90,144,35,61,19,11,19,18,4645,4722,9367,1146,1582,1695,1864,2542,3080,171,202,373,54,207,60,33,5,19,9836,9988,19824,2460,3620,3645,3852,5127,6247
"34","55067","Langlade County, Wisconsin",195,434,418,442,925,1181,1695,1317,670,198,168,397,401,389,934,1110,1634,1296,725,369,24,17,16,14,2,10,7,0,0,0,16,0,0,0,0,0,0,0,0,0,24,17,16,14,2,10,7,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16,0,8,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,24,28,0,0,0,0,0,0,0,0,1,0,0,0,9,2,0,0,0,20,38,11,0,49,41,32,3,0,0,21,20,11,49,31,64,12,28,1,0,195,434,413,432,922,1181,1695,1316,670,197,147,395,401,389,934,1091,1634,1294,714,369,3,29,33,10,43,8,0,1,0,1,32,9,0,1,29,40,3,2,11,0,5789,5780,11569,1194,1650,1859,2291,3329,4575,16,83,99,57,30,2,10,7,0,16,83,99,57,30,2,10,7,0,29,1,30,0,16,9,0,0,5,1,0,1,0,1,0,0,1,0,10,52,62,25,28,0,9,2,0,225,162,387,99,71,80,105,44,32,5734,5760,11494,1171,1635,1856,2272,3329,4560,124,128,252,73,44,72,48,3,15,11944,12049,23993,2676,3505,3880,4745,6722,9187
"35","55069","Lincoln County, Wisconsin",252,683,675,663,1632,1989,2604,1767,804,279,218,631,659,630,1501,1888,2442,1726,859,527,30,29,0,14,17,19,2,3,0,0,0,0,0,0,0,0,1,7,0,0,30,29,0,14,17,19,2,3,0,0,0,0,0,0,0,0,1,7,0,0,0,10,0,2,18,4,1,0,0,0,1,18,0,0,11,3,10,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,2,0,31,0,0,0,0,0,0,5,14,1,42,0,20,15,17,0,10,20,22,14,0,1,21,30,1,9,52,19,50,8,9,0,248,681,675,649,1586,1984,2594,1767,802,279,218,606,635,630,1482,1877,2440,1715,853,527,8,3,14,14,46,15,11,0,5,0,21,25,24,0,34,15,31,13,7,0,8639,8744,17383,1784,2627,3133,3877,5046,5962,7,112,119,59,14,17,19,3,10,7,112,119,59,14,17,19,3,10,44,34,78,29,2,29,7,11,11,0,0,0,0,0,0,0,0,0,48,40,88,5,0,0,9,16,74,149,97,246,86,27,62,39,72,32,8543,8671,17214,1753,2589,3068,3861,5034,5943,139,105,244,57,52,80,30,42,25,17576,17915,35491,3832,5325,6406,7861,10227,12067
"36","55071","Manitowoc County, Wisconsin",725,1909,1925,1947,4476,5013,6484,4751,2221,605,699,1897,1870,1830,4065,4851,6316,4735,2616,1397,61,77,12,49,47,39,25,32,0,0,9,0,9,50,41,88,1,53,0,0,61,77,12,49,47,39,25,32,0,0,9,0,9,50,41,88,1,53,0,0,3,113,132,123,79,138,66,40,0,0,50,25,181,78,167,70,118,38,0,0,0,0,0,10,0,0,0,0,0,0,0,2,0,13,0,0,0,0,0,0,16,9,5,24,48,14,0,9,4,0,17,10,11,10,16,11,21,9,0,8,61,46,60,51,236,75,200,21,9,0,13,102,39,58,198,80,101,22,0,0,716,1781,1845,1837,4269,4956,6484,4742,2200,605,664,1788,1774,1744,3962,4798,6294,4735,2588,1397,66,147,135,143,387,80,107,19,34,0,52,163,120,107,218,141,72,24,37,8,23960,23572,47532,5230,7572,8541,9864,12800,16325,250,317,567,147,120,88,127,26,85,250,317,567,147,120,88,127,26,85,609,628,1237,191,514,246,208,184,78,15,10,25,2,23,0,0,0,0,92,129,221,52,50,64,25,21,30,512,559,1071,222,208,434,155,301,52,23450,22951,46401,4949,7200,8231,9754,12778,16267,870,1011,1881,428,505,605,221,179,122,50008,49494,99502,11368,16312,18297,20481,26315,33044
"37","55073","Marathon County, Wisconsin",1335,3211,3541,3498,7743,8482,9731,6770,3203,1026,1124,3088,3404,3377,7553,8091,9421,6873,3411,2244,12,103,23,33,134,36,24,0,0,0,14,10,0,4,137,24,10,0,13,0,12,103,23,33,134,36,24,0,0,0,14,10,0,4,137,24,10,0,13,0,108,388,526,431,365,314,264,134,28,0,124,323,415,401,311,345,295,93,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,77,43,37,197,32,30,87,0,0,0,18,85,55,70,23,10,87,6,0,102,85,78,67,424,89,96,101,12,1,73,153,49,52,538,133,99,45,9,43,1271,3180,3456,3417,7619,8400,9721,6742,3203,1026,1120,3006,3327,3283,7355,8055,9369,6873,3411,2243,107,105,152,159,402,110,89,70,0,0,64,129,166,156,358,79,93,15,6,38,39165,38809,77974,8758,13820,15296,16573,19152,23527,202,341,543,139,60,271,60,34,13,202,341,543,139,60,271,60,34,13,2065,2294,4359,943,1773,676,659,559,308,0,0,0,0,0,0,0,0,0,344,496,840,118,220,267,55,40,180,1095,959,2054,413,246,962,222,195,211,38673,38314,76987,8577,13483,14974,16455,19090,23498,1011,1105,2116,405,633,760,189,182,129,82757,82659,165416,19492,30295,33477,34273,39286,47879
"38","55075","Marinette County, Wisconsin",381,886,947,1017,2191,2511,3701,2931,1342,454,343,851,918,917,2106,2421,3576,2771,1451,796,10,8,0,13,46,40,6,1,3,0,2,0,0,17,20,3,1,0,0,0,10,8,0,13,46,40,6,1,3,0,2,0,0,17,20,3,1,0,0,0,0,0,3,0,0,16,11,1,0,0,0,0,0,32,1,7,20,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,21,9,3,25,17,3,0,0,0,1,26,6,0,0,12,13,0,8,0,11,10,105,7,33,122,51,13,0,1,3,20,58,21,14,43,49,7,19,0,378,877,941,1014,2169,2504,3689,2921,1336,451,341,846,895,917,2079,2379,3534,2765,1446,796,23,28,46,6,53,40,28,10,6,3,3,32,36,22,27,84,56,9,13,0,12574,12660,25234,2461,3799,4297,4932,7277,9745,42,121,163,20,30,66,43,7,4,42,121,163,20,30,66,43,7,4,77,20,97,0,35,1,23,31,38,0,0,0,0,0,0,0,0,0,53,90,143,63,18,25,29,16,8,185,302,487,44,191,47,165,100,40,12464,12591,25055,2442,3767,4248,4883,7223,9715,226,215,441,86,110,80,124,84,41,25663,26120,51783,5136,7980,8830,10242,14745,19595
"39","55077","Marquette County, Wisconsin",159,318,294,335,763,986,1472,1157,460,205,106,289,294,347,737,870,1328,1105,584,215,0,2,12,3,22,4,5,24,0,0,0,0,0,0,4,2,1,3,0,0,0,2,12,3,22,4,5,24,0,0,0,0,0,0,4,2,1,3,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,27,0,8,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,21,10,0,1,0,0,8,8,4,0,13,2,0,1,0,7,7,6,1,8,15,2,16,6,0,3,11,23,4,13,26,19,23,1,0,132,292,289,332,729,966,1456,1148,457,205,106,259,294,325,722,862,1319,1102,584,212,27,30,6,12,36,46,26,9,3,0,0,38,8,26,20,26,17,5,0,3,4547,4677,9224,872,1270,1500,1856,2800,3726,9,67,76,2,15,26,6,6,27,9,67,76,2,15,26,6,6,27,35,13,48,0,32,0,8,26,8,0,0,0,0,0,0,0,0,0,34,33,67,12,19,0,34,12,2,104,66,170,28,34,21,41,21,46,4466,4550,9016,789,1240,1451,1828,2775,3708,126,169,295,95,52,56,72,43,20,9330,9642,18972,1800,2677,3080,3851,5689,7564
"40","55078","Menominee County, Wisconsin",0,0,25,5,7,29,96,63,9,33,0,0,0,16,23,8,68,64,16,6,0,0,5,0,8,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,8,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,10,18,0,28,6,6,2,0,4,12,13,0,0,20,0,0,0,0,8,0,0,25,5,1,24,68,63,9,33,0,0,0,16,23,8,68,64,16,6,0,12,7,8,6,16,28,1,0,0,14,13,29,0,0,9,18,0,0,0,133,171,304,0,46,30,37,164,191,1,14,15,0,6,8,0,2,1,1,14,15,0,6,8,0,2,1,6,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,1,4,0,0,0,0,0,4,53,68,121,35,18,48,6,6,14,133,160,293,0,46,24,32,136,191,65,50,115,39,44,6,25,46,1,395,478,873,74,166,124,106,356,403
"41","55079","Milwaukee County, Wisconsin",6852,15156,21099,20795,35023,32293,37089,26500,10639,4583,6541,15453,20932,20370,33769,31371,38426,29379,14209,10007,3824,9096,9789,7426,12469,12229,11534,6508,2360,570,3559,9964,11185,10270,17282,15332,14321,8867,3392,1710,3824,9096,9789,7426,12469,12229,11534,6508,2360,570,3559,9964,11185,10270,17282,15332,14321,8867,3392,1710,442,1740,2516,2551,3314,2007,1359,823,351,31,629,1487,2593,2332,3274,1814,1344,878,354,190,0,13,8,0,15,17,0,7,0,0,0,17,4,13,28,0,12,0,0,11,919,2071,1988,2678,4781,3711,2232,1069,365,76,884,2158,2457,1979,4303,3058,2119,1016,406,319,1203,2830,2519,2028,3756,2598,1828,764,195,156,1004,2425,2842,2522,4017,3124,2080,772,241,150,5762,12929,19017,18960,31027,29357,35141,25360,10312,4474,5524,13146,18609,18206,30136,28645,36448,28258,13815,9768,2748,5976,5678,5663,11211,8048,5179,2463,770,259,2580,5991,5893,5493,10392,7328,4872,2459,860,591,182031,172940,354971,44002,83196,68792,63664,75515,95317,81561,64271,145832,26443,38670,29751,27561,25855,23407,81561,64271,145832,26443,38670,29751,27561,25855,23407,13551,13775,27326,4298,9992,6588,3821,2703,2627,73,60,133,30,25,43,17,12,18,16580,17658,34238,6032,9102,9084,6769,4351,3251,17097,16049,33146,7462,9911,7773,5722,3908,2278,166107,157198,323305,37361,74792,61163,58002,71589,91987,41587,42816,84403,17295,22727,21603,15376,10051,7402,600148,549038,1149186,169366,287085,234548,208493,219839,249694
"42","55081","Monroe County, Wisconsin",482,1057,1114,1238,2690,2799,3278,2282,1002,345,381,1008,1092,1218,2551,2488,3014,2244,1027,642,27,26,7,35,109,52,28,5,33,0,3,81,27,12,61,30,47,25,0,0,27,26,7,35,109,52,28,5,33,0,3,81,27,12,61,30,47,25,0,0,11,7,30,11,15,0,23,2,0,0,3,3,3,7,0,30,33,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,14,19,62,89,146,47,3,0,0,0,6,60,43,11,4,21,0,0,0,8,95,94,71,57,47,37,7,0,1,1,8,11,18,76,48,80,47,12,8,450,1029,1109,1210,2662,2776,3265,2275,1002,343,378,954,1058,1191,2448,2461,3010,2215,1027,642,65,89,51,107,105,211,63,11,0,2,7,57,97,70,192,32,24,31,0,0,12651,13009,25660,2928,4662,5241,5287,6292,7542,239,294,533,137,81,170,82,75,63,239,294,533,137,81,170,82,75,63,58,76,134,24,51,15,30,56,14,0,0,0,0,0,0,0,0,0,124,360,484,47,184,100,150,68,3,229,380,609,112,194,133,95,117,75,12374,12856,25230,2811,4568,5110,5237,6275,7504,486,641,1127,218,325,297,243,87,44,26400,27910,54310,6414,10146,11236,11206,13045,15308
"43","55083","Oconto County, Wisconsin",348,830,846,950,2256,2573,3500,2591,1117,245,338,758,818,928,2036,2497,3208,2277,1154,393,0,27,0,0,0,10,0,14,32,0,0,0,6,2,0,0,0,32,0,0,0,27,0,0,0,10,0,14,32,0,0,0,6,2,0,0,0,32,0,0,0,5,0,1,10,0,0,9,0,0,0,0,11,0,9,9,35,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,4,2,3,0,0,0,4,0,4,2,0,0,2,0,12,0,30,53,24,72,53,28,11,9,8,37,22,69,41,20,38,12,124,4,348,811,842,941,2203,2563,3500,2586,1113,245,305,738,814,920,1998,2475,3193,2269,1152,387,20,28,6,35,69,29,4,28,7,0,33,20,11,8,67,28,27,11,4,6,11199,11756,22955,2274,3542,4292,5070,6708,7777,40,83,123,27,8,0,10,0,78,40,83,123,27,8,0,10,0,78,47,25,72,5,12,19,9,35,27,0,0,0,0,0,0,0,0,0,12,15,27,3,4,11,2,4,7,337,239,576,57,174,65,92,91,188,11058,11652,22710,2202,3517,4201,5038,6693,7752,188,222,410,101,60,136,57,31,56,22921,24075,46996,4696,7325,8724,10288,13562,15963
"44","55085","Oneida County, Wisconsin",270,745,835,839,1813,2266,3456,2969,1202,563,308,756,809,773,1688,2248,3415,2806,1476,620,5,29,22,6,27,8,24,3,2,0,0,0,22,0,0,1,5,3,0,0,5,29,22,6,27,8,24,3,2,0,0,0,22,0,0,1,5,3,0,0,0,5,5,0,2,0,12,8,0,18,0,0,0,0,24,0,21,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1,0,9,0,0,0,25,10,21,22,19,37,20,18,4,0,5,0,34,7,39,47,50,18,10,0,270,739,834,839,1797,2248,3438,2967,1192,563,244,730,805,773,1666,2169,3409,2805,1476,618,0,6,9,0,16,60,18,2,10,0,64,26,26,2,22,81,24,5,0,2,11484,11502,22986,2079,3256,3501,4514,6871,9636,26,102,128,34,50,27,9,29,8,26,102,128,34,50,27,9,29,8,35,38,73,5,5,26,0,33,37,4,0,4,0,0,0,0,0,4,1,11,12,0,0,1,11,9,0,160,156,316,40,84,58,84,70,50,11286,11449,22735,1983,3251,3463,4417,6847,9621,228,103,331,96,37,38,141,42,19,23250,23463,46713,4271,6733,7141,9185,13930,19383
"45","55087","Outagamie County, Wisconsin",1938,4941,5304,5539,11366,11198,12287,7871,3189,1248,1785,4622,5064,5308,11019,11210,12404,8419,4226,2033,0,197,196,141,342,135,29,59,0,0,26,188,122,70,192,92,44,0,6,0,0,197,196,141,342,135,29,59,0,0,26,188,122,70,192,92,44,0,6,0,69,359,320,385,659,235,184,89,50,8,102,240,317,290,553,350,198,162,55,31,0,0,0,0,0,0,6,0,0,0,0,29,0,0,0,7,0,0,0,0,110,191,109,113,212,260,158,78,31,23,41,184,108,86,172,43,103,0,39,0,95,181,351,214,268,266,165,40,25,4,151,179,158,300,278,266,239,137,106,0,1895,4816,5246,5422,11058,11093,12216,7849,3177,1244,1672,4498,4892,5153,10692,10945,12341,8393,4173,2033,184,364,307,357,650,470,251,100,54,27,178,306,316,304,558,431,238,81,77,0,53686,52594,106280,13286,21215,22385,22408,24691,26986,696,1070,1766,411,529,534,227,73,65,696,1070,1766,411,529,534,227,73,65,2100,2174,4274,770,1312,1212,585,382,395,36,0,36,29,0,0,7,6,0,673,1127,1800,526,416,384,303,261,171,1575,1444,3019,606,1023,546,532,404,312,52451,51800,104251,12881,20713,21750,22038,24557,26869,2251,2513,4764,1032,1284,1208,901,489,339,114164,113792,227956,29952,47021,48553,47228,50936,55202
