"","GEOID","full_geoid","male_white_total","male_white_less_hs","male_white_hs_grad","male_white_some_college","male_white_bs","female_white_total","female_white_less_hs","female_white_hs_grad","female_white_some_college","female_white_bs","male_black_total","male_black_less_hs","male_black_hs_grad","male_black_some_college","male_black_bs","female_black_total","female_black_less_hs","female_black_hs_grad","female_black_some_college","female_black_bs","male_aian_total","male_aian_less_hs","male_aian_hs_grad","male_aian_some_college","male_aian_bs","female_aian_total","female_aian_less_hs","female_aian_hs_grad","female_aian_some_college","female_aian_bs","male_asian_total","male_asian_less_hs","male_asian_hs_grad","male_asian_some_college","male_asian_bs","female_asian_total","female_asian_less_hs","female_asian_hs_grad","female_asian_some_college","female_asian_bs","male_nhpi_total","male_nhpi_less_hs","male_nhpi_hs_grad","male_nhpi_some_college","male_nhpi_bs","female_nhpi_total","female_nhpi_less_hs","female_nhpi_hs_grad","female_nhpi_some_college","female_nhpi_bs","male_other_total","male_other_less_hs","male_other_hs_grad","male_other_some_college","male_other_bs","female_other_total","female_other_less_hs","female_other_hs_grad","female_other_some_college","female_other_bs","male_mixed_total","male_mixed_less_hs","male_mixed_hs_grad","male_mixed_some_college","male_mixed_bs","female_mixed_total","female_mixed_less_hs","female_mixed_hs_grad","female_mixed_some_college","female_mixed_bs","male_w_nothisp_total","male_w_nothisp_less_hs","male_w_nothisp_hs_grad","male_w_nothisp_some_college","male_w_nothisp_bs","female_w_nothisp_total","female_w_nothisp_less_hs","female_w_nothisp_hs_grad","female_w_nothisp_some_college","female_w_nothisp_bs","male_hisp_total","male_hisp_less_hs","male_hisp_hs_grad","male_hisp_some_college","male_hisp_bs","female_hisp_total","female_hisp_less_hs","female_hisp_hs_grad","female_hisp_some_college","female_hisp_bs","WHITE_TOTAL","WHITE_FEMALE","WHITE_MALE","WHITE_LESS_HS_TOTAL","WHITE_HS_TOTAL","WHITE_SOME_COLLEGE_TOTAL","WHITE_COLLEGE_TOTAL","BLACK_TOTAL","BLACK_FEMALE","BLACK_MALE","BLACK_LESS_HS_TOTAL","BLACK_HS_TOTAL","BLACK_SOME_COLLEGE_TOTAL","BLACK_COLLEGE_TOTAL","AI_AN_TOTAL","AI_AN_FEMALE","AI_AN_MALE","AI_AN_LESS_HS_TOTAL","AI_AN_HS_TOTAL","AI_AN_SOME_COLLEGE_TOTAL","AI_AN_COLLEGE_TOTAL","ASIAN_TOTAL","ASIAN_FEMALE","ASIAN_MALE","ASIAN_LESS_HS_TOTAL","ASIAN_HS_TOTAL","ASIAN_SOME_COLLEGE_TOTAL","ASIAN_COLLEGE_TOTAL","NHPI_TOTAL","NHPI_FEMALE","NHPI_MALE","NHPI_LESS_HS_TOTAL","NHPI_HS_TOTAL","NHPI_SOME_COLLEGE_TOTAL","NHPI_COLLEGE_TOTAL","OTHER_TOTAL","OTHER_FEMALE","OTHER_MALE","OTHER_LESS_HS_TOTAL","OTHER_HS_TOTAL","OTHER_SOME_COLLEGE_TOTAL","OTHER_COLLEGE_TOTAL","MIXED_TOTAL","MIXED_FEMALE","MIXED_MALE","MIXED_LESS_HS_TOTAL","MIXED_HS_TOTAL","MIXED_SOME_COLLEGE_TOTAL","MIXED_COLLEGE_TOTAL","W_NOTHISP_TOTAL","W_NOTHISP_FEMALE","W_NOTHISP_MALE","W_NOTHISP_LESS_HS_TOTAL","W_NOTHISP_HS_TOTAL","W_NOTHISP_SOME_COLLEGE_TOTAL","W_NOTHISP_COLLEGE_TOTAL","HISP_TOTAL","HISP_FEMALE","HISP_MALE","HISP_LESS_HS_TOTAL","HISP_HS_TOTAL","HISP_SOME_COLLEGE_TOTAL","HISP_COLLEGE_TOTAL","ALL_TOTAL","ALL_FEMALE_TOTAL","ALL_MALE","ALL_LESS_HS_TOTAL","ALL_HS_TOTAL","ALL_SOME_COLLEGE_TOTAL","ALL_COLLEGE_TOTAL"
"11","55021","Columbia County, Wisconsin",19905,1299,7024,7278,4304,19400,867,5727,7672,5134,589,160,267,105,57,93,4,17,14,58,76,0,47,25,4,78,0,0,50,28,107,10,24,46,27,212,31,51,35,95,5,0,5,0,0,0,0,0,0,0,186,38,65,67,16,137,56,16,59,6,480,17,212,196,55,339,17,109,131,82,19641,1232,6945,7181,4283,19227,834,5664,7623,5106,696,122,274,245,55,435,102,87,191,55,39305,19400,19905,2166,12751,14950,9438,682,93,589,164,284,119,115,154,78,76,0,47,75,32,319,212,107,41,75,81,122,5,0,5,0,5,0,0,323,137,186,94,81,126,22,819,339,480,34,321,327,137,38868,19227,19641,2066,12609,14804,9389,1131,435,696,224,361,436,110,81606,39921,41685,4789,26534,30918,19365
"12","55023","Crawford County, Wisconsin",5716,490,2505,1855,866,5460,345,2019,1952,1144,184,57,70,57,0,26,4,4,15,3,16,0,3,11,2,13,0,6,3,4,5,0,0,0,5,62,0,32,13,17,0,0,0,0,0,0,0,0,0,0,4,0,2,2,0,3,0,0,0,3,78,1,56,16,5,157,3,48,85,21,5653,486,2488,1813,866,5417,343,1998,1938,1138,92,5,30,57,0,53,3,21,17,12,11176,5460,5716,835,4524,3807,2010,210,26,184,61,74,72,3,29,13,16,0,9,14,6,67,62,5,0,32,13,22,0,0,0,0,0,0,0,7,3,4,0,2,2,3,235,157,78,4,104,101,26,11070,5417,5653,829,4486,3751,2004,145,53,92,8,51,74,12,22939,11191,11748,1737,9282,7834,4086
"13","55025","Dane County, Wisconsin",155129,4692,28453,39590,82394,159302,3555,26315,41397,88035,8202,735,2973,2197,2297,7891,775,2154,3123,1839,517,13,95,272,137,400,17,118,157,108,9560,912,855,1225,6568,10047,933,1246,908,6960,213,0,41,157,15,69,4,3,51,11,2608,642,514,503,949,1954,572,329,415,638,5856,887,660,1863,2446,6199,702,1200,1569,2728,150087,3773,27344,38293,80677,154933,2833,25578,40364,86158,9777,2379,2025,2375,2998,8702,1845,1665,2170,3022,314431,159302,155129,8247,54768,80987,170429,16093,7891,8202,1510,5127,5320,4136,917,400,517,30,213,429,245,19607,10047,9560,1845,2101,2133,13528,282,69,213,4,44,208,26,4562,1954,2608,1214,843,918,1587,12055,6199,5856,1589,1860,3432,5174,305020,154933,150087,6606,52922,78657,166835,18479,8702,9777,4224,3690,4545,6020,691446,349497,341949,25269,121568,176629,367980
"14","55027","Dodge County, Wisconsin",30986,2640,13527,9858,4961,29123,1857,10874,9747,6645,1677,299,717,642,19,202,6,135,29,32,122,12,52,35,23,60,7,18,35,0,201,8,94,32,67,145,5,21,10,109,30,0,22,8,0,0,0,0,0,0,370,145,111,109,5,169,38,63,38,30,697,103,332,186,76,806,55,250,355,146,30307,2431,13296,9669,4911,28524,1620,10684,9620,6600,1376,433,520,342,81,935,281,391,159,104,60109,29123,30986,4497,24401,19605,11606,1879,202,1677,305,852,671,51,182,60,122,19,70,70,23,346,145,201,13,115,42,176,30,0,30,0,22,8,0,539,169,370,183,174,147,35,1503,806,697,158,582,541,222,58831,28524,30307,4051,23980,19289,11511,2311,935,1376,714,911,501,185,125730,59964,65766,9940,51107,40874,23809
"15","55029","Door County, Wisconsin",10896,432,3262,3680,3522,11270,416,2855,3747,4252,16,4,12,0,0,31,0,31,0,0,53,1,24,19,9,163,58,101,4,0,12,0,0,0,12,56,0,21,3,32,0,0,0,0,0,0,0,0,0,0,160,85,44,25,6,96,43,37,9,7,165,1,57,75,32,162,0,18,76,68,10802,408,3241,3644,3509,11206,400,2834,3727,4245,329,109,69,130,21,282,59,128,57,38,22166,11270,10896,848,6117,7427,7774,47,31,16,4,43,0,0,216,163,53,59,125,23,9,68,56,12,0,21,3,44,0,0,0,0,0,0,0,256,96,160,128,81,34,13,327,162,165,1,75,151,100,22008,11206,10802,808,6075,7371,7754,611,282,329,168,197,187,59,45699,23266,22433,2016,12734,15196,15753
"16","55031","Douglas County, Wisconsin",14752,840,5051,5193,3668,14837,682,3609,6155,4391,182,51,28,94,9,74,17,1,53,3,262,45,93,92,32,219,1,106,67,45,162,53,41,23,45,177,60,41,46,30,0,0,0,0,0,0,0,0,0,0,77,0,11,21,45,25,0,18,4,3,374,42,88,205,39,451,28,104,232,87,14623,821,5044,5138,3620,14745,671,3567,6149,4358,219,19,21,128,51,145,11,69,13,52,29589,14837,14752,1522,8660,11348,8059,256,74,182,68,29,147,12,481,219,262,46,199,159,77,339,177,162,113,82,69,75,0,0,0,0,0,0,0,102,25,77,0,29,25,48,825,451,374,70,192,437,126,29368,14745,14623,1492,8611,11287,7978,364,145,219,30,90,141,103,61324,30673,30651,3341,17892,23613,16478
"17","55033","Dunn County, Wisconsin",13348,930,4734,4181,3503,13181,499,3979,4380,4323,121,38,14,47,22,68,0,0,14,54,15,0,8,7,0,22,0,6,16,0,210,30,53,12,115,305,108,49,17,131,0,0,0,0,0,13,0,0,0,13,76,10,49,9,8,40,2,24,6,8,192,9,78,60,45,217,39,50,67,61,13223,915,4718,4094,3496,13087,480,3952,4335,4320,210,31,65,100,14,200,19,60,75,46,26529,13181,13348,1429,8713,8561,7826,189,68,121,38,14,61,76,37,22,15,0,14,23,0,515,305,210,138,102,29,246,13,13,0,0,0,0,13,116,40,76,12,73,15,16,409,217,192,48,128,127,106,26310,13087,13223,1395,8670,8429,7816,410,200,210,50,125,175,60,54528,27133,27395,3110,17839,17420,16159
"18","55035","Eau Claire County, Wisconsin",30565,1424,8152,11299,9690,31099,992,8232,10983,10892,450,99,83,224,44,250,22,71,73,84,145,0,51,62,32,49,1,20,13,15,931,81,127,209,514,1155,201,270,226,458,171,0,77,94,0,99,0,12,87,0,188,39,1,96,52,153,7,80,19,47,697,68,237,202,190,954,63,221,435,235,30314,1314,8105,11240,9655,30795,927,8172,10919,10777,614,202,198,151,63,614,118,203,100,193,61664,31099,30565,2416,16384,22282,20582,700,250,450,121,154,297,128,194,49,145,1,71,75,47,2086,1155,931,282,397,435,972,270,99,171,0,89,181,0,341,153,188,46,81,115,99,1651,954,697,131,458,637,425,61109,30795,30314,2241,16277,22159,20432,1228,614,614,320,401,251,256,129243,65168,64075,5558,34312,46432,42941
"19","55037","Florence County, Wisconsin",1772,176,643,659,294,1731,121,597,609,404,12,0,0,2,10,9,0,0,0,9,7,0,0,7,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,12,0,15,25,1,5,10,9,1769,173,643,659,294,1727,121,597,609,400,7,3,0,4,0,4,0,0,0,4,3503,1731,1772,297,1240,1268,698,21,9,12,0,0,2,19,15,8,7,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,25,27,1,17,10,24,3496,1727,1769,294,1240,1268,694,11,4,7,3,0,4,4,7098,3504,3594,595,2497,2567,1439
"20","55039","Fond du Lac County, Wisconsin",33459,2775,12877,10845,6962,34620,1840,12016,12236,8528,339,36,60,114,129,530,52,168,223,87,82,12,47,9,14,100,11,38,43,8,348,63,63,44,178,500,34,56,124,286,25,0,0,0,25,43,0,0,0,43,507,291,61,110,45,529,361,19,32,117,978,69,527,232,150,560,103,200,150,107,32843,2568,12679,10712,6884,34060,1683,11882,12041,8454,1522,541,565,326,90,1134,589,163,243,139,68079,34620,33459,4615,24893,23081,15490,869,530,339,88,228,337,216,182,100,82,23,85,52,22,848,500,348,97,119,168,464,68,43,25,0,0,0,68,1036,529,507,652,80,142,162,1538,560,978,172,727,382,257,66903,34060,32843,4251,24561,22753,15338,2656,1134,1522,1130,728,569,229,142179,72076,70103,11028,51421,47484,32246
"21","55041","Forest County, Wisconsin",2818,280,1188,942,408,2798,208,1059,1022,509,44,1,28,15,0,2,0,2,0,0,329,89,114,106,20,347,68,134,130,15,2,0,0,0,2,12,0,0,6,6,0,0,0,0,0,0,0,0,0,0,48,0,18,30,0,4,0,1,3,0,103,5,38,35,25,114,14,23,66,11,2781,275,1184,914,408,2772,208,1045,1010,509,55,5,22,28,0,34,0,18,15,1,5616,2798,2818,488,2247,1964,917,46,2,44,1,30,15,0,676,347,329,157,248,236,35,14,12,2,0,0,6,8,0,0,0,0,0,0,0,52,4,48,0,19,33,0,217,114,103,19,61,101,36,5553,2772,2781,483,2229,1924,917,89,34,55,5,40,43,1,12263,6083,6180,1153,4874,4322,1914
"22","55043","Grant County, Wisconsin",15508,1270,6081,5286,2871,15539,951,4697,5518,4373,493,174,86,108,125,26,0,5,3,18,34,25,9,0,0,10,0,0,10,0,143,3,2,12,126,210,1,42,29,138,1,0,1,0,0,0,0,0,0,0,47,12,15,15,5,74,5,15,48,6,223,9,51,128,35,137,47,19,27,44,15333,1169,6068,5256,2840,15427,920,4667,5476,4364,297,122,13,124,38,183,52,47,51,33,31047,15539,15508,2221,10778,10804,7244,519,26,493,174,91,111,143,44,10,34,25,9,10,0,353,210,143,4,44,41,264,1,0,1,0,1,0,0,121,74,47,17,30,63,11,360,137,223,56,70,155,79,30760,15427,15333,2089,10735,10732,7204,480,183,297,174,60,175,71,63685,31606,32079,4760,21818,22091,15016
"23","55045","Green County, Wisconsin",12741,1175,4542,4204,2820,12779,575,4218,4518,3468,66,0,29,26,11,39,0,0,39,0,9,0,0,9,0,13,0,0,5,8,21,0,5,4,12,72,21,6,25,20,0,0,0,0,0,0,0,0,0,0,109,64,44,1,0,84,33,28,13,10,166,18,71,25,52,248,3,138,58,49,12573,1098,4507,4176,2792,12604,571,4158,4432,3443,299,141,86,33,39,303,37,119,94,53,25520,12779,12741,1750,8760,8722,6288,105,39,66,0,29,65,11,22,13,9,0,0,14,8,93,72,21,21,11,29,32,0,0,0,0,0,0,0,193,84,109,97,72,14,10,414,248,166,21,209,83,101,25177,12604,12573,1669,8665,8608,6235,602,303,299,178,205,127,92,52126,26142,25984,3736,17951,17662,12777
"24","55047","Green Lake County, Wisconsin",6446,643,2632,1888,1283,6387,554,2344,1995,1494,59,11,18,30,0,27,0,7,20,0,10,4,5,0,1,15,0,8,4,3,24,0,0,0,24,29,0,0,0,29,0,0,0,0,0,0,0,0,0,0,79,12,41,26,0,44,16,21,4,3,97,5,21,32,39,165,11,78,67,9,6281,582,2546,1872,1281,6270,540,2307,1940,1483,294,73,141,64,16,223,34,85,83,21,12833,6387,6446,1197,4976,3883,2777,86,27,59,11,25,50,0,25,15,10,4,13,4,4,53,29,24,0,0,0,53,0,0,0,0,0,0,0,123,44,79,28,62,30,3,262,165,97,16,99,99,48,12551,6270,6281,1122,4853,3812,2764,517,223,294,107,226,147,37,26450,13160,13290,2485,10254,8025,5686
"25","55049","Iowa County, Wisconsin",8099,324,3083,2718,1974,8039,328,2547,2913,2251,27,6,10,7,4,36,2,15,11,8,13,0,0,11,2,7,0,1,6,0,55,0,1,10,44,89,0,9,4,76,0,0,0,0,0,0,0,0,0,0,53,14,13,20,6,31,0,5,8,18,117,9,18,67,23,166,13,73,48,32,8032,318,3030,2710,1974,7950,323,2529,2883,2215,122,23,66,28,5,138,9,52,39,38,16138,8039,8099,652,5630,5631,4225,63,36,27,8,25,18,12,20,7,13,0,1,17,2,144,89,55,0,10,14,120,0,0,0,0,0,0,0,84,31,53,14,18,28,24,283,166,117,22,91,115,55,15982,7950,8032,641,5559,5593,4189,260,138,122,32,118,67,43,32974,16456,16518,1369,11452,11483,8670
"26","55051","Iron County, Wisconsin",2363,105,716,946,596,2341,99,798,958,486,7,0,3,2,2,0,0,0,0,0,39,3,29,7,0,1,0,1,0,0,7,0,0,3,4,11,1,0,4,6,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,15,0,0,0,15,30,0,19,10,1,40,0,28,5,7,2355,105,711,943,596,2320,99,792,943,486,20,0,13,7,0,37,0,6,15,16,4704,2341,2363,204,1514,1904,1082,7,0,7,0,3,2,2,40,1,39,3,30,7,0,18,11,7,1,0,7,10,0,0,0,0,0,0,0,18,15,3,0,0,3,15,70,40,30,0,47,15,8,4675,2320,2355,204,1503,1886,1082,57,37,20,0,19,22,16,9589,4765,4824,412,3116,3846,2215
"27","55053","Jackson County, Wisconsin",6981,686,3178,2187,930,6239,448,2378,2157,1256,310,95,126,86,3,21,0,7,0,14,291,37,114,116,24,362,22,171,115,54,41,0,25,11,5,20,0,3,6,11,2,2,0,0,0,1,0,0,1,0,222,88,103,26,5,51,12,21,10,8,203,18,123,38,24,131,3,37,35,56,6943,672,3164,2179,928,6182,428,2358,2151,1245,284,116,102,40,26,144,33,58,22,31,13220,6239,6981,1134,5556,4344,2186,331,21,310,95,133,86,17,653,362,291,59,285,231,78,61,20,41,0,28,17,16,3,1,2,2,0,1,0,273,51,222,100,124,36,13,334,131,203,21,160,73,80,13125,6182,6943,1100,5522,4330,2173,428,144,284,149,160,62,57,28428,13151,15277,2660,11968,9180,4620
"28","55055","Jefferson County, Wisconsin",27653,1800,10065,8645,7143,28142,1632,7812,10042,8656,208,11,78,91,28,199,50,45,75,29,42,30,6,6,0,44,0,4,1,39,180,92,9,21,58,171,54,75,11,31,16,0,16,0,0,0,0,0,0,0,689,366,156,167,0,474,236,129,77,32,678,100,171,285,122,760,86,268,242,164,26993,1644,9720,8538,7091,27496,1503,7567,9931,8495,1642,596,648,337,61,1447,447,523,253,224,55795,28142,27653,3432,17877,18687,15799,407,199,208,61,123,166,57,86,44,42,30,10,7,39,351,171,180,146,84,32,89,16,0,16,0,16,0,0,1163,474,689,602,285,244,32,1438,760,678,186,439,527,286,54489,27496,26993,3147,17287,18469,15586,3089,1447,1642,1043,1171,590,285,116834,58733,58101,8647,37292,38722,32173
"29","55057","Juneau County, Wisconsin",9512,1026,4127,3004,1355,8461,609,3198,3166,1488,506,102,202,165,37,22,0,18,0,4,125,39,39,38,9,73,1,36,36,0,40,6,0,10,24,62,11,7,4,40,7,0,0,7,0,0,0,0,0,0,110,33,53,4,20,43,13,24,2,4,291,42,142,88,19,290,6,111,148,25,9386,998,4075,2968,1345,8368,587,3157,3139,1485,318,79,125,84,30,163,35,68,53,7,17973,8461,9512,1635,7325,6170,2843,528,22,506,102,220,165,41,198,73,125,40,75,74,9,102,62,40,17,7,14,64,7,0,7,0,0,7,0,153,43,110,46,77,6,24,581,290,291,48,253,236,44,17754,8368,9386,1585,7232,6107,2830,481,163,318,114,193,137,37,37777,17482,20295,3587,15382,12916,5892
"30","55059","Kenosha County, Wisconsin",47729,3734,15225,14904,13866,49179,3577,12626,17785,15191,2817,397,933,978,509,3474,252,921,1566,735,119,36,61,0,22,303,39,70,164,30,989,55,68,277,589,1167,54,130,402,581,103,17,60,4,22,17,0,0,0,17,1405,436,437,434,98,1257,223,450,254,330,2833,634,614,928,657,2797,425,655,941,776,44680,3042,14160,14161,13317,46357,2947,11644,16922,14844,5944,1631,1782,1687,844,5804,1195,1830,1631,1148,96908,49179,47729,7311,27851,32689,29057,6291,3474,2817,649,1854,2544,1244,422,303,119,75,131,164,52,2156,1167,989,109,198,679,1170,120,17,103,17,60,4,39,2662,1257,1405,659,887,688,428,5630,2797,2833,1059,1269,1869,1433,91037,46357,44680,5989,25804,31083,28161,11748,5804,5944,2826,3612,3318,1992,216974,110355,106619,18694,61666,73038,63576
"31","55061","Kewaunee County, Wisconsin",7128,436,2943,2592,1157,6975,356,2607,2482,1530,62,1,25,11,25,27,20,0,7,0,26,22,4,0,0,27,26,1,0,0,0,0,0,0,0,74,8,5,13,48,0,0,0,0,0,0,0,0,0,0,124,15,79,17,13,31,0,8,13,10,68,4,40,23,1,86,0,41,15,30,7089,433,2920,2592,1144,6932,341,2598,2469,1524,176,18,125,13,20,118,15,17,36,50,14103,6975,7128,792,5550,5074,2687,89,27,62,21,25,18,25,53,27,26,48,5,0,0,74,74,0,8,5,13,48,0,0,0,0,0,0,0,155,31,124,15,87,30,23,154,86,68,4,81,38,31,14021,6932,7089,774,5518,5061,2668,294,118,176,33,142,49,70,28943,14270,14673,1695,11413,10283,5552
"32","55063","La Crosse County, Wisconsin",34996,1506,9897,11938,11655,36474,1234,8198,13168,13874,658,24,151,373,110,412,43,143,121,105,70,15,2,45,8,158,14,60,77,7,1405,102,238,558,507,1586,359,423,292,512,23,23,0,0,0,15,0,15,0,0,382,33,150,18,181,80,0,1,79,0,630,20,217,280,113,811,0,263,286,262,34752,1501,9855,11793,11603,36111,1159,8151,13042,13759,707,38,219,226,224,598,75,174,205,144,71470,36474,34996,2740,18095,25106,25529,1070,412,658,67,294,494,215,228,158,70,29,62,122,15,2991,1586,1405,461,661,850,1019,38,15,23,23,15,0,0,462,80,382,33,151,97,181,1441,811,630,20,480,566,375,70863,36111,34752,2660,18006,24835,25362,1305,598,707,113,393,431,368,149868,76245,73623,6146,38157,52501,53064
"33","55065","Lafayette County, Wisconsin",5527,495,2527,1636,869,5436,380,1925,1858,1273,34,3,15,16,0,38,24,0,13,1,15,0,12,3,0,4,0,0,4,0,19,8,3,0,8,54,11,14,10,19,0,0,0,0,0,0,0,0,0,0,49,26,15,8,0,47,0,38,9,0,74,12,9,28,25,54,1,23,21,9,5431,465,2463,1634,869,5332,358,1879,1848,1247,168,60,79,4,25,156,22,83,21,30,10963,5436,5527,875,4452,3494,2142,72,38,34,27,15,29,1,19,4,15,0,12,7,0,73,54,19,19,17,10,27,0,0,0,0,0,0,0,96,47,49,26,53,17,0,128,54,74,13,32,49,34,10763,5332,5431,823,4342,3482,2116,324,156,168,82,162,25,55,22438,11121,11317,1865,9085,7113,4375
"34","55067","Langlade County, Wisconsin",6846,727,3140,2019,960,6858,545,2550,2532,1231,49,0,15,34,0,0,0,0,0,0,76,11,58,7,0,27,3,5,11,8,1,1,0,0,0,29,0,10,19,0,0,0,0,0,0,2,0,0,2,0,28,28,0,0,0,11,9,0,0,2,136,61,6,64,5,196,32,71,23,70,6826,714,3138,2017,957,6826,545,2537,2514,1230,96,68,4,21,3,86,12,22,39,13,13704,6858,6846,1272,5690,4551,2191,49,0,49,0,15,34,0,103,27,76,14,63,18,8,30,29,1,1,10,19,0,2,2,0,0,0,2,0,39,11,28,37,0,0,2,332,196,136,93,77,87,75,13652,6826,6826,1259,5675,4531,2187,182,86,96,80,26,60,16,28093,14035,14058,2756,11556,9302,4479
"35","55069","Lincoln County, Wisconsin",10413,885,4603,3158,1767,10232,613,4002,3561,2056,55,7,9,37,2,8,0,6,0,2,47,6,37,4,0,26,0,1,0,25,25,0,12,2,11,35,10,8,0,17,0,0,0,0,0,0,0,0,0,0,37,3,2,31,1,62,14,1,4,43,84,12,39,25,8,148,11,48,52,37,10336,865,4562,3144,1765,10159,589,3985,3559,2026,105,33,41,29,2,124,48,19,21,36,20645,10232,10413,1498,8605,6719,3823,63,8,55,7,15,37,4,73,26,47,6,38,4,25,60,35,25,10,20,2,28,0,0,0,0,0,0,0,99,62,37,17,3,35,44,232,148,84,23,87,77,45,20495,10159,10336,1454,8547,6703,3791,229,124,105,81,60,50,38,41896,20794,21102,3096,17375,13627,7798
"36","55071","Manitowoc County, Wisconsin",27422,2180,10386,9344,5512,27680,1408,9765,9837,6670,204,5,121,42,36,242,103,89,41,9,116,40,26,39,11,129,26,13,61,29,578,131,157,139,151,652,212,126,202,112,10,0,0,10,0,13,0,0,0,13,104,71,5,23,5,86,9,52,24,1,652,68,204,203,177,498,48,153,189,108,26938,1992,10248,9256,5442,27292,1323,9617,9722,6630,905,313,191,238,163,727,184,238,223,82,55102,27680,27422,3588,20151,19181,12182,446,242,204,108,210,83,45,245,129,116,66,39,100,40,1230,652,578,343,283,341,263,23,13,10,0,0,10,13,190,86,104,80,57,47,6,1150,498,652,116,357,392,285,54230,27292,26938,3315,19865,18978,12072,1632,727,905,497,429,461,245,114248,57319,56929,8113,41391,39593,25151
"37","55073","Marathon County, Wisconsin",43994,3093,15745,14588,10568,44374,2436,14309,14603,13026,250,21,50,120,59,188,18,2,138,30,139,26,40,56,17,66,14,40,6,6,2062,273,556,660,573,1913,439,453,499,522,0,0,0,0,0,0,0,0,0,0,426,223,140,32,31,336,177,17,39,103,868,77,144,290,357,968,38,75,677,178,43584,2971,15630,14454,10529,43916,2189,14264,14521,12942,982,388,212,264,118,911,449,76,212,174,88368,44374,43994,5529,30054,29191,23594,438,188,250,39,52,258,89,205,66,139,40,80,62,23,3975,1913,2062,712,1009,1159,1095,0,0,0,0,0,0,0,762,336,426,400,157,71,134,1836,968,868,115,219,967,535,87500,43916,43584,5160,29894,28975,23471,1893,911,982,837,288,476,292,184977,92672,92305,12832,61753,61159,49233
"38","55075","Marinette County, Wisconsin",15094,1455,6145,5161,2333,14956,1047,5453,5528,2928,109,27,62,14,6,41,0,33,8,0,75,18,34,23,0,84,11,40,23,10,31,4,4,20,3,97,26,29,16,26,0,0,0,0,0,0,0,0,0,0,57,12,22,16,7,39,13,19,0,7,332,27,103,83,119,211,23,31,87,70,15025,1447,6126,5130,2322,14811,1013,5436,5458,2904,192,43,42,89,18,247,56,58,73,60,30050,14956,15094,2502,11598,10689,5261,150,41,109,27,95,22,6,159,84,75,29,74,46,10,128,97,31,30,33,36,29,0,0,0,0,0,0,0,96,39,57,25,41,16,14,543,211,332,50,134,170,189,29836,14811,15025,2460,11562,10588,5226,439,247,192,99,100,162,78,61401,30486,30915,5222,23637,21729,10813
"39","55077","Marquette County, Wisconsin",5672,581,2600,1844,647,5480,356,2321,1918,885,70,7,32,31,0,10,2,4,4,0,29,6,6,15,2,15,3,12,0,0,13,0,0,5,8,61,0,18,29,14,0,0,0,0,0,0,0,0,0,0,39,7,17,14,1,28,0,10,18,0,54,15,17,12,10,109,4,28,52,25,5582,570,2563,1810,639,5420,347,2302,1889,882,138,23,55,48,12,105,9,40,46,10,11152,5480,5672,937,4921,3762,1532,80,10,70,9,36,35,0,44,15,29,9,18,15,2,74,61,13,0,18,34,22,0,0,0,0,0,0,0,67,28,39,7,27,32,1,163,109,54,19,45,64,35,11002,5420,5582,917,4865,3699,1521,243,105,138,32,95,94,22,22825,11228,11597,1930,10025,7735,3135
"40","55078","Menominee County, Wisconsin",267,16,89,66,96,201,1,68,61,71,16,0,15,0,1,1,0,0,0,1,818,56,389,324,49,1025,54,397,392,182,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,3,64,0,25,4,35,28,0,7,13,8,228,10,63,59,96,201,1,68,61,71,66,6,42,18,0,56,12,20,13,11,468,201,267,17,157,127,167,17,1,16,0,15,0,2,1843,1025,818,110,786,716,231,6,6,0,0,6,0,0,0,0,0,0,0,0,0,4,3,1,0,1,0,3,92,28,64,0,32,17,43,429,201,228,11,131,120,167,122,56,66,18,62,31,11,2981,1521,1460,156,1190,1011,624
"41","55079","Milwaukee County, Wisconsin",188021,13008,49201,52844,72968,198463,11850,50985,51437,84191,62885,9384,25702,20242,7557,82359,11338,27282,30073,13666,1811,297,783,469,262,1681,168,471,621,421,12952,2366,2769,2000,5817,12779,2448,2386,2275,5670,47,0,0,22,25,68,12,33,0,23,16900,5930,6016,3196,1758,15657,4701,5111,3938,1907,13844,2809,3932,4045,3058,15748,3206,3400,4475,4667,173648,8559,44584,49221,71284,183885,8302,46822,47429,81332,39271,12962,13044,9095,4170,37888,10673,10764,10196,6255,386484,198463,188021,24858,100186,104281,157159,145244,82359,62885,20722,52984,50315,21223,3492,1681,1811,465,1254,1090,683,25731,12779,12952,4814,5155,4275,11487,115,68,47,12,33,22,48,32557,15657,16900,10631,11127,7134,3665,29592,15748,13844,6015,7332,8520,7725,357533,183885,173648,16861,91406,96650,152616,77159,37888,39271,23635,23808,19291,10425,1057907,548528,509379,108013,293285,291578,365031
