"","GEOID","full_geoid","white_totalE","white_less10kE","white_10kto14kE","white_15kto19kE","white_20kto24kE","white_25kto29kE","white_30kto34kE","white_35kto39kE","white_40kto44kE","white_45kto49kE","white_50kto59kE","white_60kto74kE","white_75kto99kE","white_100kto124kE","white_125kto149kE","white_150kto199kE","white_200ktomoreE","black_totalE","black_less10kE","black_10kto14kE","black_15kto19kE","black_20kto24kE","black_25kto29kE","black_30kto34kE","black_35kto39kE","black_40kto44kE","black_45kto49kE","black_50kto59kE","black_60kto74kE","black_75kto99kE","black_100kto124kE","black_125kto149kE","black_150kto199kE","black_200ktomoreE","aian_totalE","aian_less10kE","aian_10kto14kE","aian_15kto19kE","aian_20kto24kE","aian_25kto29kE","aian_30kto34kE","aian_35kto39kE","aian_40kto44kE","aian_45kto49kE","aian_50kto59kE","aian_60kto74kE","aian_75kto99kE","aian_100kto124kE","aian_125kto149kE","aian_150kto199kE","aian_200ktomoreE","asian_totalE","asian_less10kE","asian_10kto14kE","asian_15kto19kE","asian_20kto24kE","asian_25kto29kE","asian_30kto34kE","asian_35kto39kE","asian_40kto44kE","asian_45kto49kE","asian_50kto59kE","asian_60kto74kE","asian_75kto99kE","asian_100kto124kE","asian_125kto149kE","asian_150kto199kE","asian_200ktomoreE","nhpi_totalE","nhpi_less10kE","nhpi_10kto14kE","nhpi_15kto19kE","nhpi_20kto24kE","nhpi_25kto29kE","nhpi_30kto34kE","nhpi_35kto39kE","nhpi_40kto44kE","nhpi_45kto49kE","nhpi_50kto59kE","nhpi_60kto74kE","nhpi_75kto99kE","nhpi_100kto124kE","nhpi_125kto149kE","nhpi_150kto199kE","nhpi_200ktomoreE","other_totalE","other_less10kE","other_10kto14kE","other_15kto19kE","other_20kto24kE","other_25kto29kE","other_30kto34kE","other_35kto39kE","other_40kto44kE","other_45kto49kE","other_50kto59kE","other_60kto74kE","other_75kto99kE","other_100kto124kE","other_125kto149kE","other_150kto199kE","other_200ktomoreE","mixed_totalE","mixed_less10kE","mixed_10kto14kE","mixed_15kto19kE","mixed_20kto24kE","mixed_25kto29kE","mixed_30kto34kE","mixed_35kto39kE","mixed_40kto44kE","mixed_45kto49kE","mixed_50kto59kE","mixed_60kto74kE","mixed_75kto99kE","mixed_100kto124kE","mixed_125kto149kE","mixed_150kto199kE","mixed_200ktomoreE","w_nothisp_totalE","w_nothisp_less10kE","w_nothisp_10kto14kE","w_nothisp_15kto19kE","w_nothisp_20kto24kE","w_nothisp_25kto29kE","w_nothisp_30kto34kE","w_nothisp_35kto39kE","w_nothisp_40kto44kE","w_nothisp_45kto49kE","w_nothisp_50kto59kE","w_nothisp_60kto74kE","w_nothisp_75kto99kE","w_nothisp_100kto124kE","w_nothisp_125kto149kE","w_nothisp_150kto199kE","w_nothisp_200ktomoreE","hisp_totalE","hisp_less10kE","hisp_10kto14kE","hisp_15kto19kE","hisp_20kto24kE","hisp_25kto29kE","hisp_30kto34kE","hisp_35kto39kE","hisp_40kto44kE","hisp_45kto49kE","hisp_50kto59kE","hisp_60kto74kE","hisp_75kto99kE","hisp_100kto124kE","hisp_125kto149kE","hisp_150kto199kE","hisp_200ktomoreE","WHITE_less25","WHITE_25_to_34","WHITE_35_to_49","WHITE_50_to_74","WHITE_75_to_99","WHITE_100_to_149","WHITE_150_to_199","WHITE_200_more","WHITE_TOTAL","BLACK_less25","BLACK_25_to_34","BLACK_35_to_49","BLACK_50_to_74","BLACK_75_to_99","BLACK_100_to_149","BLACK_150_to_199","BLACK_200_more","BLACK_TOTAL","AI_AN_less25","AI_AN_25_to_34","AI_AN_35_to_49","AI_AN_50_to_74","AI_AN_75_to_99","AI_AN_100_to_149","AI_AN_150_to_199","AI_AN_200_more","AI_AN_TOTAL","ASIAN_less25","ASIAN_25_to_34","ASIAN_35_to_49","ASIAN_50_to_74","ASIAN_75_to_99","ASIAN_100_to_149","ASIAN_150_to_199","ASIAN_200_more","ASIAN_TOTAL","NHPI_less25","NHPI_25_to_34","NHPI_35_to_49","NHPI_50_to_74","NHPI_75_to_99","NHPI_100_to_149","NHPI_150_to_199","NHPI_200_more","NHPI_TOTAL","OTHER_less25","OTHER_25_to_34","OTHER_35_to_49","OTHER_50_to_74","OTHER_75_to_99","OTHER_100_to_149","OTHER_150_to_199","OTHER_200_more","OTHER_TOTAL","MIXED_less25","MIXED_25_to_34","MIXED_35_to_49","MIXED_50_to_74","MIXED_75_to_99","MIXED_100_to_149","MIXED_150_to_199","MIXED_200_more","MIXED_TOTAL","W_NOTHISP_less25","W_NOTHISP_25_to_34","W_NOTHISP_35_to_49","W_NOTHISP_50_to_74","W_NOTHISP_75_to_99","W_NOTHISP_100_to_149","W_NOTHISP_150_to_199","W_NOTHISP_200_more","W_NOTHISP_TOTAL","HISP_less25","HISP_25_to_34","HISP_35_to_49","HISP_50_to_74","HISP_75_to_99","HISP_100_to_149","HISP_150_to_199","HISP_200_more","HISP_TOTAL","ALL_less25","ALL_25_to_34","ALL_35_to_49","ALL_50_to_74","ALL_75_to_99","ALL_100_to_149","ALL_150_to_199","ALL_200_more","ALL_TOTAL"
"24","55047","Green Lake County, Wisconsin",7691,303,283,284,296,448,331,277,402,393,761,799,1131,889,461,360,273,34,7,0,0,0,0,2,0,0,0,7,18,0,0,0,0,0,17,0,5,0,0,0,7,0,0,0,0,0,0,0,4,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,15,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,1,0,0,0,7,0,4,2,3,17,4,15,0,0,0,0,168,18,1,7,3,2,10,0,19,38,23,25,13,0,2,7,0,7538,300,283,284,290,446,329,274,399,393,750,749,1099,871,460,338,273,253,4,0,0,6,9,14,7,19,11,28,57,51,18,1,28,0,1166,779,1072,1560,1131,1350,360,273,7691,7,2,0,25,0,0,0,0,34,5,7,0,0,0,4,0,1,17,0,0,0,0,0,15,9,0,24,0,0,0,0,0,0,0,0,0,1,7,9,21,15,0,0,0,53,29,12,57,48,13,2,7,0,168,1157,775,1066,1499,1099,1331,338,273,7538,10,23,37,85,51,19,28,0,253,2375,1605,2241,3238,2309,2721,742,547,15778
"25","55049","Iowa County, Wisconsin",9515,380,380,254,483,291,317,319,342,474,800,809,1544,1058,758,821,485,15,0,0,4,0,0,0,0,1,2,0,0,0,0,5,3,0,18,0,0,6,0,0,0,0,0,0,0,11,0,0,1,0,0,59,0,0,0,0,0,11,0,3,0,3,8,8,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,20,0,0,0,0,0,0,2,0,0,4,116,11,1,0,0,0,6,0,6,0,5,3,17,18,4,45,0,9466,380,380,254,483,286,317,319,340,468,800,808,1527,1042,758,819,485,79,1,0,0,0,5,23,0,3,6,0,1,18,16,4,2,0,1497,608,1135,1609,1544,1816,821,485,9515,4,0,3,0,0,5,3,0,15,6,0,0,11,0,1,0,0,18,0,11,3,11,8,26,0,0,59,0,0,0,0,0,0,0,0,0,0,20,0,0,0,2,0,4,26,12,6,6,8,17,22,45,0,116,1497,603,1127,1608,1527,1800,819,485,9466,1,28,9,1,18,20,2,0,79,3017,1276,2283,3248,3114,3692,1690,974,19294
"26","55051","Iron County, Wisconsin",2736,131,155,179,195,129,209,122,131,153,257,237,297,276,125,81,59,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,0,0,3,0,6,0,0,4,0,6,0,1,0,0,0,0,11,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,29,1,4,4,0,4,0,0,9,0,1,2,4,0,0,0,0,2715,131,155,175,195,127,209,122,131,153,242,237,297,276,125,81,59,29,0,0,4,0,6,0,0,0,0,15,0,1,3,0,0,0,660,338,406,494,297,401,81,59,2736,0,0,0,0,0,0,0,2,2,3,6,4,6,1,0,0,0,20,0,3,0,0,0,4,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,9,4,9,3,4,0,0,0,29,656,336,406,479,297,401,81,59,2715,4,6,0,15,1,3,0,0,29,1332,693,825,997,600,812,162,124,5545
"27","55053","Jackson County, Wisconsin",7379,304,465,348,325,306,366,302,373,262,595,989,1115,649,380,347,253,10,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,328,33,11,23,43,20,36,7,29,11,22,47,25,8,6,5,2,8,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,69,0,0,1,6,0,2,0,0,1,30,3,2,0,0,20,4,155,21,17,13,2,1,2,12,10,4,3,1,41,23,0,2,3,7335,304,465,348,325,306,350,302,373,262,584,987,1112,649,380,347,241,115,0,0,12,6,0,16,2,3,4,41,5,8,0,0,2,16,1442,672,937,1584,1115,1029,347,253,7379,0,0,3,7,0,0,0,0,10,110,56,47,69,25,14,5,2,328,0,0,0,6,2,0,0,0,8,0,0,0,1,0,0,0,0,1,7,2,1,33,2,0,20,4,69,53,3,26,4,41,23,2,3,155,1442,656,937,1571,1112,1029,347,241,7335,18,16,9,46,8,0,2,16,115,3072,1405,1960,3321,2305,2095,723,519,15400
"28","55055","Jefferson County, Wisconsin",32264,1209,833,853,1096,1357,1367,1125,1452,1349,2539,3546,4569,4244,2740,2544,1441,169,22,0,30,0,3,5,0,0,39,19,0,13,26,12,0,0,87,0,19,4,0,49,0,0,0,0,2,0,0,13,0,0,0,181,0,0,11,0,32,4,0,0,0,4,4,39,27,13,29,18,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505,0,23,12,45,8,40,24,139,7,19,90,73,0,1,0,24,639,17,72,25,0,33,16,22,14,18,28,135,86,99,27,16,31,31602,1185,809,830,1046,1339,1254,1031,1435,1336,2471,3529,4512,4167,2696,2526,1436,1539,40,120,39,95,69,163,132,156,20,88,195,178,117,67,19,41,3991,2724,3926,6085,4569,6984,2544,1441,32264,52,8,39,19,13,38,0,0,169,23,49,0,2,0,13,0,0,87,11,36,0,8,39,40,29,18,181,16,0,0,0,0,0,0,0,16,80,48,170,109,73,1,0,24,505,114,49,54,163,86,126,16,31,639,3870,2593,3802,6000,4512,6863,2526,1436,31602,294,232,308,283,178,184,19,41,1539,8451,5739,8299,12669,9470,14249,5134,2991,67002
"29","55057","Juneau County, Wisconsin",9837,406,508,476,411,596,410,388,572,412,831,1183,1535,1043,482,327,257,44,0,8,13,0,0,0,0,11,0,2,7,3,0,0,0,0,63,12,2,0,4,0,2,0,11,0,3,14,13,2,0,0,0,34,0,0,0,0,0,0,0,0,0,0,3,24,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,2,0,3,0,10,0,19,3,19,13,0,12,0,0,0,0,304,1,13,8,20,25,4,23,9,9,56,22,57,23,18,14,2,9765,406,508,470,406,596,405,384,566,412,826,1174,1527,1032,475,327,251,183,0,0,6,20,10,5,23,9,19,24,9,27,18,7,0,6,1801,1006,1372,2014,1535,1525,327,257,9837,21,0,11,9,3,0,0,0,44,18,2,11,17,13,2,0,0,63,0,0,0,3,24,4,0,3,34,0,0,0,0,0,0,0,0,0,5,10,41,13,12,0,0,0,81,42,29,41,78,57,41,14,2,304,1790,1001,1362,2000,1527,1507,327,251,9765,26,15,51,33,27,25,0,6,183,3703,2063,2889,4167,3198,3104,668,519,20311
"30","55059","Kenosha County, Wisconsin",56379,2268,1573,1562,2469,2020,2137,2142,1998,1935,4360,6380,8215,5342,5499,4635,3844,3801,430,369,202,392,120,361,78,129,194,298,339,437,192,123,52,85,237,79,22,0,0,14,0,0,13,0,9,59,18,5,0,16,2,978,41,8,64,0,37,90,29,86,0,66,127,115,87,60,72,96,89,0,0,0,0,0,0,60,0,0,0,0,0,12,0,0,17,1468,85,17,50,73,0,30,58,62,114,225,184,299,28,122,43,78,2925,121,130,16,87,21,140,62,158,189,604,206,369,290,220,174,138,53534,2044,1440,1546,2380,1831,1975,1940,1895,1785,4203,6001,7853,5124,5198,4548,3771,5897,408,203,79,163,203,326,289,225,453,685,701,766,407,520,281,188,7872,4157,6075,10740,8215,10841,4635,3844,56379,1393,481,401,637,437,315,52,85,3801,101,14,13,68,18,5,16,2,237,113,127,115,193,115,147,72,96,978,0,0,60,0,0,12,0,17,89,225,30,234,409,299,150,43,78,1468,354,161,409,810,369,510,174,138,2925,7410,3806,5620,10204,7853,10322,4548,3771,53534,853,529,967,1386,766,927,281,188,5897,18321,9305,13894,24447,18072,23229,9821,8219,125308
"31","55061","Kewaunee County, Wisconsin",7826,321,242,210,243,275,237,356,353,341,612,938,1232,1053,662,506,245,65,0,0,1,0,0,2,0,0,0,11,26,25,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,48,0,0,35,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,6,0,0,4,0,4,0,4,134,18,0,0,0,0,8,44,8,0,8,13,22,11,0,2,0,7794,321,242,210,239,253,235,356,353,341,608,938,1232,1053,662,506,245,122,0,0,35,4,22,2,31,0,0,4,10,6,0,4,0,4,1016,512,1050,1550,1232,1715,506,245,7826,1,2,0,37,25,0,0,0,65,0,13,0,0,0,0,0,0,13,35,0,0,3,10,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,6,0,4,4,0,4,18,18,8,52,21,22,11,2,0,134,1012,488,1050,1546,1232,1715,506,245,7794,39,24,31,14,6,4,0,4,122,2121,1047,2189,3171,2531,3449,1014,498,16020
"32","55063","La Crosse County, Wisconsin",46125,1836,1630,1819,1935,2361,1954,2040,2303,2241,3914,4810,6374,4416,3047,2252,3193,691,43,72,94,0,13,48,54,0,4,44,17,229,57,0,0,16,153,0,31,0,30,0,12,0,0,0,36,12,13,17,2,0,0,1672,289,28,0,67,70,75,10,145,63,153,188,157,110,61,139,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,4,7,3,8,0,64,8,0,7,23,1,0,11,0,15,811,49,10,23,50,60,0,16,21,99,27,279,66,23,0,73,15,45694,1818,1630,1745,1935,2361,1917,2040,2269,2165,3886,4792,6345,4388,3002,2208,3193,614,18,45,74,3,8,37,74,42,76,35,18,41,28,56,44,15,7220,4315,6584,8724,6374,7463,2252,3193,46125,209,61,58,61,229,57,0,16,691,61,12,0,48,13,19,0,0,153,384,145,218,341,157,171,139,117,1672,0,0,0,0,0,0,0,0,0,14,8,72,30,1,11,0,15,151,132,60,136,306,66,23,73,15,811,7128,4278,6474,8678,6345,7390,2208,3193,45694,140,45,192,53,41,84,44,15,614,15288,8924,13734,18241,13226,15218,4716,6564,95911
"33","55065","Lafayette County, Wisconsin",6525,282,217,264,234,429,260,221,321,267,504,755,1130,645,410,370,216,26,0,0,0,0,0,13,0,3,0,0,8,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,29,0,0,0,0,0,0,8,0,8,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,7,5,0,0,0,6,3,3,4,1,0,55,6,1,3,6,1,0,4,0,0,8,4,15,5,1,1,0,6438,282,217,264,232,418,241,211,321,267,499,740,1121,631,408,370,216,137,0,0,0,6,11,26,15,0,0,8,21,24,19,6,1,0,997,689,809,1259,1130,1055,370,216,6525,0,13,3,8,0,2,0,0,26,0,0,0,3,0,0,0,0,3,0,0,16,13,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,7,5,6,3,7,1,0,29,16,1,4,12,15,6,1,0,55,995,659,799,1239,1121,1039,370,216,6438,6,37,15,29,24,25,1,0,137,2014,1406,1651,2569,2293,2134,743,432,13242
"34","55067","Langlade County, Wisconsin",8148,419,526,340,382,413,382,493,436,474,548,880,1252,785,291,306,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,4,30,0,0,0,0,0,0,0,0,1,0,0,0,2,0,18,2,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,22,9,0,0,12,0,0,0,0,0,0,0,0,1,0,0,0,178,0,0,2,0,8,24,0,37,1,39,21,31,10,2,0,3,8131,418,526,339,382,402,380,493,436,474,548,879,1252,784,291,306,221,75,10,0,1,12,11,3,0,4,0,0,20,0,12,2,0,0,1667,795,1403,1428,1252,1076,306,221,8148,0,0,0,0,0,0,0,0,0,34,0,0,1,0,0,2,0,37,2,0,0,16,0,0,0,0,18,0,0,0,0,1,0,0,0,1,21,0,0,0,0,1,0,0,22,2,32,38,60,31,12,0,3,178,1665,782,1403,1427,1252,1075,306,221,8131,23,14,4,20,0,14,0,0,75,3414,1623,2848,2952,2536,2178,614,445,16610
"35","55069","Lincoln County, Wisconsin",11803,552,631,476,621,442,656,392,474,534,1023,1192,2016,1136,786,560,312,26,0,0,0,0,8,0,0,1,14,0,1,0,0,2,0,0,37,0,0,0,1,0,0,0,0,0,0,1,34,0,1,0,0,32,1,0,12,8,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,138,0,0,0,13,8,10,8,0,7,1,14,20,28,10,19,0,11727,552,631,476,604,442,656,392,474,534,1023,1147,2012,1131,786,558,309,127,14,0,0,17,0,10,0,0,1,0,55,4,10,0,13,3,2280,1098,1400,2215,2016,1922,560,312,11803,0,8,15,1,0,2,0,0,26,1,0,0,1,34,1,0,0,37,21,0,0,0,0,1,0,10,32,0,0,0,0,0,0,0,0,0,14,0,0,1,0,3,0,1,19,13,18,15,15,20,38,19,0,138,2263,1098,1400,2170,2012,1917,558,309,11727,31,10,1,55,4,10,13,3,127,4623,2232,2831,4458,4086,3894,1150,635,23909
"36","55071","Manitowoc County, Wisconsin",33168,1249,1333,1249,1608,1674,1246,1446,1536,1831,2914,3800,5007,3451,1962,1622,1240,226,29,30,53,0,0,36,5,32,0,23,18,0,0,0,0,0,104,13,0,0,5,0,22,1,0,3,8,36,4,8,0,0,4,544,12,65,3,0,64,12,47,18,27,55,66,64,38,7,31,35,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,89,14,4,0,8,0,11,0,8,0,23,0,21,0,0,0,0,693,72,9,11,32,38,7,42,85,41,18,110,67,103,11,30,17,32581,1216,1260,1243,1563,1654,1238,1377,1468,1829,2844,3760,4908,3405,1962,1614,1240,1012,104,77,59,72,30,19,83,141,43,94,73,149,52,0,16,0,5439,2920,4813,6714,5007,5413,1622,1240,33168,112,36,37,41,0,0,0,0,226,18,22,4,44,4,8,0,4,104,80,76,92,121,64,45,31,35,544,0,0,10,0,0,0,0,0,10,26,11,8,23,21,0,0,0,89,124,45,168,128,67,114,30,17,693,5282,2892,4674,6604,4908,5367,1614,1240,32581,312,49,267,167,149,52,16,0,1012,11393,6051,10073,13842,10220,10999,3313,2536,68427
"37","55073","Marathon County, Wisconsin",52564,1655,1672,1872,2317,2527,2230,1947,2466,2329,4151,5387,8985,5664,3476,3112,2774,330,0,14,33,10,0,67,0,0,58,0,0,16,0,77,5,50,123,0,29,17,7,0,4,0,0,15,0,32,11,6,1,1,0,1808,39,15,30,79,27,35,32,71,80,156,140,348,348,93,154,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,6,0,8,11,10,50,59,15,0,92,0,30,31,2,6,4,1069,51,52,11,66,54,40,25,135,55,19,341,80,47,15,64,14,52036,1589,1632,1837,2258,2517,2159,1939,2457,2279,4105,5375,8931,5660,3452,3096,2750,1114,75,55,57,93,21,147,83,22,105,138,81,110,46,24,33,24,7516,4757,6742,9538,8985,9140,3112,2774,52564,57,67,58,0,16,77,5,50,330,53,4,15,32,11,7,1,0,123,163,62,183,296,348,441,154,161,1808,0,0,0,0,0,0,0,0,0,25,60,74,92,30,33,6,4,324,180,94,215,360,80,62,64,14,1069,7316,4676,6675,9480,8931,9112,3096,2750,52036,280,168,210,219,110,70,33,24,1114,15590,9888,14172,20017,18511,18942,6471,5777,109368
"38","55075","Marinette County, Wisconsin",17803,703,808,994,837,1141,744,726,877,1033,1652,2315,2480,1445,930,666,452,60,17,0,0,0,0,0,16,0,0,0,0,25,2,0,0,0,52,2,15,8,0,0,1,4,0,0,12,6,3,0,1,0,0,26,0,2,0,0,1,0,0,0,0,0,1,8,2,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,20,0,10,9,0,0,9,0,3,0,0,12,0,340,3,8,1,10,38,57,0,19,8,23,45,14,83,10,7,14,17706,703,796,994,830,1118,733,726,875,1033,1652,2314,2476,1432,920,666,438,182,0,14,0,27,26,21,8,2,0,10,7,18,13,10,12,14,3342,1885,2636,3967,2480,2375,666,452,17803,17,0,16,0,25,2,0,0,60,25,1,4,18,3,1,0,0,52,2,1,0,1,8,2,7,5,26,0,0,0,0,0,0,0,0,0,20,10,9,9,3,0,12,0,63,22,95,27,68,14,93,7,14,340,3323,1851,2634,3966,2476,2352,666,438,17706,41,47,10,17,18,23,12,14,182,6792,3890,5336,8046,5027,4848,1370,923,36232
"39","55077","Marquette County, Wisconsin",6510,266,200,300,328,427,402,294,363,345,542,763,883,677,309,296,115,22,0,0,3,0,5,5,0,0,2,0,7,0,0,0,0,0,34,5,6,0,2,0,0,0,2,0,5,7,7,0,0,0,0,15,8,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,13,0,0,0,8,0,0,0,4,0,1,1,0,0,0,80,2,3,12,0,3,9,5,3,3,5,9,11,11,4,0,0,6426,266,197,296,328,412,394,291,348,342,529,763,880,668,301,296,115,117,0,16,4,0,15,16,3,15,3,22,2,4,9,8,0,0,1094,829,1002,1305,883,986,296,115,6510,3,10,2,7,0,0,0,0,22,13,0,2,12,7,0,0,0,34,8,0,0,0,0,7,0,0,15,0,0,0,0,0,0,0,0,0,13,8,0,4,1,1,0,0,27,17,12,11,14,11,15,0,0,80,1087,806,981,1292,880,969,296,115,6426,20,31,21,24,4,17,0,0,117,2255,1696,2019,2658,1786,1995,592,230,13231
"40","55078","Menominee County, Wisconsin",184,3,0,0,3,13,4,13,16,13,19,20,10,3,14,23,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,993,75,72,28,59,86,49,31,16,33,96,68,175,93,38,45,29,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,65,0,0,0,0,0,10,8,0,7,28,0,0,6,6,0,0,179,3,0,0,3,13,4,13,16,13,19,20,10,3,14,23,25,34,0,10,0,0,6,0,0,0,0,0,0,11,2,0,0,5,6,17,42,39,10,17,23,30,184,0,0,0,0,0,0,0,0,0,234,135,80,164,175,131,45,29,993,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,10,15,28,0,12,0,0,65,6,17,42,39,10,17,23,25,179,10,6,0,0,11,2,0,5,34,256,185,185,273,206,179,91,89,1464
"41","55079","Milwaukee County, Wisconsin",239783,10982,9561,8317,9944,10302,9122,9731,9620,10358,19192,25174,34741,24715,16106,16596,15322,96660,12323,10658,6315,7443,7003,6506,5130,5227,3923,7098,7975,8133,3958,2213,1499,1256,2111,202,79,169,90,39,162,82,99,155,69,269,360,63,87,142,44,12949,959,373,457,556,650,322,403,760,272,1013,1713,1636,1343,588,1021,883,33,0,0,0,0,0,0,0,3,0,0,0,13,0,7,10,0,18631,1621,925,888,1407,1046,1119,1226,1169,870,1842,2328,1631,1273,698,218,370,17225,1112,1064,865,896,920,944,914,1017,788,1602,1388,2278,1453,713,529,742,222807,9881,8419,7538,8946,9319,8025,8718,8816,9575,17910,23589,32457,23187,15637,15938,14852,44308,3004,2634,1999,2976,2499,2766,2683,2585,2289,3933,4613,5152,3458,1374,1120,1223,38804,19424,29709,44366,34741,40821,16596,15322,239783,36739,13509,14280,15073,8133,6171,1499,1256,96660,540,201,336,338,360,150,142,44,2111,2345,972,1435,2726,1636,1931,1021,883,12949,0,0,3,0,13,7,10,0,33,4841,2165,3265,4170,1631,1971,218,370,18631,3937,1864,2719,2990,2278,2166,529,742,17225,34784,17344,27109,41499,32457,38824,15938,14852,222807,10613,5265,7557,8546,5152,4832,1120,1223,44308,132603,60744,86413,119708,86401,96873,37073,34692,654507
"42","55081","Monroe County, Wisconsin",16712,507,806,581,858,795,737,583,1041,605,1495,1823,2556,1654,1190,883,598,275,24,0,10,19,0,19,0,0,21,0,46,96,0,8,0,32,138,5,4,5,0,19,0,4,19,4,12,3,15,35,8,5,0,32,0,0,0,0,0,0,0,0,7,0,0,2,0,5,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,6,0,12,1,8,10,15,20,13,9,39,29,23,5,21,32,333,5,19,0,0,3,1,24,14,74,17,106,28,4,11,23,4,16541,507,774,581,851,783,719,573,1041,579,1487,1800,2551,1649,1178,881,587,415,7,32,3,8,20,28,25,20,39,8,61,38,28,32,23,43,2752,1532,2229,3318,2556,2844,883,598,16712,53,19,21,46,96,8,0,32,275,14,19,27,15,15,43,5,0,138,0,0,7,0,2,5,0,18,32,0,0,0,0,0,0,0,0,0,19,18,48,48,29,28,21,32,243,24,4,112,123,28,15,23,4,333,2713,1502,2193,3287,2551,2827,881,587,16541,50,48,84,69,38,60,23,43,415,5625,3142,4721,6906,5315,5830,1836,1314,34689
"43","55083","Oconto County, Wisconsin",15702,606,514,539,609,680,619,528,753,616,1247,1857,2725,1839,1085,915,570,46,0,0,0,0,32,0,0,0,4,0,0,10,0,0,0,0,158,15,1,0,20,2,0,0,3,1,26,25,43,8,5,9,0,29,0,1,9,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,4,0,0,0,0,4,6,0,0,0,0,0,403,8,5,31,3,28,29,6,10,8,49,123,53,21,11,1,17,15630,599,508,537,609,680,615,528,748,616,1244,1818,2721,1837,1085,915,570,157,7,7,2,0,30,4,0,5,0,33,42,9,2,0,0,16,2268,1299,1897,3104,2725,2924,915,570,15702,0,32,4,0,10,0,0,0,46,36,2,4,51,43,13,9,0,158,10,9,10,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,14,47,57,24,172,53,32,1,17,403,2253,1295,1892,3062,2721,2922,915,570,15630,16,34,5,75,9,2,0,16,157,4630,2732,3836,6474,5561,5893,1840,1173,32139
