"","GEOID","NAME","all_over18","hisp_over18","white_over18","baa_over18","amin_over18","asian_over18","nhpi_over18","other_over18","multi_over18","summary_value"
"250","55101001002","Census Tract 10.02, Racine County, Wisconsin",1879,355,1432,277,12,11,0,147,185,2687
"251","55101001003","Census Tract 10.03, Racine County, Wisconsin",2476,420,1862,434,14,6,0,160,249,3847
"252","55101001101","Census Tract 11.01, Racine County, Wisconsin",2767,329,2311,283,20,35,4,114,210,3916
"253","55101001102","Census Tract 11.02, Racine County, Wisconsin",1800,208,1481,204,10,18,0,87,128,2434
"254","55101001201","Census Tract 12.01, Racine County, Wisconsin",2569,522,1751,514,19,19,3,263,262,3689
"255","55101001202","Census Tract 12.02, Racine County, Wisconsin",4515,1134,2780,1124,64,33,2,512,524,6758
"256","55101001301","Census Tract 13.01, Racine County, Wisconsin",2531,456,1990,275,16,16,0,234,233,3728
"257","55101001302","Census Tract 13.02, Racine County, Wisconsin",2657,630,1760,601,18,17,0,261,306,4021
"258","55101001401","Census Tract 14.01, Racine County, Wisconsin",2498,354,2065,250,22,21,0,140,214,3606
"259","55101001402","Census Tract 14.02, Racine County, Wisconsin",2498,260,2034,289,16,31,0,128,153,3396
"260","55101001501","Census Tract 15.01, Racine County, Wisconsin",2786,220,2609,49,17,40,1,70,182,3790
"261","55101001504","Census Tract 15.04, Racine County, Wisconsin",2175,156,1834,222,5,69,0,45,160,3062
"262","55101001505","Census Tract 15.05, Racine County, Wisconsin",3185,273,2637,344,12,97,0,95,209,4282
"263","55101001506","Census Tract 15.06, Racine County, Wisconsin",3157,205,2946,97,18,48,0,48,187,4122
"264","55101001507","Census Tract 15.07, Racine County, Wisconsin",2119,152,1929,108,14,22,2,44,139,2854
"265","55101001601","Census Tract 16.01, Racine County, Wisconsin",4761,299,4480,64,22,88,4,103,258,6193
"266","55101001602","Census Tract 16.02, Racine County, Wisconsin",2332,136,2157,58,6,51,0,60,120,3129
"267","55101001701","Census Tract 17.01, Racine County, Wisconsin",2743,298,1927,554,14,151,0,97,217,3715
"268","55101001702","Census Tract 17.02, Racine County, Wisconsin",5507,520,4175,1080,55,95,4,98,293,6998
"269","55101001703","Census Tract 17.03, Racine County, Wisconsin",3395,240,3120,119,15,65,0,76,176,4578
"270","55101001705","Census Tract 17.05, Racine County, Wisconsin",4378,286,3965,212,10,100,2,89,280,5828
"271","55101001706","Census Tract 17.06, Racine County, Wisconsin",3110,176,2733,197,11,101,0,68,153,3916
"272","55101001801","Census Tract 18.01, Racine County, Wisconsin",3793,175,3622,60,11,35,0,65,174,5076
"273","55101001802","Census Tract 18.02, Racine County, Wisconsin",2209,107,2132,15,4,16,0,42,79,2976
"274","55101001900","Census Tract 19, Racine County, Wisconsin",3005,153,2893,18,30,14,0,50,156,3926
"275","55101002001","Census Tract 20.01, Racine County, Wisconsin",2253,68,2203,3,8,15,0,24,87,2934
"276","55101002002","Census Tract 20.02, Racine County, Wisconsin",3810,99,3739,6,14,29,0,22,120,4982
"277","55101002100","Census Tract 21, Racine County, Wisconsin",2555,77,2519,5,0,7,0,24,105,3343
"278","55101002401","Census Tract 24.01, Racine County, Wisconsin",4384,304,4193,26,13,36,4,112,216,5964
"279","55101002402","Census Tract 24.02, Racine County, Wisconsin",3861,363,3632,45,10,46,3,125,253,5320
"280","55101002600","Census Tract 26, Racine County, Wisconsin",4502,167,4381,15,28,24,1,53,186,5810
"281","55101002701","Census Tract 27.01, Racine County, Wisconsin",2983,102,2908,8,1,25,1,40,114,3932
"282","55101002702","Census Tract 27.02, Racine County, Wisconsin",4806,159,4713,13,12,34,5,29,160,6305
"283","55101002800","Census Tract 28, Racine County, Wisconsin",4581,101,4514,8,14,17,0,28,163,6022
"284","55101002900","Census Tract 29, Racine County, Wisconsin",2777,910,1001,1266,21,18,3,468,377,4407
"285","55101980000","Census Tract 9800, Racine County, Wisconsin",922,33,745,131,41,5,0,0,4,939
"286","55101990000","Census Tract 9900, Racine County, Wisconsin",0,0,0,0,0,0,0,0,0,0
"287","55103970100","Census Tract 9701, Richland County, Wisconsin",2039,35,2026,1,6,2,0,4,55,2763
"288","55103970200","Census Tract 9702, Richland County, Wisconsin",3434,39,3413,4,9,2,0,6,91,4572
"289","55103970300","Census Tract 9703, Richland County, Wisconsin",1779,44,1725,12,2,14,0,26,57,2468
"290","55103970400","Census Tract 9704, Richland County, Wisconsin",2597,123,2470,23,11,37,0,56,103,3454
"291","55103970500","Census Tract 9705, Richland County, Wisconsin",3094,71,3012,6,12,16,0,48,120,4047
"292","55105000100","Census Tract 1, Rock County, Wisconsin",680,45,606,47,7,2,0,18,47,899
"293","55105000200","Census Tract 2, Rock County, Wisconsin",2058,131,1957,38,7,24,0,32,135,2851
"294","55105000300","Census Tract 3, Rock County, Wisconsin",1846,222,1473,171,20,81,3,98,201,2854
"295","55105000400","Census Tract 4, Rock County, Wisconsin",2601,217,2271,135,23,56,0,116,140,3700
"296","55133202400","Census Tract 2024, Waukesha County, Wisconsin",3651,420,3343,81,15,77,4,131,274,5018
"297","55133202500","Census Tract 2025, Waukesha County, Wisconsin",2992,423,2737,52,14,43,0,146,273,4088
"298","55133202600","Census Tract 2026, Waukesha County, Wisconsin",2207,322,1941,70,19,47,0,130,176,2887
"299","55133202700","Census Tract 2027, Waukesha County, Wisconsin",1545,173,1325,47,7,98,3,65,121,1844
"300","55133202800","Census Tract 2028, Waukesha County, Wisconsin",2574,803,2148,98,39,60,5,224,452,3827
"301","55133202901","Census Tract 2029.01, Waukesha County, Wisconsin",3230,256,2612,100,6,397,3,112,208,4250
"302","55133202902","Census Tract 2029.02, Waukesha County, Wisconsin",2885,143,2660,41,6,107,1,70,101,3420
"303","55133203000","Census Tract 2030, Waukesha County, Wisconsin",1820,208,1566,147,7,27,0,73,136,2298
"304","55133203103","Census Tract 2031.03, Waukesha County, Wisconsin",3230,543,2883,89,41,50,2,165,345,4516
"305","55133203104","Census Tract 2031.04, Waukesha County, Wisconsin",2401,195,2148,64,9,117,4,59,146,3164
"306","55133203105","Census Tract 2031.05, Waukesha County, Wisconsin",2507,113,2403,29,3,48,3,21,127,3385
"307","55133203106","Census Tract 2031.06, Waukesha County, Wisconsin",2681,280,2471,51,15,52,0,92,179,3554
"308","55133203107","Census Tract 2031.07, Waukesha County, Wisconsin",2899,181,2710,32,2,90,0,65,168,3892
"309","55133203200","Census Tract 2032, Waukesha County, Wisconsin",3274,37,3194,5,15,52,0,8,97,4210
"310","55133203303","Census Tract 2033.03, Waukesha County, Wisconsin",2932,67,2839,15,1,56,0,21,77,3712
"311","55133203304","Census Tract 2033.04, Waukesha County, Wisconsin",3897,104,3589,41,2,253,0,12,135,5588
"312","55133203305","Census Tract 2033.05, Waukesha County, Wisconsin",3572,102,3443,16,8,78,1,26,121,4685
"313","55133203307","Census Tract 2033.07, Waukesha County, Wisconsin",2418,102,2141,57,6,178,0,36,104,3068
"314","55133203308","Census Tract 2033.08, Waukesha County, Wisconsin",2732,114,2391,69,3,222,4,43,100,3342
"315","55133203402","Census Tract 2034.02, Waukesha County, Wisconsin",2983,55,2834,34,1,104,0,10,99,3941
"316","55133203403","Census Tract 2034.03, Waukesha County, Wisconsin",4238,99,4056,32,10,122,0,18,139,5770
"317","55133203404","Census Tract 2034.04, Waukesha County, Wisconsin",2695,111,2532,60,7,72,0,24,98,3587
"318","55133203405","Census Tract 2034.05, Waukesha County, Wisconsin",2889,62,2774,21,0,68,4,22,104,4252
"319","55133203406","Census Tract 2034.06, Waukesha County, Wisconsin",5076,112,4940,23,18,51,1,43,172,6885
"320","55133203501","Census Tract 2035.01, Waukesha County, Wisconsin",3033,42,2980,16,5,28,0,4,90,3921
"321","55133203502","Census Tract 2035.02, Waukesha County, Wisconsin",2004,27,1956,8,1,35,0,4,40,2676
"322","55133203601","Census Tract 2036.01, Waukesha County, Wisconsin",3155,106,3018,24,13,72,0,28,111,4072
"323","55133203602","Census Tract 2036.02, Waukesha County, Wisconsin",4283,137,4121,26,22,68,8,38,143,5940
"324","55133203702","Census Tract 2037.02, Waukesha County, Wisconsin",3696,122,3589,21,5,46,0,35,118,4796
"325","55133203703","Census Tract 2037.03, Waukesha County, Wisconsin",2498,41,2440,11,4,30,1,12,95,3430
"326","55133203704","Census Tract 2037.04, Waukesha County, Wisconsin",3613,93,3478,16,9,80,2,28,136,4766
"327","55133203802","Census Tract 2038.02, Waukesha County, Wisconsin",4462,131,4391,17,10,21,1,22,187,6125
"328","55133203803","Census Tract 2038.03, Waukesha County, Wisconsin",3048,65,2982,8,11,18,0,29,89,4033
"329","55133203805","Census Tract 2038.05, Waukesha County, Wisconsin",3684,144,3517,37,3,102,0,25,166,4996
"330","55133203806","Census Tract 2038.06, Waukesha County, Wisconsin",2226,65,2180,7,9,9,0,21,78,2834
"331","55133203901","Census Tract 2039.01, Waukesha County, Wisconsin",3555,134,3437,13,12,48,1,44,165,4884
"332","55133203902","Census Tract 2039.02, Waukesha County, Wisconsin",3246,109,3142,10,18,36,1,39,120,4345
"333","55133204002","Census Tract 2040.02, Waukesha County, Wisconsin",4222,95,4134,24,15,21,0,28,120,5545
"334","55133204003","Census Tract 2040.03, Waukesha County, Wisconsin",2925,111,2858,13,25,18,0,11,151,3894
"335","55133204004","Census Tract 2040.04, Waukesha County, Wisconsin",3341,52,3277,5,13,22,0,24,96,4227
"336","55133204100","Census Tract 2041, Waukesha County, Wisconsin",4085,104,4005,9,8,37,0,26,135,5365
"337","55133204201","Census Tract 2042.01, Waukesha County, Wisconsin",2198,102,2120,15,8,10,0,45,103,2896
"338","55133204202","Census Tract 2042.02, Waukesha County, Wisconsin",3034,63,2959,19,2,40,0,14,110,4294
"339","55133204301","Census Tract 2043.01, Waukesha County, Wisconsin",4923,125,4799,24,8,59,2,31,201,6697
"340","55063000100","Census Tract 1, La Crosse County, Wisconsin",3625,104,3282,82,27,191,0,43,140,4715
"341","55063000200","Census Tract 2, La Crosse County, Wisconsin",3748,140,3074,235,47,346,2,44,176,4997
"342","55063000300","Census Tract 3, La Crosse County, Wisconsin",2146,90,1887,149,11,65,1,33,79,2495
"343","55063000401","Census Tract 4.01, La Crosse County, Wisconsin",2221,101,1965,96,23,111,2,24,104,2498
"344","55063000402","Census Tract 4.02, La Crosse County, Wisconsin",2845,80,2694,49,11,60,2,29,91,3135
"345","55063000500","Census Tract 5, La Crosse County, Wisconsin",4878,214,4663,26,3,113,0,73,211,5272
"346","55063000600","Census Tract 6, La Crosse County, Wisconsin",1672,40,1597,15,6,43,0,11,62,2125
"347","55063000700","Census Tract 7, La Crosse County, Wisconsin",3445,68,3268,20,8,123,0,26,96,4453
"348","55063000800","Census Tract 8, La Crosse County, Wisconsin",2392,93,2208,41,7,56,1,79,89,3013
"349","55063000900","Census Tract 9, La Crosse County, Wisconsin",3110,115,2695,127,16,218,0,54,150,3870
"350","55063001000","Census Tract 10, La Crosse County, Wisconsin",2862,54,2629,78,10,123,1,21,102,3661
"351","55063001101","Census Tract 11.01, La Crosse County, Wisconsin",1680,29,1582,25,12,53,0,8,51,2155
"352","55063001102","Census Tract 11.02, La Crosse County, Wisconsin",3284,50,3090,47,10,129,0,8,106,4064
"353","55063001200","Census Tract 12, La Crosse County, Wisconsin",3251,51,3009,59,14,143,0,26,117,4207
"354","55063010101","Census Tract 101.01, La Crosse County, Wisconsin",4223,59,4122,9,18,46,0,28,94,5766
"355","55063010102","Census Tract 101.02, La Crosse County, Wisconsin",3712,81,3609,19,15,41,0,28,116,5112
"356","55063010202","Census Tract 102.02, La Crosse County, Wisconsin",5823,70,5463,23,13,292,6,26,126,8261
"357","55063010203","Census Tract 102.03, La Crosse County, Wisconsin",1470,22,1454,3,6,5,0,2,50,1961
"358","55063010204","Census Tract 102.04, La Crosse County, Wisconsin",3828,54,3516,25,7,266,1,13,106,5235
"359","55063010205","Census Tract 102.05, La Crosse County, Wisconsin",3962,25,3835,13,13,93,0,8,101,5387
"360","55063010300","Census Tract 103, La Crosse County, Wisconsin",3636,60,3466,36,16,91,2,25,100,4462
"361","55063010401","Census Tract 104.01, La Crosse County, Wisconsin",4128,88,3902,21,17,158,0,30,137,5712
"362","55063010403","Census Tract 104.03, La Crosse County, Wisconsin",4253,97,3781,59,19,359,2,33,154,5757
"363","55063010404","Census Tract 104.04, La Crosse County, Wisconsin",2905,80,2642,27,9,188,0,39,108,3927
"364","55063010500","Census Tract 105, La Crosse County, Wisconsin",4494,85,4113,55,14,288,0,24,145,5733
"365","55063010600","Census Tract 106, La Crosse County, Wisconsin",2889,40,2767,24,9,68,0,21,76,3756
"366","55063010700","Census Tract 107, La Crosse County, Wisconsin",4577,61,4413,39,24,73,0,28,99,5744
"367","55063010800","Census Tract 108, La Crosse County, Wisconsin",2515,38,2472,4,2,18,0,19,51,3311
"368","55065970100","Census Tract 9701, Lafayette County, Wisconsin",2220,34,2206,0,4,3,0,7,63,2954
"369","55065970200","Census Tract 9702, Lafayette County, Wisconsin",2769,385,2479,11,5,16,1,257,159,3970
"370","55065970300","Census Tract 9703, Lafayette County, Wisconsin",2441,129,2350,1,2,4,3,81,64,3426
"371","55065970400","Census Tract 9704, Lafayette County, Wisconsin",2287,54,2248,0,2,6,0,31,48,3050
"372","55065970500","Census Tract 9705, Lafayette County, Wisconsin",2373,55,2321,9,23,6,0,14,67,3211
"373","55067960101","Census Tract 9601.01, Langlade County, Wisconsin",1010,7,993,1,8,1,0,7,25,1163
"374","55067960102","Census Tract 9601.02, Langlade County, Wisconsin",1236,3,1216,3,10,2,0,5,32,1499
"375","55067960300","Census Tract 9603, Langlade County, Wisconsin",1963,31,1928,0,20,2,0,13,45,2466
"376","55067960400","Census Tract 9604, Langlade County, Wisconsin",2947,40,2891,8,25,9,0,14,86,3864
"377","55067960500","Census Tract 9605, Langlade County, Wisconsin",1475,32,1440,4,13,6,1,11,51,1821
"378","55067960600","Census Tract 9606, Langlade County, Wisconsin",3310,79,3180,21,53,19,0,37,120,4450
"379","55067960700","Census Tract 9607, Langlade County, Wisconsin",3242,59,3134,13,50,17,3,25,105,4228
"380","55069960100","Census Tract 9601, Lincoln County, Wisconsin",1929,16,1912,1,4,9,0,3,33,2283
"381","55069960200","Census Tract 9602, Lincoln County, Wisconsin",1998,28,1951,4,14,12,0,17,64,2634
"382","55069960300","Census Tract 9603, Lincoln County, Wisconsin",1560,23,1545,0,0,4,0,11,42,1851
"383","55069960400","Census Tract 9604, Lincoln County, Wisconsin",1520,18,1501,0,8,7,0,4,43,1883
"384","55069960500","Census Tract 9605, Lincoln County, Wisconsin",1546,23,1530,0,3,5,0,8,34,1914
"385","55105000500","Census Tract 5, Rock County, Wisconsin",3221,179,3013,81,6,41,7,73,184,4347
"386","55105000600","Census Tract 6, Rock County, Wisconsin",2528,145,2299,103,19,25,0,82,128,3364
"387","55105000700","Census Tract 7, Rock County, Wisconsin",2989,204,2723,80,19,74,0,93,145,3939
"388","55105000800","Census Tract 8, Rock County, Wisconsin",2920,168,2727,62,13,44,1,73,154,3928
"389","55105000900","Census Tract 9, Rock County, Wisconsin",2212,71,2113,23,6,43,4,23,99,2878
"390","55105001000","Census Tract 10, Rock County, Wisconsin",2396,266,2123,69,9,42,2,151,159,3380
"391","55105001100","Census Tract 11, Rock County, Wisconsin",4022,257,3726,97,11,51,0,137,205,5423
"392","55105001201","Census Tract 12.01, Rock County, Wisconsin",4274,91,4170,39,3,46,0,16,180,5709
"393","55105001202","Census Tract 12.02, Rock County, Wisconsin",4795,138,4493,160,19,65,1,57,167,6280
"394","55105001302","Census Tract 13.02, Rock County, Wisconsin",5072,156,4831,87,16,61,2,75,173,6499
"395","55105001303","Census Tract 13.03, Rock County, Wisconsin",3582,78,3447,23,2,85,0,25,115,4990
"396","55105001305","Census Tract 13.05, Rock County, Wisconsin",2620,100,2518,15,8,42,0,37,100,3560
"397","55105001306","Census Tract 13.06, Rock County, Wisconsin",3859,235,3511,160,18,70,4,96,170,5142
"398","55105001400","Census Tract 14, Rock County, Wisconsin",4327,303,4007,87,18,42,0,173,265,5871
"399","55105001500","Census Tract 15, Rock County, Wisconsin",2022,244,1285,335,9,241,14,138,66,2321
"400","55105001600","Census Tract 16, Rock County, Wisconsin",2907,823,1848,536,55,17,1,450,346,4694
"401","55105001700","Census Tract 17, Rock County, Wisconsin",3256,735,2210,543,57,30,0,416,356,5096
"402","55105001800","Census Tract 18, Rock County, Wisconsin",2603,931,1126,818,35,5,0,619,321,4249
"403","55105001900","Census Tract 19, Rock County, Wisconsin",1788,359,1323,212,21,24,2,206,160,2688
"404","55105002000","Census Tract 20, Rock County, Wisconsin",2600,390,2210,145,24,8,2,211,257,3837
"405","55105002100","Census Tract 21, Rock County, Wisconsin",2700,294,2250,258,11,18,0,163,183,3766
"406","55105002200","Census Tract 22, Rock County, Wisconsin",1748,91,1602,60,16,22,0,48,85,2296
"407","55105002300","Census Tract 23, Rock County, Wisconsin",1346,213,980,192,12,14,0,148,85,1870
"408","55105002400","Census Tract 24, Rock County, Wisconsin",2819,162,2578,108,8,27,0,98,123,3663
"409","55105002500","Census Tract 25, Rock County, Wisconsin",2021,284,1472,339,17,20,1,172,104,2646
"410","55105002601","Census Tract 26.01, Rock County, Wisconsin",4024,518,3186,411,31,76,0,320,307,5470
"411","55105002602","Census Tract 26.02, Rock County, Wisconsin",3143,300,2776,146,18,74,4,125,215,4175
"412","55105002700","Census Tract 27, Rock County, Wisconsin",1980,36,1944,9,8,6,0,13,49,2490
"413","55105002800","Census Tract 28, Rock County, Wisconsin",3911,68,3864,19,6,8,0,14,145,5164
"414","55105002901","Census Tract 29.01, Rock County, Wisconsin",2709,103,2632,15,3,22,4,33,123,3762
"415","55105002902","Census Tract 29.02, Rock County, Wisconsin",3582,136,3481,21,17,23,3,37,160,4972
"416","55105003001","Census Tract 30.01, Rock County, Wisconsin",3921,175,3773,43,18,18,0,69,166,5323
"417","55105003002","Census Tract 30.02, Rock County, Wisconsin",4327,110,4244,6,17,27,1,32,143,5692
"418","55105003101","Census Tract 31.01, Rock County, Wisconsin",2166,47,2108,6,9,24,1,18,50,2786
"419","55105003102","Census Tract 31.02, Rock County, Wisconsin",3671,103,3592,6,15,16,0,42,125,4953
"420","55105003200","Census Tract 32, Rock County, Wisconsin",1933,179,1834,4,8,8,0,79,82,2577
"421","55105003300","Census Tract 33, Rock County, Wisconsin",2587,237,2392,32,9,12,3,139,98,3583
"422","55107960100","Census Tract 9601, Rusk County, Wisconsin",2759,32,2733,3,8,2,0,13,82,3496
"423","55107960200","Census Tract 9602, Rusk County, Wisconsin",1575,24,1547,6,7,3,0,12,80,1993
"424","55107960300","Census Tract 9603, Rusk County, Wisconsin",1822,24,1798,0,12,4,0,8,57,2287
"425","55107960400","Census Tract 9604, Rusk County, Wisconsin",2078,26,2047,2,13,6,0,10,68,2905
"426","55107960500","Census Tract 9605, Rusk County, Wisconsin",2682,58,2600,23,13,24,0,22,99,3507
"427","55109120100","Census Tract 1201, St. Croix County, Wisconsin",1504,47,1471,4,2,11,2,14,68,2038
"428","55109120201","Census Tract 1202.01, St. Croix County, Wisconsin",4524,107,4366,41,10,65,7,35,166,6018
"429","55109120202","Census Tract 1202.02, St. Croix County, Wisconsin",3791,53,3663,18,10,78,0,22,134,5344
"430","55109120300","Census Tract 1203, St. Croix County, Wisconsin",4391,99,4261,18,25,49,2,36,164,5777
"431","55133204302","Census Tract 2043.02, Waukesha County, Wisconsin",3068,148,2921,32,7,29,0,79,117,4030
"432","55133204400","Census Tract 2044, Waukesha County, Wisconsin",1798,21,1763,4,2,20,1,8,38,2242
"433","55133204501","Census Tract 2045.01, Waukesha County, Wisconsin",1969,41,1934,4,2,18,0,11,68,2664
"434","55133204503","Census Tract 2045.03, Waukesha County, Wisconsin",2785,49,2745,0,4,15,5,16,84,3466
"435","55133204504","Census Tract 2045.04, Waukesha County, Wisconsin",2250,36,2211,9,1,17,0,12,61,2892
"436","55135100100","Census Tract 1001, Waupaca County, Wisconsin",2892,49,2835,2,26,4,0,25,79,3719
"437","55135100200","Census Tract 1002, Waupaca County, Wisconsin",2093,34,2054,1,8,10,0,20,39,2758
"438","55135100300","Census Tract 1003, Waupaca County, Wisconsin",2961,22,2940,1,2,7,0,11,87,3741
"439","55135100400","Census Tract 1004, Waupaca County, Wisconsin",3461,68,3396,9,16,11,0,29,72,4516
"440","55135100500","Census Tract 1005, Waupaca County, Wisconsin",2403,31,2335,10,25,24,0,9,40,2841
"441","55135100600","Census Tract 1006, Waupaca County, Wisconsin",3898,86,3827,5,11,26,0,29,137,4989
"442","55135100700","Census Tract 1007, Waupaca County, Wisconsin",2568,103,2478,5,18,6,0,61,87,3375
"443","55135100800","Census Tract 1008, Waupaca County, Wisconsin",3757,60,3709,6,8,11,0,23,98,4720
"444","55135100900","Census Tract 1009, Waupaca County, Wisconsin",4563,301,4288,39,34,28,0,174,153,6051
"445","55135101000","Census Tract 1010, Waupaca County, Wisconsin",4831,163,4613,66,27,49,2,74,168,6349
"446","55135101100","Census Tract 1011, Waupaca County, Wisconsin",3784,148,3617,19,47,21,2,78,159,5028
"447","55135101200","Census Tract 1012, Waupaca County, Wisconsin",2969,75,2905,3,2,12,0,47,69,3725
"448","55137960100","Census Tract 9601, Waushara County, Wisconsin",2342,29,2296,2,6,10,1,27,62,2959
"449","55137960201","Census Tract 9602.01, Waushara County, Wisconsin",1035,26,1025,3,2,0,1,4,34,1207
"450","55137960202","Census Tract 9602.02, Waushara County, Wisconsin",2172,30,2148,3,5,2,2,12,55,2666
"451","55137960300","Census Tract 9603, Waushara County, Wisconsin",2438,256,2299,6,9,12,1,111,161,3331
"452","55137960400","Census Tract 9604, Waushara County, Wisconsin",2668,119,2606,1,14,2,0,45,94,3490
"453","55137960600","Census Tract 9606, Waushara County, Wisconsin",1728,39,1683,3,11,12,0,19,47,2027
"454","55137960700","Census Tract 9607, Waushara County, Wisconsin",3630,200,3111,344,58,35,3,79,109,4425
"455","55137960800","Census Tract 9608, Waushara County, Wisconsin",3313,386,3080,11,21,14,2,185,172,4415
"456","55139000100","Census Tract 1, Winnebago County, Wisconsin",2099,73,1978,44,14,48,0,15,100,2895
"457","55139000200","Census Tract 2, Winnebago County, Wisconsin",1991,103,1796,82,27,41,0,45,92,2612
"458","55139000300","Census Tract 3, Winnebago County, Wisconsin",3064,64,2760,108,22,138,0,36,100,4120
"459","55139000400","Census Tract 4, Winnebago County, Wisconsin",2299,68,2042,115,9,96,0,37,86,3047
"460","55139000501","Census Tract 5.01, Winnebago County, Wisconsin",2513,158,2237,143,17,58,0,58,101,2838
"461","55139000502","Census Tract 5.02, Winnebago County, Wisconsin",2490,97,2205,141,20,90,0,34,129,3424
"462","55139000700","Census Tract 7, Winnebago County, Wisconsin",4313,225,3489,365,86,296,8,69,153,4777
"463","55139000800","Census Tract 8, Winnebago County, Wisconsin",2437,98,2203,59,27,105,2,41,113,3131
"464","55139000900","Census Tract 9, Winnebago County, Wisconsin",2569,59,2323,70,10,134,0,32,93,3389
"465","55139001000","Census Tract 10, Winnebago County, Wisconsin",2115,77,1896,89,7,81,0,42,65,2620
"466","55139001100","Census Tract 11, Winnebago County, Wisconsin",3241,205,2897,106,26,152,1,59,151,4255
"467","55139001200","Census Tract 12, Winnebago County, Wisconsin",1534,60,1427,36,5,37,1,28,61,2054
"468","55139001300","Census Tract 13, Winnebago County, Wisconsin",2029,84,1867,56,9,68,0,29,78,2699
"469","55139001400","Census Tract 14, Winnebago County, Wisconsin",3068,86,2916,49,12,54,1,36,116,3866
"470","55139001500","Census Tract 15, Winnebago County, Wisconsin",2278,76,2121,72,11,49,1,24,109,3092
"471","55139001600","Census Tract 16, Winnebago County, Wisconsin",3552,99,2874,444,56,156,0,22,59,4154
"472","55139001700","Census Tract 17, Winnebago County, Wisconsin",4497,194,3532,648,89,205,0,23,71,5336
"473","55139001801","Census Tract 18.01, Winnebago County, Wisconsin",4020,63,3785,53,18,141,0,23,127,5446
"474","55139001803","Census Tract 18.03, Winnebago County, Wisconsin",4885,116,4540,36,27,244,1,37,150,6075
"475","55139001804","Census Tract 18.04, Winnebago County, Wisconsin",3529,43,3382,8,4,124,0,11,71,4725
"476","55001950100","Census Tract 9501, Adams County, Wisconsin",2811,27,2769,2,12,12,1,15,78,3242
"477","55001950201","Census Tract 9502.01, Adams County, Wisconsin",1122,11,1102,7,6,0,0,7,38,1386
"478","55001950203","Census Tract 9502.03, Adams County, Wisconsin",784,20,777,3,2,0,0,2,23,935
"479","55001950204","Census Tract 9502.04, Adams County, Wisconsin",1410,31,1389,2,4,0,4,11,26,1646
"480","55001950400","Census Tract 9504, Adams County, Wisconsin",3546,114,3438,29,15,22,0,42,113,4491
"481","55001950501","Census Tract 9505.01, Adams County, Wisconsin",1215,19,1203,1,2,4,1,4,31,1418
"482","55001950502","Census Tract 9505.02, Adams County, Wisconsin",3244,198,2607,477,100,28,3,29,104,3775
"483","55001950700","Census Tract 9507, Adams County, Wisconsin",2958,133,2828,49,35,13,1,32,141,3761
"484","55003940000","Census Tract 9400, Ashland County, Wisconsin",1368,31,539,4,821,0,1,3,40,2066
"485","55003950300","Census Tract 9503, Ashland County, Wisconsin",2162,64,1962,30,131,28,2,9,114,2735
"486","55003950400","Census Tract 9504, Ashland County, Wisconsin",1755,35,1571,9,145,24,1,5,83,2267
"487","55003950500","Census Tract 9505, Ashland County, Wisconsin",1479,16,1426,0,39,8,0,6,69,2212
"488","55003950600","Census Tract 9506, Ashland County, Wisconsin",1094,6,1072,2,15,5,0,0,22,1356
"489","55003950700","Census Tract 9507, Ashland County, Wisconsin",1638,20,1612,6,12,2,0,6,43,2043
"490","55003950800","Census Tract 9508, Ashland County, Wisconsin",2535,47,2205,31,270,6,5,18,184,3348
"491","55003990000","Census Tract 9900, Ashland County, Wisconsin",0,0,0,0,0,0,0,0,0,0
"492","55005000100","Census Tract 1, Barron County, Wisconsin",3152,25,3104,3,27,8,0,10,83,3931
"493","55005000200","Census Tract 2, Barron County, Wisconsin",3091,97,2889,11,121,13,0,57,115,4079
"494","55005000300","Census Tract 3, Barron County, Wisconsin",3179,91,3076,11,42,21,0,29,123,4182
"495","55005000400","Census Tract 4, Barron County, Wisconsin",4271,140,3681,436,31,48,0,75,159,5669
"496","55005000500","Census Tract 5, Barron County, Wisconsin",3501,89,3394,19,25,41,1,21,148,4677
"497","55005000601","Census Tract 6.01, Barron County, Wisconsin",1936,52,1859,18,5,40,1,13,58,2466
"498","55005000602","Census Tract 6.02, Barron County, Wisconsin",2834,96,2716,16,28,21,0,53,130,3689
"499","55005000800","Census Tract 8, Barron County, Wisconsin",4092,56,3990,13,13,39,1,36,137,5527
"500","55005000900","Census Tract 9, Barron County, Wisconsin",3701,68,3601,10,10,27,1,52,119,4961
"501","55005001001","Census Tract 10.01, Barron County, Wisconsin",1438,19,1416,0,11,3,1,7,27,1935
"502","55005001003","Census Tract 10.03, Barron County, Wisconsin",1270,20,1260,0,3,5,0,2,53,1607
"503","55005001004","Census Tract 10.04, Barron County, Wisconsin",3138,29,3095,4,15,15,0,9,92,3988
"504","55007960100","Census Tract 9601, Bayfield County, Wisconsin",2448,53,1493,4,931,7,0,13,144,3241
"505","55007960200","Census Tract 9602, Bayfield County, Wisconsin",1558,15,1527,2,22,1,0,6,61,1902
"506","55007960300","Census Tract 9603, Bayfield County, Wisconsin",2877,61,2688,14,131,11,0,33,125,3671
"507","55011960100","Census Tract 9601, Buffalo County, Wisconsin",1969,14,1953,1,0,7,0,8,41,2622
"508","55011960200","Census Tract 9602, Buffalo County, Wisconsin",2197,41,2152,13,7,9,5,11,75,2979
"509","55011960300","Census Tract 9603, Buffalo County, Wisconsin",1635,31,1605,2,9,1,2,16,34,2050
