"","GEOID","NAME","all_over18","hisp_over18","white_over18","baa_over18","amin_over18","asian_over18","nhpi_over18","other_over18","multi_over18","summary_value"
"510","55011960400","Census Tract 9604, Buffalo County, Wisconsin",1986,38,1944,7,4,0,1,30,48,2471
"511","55011960500","Census Tract 9605, Buffalo County, Wisconsin",2515,71,2447,6,13,2,4,43,54,3195
"512","55013970400","Census Tract 9704, Burnett County, Wisconsin",3620,24,3413,16,171,5,2,13,132,4323
"513","55013970600","Census Tract 9706, Burnett County, Wisconsin",1610,18,1394,4,200,3,3,6,72,2082
"514","55013970700","Census Tract 9707, Burnett County, Wisconsin",2128,26,2049,4,66,2,0,7,91,2600
"515","55013970800","Census Tract 9708, Burnett County, Wisconsin",1910,30,1834,14,30,14,2,16,72,2468
"516","55013970900","Census Tract 9709, Burnett County, Wisconsin",2276,42,2213,10,21,17,1,14,85,3036
"517","55013971000","Census Tract 9710, Burnett County, Wisconsin",1588,14,1562,4,11,6,1,4,58,2017
"518","55015020100","Census Tract 201, Calumet County, Wisconsin",3600,175,3452,4,21,15,2,106,118,4912
"519","55015020200","Census Tract 202, Calumet County, Wisconsin",2806,179,2675,2,19,3,0,107,123,3840
"520","55069960600","Census Tract 9606, Lincoln County, Wisconsin",3510,30,3475,0,6,6,0,23,49,4438
"521","55069960700","Census Tract 9607, Lincoln County, Wisconsin",2934,26,2898,7,5,20,2,2,68,3845
"522","55069960800","Census Tract 9608, Lincoln County, Wisconsin",2659,65,2595,15,11,21,0,17,109,3468
"523","55069960900","Census Tract 9609, Lincoln County, Wisconsin",2047,38,1979,24,27,4,0,13,54,2637
"524","55069961000","Census Tract 9610, Lincoln County, Wisconsin",2751,54,2703,0,13,7,0,28,67,3462
"525","55071000100","Census Tract 1, Manitowoc County, Wisconsin",4490,246,4177,75,31,105,1,101,192,5731
"526","55071000200","Census Tract 2, Manitowoc County, Wisconsin",1880,52,1794,19,3,53,0,11,62,2432
"527","55071000300","Census Tract 3, Manitowoc County, Wisconsin",4550,86,4378,27,19,82,4,40,106,5649
"528","55071000400","Census Tract 4, Manitowoc County, Wisconsin",2999,155,2801,75,26,45,0,52,162,4194
"529","55071000500","Census Tract 5, Manitowoc County, Wisconsin",1910,200,1596,71,21,138,0,84,145,2731
"530","55071000600","Census Tract 6, Manitowoc County, Wisconsin",4321,189,3848,55,26,294,0,98,132,5459
"531","55071000700","Census Tract 7, Manitowoc County, Wisconsin",4369,287,3862,67,31,302,0,107,254,6037
"532","55071000800","Census Tract 8, Manitowoc County, Wisconsin",3056,270,2687,105,36,115,0,113,177,4145
"533","55071005100","Census Tract 51, Manitowoc County, Wisconsin",1813,25,1745,14,12,37,2,3,60,2231
"534","55071005200","Census Tract 52, Manitowoc County, Wisconsin",3489,57,3379,31,17,39,0,23,117,4477
"535","55071005300","Census Tract 53, Manitowoc County, Wisconsin",1510,60,1412,32,10,31,0,25,45,2006
"536","55071005400","Census Tract 54, Manitowoc County, Wisconsin",2195,92,1983,36,23,108,0,45,141,2971
"537","55071010100","Census Tract 101, Manitowoc County, Wisconsin",3440,59,3363,5,21,10,0,41,91,4405
"538","55071010200","Census Tract 102, Manitowoc County, Wisconsin",4536,47,4435,17,20,27,0,37,90,5721
"539","55071010300","Census Tract 103, Manitowoc County, Wisconsin",3295,94,3235,0,10,9,1,40,85,4378
"540","55071010400","Census Tract 104, Manitowoc County, Wisconsin",4616,163,4529,0,8,11,0,68,160,6083
"541","55071010500","Census Tract 105, Manitowoc County, Wisconsin",2872,52,2781,35,5,25,1,25,102,3562
"542","55071010600","Census Tract 106, Manitowoc County, Wisconsin",3862,169,3749,17,10,22,0,64,141,5056
"543","55071010700","Census Tract 107, Manitowoc County, Wisconsin",3064,77,3011,8,9,9,1,26,67,4091
"544","55071990000","Census Tract 9900, Manitowoc County, Wisconsin",0,0,0,0,0,0,0,0,0,0
"545","55073000100","Census Tract 1, Marathon County, Wisconsin",2344,149,1897,111,41,225,3,67,142,3118
"546","55073000200","Census Tract 2, Marathon County, Wisconsin",2014,61,1763,14,21,196,0,20,83,2766
"547","55073000300","Census Tract 3, Marathon County, Wisconsin",3914,89,3638,30,14,203,0,29,137,5198
"548","55073000400","Census Tract 4, Marathon County, Wisconsin",4760,137,4016,76,33,562,0,73,160,6219
"549","55073000500","Census Tract 5, Marathon County, Wisconsin",2157,71,1721,41,12,340,0,43,88,2992
"550","55073000601","Census Tract 6.01, Marathon County, Wisconsin",1476,43,1129,22,10,296,3,16,52,1925
"551","55073000602","Census Tract 6.02, Marathon County, Wisconsin",2690,103,2116,53,28,437,3,53,137,3795
"552","55073000700","Census Tract 7, Marathon County, Wisconsin",4268,138,3703,72,38,393,5,57,228,5771
"553","55073000800","Census Tract 8, Marathon County, Wisconsin",2792,42,2657,22,13,78,4,18,84,3557
"554","55073000900","Census Tract 9, Marathon County, Wisconsin",1705,34,1597,16,12,68,3,9,64,2189
"555","55073001000","Census Tract 10, Marathon County, Wisconsin",2797,46,2608,18,13,146,1,11,75,3673
"556","55073001103","Census Tract 11.03, Marathon County, Wisconsin",3993,96,3444,45,17,442,5,40,156,5313
"557","55073001104","Census Tract 11.04, Marathon County, Wisconsin",4587,136,4062,56,34,370,0,65,164,6112
"558","55073001105","Census Tract 11.05, Marathon County, Wisconsin",1886,34,1800,7,7,62,1,9,43,2487
"559","55073001106","Census Tract 11.06, Marathon County, Wisconsin",4615,64,4254,24,11,296,1,29,135,6358
"560","55073001202","Census Tract 12.02, Marathon County, Wisconsin",4290,56,4207,12,6,34,0,31,117,5622
"561","55073001203","Census Tract 12.03, Marathon County, Wisconsin",3793,53,3542,25,20,183,0,23,90,5244
"562","55073001204","Census Tract 12.04, Marathon County, Wisconsin",3235,46,3124,12,16,67,0,16,88,4215
"563","55073001300","Census Tract 13, Marathon County, Wisconsin",5568,78,5222,17,6,282,0,41,137,7302
"564","55073001401","Census Tract 14.01, Marathon County, Wisconsin",2754,64,2539,17,4,141,0,53,100,3702
"565","55109120401","Census Tract 1204.01, St. Croix County, Wisconsin",5112,139,4952,27,28,46,1,58,214,7148
"566","55109120402","Census Tract 1204.02, St. Croix County, Wisconsin",3219,61,3145,9,6,30,0,29,119,4340
"567","55109120501","Census Tract 1205.01, St. Croix County, Wisconsin",4575,98,4385,97,13,47,0,33,184,6382
"568","55109120502","Census Tract 1205.02, St. Croix County, Wisconsin",4570,113,4424,28,20,36,1,61,177,6338
"569","55109120601","Census Tract 1206.01, St. Croix County, Wisconsin",1929,37,1889,9,5,20,1,5,64,2866
"570","55109120602","Census Tract 1206.02, St. Croix County, Wisconsin",4016,46,3957,10,8,16,0,25,152,5533
"571","55109120700","Census Tract 1207, St. Croix County, Wisconsin",3475,55,3384,15,14,25,0,37,95,4766
"572","55109120801","Census Tract 1208.01, St. Croix County, Wisconsin",2694,101,2571,24,8,24,0,67,124,3733
"573","55109120802","Census Tract 1208.02, St. Croix County, Wisconsin",3707,77,3597,18,15,27,0,50,103,5150
"574","55109120901","Census Tract 1209.01, St. Croix County, Wisconsin",3497,86,3406,24,12,33,0,22,107,4582
"575","55109120904","Census Tract 1209.04, St. Croix County, Wisconsin",3212,72,3138,2,9,27,2,34,92,4443
"576","55109120905","Census Tract 1209.05, St. Croix County, Wisconsin",5181,260,4841,85,41,93,5,116,245,7179
"577","55109120906","Census Tract 1209.06, St. Croix County, Wisconsin",2881,50,2786,9,5,44,3,34,93,3966
"578","55109121000","Census Tract 1210, St. Croix County, Wisconsin",5571,135,5394,19,15,73,1,69,197,7933
"579","55111000101","Census Tract 1.01, Sauk County, Wisconsin",1127,28,1081,9,12,5,1,19,22,1458
"580","55111000102","Census Tract 1.02, Sauk County, Wisconsin",1380,212,1171,51,32,15,4,107,112,1759
"581","55111000103","Census Tract 1.03, Sauk County, Wisconsin",2049,144,1784,19,163,7,0,76,99,2776
"582","55111000104","Census Tract 1.04, Sauk County, Wisconsin",1121,377,729,39,15,29,0,309,62,1530
"583","55111000200","Census Tract 2, Sauk County, Wisconsin",3902,72,3763,16,96,7,0,20,142,5169
"584","55111000301","Census Tract 3.01, Sauk County, Wisconsin",2674,212,2473,29,42,18,0,112,164,3629
"585","55111000302","Census Tract 3.02, Sauk County, Wisconsin",1023,45,968,12,2,4,3,34,43,1400
"586","55111000303","Census Tract 3.03, Sauk County, Wisconsin",1868,82,1759,27,22,29,0,31,48,2358
"587","55111000401","Census Tract 4.01, Sauk County, Wisconsin",4226,114,4007,55,56,44,0,64,159,5572
"588","55111000402","Census Tract 4.02, Sauk County, Wisconsin",2456,85,2326,27,28,21,0,54,108,3252
"589","55111000500","Census Tract 5, Sauk County, Wisconsin",2674,234,2531,13,8,6,1,115,151,3645
"590","55111000601","Census Tract 6.01, Sauk County, Wisconsin",1211,31,1196,0,4,2,3,6,48,1577
"591","55111000602","Census Tract 6.02, Sauk County, Wisconsin",1420,103,1361,5,3,10,0,41,89,1958
"592","55111000603","Census Tract 6.03, Sauk County, Wisconsin",2506,92,2429,13,8,22,0,34,88,3368
"593","55111000700","Census Tract 7, Sauk County, Wisconsin",2147,120,2060,8,2,6,1,70,102,2874
"594","55111000800","Census Tract 8, Sauk County, Wisconsin",3076,69,3009,13,7,12,0,35,100,3929
"595","55111000901","Census Tract 9.01, Sauk County, Wisconsin",1675,41,1631,12,6,3,1,22,33,2250
"596","55111000902","Census Tract 9.02, Sauk County, Wisconsin",1106,13,1099,2,1,0,0,4,23,1414
"597","55111000903","Census Tract 9.03, Sauk County, Wisconsin",921,11,909,3,1,0,0,8,11,1291
"598","55111001002","Census Tract 10.02, Sauk County, Wisconsin",2232,204,2042,34,13,10,1,132,100,3094
"599","55111001003","Census Tract 10.03, Sauk County, Wisconsin",1458,70,1400,8,17,10,0,23,71,2086
"600","55111001004","Census Tract 10.04, Sauk County, Wisconsin",2338,125,2213,40,12,15,0,58,88,3042
"601","55111001005","Census Tract 10.05, Sauk County, Wisconsin",1533,60,1463,7,18,18,0,27,51,2095
"602","55111001100","Census Tract 11, Sauk County, Wisconsin",3094,45,3064,6,3,7,0,14,66,4237
"603","55113100300","Census Tract 1003, Sawyer County, Wisconsin",3689,94,3278,18,334,24,0,35,173,4925
"604","55113100400","Census Tract 1004, Sawyer County, Wisconsin",2075,20,1998,4,57,7,0,9,53,2557
"605","55113100501","Census Tract 1005.01, Sawyer County, Wisconsin",1455,11,1420,8,19,4,0,4,45,1647
"606","55113100502","Census Tract 1005.02, Sawyer County, Wisconsin",1823,15,1774,6,29,4,0,10,59,2204
"607","55113100700","Census Tract 1007, Sawyer County, Wisconsin",1345,14,1283,2,45,5,0,10,91,1767
"608","55113100800","Census Tract 1008, Sawyer County, Wisconsin",1501,35,1431,31,17,5,0,17,51,1753
"609","55113940001","Census Tract 9400.01, Sawyer County, Wisconsin",1351,19,362,1,988,0,0,0,56,2045
"610","55113940002","Census Tract 9400.02, Sawyer County, Wisconsin",895,15,380,2,512,0,0,1,62,1176
"611","55139001900","Census Tract 19, Winnebago County, Wisconsin",4270,64,4125,18,13,87,0,27,102,5332
"612","55139002001","Census Tract 20.01, Winnebago County, Wisconsin",2296,96,2230,10,4,24,0,28,92,3105
"613","55139002002","Census Tract 20.02, Winnebago County, Wisconsin",3149,88,3067,8,23,7,0,44,94,4204
"614","55139002100","Census Tract 21, Winnebago County, Wisconsin",2778,48,2753,0,4,6,0,15,58,3608
"615","55139002201","Census Tract 22.01, Winnebago County, Wisconsin",3938,36,3894,12,5,16,1,10,104,5134
"616","55139002202","Census Tract 22.02, Winnebago County, Wisconsin",2394,16,2373,2,5,9,2,3,48,2997
"617","55139002300","Census Tract 23, Winnebago County, Wisconsin",4240,61,4139,9,6,53,3,30,119,5691
"618","55139002401","Census Tract 24.01, Winnebago County, Wisconsin",3946,112,3756,36,6,88,0,60,140,5045
"619","55139002402","Census Tract 24.02, Winnebago County, Wisconsin",4174,208,3800,34,16,210,2,112,184,5657
"620","55139002500","Census Tract 25, Winnebago County, Wisconsin",3594,358,2931,219,39,247,0,158,224,4876
"621","55139002601","Census Tract 26.01, Winnebago County, Wisconsin",3048,284,2739,35,26,87,1,160,142,3918
"622","55139002602","Census Tract 26.02, Winnebago County, Wisconsin",3379,318,2934,69,22,172,0,182,220,4585
"623","55139002700","Census Tract 27, Winnebago County, Wisconsin",1804,150,1649,26,10,38,0,81,79,2426
"624","55139002800","Census Tract 28, Winnebago County, Wisconsin",3427,344,3053,67,37,85,0,185,172,4569
"625","55139002900","Census Tract 29, Winnebago County, Wisconsin",1634,131,1469,52,20,31,1,61,113,2212
"626","55139003000","Census Tract 30, Winnebago County, Wisconsin",1180,84,1074,25,15,13,0,53,59,1641
"627","55139003100","Census Tract 31, Winnebago County, Wisconsin",1514,55,1428,20,14,30,0,22,63,2046
"628","55139003200","Census Tract 32, Winnebago County, Wisconsin",1648,39,1579,17,9,32,0,11,89,2353
"629","55139003300","Census Tract 33, Winnebago County, Wisconsin",1918,101,1807,23,15,29,2,42,99,2608
"630","55139003400","Census Tract 34, Winnebago County, Wisconsin",3115,161,2898,66,25,56,2,68,143,4259
"631","55139003500","Census Tract 35, Winnebago County, Wisconsin",2168,127,1971,59,24,51,2,61,104,2871
"632","55139003600","Census Tract 36, Winnebago County, Wisconsin",2976,64,2865,15,4,64,5,23,131,4191
"633","55139003701","Census Tract 37.01, Winnebago County, Wisconsin",2768,143,2566,65,14,66,4,53,128,3813
"634","55139003703","Census Tract 37.03, Winnebago County, Wisconsin",4633,71,4478,23,17,108,1,6,131,6371
"635","55139003704","Census Tract 37.04, Winnebago County, Wisconsin",2761,58,2685,27,10,28,1,10,64,3663
"636","55141010100","Census Tract 101, Wood County, Wisconsin",3405,59,3341,2,8,8,0,46,65,4552
"637","55141010200","Census Tract 102, Wood County, Wisconsin",3818,72,3686,16,7,66,1,42,84,4800
"638","55141010300","Census Tract 103, Wood County, Wisconsin",2195,64,2115,21,4,29,2,24,69,2878
"639","55141010400","Census Tract 104, Wood County, Wisconsin",2631,47,2554,21,8,31,0,17,94,3459
"640","55141010500","Census Tract 105, Wood County, Wisconsin",2485,60,2395,16,10,47,2,15,89,3236
"641","55141010600","Census Tract 106, Wood County, Wisconsin",3476,105,3227,50,22,133,2,42,134,4527
"642","55141010700","Census Tract 107, Wood County, Wisconsin",3926,53,3795,17,10,69,2,33,68,5085
"643","55141010800","Census Tract 108, Wood County, Wisconsin",2139,38,2103,4,13,7,1,11,37,2744
"644","55141010900","Census Tract 109, Wood County, Wisconsin",3029,93,2840,5,109,17,5,53,84,3951
"645","55141011000","Census Tract 110, Wood County, Wisconsin",4355,149,4107,50,37,103,2,56,139,5695
"646","55141011100","Census Tract 111, Wood County, Wisconsin",2607,74,2493,17,22,40,0,35,83,3536
"647","55141011200","Census Tract 112, Wood County, Wisconsin",2892,121,2702,48,21,75,1,45,115,3964
"648","55141011300","Census Tract 113, Wood County, Wisconsin",3471,118,3278,21,29,109,3,31,124,4477
"649","55141011400","Census Tract 114, Wood County, Wisconsin",4557,115,4305,41,35,122,0,54,121,5754
"650","55141011500","Census Tract 115, Wood County, Wisconsin",4615,49,4496,23,11,53,0,32,95,5975
"651","55141011600","Census Tract 116, Wood County, Wisconsin",3970,76,3882,11,27,18,2,30,98,5037
"652","55141011700","Census Tract 117, Wood County, Wisconsin",3390,100,3215,18,54,45,2,56,84,4537
"653","55007960401","Census Tract 9604.01, Bayfield County, Wisconsin",1664,11,1623,1,25,4,0,11,74,2080
"654","55007960402","Census Tract 9604.02, Bayfield County, Wisconsin",2378,19,2282,10,68,7,0,11,112,3094
"655","55007960600","Census Tract 9606, Bayfield County, Wisconsin",1968,5,1948,4,8,3,0,5,41,2232
"656","55007990000","Census Tract 9900, Bayfield County, Wisconsin",0,0,0,0,0,0,0,0,0,0
"657","55009000100","Census Tract 1, Brown County, Wisconsin",1704,216,1239,148,95,110,0,112,136,2596
"658","55009000200","Census Tract 2, Brown County, Wisconsin",4448,311,3838,165,152,142,3,148,228,6093
"659","55009000302","Census Tract 3.02, Brown County, Wisconsin",3483,364,2737,176,153,234,1,182,209,4722
"660","55009000303","Census Tract 3.03, Brown County, Wisconsin",2068,151,1615,182,95,103,0,73,93,2806
"661","55009000401","Census Tract 4.01, Brown County, Wisconsin",3605,382,2763,300,153,216,8,165,292,4880
"662","55009000402","Census Tract 4.02, Brown County, Wisconsin",1719,84,1580,13,28,62,0,36,89,2206
"663","55009000500","Census Tract 5, Brown County, Wisconsin",1939,226,1482,136,108,88,7,118,170,2949
"664","55009000600","Census Tract 6, Brown County, Wisconsin",2930,121,2671,44,58,115,2,40,133,3822
"665","55009000700","Census Tract 7, Brown County, Wisconsin",3454,406,2877,138,137,105,6,191,275,4896
"666","55009000800","Census Tract 8, Brown County, Wisconsin",1065,146,736,137,82,46,1,63,126,1653
"667","55009000900","Census Tract 9, Brown County, Wisconsin",2242,1145,1225,180,129,93,2,613,448,4008
"668","55009001000","Census Tract 10, Brown County, Wisconsin",1305,74,1042,116,81,42,1,23,57,1504
"669","55009001100","Census Tract 11, Brown County, Wisconsin",1220,570,731,98,69,47,0,275,248,2113
"670","55009001200","Census Tract 12, Brown County, Wisconsin",1393,376,893,156,87,52,0,205,148,2196
"671","55009001300","Census Tract 13, Brown County, Wisconsin",2030,221,1639,133,95,48,0,115,153,2943
"672","55009001400","Census Tract 14, Brown County, Wisconsin",2624,565,2045,101,79,91,0,308,253,3925
"673","55009001600","Census Tract 16, Brown County, Wisconsin",4074,1685,2431,263,145,267,2,966,600,6696
"674","55009001701","Census Tract 17.01, Brown County, Wisconsin",2304,1049,1380,140,95,143,0,546,422,3719
"675","55009001702","Census Tract 17.02, Brown County, Wisconsin",2264,822,1570,178,73,91,2,350,399,3519
"676","55009001801","Census Tract 18.01, Brown County, Wisconsin",4463,342,3744,246,157,109,6,201,201,5835
"677","55009001802","Census Tract 18.02, Brown County, Wisconsin",5072,290,4377,420,29,133,4,109,275,6515
"678","55009002001","Census Tract 20.01, Brown County, Wisconsin",6061,1003,5059,128,85,284,8,497,497,8553
"679","55009002002","Census Tract 20.02, Brown County, Wisconsin",3697,556,3081,52,49,238,2,275,290,5166
"680","55009002003","Census Tract 20.03, Brown County, Wisconsin",2816,226,2513,41,15,133,0,114,162,3858
"681","55009010100","Census Tract 101, Brown County, Wisconsin",4910,126,4709,69,33,58,0,41,193,6506
"682","55009010201","Census Tract 102.01, Brown County, Wisconsin",3853,266,3425,139,73,115,26,75,151,4601
"683","55009010202","Census Tract 102.02, Brown County, Wisconsin",4016,123,3747,82,70,63,0,54,140,5453
"684","55009010300","Census Tract 103, Brown County, Wisconsin",5405,160,5135,45,62,93,2,68,212,7289
"685","55009020100","Census Tract 201, Brown County, Wisconsin",4600,51,4527,12,20,20,0,21,101,5817
"686","55009020203","Census Tract 202.03, Brown County, Wisconsin",5223,63,5082,14,41,52,0,34,133,7028
"687","55009020204","Census Tract 202.04, Brown County, Wisconsin",4135,51,4050,18,16,37,0,14,111,5792
"688","55009020502","Census Tract 205.02, Brown County, Wisconsin",4021,204,3632,115,68,126,4,76,244,5425
"689","55009020504","Census Tract 205.04, Brown County, Wisconsin",4444,74,4296,32,28,60,0,28,139,6270
"690","55009020505","Census Tract 205.05, Brown County, Wisconsin",4158,91,3977,32,56,57,0,36,161,5400
"691","55009020506","Census Tract 205.06, Brown County, Wisconsin",2125,41,2057,12,16,33,0,7,70,2855
"692","55009020600","Census Tract 206, Brown County, Wisconsin",4122,59,4043,14,14,17,0,34,114,5632
"693","55009020702","Census Tract 207.02, Brown County, Wisconsin",5120,136,4903,41,17,102,0,57,183,7600
"694","55009020703","Census Tract 207.03, Brown County, Wisconsin",5777,223,5391,34,32,207,0,113,215,7598
"695","55009020704","Census Tract 207.04, Brown County, Wisconsin",6137,833,5235,98,74,305,0,425,430,8337
"696","55009020800","Census Tract 208, Brown County, Wisconsin",1811,94,1667,34,19,28,0,63,83,2351
"697","55009020900","Census Tract 209, Brown County, Wisconsin",2105,124,1963,21,22,58,0,41,117,2800
"698","55009021000","Census Tract 210, Brown County, Wisconsin",2097,83,1964,35,6,45,0,47,95,2841
"699","55015020303","Census Tract 203.03, Calumet County, Wisconsin",2746,196,2317,53,19,241,0,116,97,3762
"700","55015020304","Census Tract 203.04, Calumet County, Wisconsin",2633,221,2264,93,25,147,2,102,138,3591
"701","55015020306","Census Tract 203.06, Calumet County, Wisconsin",5036,96,4907,20,16,59,1,33,164,7047
"702","55015020308","Census Tract 203.08, Calumet County, Wisconsin",3487,106,3289,12,9,118,0,59,114,4943
"703","55015020400","Census Tract 204, Calumet County, Wisconsin",2727,67,2667,1,9,6,2,42,68,3459
"704","55015020500","Census Tract 205, Calumet County, Wisconsin",3883,247,3678,19,14,16,11,145,133,5155
"705","55015020600","Census Tract 206, Calumet County, Wisconsin",3864,88,3777,17,21,10,2,37,120,5076
"706","55015020700","Census Tract 207, Calumet County, Wisconsin",2992,67,2889,5,9,65,0,24,72,4448
"707","55015020800","Census Tract 208, Calumet County, Wisconsin",4604,233,4198,53,9,184,4,156,187,6209
"708","55017010100","Census Tract 101, Chippewa County, Wisconsin",2294,29,2089,25,16,147,1,16,91,3142
"709","55017010200","Census Tract 102, Chippewa County, Wisconsin",5407,112,5205,17,37,109,0,39,224,7331
"710","55017010300","Census Tract 103, Chippewa County, Wisconsin",4044,53,3925,40,21,42,3,13,179,5494
"711","55017010400","Census Tract 104, Chippewa County, Wisconsin",4144,62,3985,12,6,96,3,42,118,5490
"712","55017010500","Census Tract 105, Chippewa County, Wisconsin",4567,120,4230,176,50,68,0,43,162,5854
"713","55017010700","Census Tract 107, Chippewa County, Wisconsin",5974,91,5844,27,20,64,0,19,184,7892
"714","55017010800","Census Tract 108, Chippewa County, Wisconsin",5826,172,5088,584,85,42,2,25,117,7428
"715","55017010900","Census Tract 109, Chippewa County, Wisconsin",3674,58,3602,18,8,18,1,27,103,5131
"716","55017011001","Census Tract 110.01, Chippewa County, Wisconsin",2523,21,2499,6,8,6,1,3,80,3404
"717","55017011002","Census Tract 110.02, Chippewa County, Wisconsin",3211,33,3162,10,9,21,1,8,86,4091
"718","55017011100","Census Tract 111, Chippewa County, Wisconsin",3173,23,3148,5,4,4,3,9,95,4216
"719","55017011200","Census Tract 112, Chippewa County, Wisconsin",5170,49,5102,8,15,19,3,23,90,6824
"720","55019950100","Census Tract 9501, Clark County, Wisconsin",3433,575,3015,18,13,13,0,374,187,4923
"721","55019950200","Census Tract 9502, Clark County, Wisconsin",3114,220,2934,2,29,7,0,142,109,4657
"722","55019950300","Census Tract 9503, Clark County, Wisconsin",3057,66,2993,15,6,12,1,30,58,4705
"723","55019950400","Census Tract 9504, Clark County, Wisconsin",2772,24,2741,2,12,6,0,11,32,4021
"724","55019950500","Census Tract 9505, Clark County, Wisconsin",3339,103,3264,8,7,8,3,49,62,4920
"725","55019950600","Census Tract 9506, Clark County, Wisconsin",3254,100,3169,6,7,8,0,64,88,4773
"726","55019950700","Census Tract 9507, Clark County, Wisconsin",2703,64,2625,16,14,19,0,29,51,3542
"727","55019950800","Census Tract 9508, Clark County, Wisconsin",2374,62,2296,0,41,10,0,27,55,3118
"728","55021970100","Census Tract 9701, Columbia County, Wisconsin",2894,121,2801,6,6,7,0,74,84,4099
"729","55021970200","Census Tract 9702, Columbia County, Wisconsin",4466,87,4372,25,14,19,0,36,147,5921
"730","55021970300","Census Tract 9703, Columbia County, Wisconsin",3232,151,3075,52,31,15,0,59,86,4046
"731","55021970401","Census Tract 9704.01, Columbia County, Wisconsin",2526,172,1924,466,46,32,0,58,74,2968
"732","55021970402","Census Tract 9704.02, Columbia County, Wisconsin",2872,122,2726,43,22,23,2,56,119,3878
"733","55021970500","Census Tract 9705, Columbia County, Wisconsin",3204,130,3037,46,20,51,0,50,121,4334
"734","55021970600","Census Tract 9706, Columbia County, Wisconsin",3898,45,3833,12,17,13,0,23,91,4818
"735","55021970700","Census Tract 9707, Columbia County, Wisconsin",3375,42,3300,22,22,20,0,11,98,4386
"736","55021970800","Census Tract 9708, Columbia County, Wisconsin",4395,99,4278,8,24,34,3,48,131,5770
"737","55021970900","Census Tract 9709, Columbia County, Wisconsin",3722,70,3669,14,9,10,3,17,115,4823
"738","55021971000","Census Tract 9710, Columbia County, Wisconsin",3090,52,3024,6,13,18,0,29,67,3937
"739","55021971100","Census Tract 9711, Columbia County, Wisconsin",2706,78,2646,11,8,22,0,19,133,3733
"740","55021971200","Census Tract 9712, Columbia County, Wisconsin",4320,182,4151,56,8,38,3,64,171,5777
"741","55023960100","Census Tract 9601, Crawford County, Wisconsin",2105,25,2088,7,4,4,0,2,80,2869
"742","55023960200","Census Tract 9602, Crawford County, Wisconsin",1862,15,1834,7,1,5,0,15,38,2324
"743","55023960300","Census Tract 9603, Crawford County, Wisconsin",1849,15,1832,4,5,4,0,4,48,2510
"744","55073001402","Census Tract 14.02, Marathon County, Wisconsin",2862,52,2659,13,11,148,2,29,72,3565
"745","55073001500","Census Tract 15, Marathon County, Wisconsin",3372,38,3221,17,5,99,0,30,68,4281
"746","55073001600","Census Tract 16, Marathon County, Wisconsin",4668,81,4533,7,29,58,0,41,145,6194
"747","55073001700","Census Tract 17, Marathon County, Wisconsin",2853,80,2784,7,13,7,0,42,74,3593
"748","55073001800","Census Tract 18, Marathon County, Wisconsin",4315,41,4252,14,6,26,0,17,91,5565
"749","55073001900","Census Tract 19, Marathon County, Wisconsin",4352,74,4273,0,9,35,1,34,96,5963
"750","55073002000","Census Tract 20, Marathon County, Wisconsin",2830,77,2764,7,20,17,2,20,78,3836
"751","55073002101","Census Tract 21.01, Marathon County, Wisconsin",3184,115,3107,3,11,0,1,62,78,4349
"752","55073002102","Census Tract 21.02, Marathon County, Wisconsin",2125,21,2028,27,0,48,0,22,25,2792
"753","55073002200","Census Tract 22, Marathon County, Wisconsin",2393,348,2198,2,8,9,0,176,171,3540
"754","55073002301","Census Tract 23.01, Marathon County, Wisconsin",2376,65,2320,10,2,2,0,42,50,3328
"755","55073002302","Census Tract 23.02, Marathon County, Wisconsin",2618,52,2572,13,8,11,0,14,63,3449
"756","55075960100","Census Tract 9601, Marinette County, Wisconsin",2326,40,2301,7,3,4,0,11,92,3008
"757","55075960200","Census Tract 9602, Marinette County, Wisconsin",3200,40,3160,5,15,7,0,13,102,3796
"758","55075960600","Census Tract 9606, Marinette County, Wisconsin",2016,23,1980,3,14,5,0,14,50,2462
"759","55075960700","Census Tract 9607, Marinette County, Wisconsin",2786,22,2748,0,18,4,0,16,79,3301
"760","55075960800","Census Tract 9608, Marinette County, Wisconsin",2151,51,2102,2,20,4,0,23,75,2813
"761","55075960900","Census Tract 9609, Marinette County, Wisconsin",2151,13,2129,6,9,5,0,2,59,2661
"762","55075961000","Census Tract 9610, Marinette County, Wisconsin",3043,132,2916,7,27,2,0,91,85,4027
"763","55075961100","Census Tract 9611, Marinette County, Wisconsin",4051,40,3982,5,17,31,0,16,108,5348
"764","55075961200","Census Tract 9612, Marinette County, Wisconsin",2201,36,2170,6,9,9,0,7,71,2733
"765","55075961300","Census Tract 9613, Marinette County, Wisconsin",2329,87,2213,30,16,26,1,43,109,3093
"766","55075961400","Census Tract 9614, Marinette County, Wisconsin",3695,143,3522,37,29,33,2,72,153,4839
"767","55075961500","Census Tract 9615, Marinette County, Wisconsin",2885,73,2760,25,26,22,4,48,101,3791
"768","55075990000","Census Tract 9900, Marinette County, Wisconsin",0,0,0,0,0,0,0,0,0,0
"769","55077960100","Census Tract 9601, Marquette County, Wisconsin",2229,19,2206,4,9,8,1,1,47,2762
"770","55077960200","Census Tract 9602, Marquette County, Wisconsin",2107,39,2073,6,12,2,0,14,56,2544
"771","55077960300","Census Tract 9603, Marquette County, Wisconsin",3094,47,3021,8,17,17,1,30,83,4069
