,GEOID,full_geoid,male_white_total,male_white_less_hs,male_white_hs_grad,male_white_some_college,male_white_bs,female_white_total,female_white_less_hs,female_white_hs_grad,female_white_some_college,female_white_bs,male_black_total,male_black_less_hs,male_black_hs_grad,male_black_some_college,male_black_bs,female_black_total,female_black_less_hs,female_black_hs_grad,female_black_some_college,female_black_bs,male_aian_total,male_aian_less_hs,male_aian_hs_grad,male_aian_some_college,male_aian_bs,female_aian_total,female_aian_less_hs,female_aian_hs_grad,female_aian_some_college,female_aian_bs,male_asian_total,male_asian_less_hs,male_asian_hs_grad,male_asian_some_college,male_asian_bs,female_asian_total,female_asian_less_hs,female_asian_hs_grad,female_asian_some_college,female_asian_bs,male_nhpi_total,male_nhpi_less_hs,male_nhpi_hs_grad,male_nhpi_some_college,male_nhpi_bs,female_nhpi_total,female_nhpi_less_hs,female_nhpi_hs_grad,female_nhpi_some_college,female_nhpi_bs,male_other_total,male_other_less_hs,male_other_hs_grad,male_other_some_college,male_other_bs,female_other_total,female_other_less_hs,female_other_hs_grad,female_other_some_college,female_other_bs,male_mixed_total,male_mixed_less_hs,male_mixed_hs_grad,male_mixed_some_college,male_mixed_bs,female_mixed_total,female_mixed_less_hs,female_mixed_hs_grad,female_mixed_some_college,female_mixed_bs,male_w_nothisp_total,male_w_nothisp_less_hs,male_w_nothisp_hs_grad,male_w_nothisp_some_college,male_w_nothisp_bs,female_w_nothisp_total,female_w_nothisp_less_hs,female_w_nothisp_hs_grad,female_w_nothisp_some_college,female_w_nothisp_bs,male_hisp_total,male_hisp_less_hs,male_hisp_hs_grad,male_hisp_some_college,male_hisp_bs,female_hisp_total,female_hisp_less_hs,female_hisp_hs_grad,female_hisp_some_college,female_hisp_bs,BLACK_TOTAL,BLACK_FEMALE,BLACK_MALE,BLACK_LESS_HS_TOTAL,BLACK_HS_TOTAL,BLACK_SOME_COLLEGE_TOTAL,BLACK_COLLEGE_TOTAL,HISP_TOTAL,HISP_FEMALE,HISP_MALE,HISP_LESS_HS_TOTAL,HISP_HS_TOTAL,HISP_SOME_COLLEGE_TOTAL,HISP_COLLEGE_TOTAL,UNDERREP_TOTAL,UNDERREP_FEMALE,UNDERREP_MALE,UNDERREP_LESS_HS_TOTAL,UNDERREP_HS_TOTAL,UNDERREP_SOME_COLLEGE_TOTAL,UNDERREP_COLLEGE_TOTAL
1,55089610101,"Census Tract 6101.01, Ozaukee County, Wisconsin",1349,73,619,410,247,1319,35,573,334,377,31,0,7,2,22,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,24,5,0,40,21,19,0,0,22,0,12,10,0,62,62,0,0,0,1349,73,619,410,247,1314,34,569,334,377,29,0,24,5,0,107,84,23,0,0,41,10,31,0,7,2,32,136,107,29,84,47,5,0,177,117,60,84,54,7,32
2,55089610102,"Census Tract 6101.02, Ozaukee County, Wisconsin",1326,64,471,395,396,1385,55,428,515,387,12,0,8,0,4,8,0,0,8,0,0,0,0,0,0,10,0,5,0,5,41,9,7,7,18,42,13,0,8,21,0,0,0,0,0,0,0,0,0,0,33,14,7,12,0,25,16,0,9,0,32,0,3,23,6,27,0,7,0,20,1313,64,471,390,388,1365,48,428,509,380,48,14,7,19,8,58,23,0,15,20,20,8,12,0,8,8,4,106,58,48,37,7,34,28,126,66,60,37,15,42,32
3,55089620100,"Census Tract 6201, Ozaukee County, Wisconsin",1742,142,681,500,419,2163,54,697,782,630,57,34,0,0,23,18,0,0,18,0,3,0,0,3,0,6,0,0,6,0,33,0,4,22,7,31,0,15,12,4,0,0,0,0,0,21,0,0,21,0,0,0,0,0,0,0,0,0,0,0,42,0,5,37,0,0,0,0,0,0,1714,116,679,500,419,2157,50,697,780,630,28,26,2,0,0,6,4,0,2,0,75,18,57,34,0,18,23,34,6,28,30,2,2,0,109,24,85,64,2,20,23
4,55089630100,"Census Tract 6301, Ozaukee County, Wisconsin",1111,48,479,357,227,814,22,286,308,198,0,0,0,0,0,0,0,0,0,0,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,22,0,0,22,0,18,0,0,10,8,8,0,8,0,0,1111,48,479,357,227,792,0,286,308,198,5,0,0,5,0,44,22,0,22,0,0,0,0,0,0,0,0,49,44,5,22,0,27,0,49,44,5,22,0,27,0
5,55089630201,"Census Tract 6302.01, Ozaukee County, Wisconsin",1607,66,461,458,622,1731,85,528,530,588,0,0,0,0,0,20,0,11,9,0,2,0,0,2,0,10,0,0,8,2,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,22,0,0,5,17,1524,66,433,414,611,1725,85,528,530,582,83,0,28,44,11,15,0,9,0,6,20,20,0,0,11,9,0,98,15,83,0,37,44,17,118,35,83,0,48,53,17
6,55089630202,"Census Tract 6302.02, Ozaukee County, Wisconsin",1647,69,525,466,587,1727,76,511,489,651,86,10,7,69,0,9,5,0,4,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,54,19,0,0,0,19,0,0,0,0,0,0,0,0,0,0,50,0,0,30,20,43,0,9,18,16,10,0,10,0,0,32,1,31,0,0,1637,69,525,456,587,1706,76,511,489,630,30,0,0,10,20,65,1,9,18,37,95,9,86,15,7,73,0,95,65,30,1,9,28,57,190,74,116,16,16,101,57
7,55089640101,"Census Tract 6401.01, Ozaukee County, Wisconsin",891,0,169,270,452,1205,49,330,634,192,19,0,0,19,0,29,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,35,17,93,0,0,22,71,891,0,169,270,452,1205,49,330,634,192,17,0,0,0,17,48,0,0,0,48,48,29,19,0,0,48,0,65,48,17,0,0,0,65,113,77,36,0,0,48,65
8,55089640102,"Census Tract 6401.02, Ozaukee County, Wisconsin",920,25,255,357,283,973,25,217,325,406,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,29,0,0,39,16,0,0,23,863,25,231,338,269,973,25,217,325,406,86,0,53,19,14,16,16,0,0,0,8,0,8,0,0,8,0,102,16,86,16,53,19,14,110,16,94,16,53,27,14
9,55089640201,"Census Tract 6402.01, Ozaukee County, Wisconsin",998,0,328,172,498,817,0,81,274,462,0,0,0,0,0,0,0,0,0,0,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,17,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,986,0,328,172,486,808,0,81,274,453,12,0,0,0,12,9,0,0,0,9,0,0,0,0,0,0,0,21,9,12,0,0,0,21,21,9,12,0,0,0,21
10,55089640202,"Census Tract 6402.02, Ozaukee County, Wisconsin",2300,50,230,808,1212,2146,35,287,558,1266,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,51,0,0,0,51,84,0,0,47,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,34,29,0,0,0,29,2242,50,230,788,1174,2116,35,287,528,1266,58,0,0,20,38,30,0,0,30,0,0,0,0,0,0,0,0,88,30,58,0,0,50,38,88,30,58,0,0,50,38
11,55089650102,"Census Tract 6501.02, Ozaukee County, Wisconsin",825,12,151,181,481,1096,36,197,310,553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,21,15,0,7,8,0,13,6,0,7,0,823,12,151,179,481,1065,36,190,298,541,10,0,0,10,0,65,6,7,19,33,0,0,0,0,0,0,0,75,65,10,6,7,29,33,75,65,10,6,7,29,33
12,55089650103,"Census Tract 6501.03, Ozaukee County, Wisconsin",589,0,71,101,417,908,34,263,222,389,35,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,23,0,0,0,23,589,0,71,101,417,908,34,263,222,389,35,0,0,0,35,0,0,0,0,0,35,0,35,0,0,0,35,35,0,35,0,0,0,35,70,0,70,0,0,0,70
13,55089650104,"Census Tract 6501.04, Ozaukee County, Wisconsin",1397,21,173,300,903,1479,38,149,513,779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,24,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,29,17,0,0,17,0,0,0,0,0,0,1365,21,173,300,871,1459,38,149,513,759,32,0,0,0,32,49,0,0,0,49,0,0,0,0,0,0,0,81,49,32,0,0,0,81,81,49,32,0,0,0,81
14,55089650200,"Census Tract 6502, Ozaukee County, Wisconsin",1539,37,257,310,935,1609,48,281,295,985,17,0,0,3,14,42,29,0,0,13,0,0,0,0,0,0,0,0,0,0,18,0,18,0,0,21,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,14,24,0,0,0,24,1539,37,257,310,935,1609,48,281,295,985,0,0,0,0,0,0,0,0,0,0,59,42,17,29,0,3,27,0,0,0,0,0,0,0,59,42,17,29,0,3,27
15,55089650300,"Census Tract 6503, Ozaukee County, Wisconsin",1819,19,325,622,853,1990,21,434,524,1011,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,43,0,0,43,0,27,0,0,16,11,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,23,10,1819,19,325,622,853,1971,21,434,524,992,0,0,0,0,0,19,0,0,0,19,5,0,5,0,0,5,0,19,19,0,0,0,0,19,24,19,5,0,0,5,19
16,55089660100,"Census Tract 6601, Ozaukee County, Wisconsin",1060,39,174,323,524,1171,41,208,268,654,0,0,0,0,0,25,0,7,18,0,0,0,0,0,0,23,0,0,0,23,19,0,10,0,9,61,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,1031,39,159,323,510,1139,41,208,268,622,29,0,15,0,14,32,0,0,0,32,25,25,0,0,7,18,0,61,32,29,0,15,0,46,86,57,29,0,22,18,46
17,55089660201,"Census Tract 6602.01, Ozaukee County, Wisconsin",1249,44,78,385,742,1235,7,125,234,869,38,7,0,0,31,53,0,0,0,53,7,0,0,7,0,0,0,0,0,0,170,0,0,119,51,106,8,10,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,37,5,0,0,5,0,1142,17,78,354,693,1200,7,125,229,839,144,27,0,31,86,35,0,0,5,30,91,53,38,7,0,0,84,179,35,144,27,0,36,116,270,88,182,34,0,36,200
18,55089660202,"Census Tract 6602.02, Ozaukee County, Wisconsin",1736,11,256,230,1239,1678,5,229,314,1130,59,14,24,0,21,84,11,0,0,73,10,0,0,0,10,0,0,0,0,0,22,0,0,0,22,75,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,14,0,0,0,14,1695,11,230,230,1224,1667,5,229,314,1119,41,0,26,0,15,11,0,0,0,11,143,84,59,25,24,0,94,52,11,41,0,26,0,26,195,95,100,25,50,0,120
19,55089660301,"Census Tract 6603.01, Ozaukee County, Wisconsin",1795,40,284,231,1240,2206,19,390,357,1440,18,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,6,21,48,0,0,14,34,1744,40,261,231,1212,2159,19,349,357,1434,51,0,23,0,28,61,0,41,14,6,18,0,18,0,0,0,18,112,61,51,0,64,14,34,130,61,69,0,64,14,52
20,55089660303,"Census Tract 6603.03, Ozaukee County, Wisconsin",1631,19,150,172,1290,1831,77,166,390,1198,19,19,0,0,0,54,18,36,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,45,14,0,0,31,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,9,0,0,0,9,35,0,26,0,9,1631,19,150,172,1290,1781,77,166,390,1148,0,0,0,0,0,87,0,26,0,61,73,54,19,37,36,0,0,87,87,0,0,26,0,61,160,141,19,37,62,0,61
21,55089660304,"Census Tract 6603.04, Ozaukee County, Wisconsin",861,0,26,52,783,864,0,0,164,700,34,11,6,7,10,33,0,0,10,23,0,0,0,0,0,0,0,0,0,0,64,0,0,7,57,48,0,0,20,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,19,33,11,0,0,0,11,861,0,26,52,783,856,0,0,164,692,19,0,0,19,0,8,0,0,0,8,67,33,34,11,6,17,33,27,8,19,0,0,19,8,94,41,53,11,6,36,41
22,55089990000,"Census Tract 9900, Ozaukee County, Wisconsin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,55091950100,"Census Tract 9501, Pepin County, Wisconsin",1269,166,502,383,218,1420,109,558,465,288,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,0,16,0,7,1,8,0,0,0,0,0,0,0,0,0,0,9,7,0,2,0,0,0,0,0,0,28,0,26,0,2,5,0,0,5,0,1254,158,495,383,218,1405,104,551,464,286,24,15,7,2,0,20,5,7,6,2,7,0,7,0,7,0,0,44,20,24,20,14,8,2,51,20,31,20,21,8,2
24,55091950200,"Census Tract 9502, Pepin County, Wisconsin",1288,136,539,386,227,1146,64,367,436,279,7,0,0,1,6,0,0,0,0,0,7,0,7,0,0,3,0,0,3,0,3,2,0,0,1,6,0,1,0,5,6,0,0,0,6,0,0,0,0,0,3,0,0,3,0,2,0,0,2,0,7,0,0,7,0,8,0,1,5,2,1283,133,539,384,227,1140,59,367,436,278,8,3,0,5,0,8,5,0,2,1,7,0,7,0,0,1,6,16,8,8,8,0,7,1,23,8,15,8,0,8,7
25,55093960100,"Census Tract 9601, Pierce County, Wisconsin",991,23,387,366,215,937,30,346,262,299,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,44,0,46,6,0,40,0,988,23,387,363,215,937,30,346,262,299,14,0,0,14,0,0,0,0,0,0,2,1,1,1,0,0,1,14,0,14,0,0,14,0,16,1,15,1,0,14,1
26,55093960200,"Census Tract 9602, Pierce County, Wisconsin",1972,153,545,722,552,1932,57,613,584,678,2,0,2,0,0,8,0,0,7,1,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,17,0,0,17,0,25,0,0,7,18,13,0,2,7,4,1952,153,545,702,552,1922,57,613,577,675,24,0,4,20,0,27,0,0,24,3,10,8,2,0,2,7,1,51,27,24,0,4,44,3,61,35,26,0,6,51,4
27,55093960300,"Census Tract 9603, Pierce County, Wisconsin",945,53,160,363,369,709,20,134,171,384,10,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,47,4,0,0,0,4,25,0,0,12,13,939,47,160,363,369,709,20,134,171,384,15,6,0,0,9,47,0,0,0,47,10,0,10,0,0,5,5,62,47,15,6,0,0,56,72,47,25,6,0,5,61
28,55093960400,"Census Tract 9604, Pierce County, Wisconsin",1610,50,550,561,449,1912,176,378,531,827,27,5,0,8,14,10,0,3,7,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,70,0,7,51,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,30,25,0,25,0,0,1594,50,550,545,449,1906,176,372,531,827,16,0,0,16,0,6,0,6,0,0,37,10,27,5,3,15,14,22,6,16,0,6,16,0,59,16,43,5,9,31,14
29,55093960500,"Census Tract 9605, Pierce County, Wisconsin",2891,91,703,1118,979,2791,50,829,918,994,38,0,0,33,5,6,0,0,5,1,0,0,0,0,0,7,0,0,0,7,3,0,0,3,0,8,0,3,1,4,0,0,0,0,0,0,0,0,0,0,31,18,5,8,0,3,3,0,0,0,40,5,18,15,2,73,18,28,3,24,2850,91,696,1095,968,2770,50,829,901,990,77,23,12,31,11,24,3,0,17,4,44,6,38,0,0,38,6,101,24,77,26,12,48,15,145,30,115,26,12,86,21
30,55093960600,"Census Tract 9606, Pierce County, Wisconsin",1699,145,675,551,328,1569,62,543,562,402,0,0,0,0,0,0,0,0,0,0,8,5,0,3,0,6,0,0,1,5,4,1,3,0,0,41,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,49,2,4,43,0,15,0,2,2,11,1693,144,671,550,328,1556,59,540,557,400,50,1,4,45,0,15,3,3,5,4,0,0,0,0,0,0,0,65,15,50,4,7,50,4,65,15,50,4,7,50,4
31,55093960700,"Census Tract 9607, Pierce County, Wisconsin",1589,178,630,462,319,1667,75,563,605,424,3,0,0,3,0,5,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,4,0,22,0,1,21,0,49,33,15,1,0,1567,178,609,461,319,1638,75,539,605,419,22,0,21,1,0,65,27,28,5,5,8,5,3,0,0,7,1,87,65,22,27,49,6,5,95,70,25,27,49,13,6
32,55129950100,"Census Tract 9501, Washburn County, Wisconsin",732,77,285,235,135,675,66,225,272,112,0,0,0,0,0,0,0,0,0,0,20,10,10,0,0,5,0,2,1,2,18,8,0,10,0,15,13,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,8,0,2,6,0,11,11,0,0,0,732,77,285,235,135,675,66,225,272,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,55129950200,"Census Tract 9502, Washburn County, Wisconsin",636,35,211,225,165,643,22,200,244,177,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,15,0,0,15,0,0,0,0,0,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,6,6,0,13,0,0,12,1,636,35,211,225,165,640,21,200,243,176,0,0,0,0,0,3,1,0,1,1,0,0,0,0,0,0,0,3,3,0,1,0,1,1,3,3,0,1,0,1,1
34,55129950300,"Census Tract 9503, Washburn County, Wisconsin",1016,71,483,290,172,939,43,285,374,237,0,0,0,0,0,0,0,0,0,0,22,3,5,4,10,22,0,4,16,2,0,0,0,0,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,31,6,13,5,7,17,0,3,3,11,1005,71,483,279,172,938,42,285,374,237,16,2,0,11,3,1,1,0,0,0,0,0,0,0,0,0,0,17,1,16,3,0,11,3,17,1,16,3,0,11,3
35,55129950501,"Census Tract 9505.01, Washburn County, Wisconsin",978,133,302,251,292,1004,87,236,460,221,70,0,22,48,0,5,0,0,5,0,3,0,0,3,0,17,0,17,0,0,19,0,0,0,19,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0,0,0,15,11,0,4,0,19,0,18,0,1,969,129,297,251,292,977,87,236,438,216,58,4,5,49,0,62,17,17,22,6,75,5,70,0,22,53,0,120,62,58,21,22,71,6,195,67,128,21,44,124,6
36,55129950502,"Census Tract 9505.02, Washburn County, Wisconsin",795,45,241,311,198,875,26,298,378,173,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,12,0,10,2,0,0,0,0,0,0,6,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,13,24,0,6,3,15,792,45,241,308,198,865,26,288,378,173,3,0,0,3,0,10,0,10,0,0,0,0,0,0,0,0,0,13,10,3,0,10,3,0,13,10,3,0,10,3,0
37,55129950600,"Census Tract 9506, Washburn County, Wisconsin",1427,96,517,517,297,1631,82,480,661,408,2,0,2,0,0,0,0,0,0,0,6,6,0,0,0,1,0,1,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,18,0,0,16,0,1,0,15,29,0,3,25,1,26,0,0,23,3,1416,96,506,517,297,1627,82,479,659,407,15,0,15,0,0,6,0,2,2,2,2,0,2,0,2,0,0,21,6,15,0,17,2,2,23,6,17,0,19,2,2
38,55131400102,"Census Tract 4001.02, Washington County, Wisconsin",1404,186,501,445,272,1516,43,542,557,374,18,0,0,18,0,11,11,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,35,0,0,0,0,0,9,0,0,9,0,19,0,0,7,12,1356,186,501,412,257,1448,43,542,536,327,83,0,0,33,50,87,0,0,28,59,29,11,18,11,0,18,0,170,87,83,0,0,61,109,199,98,101,11,0,79,109
39,55131400103,"Census Tract 4001.03, Washington County, Wisconsin",1412,59,537,563,253,1288,56,415,509,308,0,0,0,0,0,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,12,7,1412,59,537,563,253,1288,56,415,509,308,0,0,0,0,0,12,0,0,12,0,11,11,0,0,0,0,11,12,12,0,0,0,12,0,23,23,0,0,0,12,11
40,55131400104,"Census Tract 4001.04, Washington County, Wisconsin",1996,80,785,643,488,1885,51,482,748,604,41,3,0,38,0,70,0,0,70,0,3,0,0,3,0,3,0,0,0,3,0,0,0,0,0,18,2,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,3,10,0,51,19,0,0,4,15,1996,80,785,643,488,1866,51,479,732,604,0,0,0,0,0,19,0,3,16,0,111,70,41,3,0,108,0,19,19,0,0,3,16,0,130,89,41,3,3,124,0
41,55131410100,"Census Tract 4101, Washington County, Wisconsin",1804,26,616,800,362,2038,89,421,725,803,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,4,0,0,0,0,0,0,0,1804,26,616,800,362,1982,89,421,699,773,0,0,0,0,0,56,0,0,26,30,26,0,26,0,26,0,0,56,56,0,0,0,26,30,82,56,26,0,26,26,30
42,55131420104,"Census Tract 4201.04, Washington County, Wisconsin",1545,117,508,485,435,1679,68,561,442,608,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,8,0,1,7,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,0,0,1535,117,508,475,435,1679,68,561,442,608,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,10,0,10,0,10,0,0,10,0
43,55131420105,"Census Tract 4201.05, Washington County, Wisconsin",1679,103,413,577,586,1627,43,439,642,503,46,2,9,28,7,10,0,0,0,10,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,73,21,37,10,5,0,0,0,0,0,28,0,7,21,0,15,0,0,15,0,1679,103,413,577,586,1613,43,439,642,489,90,21,44,20,5,14,0,0,0,14,56,10,46,2,9,28,17,104,14,90,21,44,20,19,160,24,136,23,53,48,36
44,55131420106,"Census Tract 4201.06, Washington County, Wisconsin",1121,17,476,397,231,1076,43,261,486,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,0,0,0,0,0,0,56,44,12,0,0,55,0,55,0,0,12,0,12,0,0,32,0,0,0,32,1090,17,450,397,226,1076,43,261,486,286,98,44,38,11,5,55,0,55,0,0,0,0,0,0,0,0,0,153,55,98,44,93,11,5,153,55,98,44,93,11,5
45,55131420107,"Census Tract 4201.07, Washington County, Wisconsin",1152,58,441,240,413,1098,33,449,263,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1080,58,410,240,372,1098,33,449,263,353,72,0,31,0,41,0,0,0,0,0,0,0,0,0,0,0,0,72,0,72,0,31,0,41,72,0,72,0,31,0,41
46,55131420108,"Census Tract 4201.08, Washington County, Wisconsin",1279,47,360,357,515,990,49,319,217,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1279,47,360,357,515,990,49,319,217,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,55131420200,"Census Tract 4202, Washington County, Wisconsin",1780,53,639,417,671,1949,12,410,715,812,32,0,0,32,0,40,0,0,0,40,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1780,53,639,417,671,1949,12,410,715,812,11,0,0,0,11,0,0,0,0,0,72,40,32,0,0,32,40,11,0,11,0,0,0,11,83,40,43,0,0,32,51
48,55131420300,"Census Tract 4203, Washington County, Wisconsin",1693,176,477,513,527,2067,162,497,832,576,24,0,24,0,0,86,3,32,33,18,0,0,0,0,0,0,0,0,0,0,48,0,0,0,48,20,0,13,7,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,21,0,0,0,21,0,0,0,0,0,1645,144,461,513,527,2001,127,497,801,576,76,57,16,0,3,66,35,0,31,0,110,86,24,3,56,33,18,142,66,76,92,16,31,3,252,152,100,95,72,64,21
49,55131420401,"Census Tract 4204.01, Washington County, Wisconsin",722,38,194,291,199,966,27,340,328,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,20,0,0,20,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,722,38,194,291,199,965,26,340,328,271,27,0,0,27,0,1,1,0,0,0,0,0,0,0,0,0,0,28,1,27,1,0,27,0,28,1,27,1,0,27,0
