"","GEOID","full_geoid","male_white_age18to19","male_white_age20to24","male_white_age25to29","male_white_age30to34","male_white_age35to44","male_white_age45to54","male_white_age55to64","male_white_age65to74","male_white_age75to84","male_white_age85over","female_white_age18to19","female_white_age20to24","female_white_age25to29","female_white_age30to34","female_white_age35to44","female_white_age45to54","female_white_age55to64","female_white_age65to74","female_white_age75to84","female_white_age85over","male_black_age18to19","male_black_age20to24","male_black_age25to29","male_black_age30to34","male_black_age35to44","male_black_age45to54","male_black_age55to64","male_black_age65to74","male_black_age75to84","male_black_age85over","female_black_age18to19","female_black_age20to24","female_black_age25to29","female_black_age30to34","female_black_age35to44","female_black_age45to54","female_black_age55to64","female_black_age65to74","female_black_age75to84","female_black_age85over","male_aian_age18to19","male_aian_age20to24","male_aian_age25to29","male_aian_age30to34","male_aian_age35to44","male_aian_age45to54","male_aian_age55to64","male_aian_age65to74","male_aian_age75to84","male_aian_age85over","female_aian_age18to19","female_aian_age20to24","female_aian_age25to29","female_aian_age30to34","female_aian_age35to44","female_aian_age45to54","female_aian_age55to64","female_aian_age65to74","female_aian_age75to84","female_aian_age85over","male_asian_age18to19","male_asian_age20to24","male_asian_age25to29","male_asian_age30to34","male_asian_age35to44","male_asian_age45to54","male_asian_age55to64","male_asian_age65to74","male_asian_age75to84","male_asian_age85over","female_asian_age18to19","female_asian_age20to24","female_asian_age25to29","female_asian_age30to34","female_asian_age35to44","female_asian_age45to54","female_asian_age55to64","female_asian_age65to74","female_asian_age75to84","female_asian_age85over","male_nhpi_age18to19","male_nhpi_age20to24","male_nhpi_age25to29","male_nhpi_age30to34","male_nhpi_age35to44","male_nhpi_age45to54","male_nhpi_age55to64","male_nhpi_age65to74","male_nhpi_age75to84","male_nhpi_age85over","female_nhpi_age18to19","female_nhpi_age20to24","female_nhpi_age25to29","female_nhpi_age30to34","female_nhpi_age35to44","female_nhpi_age45to54","female_nhpi_age55to64","female_nhpi_age65to74","female_nhpi_age75to84","female_nhpi_age85over","male_other_age18to19","male_other_age20to24","male_other_age25to29","male_other_age30to34","male_other_age35to44","male_other_age45to54","male_other_age55to64","male_other_age65to74","male_other_age75to84","male_other_age85over","female_other_age18to19","female_other_age20to24","female_other_age25to29","female_other_age30to34","female_other_age35to44","female_other_age45to54","female_other_age55to64","female_other_age65to74","female_other_age75to84","female_other_age85over","male_mixed_age18to19","male_mixed_age20to24","male_mixed_age25to29","male_mixed_age30to34","male_mixed_age35to44","male_mixed_age45to54","male_mixed_age55to64","male_mixed_age65to74","male_mixed_age75to84","male_mixed_age85over","female_mixed_age18to19","female_mixed_age20to24","female_mixed_age25to29","female_mixed_age30to34","female_mixed_age35to44","female_mixed_age45to54","female_mixed_age55to64","female_mixed_age65to74","female_mixed_age75to84","female_mixed_age85over","male_w_nothisp_age18to19","male_w_nothisp_age20to24","male_w_nothisp_age25to29","male_w_nothisp_age30to34","male_w_nothisp_age35to44","male_w_nothisp_age45to54","male_w_nothisp_age55to64","male_w_nothisp_age65to74","male_w_nothisp_age75to84","male_w_nothisp_age85over","female_w_nothisp_age18to19","female_w_nothisp_age20to24","female_w_nothisp_age25to29","female_w_nothisp_age30to34","female_w_nothisp_age35to44","female_w_nothisp_age45to54","female_w_nothisp_age55to64","female_w_nothisp_age65to74","female_w_nothisp_age75to84","female_w_nothisp_age85over","male_hisp_age18to19","male_hisp_age20to24","male_hisp_age25to29","male_hisp_age30to34","male_hisp_age35to44","male_hisp_age45to54","male_hisp_age55to64","male_hisp_age65to74","male_hisp_age75to84","male_hisp_age85over","female_hisp_age18to19","female_hisp_age20to24","female_hisp_age25to29","female_hisp_age30to34","female_hisp_age35to44","female_hisp_age45to54","female_hisp_age55to64","female_hisp_age65to74","female_hisp_age75to84","female_hisp_age85over","WHITE_FEMALE","WHITE_MALE","WHITE_TOTAL","WHITE_18_to_24","WHITE_25_to_34","WHITE_35_to_44","WHITE_45_to_54","WHITE_55_to_64","WHITE_65_over","BLACK_FEMALE","BLACK_MALE","BLACK_TOTAL","BLACK_18_to_24","BLACK_25_to_34","BLACK_35_to_44","BLACK_45_to_54","BLACK_55_to_64","BLACK_65_over","AI_AN_FEMALE","AI_AN_MALE","AI_AN_TOTAL","AI_AN_18_to_24","AI_AN_25_to_34","AI_AN_35_to_44","AI_AN_45_to_54","AI_AN_55_to_64","AI_AN_65_over","ASIAN_FEMALE","ASIAN_MALE","ASIAN_TOTAL","ASIAN_18_to_24","ASIAN_25_to_34","ASIAN_35_to_44","ASIAN_45_to_54","ASIAN_55_to_64","ASIAN_65_over","NHPI_FEMALE","NHPI_MALE","NHPI_TOTAL","NHPI_18_to_24","NHPI_25_to_34","NHPI_35_to_44","NHPI_45_to_54","NHPI_55_to_64","NHPI_65_over","OTHER_FEMALE","OTHER_MALE","OTHER_TOTAL","OTHER_18_to_24","OTHER_25_to_34","OTHER_35_to_44","OTHER_45_to_54","OTHER_55_to_64","OTHER_65_over","MIXED_FEMALE","MIXED_MALE","MIXED_TOTAL","MIXED_18_to_24","MIXED_25_to_34","MIXED_35_to_44","MIXED_45_to_54","MIXED_55_to_64","MIXED_65_over","W_NOTHISP_FEMALE","W_NOTHISP_MALE","W_NOTHISP_TOTAL","W_NOTHISP_18_to_24","W_NOTHISP_25_to_34","W_NOTHISP_35_to_44","W_NOTHISP_45_to_54","W_NOTHISP_55_to_64","W_NOTHISP_65_over","HISP_FEMALE","HISP_MALE","HISP_TOTAL","HISP_18_to_24","HISP_25_to_34","HISP_35_to_44","HISP_45_to_54","HISP_55_to_64","HISP_65_over","ALL_FEMALE","ALL_MALE","ALL_TOTAL","ALL_18_to_24","ALL_25_to_34","ALL_35_to_44","ALL_45_to_54","ALL_55_to_64","ALL_65_over"
"11","55010","State Senate District 10 (2018), Wisconsin",2937,6959,4489,4767,10540,11388,11929,7880,3445,1047,3364,7154,4331,4548,10162,11126,12121,7919,4258,2119,176,92,36,26,103,138,58,39,3,0,53,101,8,39,46,79,2,0,20,4,176,92,36,26,103,138,58,39,3,0,53,101,8,39,46,79,2,0,20,4,50,177,43,57,91,121,22,25,0,4,91,338,106,120,161,49,99,48,23,16,0,10,0,0,0,0,0,4,0,0,6,1,0,6,34,1,0,0,0,0,0,26,5,54,56,35,10,6,0,0,6,23,18,11,29,63,70,2,0,0,160,159,68,157,214,108,79,53,6,4,55,166,63,47,117,166,102,41,33,0,2875,6820,4390,4604,10324,11277,11893,7819,3436,1047,3260,6953,4244,4424,9932,11033,12045,7889,4240,2118,86,208,114,209,289,145,51,64,14,0,128,230,101,130,274,131,147,31,38,1,54981,53452,108433,20414,18135,20702,22514,24050,26668,350,613,963,422,109,149,217,60,66,350,613,963,422,109,149,217,60,66,952,568,1520,656,326,252,170,121,116,48,14,62,17,6,34,1,0,4,152,182,334,55,88,85,98,80,8,688,929,1617,540,335,331,274,181,137,54093,52592,106685,19908,17662,20256,22310,23938,26549,1064,1129,2193,652,554,563,276,198,148,112678,110092,222770,43086,37324,42521,46077,48688,53762
"12","55011","State Senate District 11 (2018), Wisconsin",1503,3925,4454,4248,10107,11528,12760,8846,3951,1227,1535,4432,3827,4721,9387,12347,12835,9476,4234,2226,33,122,100,76,196,165,157,57,0,0,10,77,59,117,0,126,71,130,5,12,33,122,100,76,196,165,157,57,0,0,10,77,59,117,0,126,71,130,5,12,21,75,68,39,69,112,74,6,26,0,5,15,73,54,150,226,89,83,20,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,65,93,195,504,298,91,30,20,0,115,164,157,178,290,199,108,96,21,8,52,174,182,105,162,103,98,58,29,15,64,118,115,91,108,85,112,73,28,15,1339,3637,4129,3961,9346,10890,12391,8688,3920,1227,1327,4071,3622,4383,8802,11782,12413,9365,4144,2221,237,408,574,492,1279,1005,496,211,59,0,327,573,408,571,941,777,565,211,119,13,52185,49789,101974,11395,17250,19494,23875,25595,29960,536,749,1285,242,352,196,291,228,204,536,749,1285,242,352,196,291,228,204,639,416,1055,116,234,219,338,163,148,0,0,0,0,0,0,0,0,0,1228,1251,2479,390,623,794,497,199,175,697,880,1577,408,493,270,188,210,218,49717,47137,96854,10374,16095,18148,22672,24804,29565,3940,4265,8205,1545,2045,2220,1782,1061,613,109478,105236,214714,24712,37444,41537,49934,52488,61087
"13","55012","State Senate District 12 (2018), Wisconsin",1471,3584,3437,3701,8032,11185,14525,11580,5966,1787,1316,3377,3408,3500,7722,10847,14342,11083,6767,2647,39,96,47,16,148,42,56,15,2,0,33,0,0,36,13,9,34,0,6,64,39,96,47,16,148,42,56,15,2,0,33,0,0,36,13,9,34,0,6,64,3,19,9,8,24,29,27,14,0,14,10,13,27,3,81,44,77,65,27,13,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,4,2,21,4,0,0,4,45,34,29,9,29,4,0,0,0,6,1,3,12,12,15,7,0,0,132,78,73,71,141,80,102,42,3,3,36,22,96,92,99,189,75,91,66,6,1457,3572,3362,3593,7907,11037,14422,11552,5933,1778,1216,3296,3290,3470,7556,10638,14230,11008,6728,2635,36,46,136,142,165,180,138,30,33,9,115,94,144,39,181,237,135,77,39,12,50667,50743,101410,9748,14046,15754,22032,28867,39830,161,405,566,168,99,161,51,90,87,161,405,566,168,99,161,51,90,87,283,120,403,45,47,105,73,104,133,31,0,31,0,2,0,4,3,25,41,125,166,10,83,41,21,44,11,697,623,1320,268,332,240,269,177,211,49837,50191,100028,9541,13715,15463,21675,28652,39634,938,777,1715,291,461,346,417,273,200,102816,103389,206205,20239,28884,32271,44593,58300,80218
"14","55013","State Senate District 13 (2018), Wisconsin",1803,4589,4479,5428,10943,12454,12661,7752,3704,1289,1677,4174,4075,5119,10777,12144,12158,7967,4782,2566,43,89,155,68,92,209,140,29,35,0,45,45,109,56,181,54,61,56,0,9,43,89,155,68,92,209,140,29,35,0,45,45,109,56,181,54,61,56,0,9,40,55,7,28,117,63,78,6,0,0,50,55,18,6,157,133,71,31,12,0,0,6,5,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,13,86,18,64,172,136,71,0,0,0,4,123,49,3,73,44,17,2,0,0,63,124,70,62,86,96,63,23,3,0,20,86,116,44,115,190,62,115,4,3,1597,4313,4251,5208,10466,12199,12396,7681,3695,1257,1576,4018,3955,4846,10336,11879,12032,7919,4734,2556,233,428,264,281,670,398,328,74,14,32,114,312,180,282,566,328,162,50,48,10,53281,52441,105722,12243,19101,21720,24598,24819,28060,555,720,1275,222,388,273,263,201,129,555,720,1275,222,388,273,263,201,129,462,316,778,200,59,274,196,149,49,1,14,15,6,6,0,0,0,3,298,489,787,226,134,245,180,88,2,693,527,1220,293,292,201,286,125,148,51819,50667,102486,11504,18260,20802,24078,24428,27842,1890,2394,4284,1087,1007,1236,726,490,228,109554,108288,217842,26003,39635,45024,50590,50501,56590
"15","55014","State Senate District 14 (2018), Wisconsin",1657,4127,4264,4346,9632,11614,14182,9651,4851,1676,1448,3597,3690,4120,8337,10942,13035,9861,5358,2796,42,233,289,270,455,403,125,74,12,0,35,4,15,3,37,58,44,13,17,4,42,233,289,270,455,403,125,74,12,0,35,4,15,3,37,58,44,13,17,4,16,30,52,89,83,61,32,15,0,0,16,16,41,162,105,75,26,21,4,6,0,0,11,6,5,2,5,0,3,0,0,2,0,0,0,3,1,0,0,0,9,105,74,94,229,127,31,24,1,0,14,106,10,29,122,71,18,25,7,0,18,56,52,135,95,151,126,32,35,6,31,39,54,16,155,45,65,56,7,0,1574,4002,4045,4045,9220,11337,13922,9580,4805,1676,1368,3443,3521,3976,8121,10751,12956,9764,5343,2794,93,231,335,425,653,414,291,96,47,0,114,290,181,181,327,280,118,129,22,2,50149,51818,101967,10829,16420,17969,22556,27217,34193,186,1778,1964,314,577,492,461,169,120,186,1778,1964,314,577,492,461,169,120,446,346,792,78,344,188,136,58,46,5,27,32,2,17,5,5,6,3,384,663,1047,234,207,351,198,49,57,403,580,983,144,257,250,196,191,136,49081,50284,99365,10387,15587,17341,22088,26878,33962,1526,2294,3820,728,1122,980,694,409,296,102366,109568,211934,23030,35108,38068,46795,55146,68933
"16","55015","State Senate District 15 (2018), Wisconsin",3040,6743,4405,4690,8611,9897,10978,6864,3519,943,2786,6257,4394,4299,8834,10393,11444,7656,4331,2336,214,350,282,220,418,403,378,193,92,0,284,500,205,253,533,334,351,175,126,0,214,350,282,220,418,403,378,193,92,0,284,500,205,253,533,334,351,175,126,0,37,196,7,46,185,84,78,35,0,0,65,136,146,161,148,109,103,50,0,0,5,0,0,0,0,0,0,0,0,0,0,55,0,11,0,30,12,0,18,0,167,350,149,169,578,384,292,97,0,0,117,153,154,286,483,245,145,43,27,1,157,306,139,174,193,94,78,46,38,2,135,161,199,104,161,99,27,33,44,15,2857,6297,4012,4326,8197,9598,10749,6807,3480,938,2587,5753,4057,4218,8373,10044,11332,7541,4300,2335,388,887,562,580,1023,690,520,154,39,5,363,677,550,424,947,631,265,158,58,2,51286,48712,99998,18826,17788,17445,20290,22422,25649,2410,2172,4582,1348,960,951,737,729,586,2410,2172,4582,1348,960,951,737,729,586,815,590,1405,434,360,333,193,181,85,114,5,119,60,11,0,30,12,18,1509,1894,3403,787,758,1061,629,437,168,951,1149,2100,759,616,354,193,105,178,49208,46512,95720,17494,16613,16570,19642,22081,25401,3810,4328,8138,2315,2116,1970,1321,785,416,112513,107534,220047,43371,40182,39635,43772,47481,53087
"17","55016","State Senate District 16 (2018), Wisconsin",1062,4376,5930,5678,10834,9930,10452,7400,3116,941,943,4247,5353,5658,11055,10450,11168,8517,4135,2260,355,439,657,481,1024,681,395,239,26,9,131,811,656,629,1029,672,571,243,172,0,355,439,657,481,1024,681,395,239,26,9,131,811,656,629,1029,672,571,243,172,0,86,395,424,440,747,398,372,227,17,4,72,452,543,565,732,503,302,189,41,31,0,0,8,0,0,12,11,10,0,0,0,7,0,0,0,0,31,4,0,0,42,119,249,122,441,218,117,16,10,10,13,80,190,138,490,156,202,13,21,1,79,274,274,292,211,37,75,32,0,0,132,241,286,218,316,52,80,23,22,2,940,4104,5571,5211,9805,9430,10257,7326,3104,941,820,3843,5111,5209,10363,9989,10963,8411,4097,2247,175,404,643,678,1509,715,324,109,22,10,188,598,480,658,1264,625,434,111,64,14,52618,49267,101885,10628,22619,21889,20380,21620,26369,4343,3911,8254,1736,2423,2053,1353,966,689,4343,3911,8254,1736,2423,2053,1353,966,689,3128,2738,5866,1005,1972,1479,901,674,509,11,30,41,7,8,0,12,42,14,1102,1227,2329,254,699,931,374,319,71,1292,1199,2491,726,1070,527,89,155,79,50090,46432,96522,9707,21102,20168,19419,21220,26126,4002,4265,8267,1365,2459,2773,1340,758,330,120929,112980,233909,27164,54775,51873,45221,46720,54876
"18","55017","State Senate District 17 (2018), Wisconsin",3077,6561,4725,4633,9383,10523,12437,8772,4453,1436,2174,5186,4027,4300,8673,10000,12314,8915,5263,2975,39,189,189,106,373,189,110,24,2,19,117,59,15,9,32,11,32,3,5,16,39,189,189,106,373,189,110,24,2,19,117,59,15,9,32,11,32,3,5,16,25,88,69,4,139,59,40,13,13,0,26,45,91,23,130,102,57,41,14,8,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,29,95,28,96,128,35,20,4,1,0,14,23,32,71,98,50,32,6,0,6,41,17,68,20,114,62,75,41,3,3,77,85,39,33,85,110,49,22,26,8,3036,6431,4584,4472,9127,10390,12380,8727,4438,1428,2136,5096,3947,4146,8513,9911,12269,8876,5248,2951,91,222,208,278,401,183,82,55,16,8,94,120,114,227,249,158,89,45,15,30,51513,53563,105076,16998,17685,18056,20523,24751,31814,267,1130,1397,404,319,405,200,142,69,267,1130,1397,404,319,405,200,142,69,480,410,890,184,187,269,161,97,89,0,1,1,0,0,1,0,6,0,300,416,716,161,227,226,85,52,17,485,369,854,220,160,199,172,124,103,50824,52633,103457,16699,17149,17640,20301,24649,31668,1052,1462,2514,527,827,650,341,171,169,105188,111114,216302,35597,36873,37851,41983,50134,63998
"19","55018","State Senate District 18 (2018), Wisconsin",2251,6922,5385,5258,10357,11040,10976,7268,3798,1250,2738,6757,4680,4566,9067,10617,11005,7960,4856,2608,105,507,313,317,641,388,261,55,14,0,44,234,168,120,95,244,35,19,0,0,105,507,313,317,641,388,261,55,14,0,44,234,168,120,95,244,35,19,0,0,72,236,346,262,225,207,88,45,0,12,49,195,165,182,336,329,152,65,65,0,0,8,0,0,23,6,0,0,0,0,0,0,0,0,35,6,0,0,0,0,0,129,83,202,129,99,40,52,0,0,0,51,17,142,173,34,22,16,0,0,138,111,168,72,152,134,18,41,9,9,141,169,89,80,84,25,55,38,22,2,2150,6697,5083,5032,9836,10648,10756,7239,3790,1233,2656,6392,4534,4464,8633,10255,10734,7861,4827,2605,127,324,376,450,708,508,260,81,8,17,86,410,175,251,612,396,296,115,29,3,53849,53529,107378,18668,19889,19424,21657,21981,27740,924,2340,3264,890,918,736,632,296,88,924,2340,3264,890,918,736,632,296,88,1386,1405,2791,552,955,561,536,240,187,41,37,78,8,0,58,12,0,0,433,694,1127,180,444,302,133,62,68,650,834,1484,559,409,236,159,73,121,52227,51708,103935,17895,19113,18469,20903,21490,27555,2077,2599,4676,947,1252,1320,904,556,253,112511,115486,227997,40589,43898,41842,45568,44994,56100
"20","55019","State Senate District 19 (2018), Wisconsin",1675,4621,4892,5202,10182,11078,11555,7398,3378,1317,1649,5037,5033,5413,9878,10878,12201,8241,4217,2205,74,217,195,177,333,145,50,38,24,0,112,215,54,125,210,178,133,22,36,6,74,217,195,177,333,145,50,38,24,0,112,215,54,125,210,178,133,22,36,6,79,353,436,424,560,363,184,114,56,8,113,388,467,473,479,355,144,197,78,9,0,0,0,0,0,0,0,0,0,0,0,23,0,0,22,34,0,0,0,0,83,92,271,167,217,217,137,15,0,0,0,103,89,142,147,31,52,0,39,3,85,172,99,49,105,198,61,101,0,0,109,158,32,107,192,81,53,28,0,5,1585,4388,4824,4977,9901,10855,11465,7378,3378,1308,1542,4734,4786,5183,9573,10630,12165,8222,4179,2205,197,343,368,400,498,467,219,79,0,9,125,438,346,408,486,298,88,28,77,0,52551,49743,102294,12982,20540,20060,21956,23756,26756,958,1203,2161,618,551,543,323,183,126,958,1203,2161,618,551,543,323,183,126,2559,2393,4952,933,1800,1039,718,328,462,79,0,79,23,0,22,34,0,0,554,1062,1616,278,669,364,248,189,57,712,809,1521,524,287,297,279,114,134,51054,48594,99648,12249,19770,19474,21485,23630,26670,2206,2361,4567,1103,1522,984,765,307,193,111631,107368,218999,29328,45690,43326,46131,48690,54524
"21","55020","State Senate District 20 (2018), Wisconsin",1983,4614,4522,4623,10431,12591,12817,8721,4021,1287,1702,4351,3951,4419,9723,12265,12840,9105,4859,2478,38,49,156,172,240,109,64,25,20,0,12,49,0,117,119,79,28,51,0,3,38,49,156,172,240,109,64,25,20,0,12,49,0,117,119,79,28,51,0,3,0,163,9,80,145,70,90,13,0,16,15,45,31,25,202,96,81,27,28,7,0,0,6,0,13,0,11,0,10,0,0,0,47,0,0,0,0,0,0,10,44,27,43,111,170,21,8,24,24,0,0,70,83,33,125,71,21,0,21,0,87,123,92,53,55,72,102,40,10,0,60,69,37,85,125,114,15,55,9,0,1904,4460,4345,4585,10076,12313,12709,8709,4010,1261,1609,4298,3912,4306,9522,12095,12724,9080,4811,2474,128,201,237,160,554,312,125,37,35,26,124,151,122,146,357,254,156,43,69,4,52853,52793,105646,12650,17515,20154,24856,25657,30471,430,809,1239,148,445,359,188,92,99,430,809,1239,148,445,359,188,92,99,476,496,972,223,145,347,166,171,91,57,29,86,0,53,13,0,11,20,403,464,867,141,270,295,92,29,69,554,532,1086,339,267,180,186,117,114,52107,51663,103770,12271,17148,19598,24408,25433,30345,1270,1690,2960,604,665,911,566,281,214,108580,109285,217865,26524,36953,42216,50650,51883,61522
"22","55021","State Senate District 21 (2018), Wisconsin",1874,4295,4248,4252,9134,12767,13124,7966,3691,1306,1432,4220,3882,4476,9154,12989,13470,8591,4850,2176,98,394,585,223,441,454,312,189,37,7,79,314,226,290,476,299,240,214,38,42,98,394,585,223,441,454,312,189,37,7,79,314,226,290,476,299,240,214,38,42,39,101,60,97,149,153,162,106,0,6,0,59,101,153,150,255,78,88,34,14,0,0,0,0,0,19,13,0,0,0,0,0,0,0,9,53,0,0,10,0,11,86,67,100,169,31,93,31,0,0,54,32,105,78,119,129,34,22,0,0,86,144,89,43,167,89,21,25,17,9,108,98,108,96,90,67,46,47,29,0,1731,3856,3962,3958,8469,12103,12667,7804,3669,1275,1348,3715,3533,4127,8578,12248,13094,8461,4799,2121,184,538,393,403,906,779,558,206,39,31,149,515,508,458,759,931,430,166,51,55,51770,49533,101303,11821,16858,18288,25756,26594,28580,1978,2428,4406,885,1324,917,753,552,527,1978,2428,4406,885,1324,917,753,552,527,854,711,1565,199,411,299,408,240,248,72,19,91,0,0,9,72,13,10,539,495,1034,183,350,288,160,127,53,643,669,1312,436,336,257,156,67,127,48930,46827,95757,10650,15580,17047,24351,25761,28129,3592,3479,7071,1386,1762,1665,1710,988,548,110356,106589,216945,26445,37945,39687,54119,54894,58749
"23","55022","State Senate District 22 (2018), Wisconsin",1926,4668,4431,4454,8065,8226,8341,4755,2336,782,1707,4130,4347,4269,8371,7988,8448,5794,3034,1948,539,1236,921,705,1942,1544,1134,534,327,36,546,1155,1266,985,1726,1713,1425,730,374,138,539,1236,921,705,1942,1544,1134,534,327,36,546,1155,1266,985,1726,1713,1425,730,374,138,21,90,161,168,206,130,85,84,0,0,63,86,140,112,278,248,152,108,31,0,0,0,6,0,4,0,0,5,0,0,0,12,0,0,1,0,0,0,0,0,106,254,234,176,736,511,252,80,27,15,197,297,178,179,631,452,344,64,56,0,239,371,239,143,177,87,120,112,25,13,175,341,215,104,365,272,142,71,10,9,1407,3563,3518,3407,6394,6961,7704,4449,2163,727,1256,3207,3444,3313,6602,7149,7834,5310,2913,1878,737,1445,1309,1278,2519,1789,982,450,200,83,765,1435,1203,1219,2555,1464,1022,615,150,70,41588,39643,81231,12431,17501,16436,16214,16789,18649,8633,7784,16417,3476,3877,3668,3257,2559,2139,8633,7784,16417,3476,3877,3668,3257,2559,2139,1066,860,1926,260,581,484,378,237,223,13,15,28,12,6,5,0,0,5,2054,2139,4193,854,767,1367,963,596,242,1562,1406,2968,1126,701,542,359,262,240,35072,32589,67661,9433,13682,12996,14110,15538,17440,9476,9810,19286,4382,5009,5074,3253,2004,1568,108097,102030,210127,35450,46001,44240,41791,40544,42645
"24","55023","State Senate District 23 (2018), Wisconsin",1611,4726,4787,5174,10067,11481,12260,8467,3984,1533,1601,4137,4235,4690,9452,10835,12040,8569,4577,2801,21,86,80,88,294,197,124,3,0,0,12,8,3,77,91,76,31,9,49,8,21,86,80,88,294,197,124,3,0,0,12,8,3,77,91,76,31,9,49,8,44,65,49,167,165,58,124,28,22,0,10,74,128,215,179,140,206,44,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,19,42,113,124,62,41,1,0,0,2,16,53,21,80,17,8,2,0,0,20,124,102,86,169,140,87,39,18,14,21,48,51,42,121,66,108,60,7,12,1535,4625,4558,4977,9772,11375,12182,8426,3984,1533,1571,4002,4123,4597,9206,10736,11920,8483,4573,2801,91,160,307,313,425,200,119,57,0,0,43,184,167,105,341,145,133,88,4,0,50897,51830,102727,12075,18886,19519,22316,24300,29931,333,769,1102,127,248,385,273,155,69,333,769,1102,127,248,385,273,155,69,800,598,1398,193,559,344,198,330,104,0,1,1,1,0,0,0,0,0,191,370,561,46,229,204,79,49,3,428,712,1140,213,281,290,206,195,150,50092,50785,100877,11733,18255,18978,22111,24102,29800,1077,1553,2630,478,892,766,345,252,149,104151,107387,211538,24993,39598,40871,45801,49538,60275
"25","55024","State Senate District 24 (2018), Wisconsin",2528,5911,4433,4539,8811,10795,12260,8919,4660,1401,2273,5853,4189,4329,8531,10375,12310,9068,5099,2723,55,95,114,182,60,129,115,72,3,2,22,96,16,95,45,44,37,20,0,2,55,95,114,182,60,129,115,72,3,2,22,96,16,95,45,44,37,20,0,2,75,126,234,163,176,127,58,53,27,12,40,139,171,210,263,115,82,106,31,0,0,0,0,0,0,9,0,15,0,0,5,0,0,0,0,2,0,0,0,0,40,192,135,121,184,102,92,79,0,0,37,78,130,74,262,46,59,35,0,8,53,154,47,122,104,44,57,85,29,6,140,118,88,55,102,107,89,37,3,0,2423,5777,4350,4408,8634,10559,12167,8871,4646,1393,2205,5683,4002,4201,8287,10252,12211,9023,5077,2718,184,266,172,255,345,348,187,103,14,8,111,257,340,222,509,170,165,61,22,13,52440,51997,104437,16565,17490,17342,21170,24570,31870,340,712,1052,268,407,105,173,152,99,340,712,1052,268,407,105,173,152,99,1075,993,2068,380,778,439,242,140,229,7,24,31,5,0,0,11,0,15,670,853,1523,347,460,446,148,151,122,650,644,1294,465,312,206,151,146,160,51448,51061,102509,16088,16961,16921,20811,24378,31728,1705,1695,3400,818,989,854,518,352,221,108675,108691,217366,35204,37804,36418,43397,50041,64543
"26","55025","State Senate District 25 (2018), Wisconsin",1560,3762,3921,3915,8286,10298,13512,11008,5289,1492,1474,3695,3502,3978,8046,9971,13330,10510,5943,2484,92,86,34,74,264,62,137,20,24,0,4,86,123,14,37,105,101,22,20,0,92,86,34,74,264,62,137,20,24,0,4,86,123,14,37,105,101,22,20,0,24,87,14,40,68,114,35,22,8,0,60,94,61,76,183,65,53,46,21,0,0,1,1,15,28,0,0,0,0,0,0,0,56,0,19,0,0,0,0,0,14,10,16,61,155,35,13,1,2,13,9,13,8,84,43,17,29,3,0,0,41,121,56,91,90,132,105,72,38,10,26,90,93,155,198,131,151,72,25,0,1532,3752,3820,3831,8128,10187,13448,10970,5257,1477,1419,3582,3458,3896,7938,9882,13250,10469,5915,2471,51,23,120,151,356,170,82,42,36,16,74,161,74,169,180,116,114,47,28,13,49603,49531,99134,10491,15316,16332,20269,26842,36726,411,656,1067,268,245,301,167,238,86,411,656,1067,268,245,301,167,238,86,606,377,983,265,191,251,179,88,97,75,45,120,1,72,47,0,0,0,177,307,484,46,169,198,52,42,19,790,651,1441,278,395,288,263,256,217,49030,48954,97984,10285,15005,16066,20069,26698,36559,862,965,1827,309,514,536,286,196,182,101965,102142,204107,22211,32152,34320,41452,54598,73972
"27","55026","State Senate District 26 (2018), Wisconsin",4530,14395,8774,6886,8501,7095,6635,5329,2060,876,5088,14823,7451,6055,7964,6798,7824,5779,2732,1625,192,1045,518,325,705,517,574,206,57,23,311,720,477,517,559,708,479,205,14,63,192,1045,518,325,705,517,574,206,57,23,311,720,477,517,559,708,479,205,14,63,544,2747,1395,1113,1207,766,400,156,134,42,541,2197,1271,963,1167,813,479,244,129,63,0,30,32,2,0,0,15,2,0,0,0,0,3,0,0,2,4,0,0,0,11,182,152,232,319,118,30,7,5,0,37,96,111,165,192,91,25,16,9,0,241,330,350,364,322,181,117,0,10,7,196,613,536,134,308,99,127,7,42,0,4297,13503,8357,6466,7979,6664,6523,5158,1996,866,4832,14033,6991,5817,7366,6368,7599,5594,2613,1620,318,1116,628,676,903,572,154,179,69,10,347,933,668,460,819,553,249,194,128,5,58315,58446,116761,38836,29166,16465,13893,14459,18401,3574,3588,7162,2268,1837,1264,1225,1053,568,3574,3588,7162,2268,1837,1264,1225,1053,568,7388,8104,15492,6029,4742,2374,1579,879,768,5,66,71,30,37,0,2,19,2,717,1026,1743,326,660,511,209,55,37,1935,1805,3740,1380,1384,630,280,244,66,55234,55286,110520,36665,27631,15345,13032,14122,17847,4107,4471,8578,2714,2432,1722,1125,403,585,134849,136380,271229,90516,69726,39575,32570,32287,38842
